MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_413;Rho_wn_IS_440;Rho_wn_IS_501;Rho_wn_IS_555;Rho_wn_IS_674;Rho_wn_IS_870;LwN_IS_413;LwN_IS_440;LwN_IS_501;LwN_IS_555;LwN_IS_674;LwN_IS_870;ExactWavelength_IS_413;ExactWavelength_IS_440;ExactWavelength_IS_501;ExactWavelength_IS_555;ExactWavelength_IS_674;ExactWavelength_IS_870;AERONET_chla_IS;Surf_press_IS;Wind_speed_IS;O3_IS
AAB_351_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071221T093746Z;P10000000;M110100001110030101;    41.000;    51.941;       0.008046;       0.008241;       0.010910;       0.007800;       0.001851;       0.000713;       0.438022;       0.489023;       0.674023;       0.464405;       0.089699;       0.021364;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.882625;    1014.964355;       2.281622;     257.523682
AAB_352_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071221T095859Z;P10000000;M110100001110030101;    41.000;    53.861;       0.007745;       0.008088;       0.010631;       0.007729;       0.001625;       0.000789;       0.421628;       0.479955;       0.656800;       0.460211;       0.078714;       0.023651;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.916469;    1014.726379;       2.263287;     257.525330
AAB_353_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071221T103753Z;P10000000;M110100001110030101;    41.000;    58.440;       0.006637;       0.007473;       0.009648;       0.007457;       0.001972;       0.001047;       0.361292;       0.443426;       0.596089;       0.443982;       0.095538;       0.031401;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.051879;    1014.290161;       2.229669;     257.528351
AAB_354_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071221T105855Z;P10000000;M110100001110030101;    41.000;    61.366;       0.006259;       0.007336;       0.009962;       0.007260;       0.002077;       0.001431;       0.340741;       0.435277;       0.615469;       0.432308;       0.100615;       0.042902;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.922028;    1014.054321;       2.211492;     257.529999
AAB_355_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071222T042738Z;P10000000;M110100001110030101;    41.000;    75.639;       0.004105;       0.005721;       0.008322;       0.006024;       0.001780;       0.002457;       0.223463;       0.339462;       0.514140;       0.358663;       0.086253;       0.073667;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.908897;    1015.648682;       2.835653;     257.611603
AAB_356_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071222T045739Z;P10000000;M110100001110030101;    41.000;    70.267;       0.005319;       0.006028;       0.008230;       0.005924;       0.001741;       0.001755;       0.289564;       0.357677;       0.508491;       0.352754;       0.084345;       0.052624;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.896715;    1015.878540;       2.382825;     257.613953
AAB_357_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071222T053758Z;P10000000;M110100001110030101;    41.000;    63.683;       0.006460;       0.007516;       0.009203;       0.006290;       0.001485;       0.000964;       0.351654;       0.446009;       0.568563;       0.374511;       0.071935;       0.028915;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.797197;    1016.187317;       1.774613;     257.617096
AAB_358_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071222T055926Z;P10000000;M110100001110030101;    41.000;    60.416;       0.007017;       0.007255;       0.009421;       0.006416;       0.001593;       0.000655;       0.381968;       0.430473;       0.582069;       0.382051;       0.077182;       0.019627;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.791754;    1016.351746;       1.450769;     257.618744
AAB_359_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071224T045834Z;P10000000;M110100001110030101;    41.000;    70.263;       0.010325;       0.011308;       0.018723;       0.012972;       0.002371;       0.003485;       0.562068;       0.671007;       1.156779;       0.772390;       0.114873;       0.104487;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.825564;    1017.767578;       6.741771;     257.838165
AAB_360_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071225T042905Z;P10000000;M110100001110030101;    41.000;    75.534;       0.004924;       0.006567;       0.010103;       0.007750;       0.002403;       0.002549;       0.268066;       0.389674;       0.624173;       0.461472;       0.116421;       0.076412;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.037253;    1017.811523;       4.961907;     257.947937
AAB_361_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071225T045904Z;P10000000;M110100001110030101;    41.000;    70.166;       0.005869;       0.007660;       0.011622;       0.007893;       0.001889;       0.001603;       0.319465;       0.454533;       0.718024;       0.469992;       0.091538;       0.048063;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.788854;    1017.945496;       4.811040;     257.950256
AAB_362_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071225T053935Z;P10000000;M110100001110030101;    41.000;    63.590;       0.006193;       0.007996;       0.013198;       0.009340;       0.001399;       0.000831;       0.337118;       0.474443;       0.815389;       0.556147;       0.067803;       0.024903;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.865712;    1018.126587;       4.607173;     257.953430
AAB_363_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071225T060058Z;P10000000;M110100001110030101;    41.000;    60.470;       0.007955;       0.008992;       0.012627;       0.009037;       0.001593;       0.000541;       0.433038;       0.533580;       0.780156;       0.538116;       0.077188;       0.016212;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.885634;    1018.210266;       4.502625;     257.955078
AAB_364_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071226T042934Z;P10000000;M110100001110030101;    41.000;    75.613;       0.005611;       0.008099;       0.012486;       0.008787;       0.001927;       0.001488;       0.305469;       0.480587;       0.771443;       0.523219;       0.093386;       0.044605;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.854066;    1019.479492;       5.497681;     258.060028
AAB_365_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071226T051008Z;P10000000;M110100001110030101;    41.000;    68.354;       0.005594;       0.007520;       0.011663;       0.009024;       0.001215;       0.001197;       0.304504;       0.446203;       0.720562;       0.537324;       0.058863;       0.035880;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.057796;    1019.733826;       5.310476;     258.063202
AAB_366_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071226T054003Z;P10000000;M110100001110030101;    41.000;    63.496;       0.010288;       0.010919;       0.013009;       0.010174;       0.002602;       0.000937;       0.560031;       0.647918;       0.803705;       0.605797;       0.126066;       0.028095;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.079231;    1019.921387;       5.172418;     258.065521
AAB_367_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071226T060124Z;P10000000;M110100001110030101;    41.000;    60.381;       0.008416;       0.009365;       0.012766;       0.009491;       0.001975;       0.000445;       0.458148;       0.555686;       0.788703;       0.565115;       0.095677;       0.013343;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.964345;    1020.034973;       5.076356;     258.067169
AAB_368_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071230T051129Z;P10000000;M110100001110030101;    41.000;    68.405;       0.005802;       0.006571;       0.009743;       0.007073;       0.001550;       0.001285;       0.315826;       0.389901;       0.601975;       0.421158;       0.075076;       0.038513;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.915118;    1016.746094;       4.014178;     258.511566
AAB_369_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071230T054159Z;P10000000;M110100001110030101;    41.000;    63.522;       0.006528;       0.006896;       0.009477;       0.006917;       0.001081;       0.000700;       0.355365;       0.409183;       0.585508;       0.411832;       0.052377;       0.020991;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.925078;    1016.920471;       4.397449;     258.513947
AAB_370_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071231T043157Z;P10000000;M110100001110030101;    41.000;    75.562;       0.002847;       0.005050;       0.008570;       0.006606;       0.001854;       0.001844;       0.154992;       0.299678;       0.529493;       0.393333;       0.089813;       0.055284;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.049932;    1016.213623;       7.419755;     258.620575
AAB_371_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071231T051135Z;P10000000;M110100001110030101;    41.000;    68.447;       0.004489;       0.006173;       0.009746;       0.006867;       0.001372;       0.001264;       0.244377;       0.366291;       0.602132;       0.408869;       0.066456;       0.037886;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.856610;    1016.423401;       7.450770;     258.623657
AAB_372_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20071231T110345Z;P10000000;M110100001110030101;    41.000;    61.160;       0.006790;       0.007903;       0.011431;       0.009196;       0.002674;       0.000749;       0.369613;       0.468939;       0.706269;       0.547576;       0.129572;       0.022462;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.154948;    1014.222229;       5.841309;     258.651062
AAB_373_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080101T043227Z;P10000000;M110100001110030101;    41.000;    75.413;       0.006100;       0.007301;       0.010039;       0.007755;       0.002346;       0.002639;       0.332061;       0.433228;       0.620239;       0.461749;       0.113641;       0.079128;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.051860;    1016.156311;       3.110506;     258.732666
AAB_374_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080102T051215Z;P10000000;M110100001110030101;    41.000;    68.334;       0.005090;       0.006914;       0.010575;       0.007829;       0.001699;       0.001338;       0.277067;       0.410287;       0.653332;       0.466152;       0.082323;       0.040128;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.956928;    1015.415344;       7.400911;     258.847839
AAB_375_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080103T043349Z;P10000000;M110100001110030101;    41.000;    75.311;       0.004136;       0.006716;       0.010548;       0.008060;       0.002557;       0.001623;       0.225172;       0.398525;       0.651670;       0.479942;       0.123887;       0.048650;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.028492;    1014.740845;       5.796646;     258.956909
AAB_376_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080103T051224Z;P10000000;M110100001110030101;    41.000;    68.360;       0.005655;       0.008134;       0.012294;       0.008247;       0.002000;       0.000830;       0.307814;       0.482673;       0.759534;       0.491055;       0.096893;       0.024878;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.767451;    1015.080078;       6.003455;     258.959900
AAB_377_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080103T054443Z;P10000000;M110100001110030101;    41.000;    63.136;       0.006598;       0.007777;       0.011953;       0.008286;       0.001335;       0.001015;       0.359173;       0.461502;       0.738487;       0.493341;       0.064702;       0.030438;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.825634;    1015.364197;       6.176674;     258.962433
AAB_378_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080103T060538Z;P10000000;M110100001110030101;    41.000;    60.004;       0.006524;       0.007905;       0.011051;       0.008794;       0.001556;       0.000776;       0.355162;       0.469085;       0.682777;       0.523599;       0.075379;       0.023278;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.125736;    1015.447510;       6.231353;     258.964050
AAB_379_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080103T100542Z;P10000000;M110100001110030101;    41.000;    53.502;       0.007290;       0.008917;       0.012749;       0.009546;       0.002644;       0.000680;       0.396837;       0.529108;       0.787675;       0.568394;       0.128099;       0.020399;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.980669;    1013.272766;       5.070463;     258.982727
AAB_380_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080103T110537Z;P10000000;M110100001110030101;    41.000;    61.099;       0.003961;       0.006691;       0.011072;       0.009558;       0.002236;       0.001979;       0.215635;       0.397019;       0.684058;       0.569115;       0.108358;       0.059345;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.362029;    1012.729980;       4.780724;     258.987396
AAB_381_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080103T114423Z;P10000000;M110100001110030101;    41.000;    67.267;       0.004617;       0.005520;       0.009379;       0.009171;       0.003473;       0.002542;       0.251338;       0.327559;       0.579464;       0.546054;       0.168277;       0.076212;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.828371;    1012.378845;       4.593260;     258.990417
AAB_382_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080104T060604Z;P10000000;M110100001110030101;    41.000;    59.857;       0.006743;       0.007324;       0.011210;       0.008237;       0.001527;       0.001028;       0.367090;       0.434574;       0.692580;       0.490428;       0.073965;       0.030835;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.940742;    1014.886169;       3.675412;     259.076172
AAB_383_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080106T051238Z;P10000000;M110100001110030101;    41.000;    68.401;       0.004376;       0.005594;       0.008349;       0.005455;       0.001850;       0.000778;       0.238225;       0.331947;       0.515796;       0.324805;       0.089638;       0.023313;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.723847;    1012.897339;       4.094337;     259.296143
AAB_384_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080106T054556Z;P10000000;M110100001110030101;    41.000;    62.979;       0.006973;       0.007602;       0.009068;       0.005951;       0.000859;       0.000958;       0.379577;       0.451111;       0.560278;       0.354327;       0.041608;       0.028717;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.728023;    1013.094604;       4.028016;     259.298737
AAB_385_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080106T060700Z;P10000000;M110100001110030101;    41.000;    59.685;       0.006482;       0.007473;       0.009371;       0.006461;       0.000683;       0.000559;       0.352836;       0.443446;       0.578991;       0.384698;       0.033073;       0.016775;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.813064;    1013.138794;       4.129248;     259.300385
AAB_386_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080108T051237Z;P10000000;M110100001110030101;    41.000;    68.399;       0.008961;       0.012457;       0.017974;       0.015847;       0.003569;       0.001561;       0.487819;       0.739196;       1.110477;       0.943572;       0.172937;       0.046795;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.427771;    1018.239380;       4.343078;     259.520264
AAB_387_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080109T044122Z;P10000000;M110100001110030101;    41.000;    73.942;       0.009203;       0.010632;       0.016300;       0.012458;       0.002562;       0.001904;       0.500967;       0.630885;       1.007063;       0.741762;       0.124118;       0.057100;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.028381;    1018.019531;       4.084675;     259.629913
AAB_388_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080109T060821Z;P10000000;M110100001110030101;    41.000;    59.448;       0.010478;       0.013135;       0.018975;       0.016343;       0.002805;       0.001018;       0.570404;       0.779422;       1.172303;       0.973115;       0.135886;       0.030517;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.352128;    1018.733093;       3.905860;     259.636688
AAB_389_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080109T064414Z;P10000000;M110100001110030101;    41.000;    54.711;       0.012027;       0.013696;       0.020242;       0.016677;       0.004391;            NaN;       0.654702;       0.812666;       1.250606;       0.992995;       0.212730;      -0.037939;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.220395;    1018.460449;       3.881529;     259.639465
AAB_390_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080109T070821Z;P10000000;M110100001110030101;    41.000;    52.127;       0.010879;       0.012128;       0.019441;       0.015038;       0.002773;       0.000983;       0.592213;       0.719644;       1.201131;       0.895428;       0.134352;       0.029471;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.057607;    1018.277283;       3.865177;     259.641357
AAB_391_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080109T100822Z;P10000000;M110100001110030101;    41.000;    52.943;       0.011631;       0.013004;       0.018668;       0.015955;       0.002884;       0.000644;       0.633125;       0.771637;       1.153392;       0.950030;       0.139709;       0.019301;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.327875;    1016.909668;       3.743117;     259.655365
AAB_392_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080109T104707Z;P10000000;M110100001110030101;    41.000;    57.645;       0.008989;       0.012597;       0.017166;       0.015053;       0.003364;       0.001494;       0.489316;       0.747465;       1.060544;       0.896287;       0.162989;       0.044798;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.408521;    1016.615295;       3.716843;     259.658386
AAB_393_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080109T110821Z;P10000000;M110100001110030101;    41.000;    60.637;       0.009455;       0.011141;       0.016920;       0.015028;       0.003577;       0.001549;       0.514690;       0.661079;       1.045348;       0.894787;       0.173328;       0.046441;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.453717;    1016.454041;       3.702445;     259.660034
AAB_394_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080109T114655Z;P10000000;M110100001110030101;    41.000;    66.697;       0.006858;       0.008644;       0.014526;       0.013596;       0.004184;       0.002524;       0.373336;       0.512915;       0.897471;       0.809565;       0.202722;       0.075679;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.647325;    1016.161011;       3.676295;     259.663025
AAB_395_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080110T064739Z;P10000000;M110100001110030101;    41.000;    54.293;       0.011968;       0.012732;       0.020607;       0.015082;       0.002353;       0.001325;       0.651488;       0.755510;       1.273180;       0.898041;       0.114025;       0.039718;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.933232;    1018.336243;       2.619294;     259.751801
AAB_396_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080110T104723Z;P10000000;M110100001110030101;    41.000;    57.478;       0.009956;       0.010271;       0.016263;       0.013093;       0.003173;       0.004713;       0.541990;       0.609472;       1.004805;       0.779600;       0.153725;       0.141292;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.158451;    1015.722046;       1.000304;     259.770477
AAB_397_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080110T110840Z;P10000000;M110100001110030101;    41.000;    60.470;       0.009528;       0.011439;       0.015860;       0.015816;       0.003237;       0.001865;       0.518646;       0.678744;       0.979858;       0.941750;       0.156855;       0.055924;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.910928;    1015.489929;       0.856571;     259.772125
AAB_398_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080117T101128Z;P10000000;M110100001110030101;    41.000;    51.786;       0.007290;       0.008228;       0.011084;       0.009201;       0.001997;       0.001018;       0.396859;       0.488223;       0.684830;       0.547879;       0.096733;       0.030515;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.239934;    1022.970032;       3.255388;     260.705902
AAB_399_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080117T111114Z;P10000000;M110100001110030101;    41.000;    59.640;       0.006318;       0.007901;       0.011508;       0.010559;       0.003377;       0.001837;       0.343917;       0.468814;       0.710995;       0.628682;       0.163637;       0.055088;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.568016;    1022.383484;       2.817208;     260.713196
AAB_400_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080117T115043Z;P10000000;M110100001110030101;    41.000;    65.974;       0.004450;       0.006535;       0.009693;       0.009707;       0.003206;       0.003185;       0.242226;       0.387752;       0.598855;       0.577972;       0.155339;       0.095508;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.932393;    1021.995972;       2.527736;     260.717987
AAB_401_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080128T111417Z;P10000000;M110100001110030101;    41.000;    57.778;       0.003646;       0.005059;       0.008480;       0.008641;       0.002046;       0.001738;       0.198489;       0.300174;       0.523930;       0.514501;       0.099124;       0.052117;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       2.018708;    1013.199219;      10.403468;     262.643890
AAB_402_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080128T115254Z;P10000000;M110100001110030101;    41.000;    64.138;       0.002931;       0.004161;       0.006977;       0.008216;       0.003231;       0.002486;       0.159526;       0.246907;       0.431084;       0.489215;       0.156548;       0.074530;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       2.882948;    1013.067322;      10.870809;     262.648590
AAB_403_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080129T051318Z;P10000000;M110100001110030101;    41.000;    66.770;       0.004642;       0.006488;       0.010228;       0.009222;       0.002286;       0.002107;       0.252671;       0.385006;       0.631907;       0.549095;       0.110752;       0.063159;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.506806;    1016.231873;       6.211771;     262.775360
AAB_404_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080129T095341Z;P10000000;M110100001110030101;    41.000;    47.215;       0.006416;       0.007320;       0.010517;       0.009427;       0.003057;       0.000868;       0.349277;       0.434368;       0.649747;       0.561286;       0.148106;       0.026030;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.483994;    1014.431641;       5.431120;     262.809540
AAB_405_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080129T101436Z;P10000000;M110100001110030101;    41.000;    49.353;       0.007772;       0.008143;       0.011860;       0.010303;       0.002483;       0.001052;       0.423103;       0.483183;       0.732762;       0.613445;       0.120308;       0.031536;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.379310;    1014.236938;       5.387258;     262.812073
AAB_406_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080129T105352Z;P10000000;M110100001110030101;    41.000;    54.380;       0.006187;       0.008077;       0.010964;       0.009976;       0.002630;       0.001341;       0.336795;       0.479301;       0.677367;       0.593991;       0.127419;       0.040194;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.535801;    1013.871399;       5.304917;     262.816864
AAB_407_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080129T115338Z;P10000000;M110100001110030101;    41.000;    64.107;       0.005969;       0.008941;       0.013034;       0.010706;       0.003314;       0.002971;       0.324907;       0.530548;       0.805254;       0.637472;       0.160545;       0.089063;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.211758;    1013.315063;       5.179587;     262.824158
AAB_408_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080130T044337Z;P10000000;M110100001110030101;    41.000;    72.309;       0.002924;       0.003841;       0.006368;       0.006811;       0.002301;       0.002495;       0.159173;       0.227912;       0.393420;       0.405532;       0.111463;       0.074792;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       2.271135;    1013.648376;       5.818831;     262.947235
AAB_409_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080130T051245Z;P10000000;M110100001110030101;    41.000;    66.822;       0.003666;       0.004142;       0.006727;       0.006678;       0.001468;       0.001163;       0.199548;       0.245770;       0.415628;       0.397599;       0.071109;       0.034876;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.894326;    1013.822327;       6.024050;     262.950775
AAB_410_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080130T061457Z;P10000000;M110100001110030101;    41.000;    56.255;       0.004235;       0.005217;       0.007313;       0.007338;       0.001406;       0.000309;       0.230545;       0.309579;       0.451804;       0.436922;       0.068102;       0.009264;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.939910;    1013.895325;       6.246608;     262.958374
AAB_411_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080130T111439Z;P10000000;M110100001110030101;    41.000;    57.326;       0.005879;       0.007462;       0.010587;       0.008785;       0.001747;       0.001131;       0.320017;       0.442801;       0.654069;       0.523060;       0.084650;       0.033919;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.239854;    1009.702759;       4.035875;     262.994873
AAB_412_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080130T115346Z;P10000000;M110100001110030101;    41.000;    63.899;       0.004961;       0.005938;       0.008883;       0.007789;       0.001427;       0.001342;       0.270044;       0.352330;       0.548841;       0.463796;       0.069151;       0.040234;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.410372;    1009.155579;       3.747331;     262.999664
AAB_413_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080131T044304Z;P10000000;M110100001110030101;    41.000;    72.188;       0.003428;       0.005101;       0.008557;       0.006777;       0.000786;       0.001671;       0.186599;       0.302657;       0.528665;       0.403533;       0.038094;       0.050102;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.116842;    1009.355530;       5.573664;     263.122650
AAB_414_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080206T044424Z;P10000000;M110100001110030101;    41.000;    71.245;       0.009309;       0.012337;       0.018469;       0.014456;       0.002874;       0.001806;       0.506762;       0.732063;       1.141099;       0.860740;       0.139239;       0.054160;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       1.085236;    1023.705750;       5.189326;     264.175720
AAB_415_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20080206T051348Z;P10000000;M110100001110030101;    41.000;    65.664;       0.010743;       0.012832;       0.019712;       0.014568;       0.002148;       0.001206;       0.584817;       0.761452;       1.217844;       0.867430;       0.104048;       0.036171;     412.500000;     442.000000;     490.500000;     551.099976;     667.700012;     868.700012;       0.953266;    1023.816650;       5.142733;     264.179291
