MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_413;Rho_wn_IS_440;Rho_wn_IS_501;Rho_wn_IS_555;Rho_wn_IS_674;Rho_wn_IS_870;LwN_IS_413;LwN_IS_440;LwN_IS_501;LwN_IS_555;LwN_IS_674;LwN_IS_870;ExactWavelength_IS_413;ExactWavelength_IS_440;ExactWavelength_IS_501;ExactWavelength_IS_555;ExactWavelength_IS_674;ExactWavelength_IS_870;AERONET_chla_IS;Surf_press_IS;Wind_speed_IS;O3_IS
AAB_117_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070331T060616Z;P10000000;M110100001110030101;    41.000;    40.827;       0.008919;       0.009713;       0.012165;       0.008313;       0.001222;            NaN;       0.485512;       0.575908;       0.764249;       0.486367;       0.057988;      -0.005766;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.780275;    1013.981506;       4.860068;     281.560486
AAB_118_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070331T094614Z;P10000000;M110100001110030101;    41.000;    27.687;       0.006632;       0.008310;       0.011703;       0.007904;       0.001113;       0.000087;       0.361043;       0.492746;       0.735218;       0.462465;       0.052829;       0.002597;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.764340;    1012.950500;       6.822320;     281.593719
AAB_119_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070331T100621Z;P10000000;M110100001110030101;    41.000;    30.992;       0.004705;       0.007128;       0.010079;       0.006226;       0.000654;            NaN;       0.256135;       0.422653;       0.633177;       0.364258;       0.031034;      -0.008848;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.627942;    1012.856262;       7.001774;     281.596771
AAB_120_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070401T060558Z;P10000000;M110100001110030101;    41.000;    40.916;       0.007845;       0.009368;       0.011996;       0.006658;       0.000267;            NaN;       0.427072;       0.555437;       0.753583;       0.389549;       0.012660;      -0.013723;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.495384;    1013.543213;       5.238165;     281.778046
AAB_121_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070406T060428Z;P10000000;M110100001110030101;    41.000;    39.756;       0.008632;       0.009602;       0.011478;       0.007333;       0.001376;       0.000533;       0.469912;       0.569354;       0.721060;       0.429026;       0.065306;       0.016000;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.670985;    1012.917358;       3.807987;     282.865814
AAB_122_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070407T033604Z;P10000000;M110100001110030101;    41.000;    72.196;       0.004795;       0.005778;       0.009469;       0.005245;       0.000448;            NaN;       0.261005;       0.342609;       0.594886;       0.306882;       0.021270;      -0.015997;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.498103;    1009.730103;       6.580997;     283.060974
AAB_123_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070407T040240Z;P10000000;M110100001110030101;    41.000;    66.331;       0.004742;       0.006478;       0.009482;       0.005371;       0.000735;            NaN;       0.258123;       0.384120;       0.595669;       0.314268;       0.034893;      -0.024956;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.520738;    1009.880432;       6.307116;     283.065002
AAB_124_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070407T051039Z;P10000000;M110100001110030101;    41.000;    51.141;       0.007570;       0.008074;       0.010905;       0.006468;       0.000061;            NaN;       0.412107;       0.478730;       0.685099;       0.378437;       0.002878;      -0.018075;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.573503;    1010.264587;       5.607141;     283.075287
AAB_125_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070407T053732Z;P10000000;M110100001110030101;    41.000;    45.244;       0.007745;       0.008905;       0.011086;       0.006324;       0.001070;            NaN;       0.421596;       0.527990;       0.696468;       0.370008;       0.050806;      -0.004202;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.524963;    1010.416504;       5.330343;     283.079346
AAB_126_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070408T043149Z;P10000000;M110100001110030101;    41.000;    59.589;       0.007533;       0.008252;       0.012677;       0.007278;       0.000709;       0.000333;       0.410048;       0.489312;       0.796370;       0.425837;       0.033676;       0.009975;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.537153;    1007.574280;       4.765740;     283.287018
AAB_127_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070408T050944Z;P10000000;M110100001110030101;    41.000;    51.127;       0.008720;       0.009122;       0.011519;       0.007591;       0.001155;       0.000001;       0.474680;       0.540861;       0.723616;       0.444116;       0.054847;       0.000036;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.720367;    1007.749268;       4.581909;     283.292725
AAB_128_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070408T094440Z;P10000000;M110100001110030101;    41.000;    25.553;       0.007092;       0.007724;       0.009574;       0.005968;       0.000328;            NaN;       0.386079;       0.457966;       0.601459;       0.349201;       0.015567;      -0.001199;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.636959;    1006.034729;       2.663869;     283.334290
AAB_129_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070409T040138Z;P10000000;M110100001110030101;    41.000;    66.116;       0.007166;       0.007773;       0.010693;       0.006111;       0.000687;            NaN;       0.390109;       0.460898;       0.671728;       0.357542;       0.032619;      -0.015593;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.529471;    1005.784851;       3.256238;     283.500061
AAB_130_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070409T050850Z;P10000000;M110100001110030101;    41.000;    51.118;       0.008469;       0.009121;       0.011641;       0.006352;       0.000811;            NaN;       0.460999;       0.540797;       0.731304;       0.371650;       0.038514;      -0.005026;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.477396;    1006.223694;       3.394628;     283.510193
AAB_131_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070416T035946Z;P10000000;M110100001110030101;    41.000;    65.118;       0.007324;       0.009055;       0.010883;       0.008548;       0.002472;       0.000800;       0.398704;       0.536891;       0.683677;       0.500164;       0.117359;       0.023998;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       1.065191;    1012.254333;       7.978763;     284.880219
AAB_132_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070416T050155Z;P10000000;M110100001110030101;    41.000;    51.163;       0.009263;       0.010675;       0.014223;       0.010642;       0.002091;       0.001559;       0.504221;       0.632936;       0.893508;       0.622668;       0.099249;       0.046772;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.958840;    1012.622742;       7.422636;     284.884308
AAB_133_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070417T032931Z;P10000000;M110100001110030101;    41.000;    71.694;       0.005910;       0.008075;       0.010663;       0.007541;       0.001075;            NaN;       0.321706;       0.478799;       0.669897;       0.441228;       0.051007;      -0.008226;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.844421;    1009.527344;       3.860095;     284.973419
AAB_134_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070417T035938Z;P10000000;M110100001110030101;    41.000;    64.923;       0.007282;       0.008551;       0.012416;       0.007720;       0.001177;       0.000110;       0.396430;       0.506992;       0.780016;       0.451663;       0.055847;       0.003312;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.637658;    1009.623718;       3.437080;     284.975433
AAB_135_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070417T050138Z;P10000000;M110100001110030101;    41.000;    50.963;       0.009442;       0.010112;       0.012695;       0.009029;       0.001368;       0.000297;       0.513983;       0.599579;       0.797512;       0.528263;       0.064933;       0.008902;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.853162;    1009.822083;       2.566236;     284.979523
AAB_136_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070419T060114Z;P10000000;M110100001110030101;    41.000;    37.291;       0.009059;       0.010552;       0.012797;       0.007852;       0.001579;       0.000526;       0.493160;       0.625650;       0.803912;       0.459438;       0.074966;       0.015793;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.614693;    1008.061890;       2.290748;     285.173920
AAB_137_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070423T042826Z;P10000000;M110100001110030101;    41.000;    57.284;       0.005107;       0.006211;       0.008566;       0.003999;       0.000276;            NaN;       0.277987;       0.368244;       0.538157;       0.234006;       0.013109;      -0.021861;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.342354;    1007.803223;       7.394806;     285.548676
AAB_138_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070423T053349Z;P10000000;M110100001110030101;    41.000;    42.681;       0.007085;       0.007489;       0.009945;       0.004348;            NaN;            NaN;       0.385677;       0.444069;       0.624786;       0.254399;      -0.001355;      -0.019197;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.296733;    1008.158386;       6.755868;     285.552979
AAB_139_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070425T042806Z;P10000000;M110100001110030101;    41.000;    56.950;       0.007339;       0.008530;       0.010049;       0.005675;       0.000671;       0.000034;       0.399491;       0.505786;       0.631294;       0.332054;       0.031842;       0.001015;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.512367;    1005.234985;       2.845368;     285.739105
AAB_140_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070425T053328Z;P10000000;M110100001110030101;    41.000;    42.332;       0.009701;       0.009732;       0.011587;       0.007202;       0.001563;       0.000314;       0.528092;       0.577074;       0.727942;       0.421402;       0.074211;       0.009423;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.631664;    1005.702881;       2.601136;     285.743408
AAB_141_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070425T060005Z;P10000000;M110100001110030101;    41.000;    36.344;       0.010365;       0.010116;       0.011814;       0.007062;       0.001664;       0.001014;       0.564238;       0.599799;       0.742200;       0.413183;       0.079005;       0.030420;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.579386;    1005.892273;       2.502298;     285.745178
AAB_142_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070426T042758Z;P10000000;M110100001110030101;    41.000;    57.016;       0.006528;       0.006694;       0.009164;       0.005097;       0.000369;            NaN;       0.355361;       0.396921;       0.575687;       0.298249;       0.017493;      -0.009301;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.499223;    1007.347168;       4.131340;     285.834290
AAB_143_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070426T045957Z;P10000000;M110100001110030101;    41.000;    49.797;       0.008116;       0.008346;       0.009964;       0.005841;       0.000747;       0.000217;       0.441818;       0.494874;       0.625940;       0.341732;       0.035438;       0.006515;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.555896;    1007.645752;       4.016193;     285.836426
AAB_144_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070428T055939Z;P10000000;M110100001110030101;    41.000;    36.053;       0.010008;       0.009950;       0.011221;       0.006262;       0.000897;       0.000124;       0.544824;       0.589958;       0.704896;       0.366409;       0.042594;       0.003718;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.498309;    1006.661316;       1.751867;     286.030823
AAB_145_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070429T053257Z;P10000000;M110100001110030101;    41.000;    41.915;       0.008242;       0.009192;       0.011103;       0.005385;       0.000899;       0.000423;       0.448685;       0.545031;       0.697497;       0.315047;       0.042661;       0.012699;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.369332;    1005.845032;       5.927436;     286.124268
AAB_146_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070429T055936Z;P10000000;M110100001110030101;    41.000;    35.893;       0.009213;       0.009676;       0.011089;       0.005562;       0.001306;       0.000181;       0.501504;       0.573697;       0.696642;       0.325447;       0.061971;       0.005422;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.396091;    1005.946960;       5.688652;     286.126038
AAB_147_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070501T035718Z;P10000000;M110100001110030101;    41.000;    62.984;       0.006843;       0.007485;       0.009061;       0.004436;            NaN;            NaN;       0.372534;       0.443814;       0.569215;       0.259519;      -0.006652;      -0.009280;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.376874;    1007.868774;       4.255066;     286.308380
AAB_148_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070501T042717Z;P10000000;M110100001110030101;    41.000;    56.223;       0.007189;       0.007708;       0.009209;       0.004436;       0.000195;            NaN;       0.391360;       0.457020;       0.578538;       0.259522;       0.009254;      -0.018798;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.363715;    1008.199951;       4.408417;     286.310364
AAB_149_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070501T055921Z;P10000000;M110100001110030101;    41.000;    35.530;       0.008875;       0.009332;       0.010892;       0.006036;       0.000520;            NaN;       0.483129;       0.553329;       0.684253;       0.353161;       0.024701;      -0.009914;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.491556;    1009.216675;       4.879298;     286.316467
AAB_150_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070502T053233Z;P10000000;M110100001110030101;    41.000;    41.432;       0.013471;       0.013750;       0.016029;       0.008612;       0.000875;            NaN;       0.733318;       0.815264;       1.007002;       0.503874;       0.041557;      -0.003694;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.459664;    1009.365723;       6.351556;     286.409912
AAB_151_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070502T055911Z;P10000000;M110100001110030101;    41.000;    35.388;       0.009872;       0.010153;       0.011735;       0.006409;       0.000786;            NaN;       0.537402;       0.601992;       0.737194;       0.374997;       0.037304;      -0.033371;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.476114;    1009.563416;       6.011268;     286.411682
AAB_152_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070504T045902Z;P10000000;M110100001110030101;    41.000;    48.617;       0.011189;       0.010686;       0.011842;       0.005995;       0.001029;            NaN;       0.609115;       0.633590;       0.743939;       0.350787;       0.048847;      -0.016998;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.403399;    1002.262695;       3.089459;     286.598145
AAB_153_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070505T053222Z;P10000000;M110100001110030101;    41.000;    41.056;       0.011761;       0.011894;       0.013108;       0.006507;       0.000941;       0.000892;       0.640205;       0.705218;       0.823438;       0.380704;       0.044689;       0.026769;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.386553;    1004.107605;       1.959397;     286.695557
AAB_154_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070507T042651Z;P10000000;M110100001110030101;    41.000;    55.720;       0.010275;       0.010541;       0.012029;       0.006097;       0.000938;       0.000021;       0.559318;       0.625031;       0.755676;       0.356724;       0.044544;       0.000637;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.404988;    1004.406799;       5.389149;     286.881683
AAB_155_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070507T045852Z;P10000000;M110100001110030101;    41.000;    48.502;       0.009783;       0.010979;       0.012214;       0.006304;       0.000746;       0.000391;       0.532545;       0.650980;       0.767290;       0.368816;       0.035407;       0.011737;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.420524;    1004.552979;       5.147887;     286.883789
AAB_156_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070507T055849Z;P10000000;M110100001110030101;    41.000;    34.987;       0.012205;       0.012440;       0.013121;       0.006454;       0.001039;       0.000657;       0.664417;       0.737635;       0.824259;       0.377607;       0.049342;       0.019715;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.378122;    1004.826721;       4.696134;     286.887756
AAB_157_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070509T033335Z;P10000000;M110100001110030101;    41.000;    67.391;       0.009825;       0.010498;       0.010573;       0.005739;       0.000563;       0.000345;       0.534822;       0.622485;       0.664205;       0.335794;       0.026704;       0.010361;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.466372;    1003.599365;       4.942098;     287.068604
AAB_158_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070509T042644Z;P10000000;M110100001110030101;    41.000;    55.513;       0.010684;       0.010222;       0.011138;       0.005504;       0.000790;            NaN;       0.581591;       0.606093;       0.699731;       0.322052;       0.037513;      -0.002923;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.382589;    1003.961243;       4.580467;     287.072113
AAB_159_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070509T045839Z;P10000000;M110100001110030101;    41.000;    48.299;       0.010431;       0.010626;       0.011941;       0.006185;       0.000988;       0.000164;       0.567838;       0.630073;       0.750158;       0.361884;       0.046877;       0.004918;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.424024;    1004.178589;       4.363307;     287.074219
AAB_160_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070509T055842Z;P10000000;M110100001110030101;    41.000;    34.775;       0.011459;       0.011570;       0.012618;       0.006506;       0.001236;       0.000526;       0.623789;       0.686049;       0.792687;       0.380638;       0.058657;       0.015782;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.419172;    1004.587463;       3.954729;     287.078217
AAB_161_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070510T053158Z;P10000000;M110100001110030101;    41.000;    40.757;       0.013285;       0.012633;       0.012947;       0.006953;       0.001177;       0.000511;       0.723179;       0.749067;       0.813329;       0.406801;       0.055880;       0.015342;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.456148;    1005.075195;       2.365946;     287.171661
AAB_162_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070511T042643Z;P10000000;M110100001110030101;    41.000;    55.324;       0.010728;       0.010775;       0.011591;       0.005933;       0.000917;       0.000020;       0.583978;       0.638896;       0.728188;       0.347131;       0.043548;       0.000605;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.412353;    1003.563721;       3.694029;     287.262573
AAB_163_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070511T055846Z;P10000000;M110100001110030101;    41.000;    34.585;       0.013079;       0.012451;       0.012772;       0.006703;       0.001065;       0.001118;       0.711981;       0.738244;       0.802371;       0.392204;       0.050574;       0.033535;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.434111;    1004.042542;       3.699921;     287.268646
AAB_164_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070512T042642Z;P10000000;M110100001110030101;    41.000;    55.237;       0.010608;       0.010667;       0.011001;       0.005594;       0.000632;            NaN;       0.577437;       0.632455;       0.691078;       0.327327;       0.030020;      -0.001327;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.405745;    1002.215393;       5.078819;     287.357788
AAB_165_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070512T053159Z;P10000000;M110100001110030101;    41.000;    40.582;       0.013057;       0.012078;       0.012475;       0.006615;       0.000743;            NaN;       0.710787;       0.716158;       0.783688;       0.387013;       0.035256;      -0.006220;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.443972;    1002.572632;       4.971501;     287.362122
AAB_166_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070513T035635Z;P10000000;M110100001110030101;    41.000;    61.877;       0.010069;       0.010081;       0.010587;       0.005513;       0.001121;       0.000363;       0.548124;       0.597710;       0.665119;       0.322582;       0.053201;       0.010886;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.427413;    1001.816895;       6.779525;     287.451019
AAB_167_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070513T055841Z;P10000000;M110100001110030101;    41.000;    34.415;       0.011965;       0.011658;       0.012303;       0.006105;       0.000503;            NaN;       0.651349;       0.691222;       0.772878;       0.357207;       0.023869;      -0.002051;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.385381;    1002.584412;       6.997648;     287.459106
AAB_168_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070514T042643Z;P10000000;M110100001110030101;    41.000;    55.075;       0.012373;       0.011742;       0.012097;       0.006260;       0.001123;       0.000227;       0.673531;       0.696240;       0.759938;       0.366261;       0.053297;       0.006814;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.421216;    1001.571533;       3.226725;     287.548248
AAB_169_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070514T053200Z;P10000000;M110100001110030101;    41.000;    40.201;       0.013176;       0.012711;       0.012916;       0.007253;       0.001210;       0.000298;       0.717248;       0.753686;       0.811423;       0.424389;       0.057446;       0.008943;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.502170;    1001.929260;       2.816165;     287.552551
AAB_170_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070515T042638Z;P10000000;M110100001110030101;    41.000;    55.001;       0.010444;       0.010967;       0.011347;       0.006792;       0.000491;       0.001143;       0.568512;       0.650293;       0.712808;       0.397399;       0.023289;       0.034288;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.577509;    1001.972290;       4.583191;     287.643463
AAB_171_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070516T045846Z;P10000000;M110100001110030101;    41.000;    47.734;       0.009740;       0.010269;       0.010875;       0.005626;       0.000678;            NaN;       0.530194;       0.608858;       0.683190;       0.329190;       0.032167;      -0.013815;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.421632;    1002.684509;       7.534340;     287.634705
AAB_172_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070518T035648Z;P10000000;M110100001110030101;    41.000;    61.508;       0.011526;       0.011814;       0.014333;       0.008240;       0.001874;       0.001552;       0.627459;       0.700465;       0.900402;       0.482121;       0.088942;       0.046547;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.533334;    1004.997131;       4.019573;     287.649109
AAB_173_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070518T045851Z;P10000000;M110100001110030101;    41.000;    47.614;       0.012661;       0.013507;       0.014573;       0.008605;       0.002235;       0.002016;       0.689214;       0.800880;       0.915507;       0.503459;       0.106083;       0.060469;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.561818;    1005.309509;       4.060694;     287.649414
AAB_174_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070521T045855Z;P10000000;M110100001110030101;    41.000;    47.467;       0.010191;       0.010971;       0.012500;       0.006914;       0.001220;       0.000051;       0.554776;       0.650533;       0.785278;       0.404529;       0.057913;       0.001540;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.488935;    1002.900024;       5.471149;     287.671509
AAB_175_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070523T055909Z;P10000000;M110100001110030101;    41.000;    33.641;       0.012696;       0.012699;       0.013668;       0.007546;       0.000500;            NaN;       0.691117;       0.752956;       0.858627;       0.441490;       0.023712;      -0.014011;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.485522;    1004.205750;       4.703424;     287.686523
AAB_176_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070525T035720Z;P10000000;M110100001110030101;    41.000;    60.947;       0.012044;       0.011800;       0.013107;       0.007759;       0.001095;       0.000548;       0.655616;       0.699666;       0.823411;       0.453999;       0.051969;       0.016452;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.565898;    1004.906860;       3.362345;     287.700623
AAB_177_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070525T042722Z;P10000000;M110100001110030101;    41.000;    54.272;       0.011736;       0.012583;       0.013466;       0.008074;       0.001198;       0.000595;       0.638842;       0.746077;       0.845971;       0.472414;       0.056879;       0.017852;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.580665;    1005.072266;       3.141338;     287.700775
AAB_178_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070526T042730Z;P10000000;M110100001110030101;    41.000;    54.244;       0.010652;       0.011633;       0.010828;       0.007239;       0.001083;       0.000264;       0.579866;       0.689780;       0.680224;       0.423543;       0.051385;       0.007905;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.731389;    1005.145447;       4.237503;     287.708130
AAB_179_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070526T045927Z;P10000000;M110100001110030101;    41.000;    47.080;       0.012486;       0.012278;       0.012439;       0.007842;       0.000920;       0.000165;       0.679714;       0.728013;       0.781414;       0.458802;       0.043687;       0.004964;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.645972;    1005.385254;       4.329705;     287.708313
AAB_180_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070530T032956Z;P10000000;M110100001110030101;    41.000;    66.982;       0.013045;       0.012944;       0.015277;       0.009487;       0.002511;       0.000206;       0.710109;       0.767484;       0.959748;       0.555075;       0.119175;       0.006187;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.630102;    1001.802368;       3.305225;     287.737274
AAB_181_b_oc;AbuAlBukhoosh;GiuseppeZibordi;    25.495;    53.146;20070530T035800Z;P10000000;M110100001110030101;    41.000;    60.604;       0.012835;       0.013576;       0.014802;       0.009088;       0.002182;       0.000982;       0.698718;       0.804976;       0.929899;       0.531719;       0.103594;       0.029470;     412.500000;     441.700012;     491.399994;     555.400024;     675.000000;     870.099976;       0.612079;    1001.957642;       3.472795;     287.737427
