MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412.5;Rho_wn_IS_442.5;Rho_wn_IS_490;Rho_wn_IS_560;Rho_wn_IS_665;LwN_IS_412.5;LwN_IS_442.5;LwN_IS_490;LwN_IS_560;LwN_IS_665;Es_IS_412.5;Es_IS_442.5;Es_IS_490;Es_IS_560;Es_IS_665;AERONET_chla_IS;Surf_press_IS;Wind_speed_IS;O3_IS
AAOT_6287_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100910T142115Z;P10000100;M110100001110030101;    12.000;    58.001;       0.012074;       0.013954;       0.020342;       0.020608;       0.003927;       0.657257;       0.835890;       1.244673;       1.178446;       0.191508;     600.736328;     716.462083;     797.087415;     767.187212;     712.467203;       1.208134;    1017.084717;       7.243737;     304.570374
AAOT_6288_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100911T122057Z;P10000100;M110100001110030101;    12.000;    43.426;       0.011659;       0.013616;       0.019197;       0.019899;       0.003438;       0.634682;       0.815659;       1.174626;       1.137913;       0.167649;     918.843002;    1071.032674;    1165.875334;    1113.452349;    1009.384410;       1.283617;    1017.286133;       4.340853;     304.226471
AAOT_6289_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100911T124126Z;P10000100;M110100001110030101;    12.000;    45.305;       0.011885;       0.013656;       0.019392;       0.020147;       0.003475;       0.646958;       0.818006;       1.186533;       1.152088;       0.169457;     881.275490;    1029.315703;    1122.615870;    1072.877413;     974.665804;       1.290628;    1017.263428;       4.340066;     304.221130
AAOT_6290_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100911T132055Z;P10000100;M110100001110030101;    12.000;    49.714;       0.012244;       0.013952;       0.019759;       0.020600;       0.003486;       0.666522;       0.835770;       1.209034;       1.178007;       0.169991;     788.750090;     926.421798;    1015.795979;     972.651876;     888.834228;       1.302317;    1017.219727;       4.338547;     304.210846
AAOT_6291_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100911T134125Z;P10000100;M110100001110030101;    12.000;    52.489;       0.012075;       0.014154;       0.019699;       0.020843;       0.003471;       0.657337;       0.847856;       1.205376;       1.191913;       0.169245;     727.644752;     858.332331;     944.995672;     906.189859;     831.850545;       1.353061;    1017.197021;       4.337759;     304.205505
AAOT_6292_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100911T142056Z;P10000100;M110100001110030101;    12.000;    58.198;       0.012152;       0.013974;       0.019983;       0.020981;       0.003463;       0.661527;       0.837077;       1.222696;       1.199790;       0.168876;     596.083904;     711.251547;     791.657037;     762.131080;     708.095686;       1.325071;    1017.153320;       4.336240;     304.195221
AAOT_6293_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100912T094101Z;P10000100;M110100001110030101;    12.000;    44.828;       0.013976;       0.015434;       0.023059;       0.024255;       0.005464;       0.760804;       0.924514;       1.410951;       1.387007;       0.266417;     890.890833;    1040.005867;    1133.722851;    1083.346863;     983.608937;       1.326596;    1017.451050;       2.340120;     303.892914
AAOT_6294_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100912T122036Z;P10000100;M110100001110030101;    12.000;    43.813;       0.011960;       0.013277;       0.019888;       0.021539;       0.003975;       0.651069;       0.795348;       1.216880;       1.231727;       0.193837;     911.267360;    1062.606444;    1157.128975;    1105.279642;    1002.357303;       1.428283;    1016.899963;       1.386073;     303.851318
AAOT_6295_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100912T124103Z;P10000100;M110100001110030101;    12.000;    45.689;       0.011974;       0.013327;       0.020235;       0.021785;       0.004053;       0.651847;       0.798345;       1.238135;       1.245754;       0.197610;     873.552399;    1020.717599;    1113.683977;    1064.527094;     967.482585;       1.405875;    1016.835571;       1.351135;     303.846008
AAOT_6296_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100912T132033Z;P10000100;M110100001110030101;    12.000;    50.086;       0.011975;       0.013219;       0.019881;       0.021646;       0.003847;       0.651862;       0.791850;       1.216511;       1.237818;       0.187586;     780.778374;     917.524724;    1006.533714;     963.982871;     881.367122;       1.446942;    1016.711121;       1.283652;     303.835693
AAOT_6297_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100912T134104Z;P10000100;M110100001110030101;    12.000;    52.854;       0.011231;       0.013081;       0.019706;       0.021892;       0.003863;       0.611396;       0.783613;       1.205783;       1.251896;       0.188371;     719.558889;     849.290641;     935.567895;     897.359577;     824.236680;       1.520947;    1016.646484;       1.248600;     303.830353
AAOT_6298_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100913T084040Z;P10000100;M110100001110030101;    12.000;    52.028;       0.009687;       0.009879;       0.016315;       0.017160;       0.002956;       0.527305;       0.591765;       0.998267;       0.981283;       0.144141;     737.832899;     869.719036;     956.888752;     917.465130;     841.493218;       1.320605;    1017.732544;       1.570629;     303.533386
AAOT_6299_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100913T111400Z;P10000100;M110100001110030101;    12.000;    41.181;       0.011223;       0.012189;       0.015077;       0.016716;       0.003169;       0.610925;       0.730160;       0.922546;       0.955922;       0.154533;     961.954698;    1118.915352;    1215.569347;    1160.193432;    1049.337776;       1.532552;    1018.232056;       2.394737;     303.493439
AAOT_6300_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100914T094019Z;P10000100;M110100001110030101;    12.000;    45.565;       0.006679;       0.007204;       0.009834;       0.010484;       0.001642;       0.363574;       0.431535;       0.601698;       0.599547;       0.080072;     875.159371;    1022.721376;    1116.036922;    1067.044374;     969.718811;       1.381775;    1021.520447;       2.733949;     303.142609
AAOT_6301_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100914T124021Z;P10000100;M110100001110030101;    12.000;    46.362;       0.007182;       0.006934;       0.010473;       0.010913;       0.001717;       0.390957;       0.415397;       0.640854;       0.624041;       0.083737;     858.897961;    1004.630318;    1097.243767;    1049.399271;     954.599734;       1.296633;    1021.080872;       1.474186;     303.095703
AAOT_6302_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100915T113959Z;P10000100;M110100001110030101;    12.000;    42.553;       0.008172;       0.008579;       0.011096;       0.011317;       0.001876;       0.444842;       0.513899;       0.678967;       0.647184;       0.091470;     936.163807;    1090.197973;    1185.706996;    1132.179720;    1025.267260;       1.239555;    1015.936035;       4.451158;     302.736206
AAOT_6303_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100915T131930Z;P10000100;M110100001110030101;    12.000;    51.086;       0.008855;       0.008969;       0.011091;       0.011680;       0.002228;       0.482051;       0.537289;       0.678657;       0.667922;       0.108660;     759.162106;     893.387268;     981.397320;     940.464562;     861.096493;       1.347863;    1015.264343;       4.573378;     302.710266
AAOT_6304_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100915T133958Z;P10000100;M110100001110030101;    12.000;    53.686;       0.007996;       0.008228;       0.011869;       0.011635;       0.001981;       0.435253;       0.492891;       0.726236;       0.665320;       0.096584;     701.044234;     828.568414;     913.947200;     877.127677;     806.763821;       1.111729;    1015.114197;       4.571572;     302.704926
AAOT_6305_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100919T121815Z;P10000100;M110100001110030101;    12.000;    46.404;       0.014273;       0.019353;       0.023008;       0.025406;       0.006107;       0.776956;       1.159319;       1.407838;       1.452804;       0.297791;     859.471239;    1004.935965;    1097.224221;    1049.340954;     954.189881;       1.518649;    1013.641235;       3.342538;     300.695923
AAOT_6306_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100919T131759Z;P10000100;M110100001110030101;    12.000;    52.358;       0.013972;       0.017420;       0.025529;       0.023776;       0.005051;       0.760604;       1.043535;       1.562055;       1.359631;       0.246306;     731.161791;     862.128543;     948.874169;     910.128788;     834.918849;       0.969497;    1013.987854;       3.447108;     300.675507
AAOT_6307_b_oc;AAOT;GiuseppeZibordi;    45.314;    12.508;20100919T141758Z;P10000100;M110100001110030101;    12.000;    60.606;       0.015218;       0.015548;       0.021844;       0.022756;       0.005416;       0.828420;       0.931391;       1.336580;       1.301287;       0.264104;     539.197546;     647.295049;     724.715146;     699.480660;     653.857734;       1.299725;    1014.335938;       3.552116;     300.654968
