MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_665;Rho_wn_IS_681;Rho_wn_IS_708;Rho_wn_IS_753;Rho_wn_IS_760;Rho_wn_IS_778;Lw_IS_412;Lw_IS_443;Lw_IS_490;Lw_IS_510;Lw_IS_560;Lw_IS_620;Lw_IS_665;Lw_IS_681;Lw_IS_708;Lw_IS_753;Lw_IS_760;Lw_IS_778;Es_IS_412;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_665;Es_IS_681;Es_IS_708;Es_IS_753;Es_IS_760;Es_IS_778
ChesapeakeBay_44_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.834;   -76.417;20080506T122056Z;P11100100;M111011002101112022;     3.000;    64.661;       0.004913;       0.005990;       0.008141;       0.009356;       0.015719;       0.010112;       0.006558;       0.006373;       0.005402;       0.000718;       0.000616;       0.004009;       2.006178;       2.834011;       4.340775;       4.981186;       8.332201;       4.818900;       2.950741;       2.737238;       2.161781;       0.251521;       0.158908;       1.410292;    1216.302368;    1384.372437;    1510.855835;    1493.204468;    1456.670654;    1350.840942;    1286.977295;    1238.491089;    1164.492310;    1019.969360;     750.896851;    1023.572510
ChesapeakeBay_45_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.834;   -76.417;20080506T122130Z;P11100100;M111011002101112022;     3.000;    64.466;       0.004480;       0.005645;       0.007859;       0.009156;       0.015633;       0.009712;       0.006106;       0.005807;       0.004733;       0.000664;       0.000475;       0.000922;       1.825898;       2.667097;       4.183580;       4.867697;       8.277666;       4.624204;       2.744752;       2.493401;       1.892553;       0.232666;       0.122494;       0.324461;    1214.261841;    1382.577515;    1508.681030;    1491.361206;    1455.552002;    1350.015381;    1286.240479;    1238.538330;    1163.823486;    1019.636963;     750.904846;    1023.953918
ChesapeakeBay_46_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.834;   -76.417;20080506T122209Z;P11100100;M111011002101112022;     3.000;    64.271;       0.003803;       0.004829;       0.006916;       0.008184;       0.014448;       0.008968;       0.005524;       0.005326;       0.004322;       0.000475;       0.000396;       0.000568;       1.549799;       2.280583;       3.681571;       4.351260;       7.650178;       4.271191;       2.483699;       2.287447;       1.728327;       0.166540;       0.102199;       0.199771;    1214.030640;    1382.288696;    1508.908203;    1491.876465;    1455.961182;    1350.881104;    1287.046509;    1239.284180;    1164.299438;    1020.481873;     750.860352;    1024.776245
ChesapeakeBay_47_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.834;   -76.417;20080506T122249Z;P11100100;M111011002101112022;     3.000;    64.271;       0.003851;       0.004928;       0.007182;       0.008530;       0.015260;       0.009417;       0.005761;       0.005555;       0.004608;       0.000698;       0.000913;       0.000898;       1.574080;       2.334088;       3.833229;       4.547670;       8.100223;       4.496209;       2.595443;       2.390616;       1.846359;       0.245057;       0.235850;       0.316513;    1217.950195;    1386.242920;    1513.040771;    1495.910156;    1459.567139;    1354.239014;    1289.622681;    1241.827271;    1166.633789;    1022.568420;     752.425049;    1026.436035
ChesapeakeBay_48_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.871;   -76.408;20080506T123543Z;P11100100;M111011002101112022;     3.000;    61.731;       0.003755;       0.004372;       0.006579;       0.008372;       0.017802;       0.012728;       0.007070;       0.007256;       0.008739;       0.001238;       0.001439;       0.001578;       1.502729;       1.992305;       3.265471;       4.084064;       8.529440;       5.675528;       3.012493;       2.986364;       3.393100;       0.422077;       0.360953;       0.540459;    1276.380859;    1459.890625;    1602.123901;    1586.707275;    1554.421265;    1444.871948;    1377.546997;    1326.053711;    1246.650757;    1094.199829;     805.137573;    1099.292114
ChesapeakeBay_49_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.905;   -76.401;20080506T124620Z;P11100100;M111011002101112022;     3.000;    59.586;       0.003961;       0.004952;       0.006807;       0.008053;       0.015046;       0.010339;       0.006225;       0.006139;       0.006272;       0.000680;       0.000926;       0.000868;       1.628908;       2.366462;       3.677475;       4.351846;       8.117531;       5.028626;       2.860286;       2.694408;       2.565711;       0.244778;       0.245740;       0.314404;    1229.849365;    1404.538818;    1540.177734;    1525.513794;    1494.992065;    1391.058105;    1326.418457;    1277.915283;    1201.801147;    1057.931152;     779.648926;    1063.474854
ChesapeakeBay_50_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.905;   -76.401;20080506T124655Z;P11100100;M111011002101112022;     3.000;    59.586;       0.003880;       0.004702;       0.006564;       0.007829;       0.014718;       0.010149;       0.006187;       0.006227;       0.006222;       0.001059;       0.000823;       0.001856;       1.587034;       2.235499;       3.528796;       4.211689;       7.910160;       4.917912;       2.833947;       2.725072;       2.537266;       0.380264;       0.217787;       0.669874;    1223.387329;    1397.425537;    1532.716797;    1518.610962;    1489.246948;    1385.937744;    1322.268066;    1274.217651;    1197.887939;    1054.418823;     777.187256;    1060.287842
ChesapeakeBay_51_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.904;   -76.401;20080506T124726Z;P11100100;M111011002101112022;     3.000;    59.391;       0.002930;       0.003723;       0.005901;       0.007416;       0.015315;       0.009980;       0.005658;       0.005681;       0.005731;       0.000576;       0.000519;       0.000723;       1.130214;       1.632282;       2.815275;       3.478724;       7.054629;       4.282263;       2.320645;       2.253958;       2.144821;       0.189724;       0.126046;       0.239395;    1231.270874;    1405.826294;    1540.966797;    1526.557007;    1495.328613;    1391.243896;    1326.524414;    1278.128540;    1201.492676;    1057.524170;     779.759766;    1063.318115
ChesapeakeBay_52_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.904;   -76.401;20080506T124755Z;P11100100;M111011002101112022;     3.000;    59.391;       0.003519;       0.004200;       0.006513;       0.008184;       0.016433;       0.010648;       0.006130;       0.006138;       0.006055;       0.000918;       0.001314;       0.001153;       1.355951;       1.839635;       3.103751;       3.832834;       7.557267;       4.560310;       2.509768;       2.429958;       2.262954;       0.301678;       0.318094;       0.381265;    1230.177979;    1404.703247;    1539.189453;    1524.121582;    1492.888184;    1388.601685;    1324.070923;    1275.250122;    1199.965576;    1055.281494;     777.277161;    1061.341431
ChesapeakeBay_53_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.934;   -76.391;20080506T130049Z;P11100100;M111011002101112022;     1.000;    56.862;       0.003238;       0.004112;       0.006505;       0.007973;       0.015397;       0.009120;       0.005348;       0.005165;       0.004282;       0.000471;       0.000536;       0.000769;       1.223136;       1.762266;       3.022355;       3.639859;       6.883480;       3.789285;       2.122193;       1.991904;       1.559385;       0.150826;       0.126750;       0.247837;    1207.654297;    1376.010620;    1502.947266;    1487.989990;    1454.878906;    1352.305420;    1289.306396;    1241.236694;    1168.506470;    1027.148315;     758.341919;    1034.003296
ChesapeakeBay_54_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.934;   -76.391;20080506T130124Z;P11100100;M111011002101112022;     1.000;    56.668;       0.003487;       0.004326;       0.006539;       0.008000;       0.015399;       0.009295;       0.005608;       0.005526;       0.004727;       0.000605;       0.000627;       0.000663;       1.315367;       1.852099;       3.036335;       3.650044;       6.881825;       3.861630;       2.225323;       2.133838;       1.722656;       0.194082;       0.148245;       0.213792;    1206.363770;    1374.772461;    1502.200928;    1487.268311;    1454.590942;    1352.481445;    1289.805786;    1242.750366;    1169.349609;    1028.547852;     759.099182;    1034.873169
ChesapeakeBay_55_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.897;   -76.431;20080506T131402Z;P11100100;M111011002101112022;     3.000;    54.180;       0.003058;       0.003286;       0.005472;       0.007286;       0.016551;       0.012313;       0.006477;       0.006804;       0.009339;       0.001431;       0.001942;       0.001409;       1.149424;       1.407777;       2.557088;       3.350756;       7.479457;       5.174634;       2.599516;       2.672278;       3.454204;       0.467410;       0.467656;       0.463158;    1203.747070;    1377.486572;    1514.011475;    1501.495117;    1474.493286;    1373.280273;    1310.525024;    1262.991821;    1186.127197;    1047.664673;     772.235107;    1054.389648
ChesapeakeBay_56_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.897;   -76.431;20080506T131534Z;P11100100;M111011002101112022;     3.000;    53.987;       0.004754;       0.005412;       0.007856;       0.009795;       0.020190;       0.015449;       0.008669;       0.008741;       0.011923;       0.002265;       0.002471;       0.002313;       1.768796;       2.294660;       3.632705;       4.456937;       9.032247;       6.431194;       3.447658;       3.403153;       4.371114;       0.734086;       0.590580;       0.754452;    1191.616211;    1363.234131;    1498.302246;    1485.669678;    1459.954956;    1360.710327;    1299.056641;    1252.044678;    1175.666992;    1039.099731;     766.295532;    1045.940308
ChesapeakeBay_57_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.846;   -76.429;20080513T115427Z;P11100100;M111011002101112022;     4.000;    68.603;       0.006095;       0.007808;       0.012503;       0.014725;       0.022522;       0.016814;       0.011432;       0.010916;       0.009220;       0.001166;       0.002565;       0.002101;       2.568080;       3.797781;       6.813772;       7.998269;      12.132569;       8.128156;       5.209426;       4.747172;       3.747598;       0.411904;       0.666159;       0.744312;    1251.164795;    1418.485718;    1537.365723;    1516.313232;    1471.562012;    1361.239746;    1294.540527;    1244.880249;    1174.281128;    1020.668579;     750.366821;    1023.190430
ChesapeakeBay_58_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.846;   -76.429;20080513T115458Z;P11100100;M111011002101112022;     4.000;    68.603;       0.007834;       0.010460;       0.015513;       0.018307;       0.027415;       0.020589;       0.014332;       0.013515;       0.011577;       0.002784;       0.003950;       0.002646;       3.295727;       5.075776;       8.434170;       9.924312;      14.738552;       9.930795;       6.513198;       5.864674;       4.694844;       0.981302;       1.023705;       0.934986;    1249.322510;    1415.141602;    1533.770020;    1513.372925;    1468.536865;    1358.224487;    1291.040283;    1242.148804;    1171.575684;    1018.203857;     748.623047;    1020.839539
ChesapeakeBay_59_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.846;   -76.429;20080513T115534Z;P11100100;M111011002101112022;     4.000;    68.410;       0.004071;       0.006262;       0.010672;       0.013045;       0.020898;       0.015262;       0.009988;       0.009282;       0.007822;       0.001128;       0.000727;       0.001141;       1.713915;       3.040978;       5.807013;       7.075320;      11.240180;       7.359208;       4.540223;       4.026914;       3.173872;       0.398059;       0.188373;       0.403378;    1250.462280;    1416.548950;    1535.419312;    1514.439209;    1469.703857;    1358.207275;    1291.845093;    1242.330078;    1172.603516;    1019.731445;     749.207825;    1021.361389
ChesapeakeBay_60_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.846;   -76.429;20080513T115617Z;P11100100;M111011002101112022;     4.000;    68.216;       0.004647;       0.007238;       0.011585;       0.013960;       0.021779;       0.016216;       0.010990;       0.010229;       0.008785;       0.001229;       0.002929;       0.002346;       1.952935;       3.508119;       6.288553;       7.554506;      11.685869;       7.802543;       4.984933;       4.425987;       3.556032;       0.432321;       0.757818;       0.827718;    1248.347046;    1413.975708;    1532.027588;    1511.433105;    1466.569336;    1355.784302;    1289.517578;    1239.467896;    1170.259277;    1017.113586;     748.011169;    1020.116455
ChesapeakeBay_61_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.846;   -76.429;20080513T115655Z;P11100100;M111011002101112022;     4.000;    68.216;       0.004024;       0.006118;       0.010415;       0.012738;       0.020490;       0.015148;       0.010223;       0.009600;       0.008075;       0.001187;       0.001158;       0.010350;       1.697234;       2.976601;       5.674531;       6.918346;      11.034239;       7.316112;       4.653936;       4.171302;       3.281259;       0.419033;       0.300559;       3.664888;    1252.829102;    1419.262573;    1537.707397;    1516.952637;    1471.915527;    1360.881470;    1294.149780;    1244.686401;    1174.704712;    1020.651733;     750.403687;    1023.698853
ChesapeakeBay_62_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.874;   -76.423;20080513T121718Z;P11100100;M111011002101112022;     4.000;    64.135;       0.006258;       0.008342;       0.012695;       0.015125;       0.024021;       0.018784;       0.012564;       0.011869;       0.011194;       0.001760;       0.002711;       0.002884;       2.613422;       4.013623;       6.829144;       8.111707;      12.765194;       8.947720;       5.638418;       5.082253;       4.484651;       0.613201;       0.696881;       1.009257;    1244.289795;    1408.375366;    1525.140991;    1505.036743;    1461.563965;    1351.406006;    1284.862671;    1235.872314;    1166.888916;    1015.026917;     748.617065;    1019.178528
ChesapeakeBay_63_b_oc;ChesapeakeBay;MichaelOndrusek ;    38.874;   -76.423;20080513T121807Z;P11100100;M111011002101112022;     4.000;    63.941;       0.007986;       0.009948;       0.014432;       0.016927;       0.026144;       0.020567;       0.013999;       0.013134;       0.012392;       0.002775;       0.001870;       0.003394;       3.305753;       4.745525;       7.697154;       8.996925;      13.767340;       9.717038;       6.225691;       5.576156;       4.923456;       0.959270;       0.477248;       1.177317;    1233.550415;    1396.616943;    1512.410767;    1491.895996;    1448.695190;    1340.841797;    1273.698242;    1225.837524;    1157.583862;    1007.251465;     743.708984;    1010.647827
