MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412.5;Rho_wn_IS_442.5;Rho_wn_IS_490;Rho_wn_IS_560;Rho_wn_IS_665;LwN_IS_412.5;LwN_IS_442.5;LwN_IS_490;LwN_IS_560;LwN_IS_665;Es_IS_412.5;Es_IS_442.5;Es_IS_490;Es_IS_560;Es_IS_665;AERONET_chla_IS;Surf_press_IS;Wind_speed_IS;O3_IS
HLH_0_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060517T061844Z;P10000000;M110100001110030101;    19.000;    58.295;       0.003822;       0.004819;       0.006143;       0.008990;       0.004468;       0.208064;       0.288653;       0.375883;       0.514092;       0.217872;     631.750335;     746.952602;     820.459148;     772.418729;     713.884297;       1.788058;    1016.185059;       1.424229;     368.342499
HLH_1_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060517T064842Z;P10000000;M110100001110030101;    19.000;    54.775;       0.000674;       0.002008;       0.003732;       0.007620;       0.002850;       0.036671;       0.120286;       0.228359;       0.435745;       0.138962;     714.189597;     838.734791;     915.733892;     861.593489;     790.354608;       4.630853;    1016.177673;       1.480193;     368.328308
HLH_2_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060517T115044Z;P10000000;M110100001110030101;    19.000;    43.832;       0.001563;       0.002613;       0.004034;       0.008182;       0.002919;       0.085059;       0.156538;       0.246843;       0.467872;       0.142348;     949.301456;    1099.456011;    1185.599012;    1114.128329;    1006.372065;       4.507602;    1016.103210;       2.044247;     368.185425
HLH_3_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060517T125046Z;P10000000;M110100001110030101;    19.000;    48.830;       0.001649;       0.002021;       0.003720;       0.007763;       0.002900;       0.089757;       0.121091;       0.227632;       0.443913;       0.141419;     846.383840;     985.477214;    1067.734859;    1003.849610;     912.109560;       4.917228;    1016.045105;       2.073615;     368.157013
HLH_4_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060517T134844Z;P10000000;M110100001110030101;    19.000;    55.021;       0.000565;       0.001863;       0.003827;       0.007565;       0.002944;       0.030781;       0.111601;       0.234169;       0.432604;       0.143541;     708.560025;     832.466529;     909.227623;     855.520058;     785.132322;       4.247745;    1015.981323;       2.087389;     368.129608
HLH_5_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060517T141845Z;P10000000;M110100001110030101;    19.000;    58.548;       0.000820;       0.001308;       0.003361;       0.007143;       0.002773;       0.044636;       0.078375;       0.205662;       0.408443;       0.135232;     625.757257;     740.260987;     813.499151;     765.920786;     708.286481;       5.237451;    1015.948364;       2.094521;     368.115417
HLH_6_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060522T061903Z;P10000000;M110100001110030101;    19.000;    57.302;       0.000597;       0.001534;       0.003181;       0.005566;       0.002268;       0.032512;       0.091895;       0.194664;       0.318315;       0.110596;     658.516069;     776.044846;     849.867592;     799.567724;     736.518031;       3.026002;     999.139587;       3.767974;     364.936127
HLH_7_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060522T064903Z;P10000000;M110100001110030101;    19.000;    53.772;       0.000549;       0.001033;       0.002635;       0.005057;       0.001842;       0.029880;       0.061865;       0.161218;       0.289206;       0.089827;     740.403599;     867.123089;     944.349690;     888.005126;     812.314912;       3.953249;     999.453857;       3.759127;     364.921936
HLH_8_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060522T072419Z;P10000000;M110100001110030101;    19.000;    49.914;       0.001039;       0.001761;       0.003106;       0.005841;       0.002012;       0.056570;       0.105513;       0.190025;       0.334038;       0.098115;     826.250978;     962.402693;    1043.038860;     980.371168;     891.373627;       3.686009;     999.823364;       3.748726;     364.905273
HLH_9_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060522T075101Z;P10000000;M110100001110030101;    19.000;    47.204;       0.001187;       0.001979;       0.003037;       0.005532;       0.002132;       0.064636;       0.118559;       0.185838;       0.316363;       0.103968;     883.971276;    1026.371495;    1109.227358;    1042.315496;     944.345577;       3.338896;    1000.103088;       3.740852;     364.892639
HLH_10_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060522T083008Z;P10000000;M110100001110030101;    19.000;    43.842;       0.001610;       0.002066;       0.003177;       0.005687;       0.001410;       0.087627;       0.123758;       0.194386;       0.325198;       0.068730;     952.307235;    1102.027078;    1187.451984;    1115.523919;    1006.909951;       3.215959;    1000.512878;       3.729316;     364.874115
HLH_11_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060522T085101Z;P10000000;M110100001110030101;    19.000;    42.367;       0.001584;       0.002204;       0.003460;       0.005848;       0.002070;       0.086207;       0.132009;       0.211695;       0.334431;       0.100921;     981.066602;    1133.845807;    1220.336523;    1146.301126;    1033.201819;       2.724108;    1000.731689;       3.723158;     364.864258
HLH_12_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060525T083041Z;P10000000;M110100001110030101;    19.000;    43.333;       0.001190;       0.001210;       0.002409;       0.004675;       0.001885;       0.064784;       0.072460;       0.147392;       0.267332;       0.091924;     961.721513;    1112.596826;    1198.603995;    1126.370891;    1016.121410;       4.027709;    1003.505066;       8.320256;     362.830139
HLH_13_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060526T095128Z;P10000000;M110100001110030101;    19.000;    39.054;       0.001547;       0.001914;       0.003377;       0.005962;       0.001989;       0.084222;       0.114641;       0.206651;       0.340954;       0.097002;    1042.520391;    1201.879971;    1290.782571;    1212.660277;    1089.724146;       3.095184;    1002.632690;       3.823559;     362.110687
HLH_14_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060526T135127Z;P10000000;M110100001110030101;    19.000;    53.748;       0.000463;       0.001384;       0.002654;       0.005015;       0.002018;       0.025194;       0.082884;       0.162391;       0.286775;       0.098386;     740.248303;     867.128070;     944.635138;     888.815810;     812.918396;       3.733991;    1003.098450;       4.017100;     361.997162
HLH_15_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060526T141930Z;P10000000;M110100001110030101;    19.000;    57.069;       0.000064;       0.001451;       0.002810;       0.004476;       0.001862;       0.003463;       0.086898;       0.171944;       0.255930;       0.090775;     663.256321;     781.506466;     855.826957;     805.697911;     741.691793;       2.324245;    1003.068970;       3.938898;     361.983887
HLH_16_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060527T135134Z;P10000000;M110100001110030101;    19.000;    53.589;       0.000900;       0.001371;       0.002686;       0.005387;       0.001780;       0.048994;       0.082105;       0.164332;       0.308072;       0.086775;     743.797488;     871.086610;     948.772812;     892.788163;     816.283909;       4.431783;    1003.391724;       4.413516;     361.315857
HLH_17_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060528T123048Z;P10000000;M110100001110030101;    19.000;    44.944;       0.000608;       0.001731;       0.002926;       0.005896;       0.002268;       0.033123;       0.103676;       0.179025;       0.337152;       0.110587;     930.513883;    1077.877543;    1162.553737;    1092.720916;     987.119472;       4.441638;     999.419800;       2.570637;     360.672821
HLH_18_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060528T125143Z;P10000000;M110100001110030101;    19.000;    46.929;       0.001180;       0.001906;       0.003587;       0.005661;       0.001990;       0.064235;       0.114192;       0.219504;       0.323741;       0.097054;     889.867458;    1032.879787;    1116.032692;    1049.190561;     949.920076;       2.273667;     999.325256;       2.504291;     360.662933
HLH_19_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060528T135143Z;P10000000;M110100001110030101;    19.000;    53.435;       0.000607;       0.001078;       0.002596;       0.005123;       0.001929;       0.033025;       0.064546;       0.158834;       0.292978;       0.094056;     748.142172;     875.716131;     953.351675;     896.952083;     819.688927;       4.259105;     999.054077;       2.313974;     360.634552
HLH_20_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060528T141943Z;P10000000;M110100001110030101;    19.000;    56.760;       0.000170;       0.001287;       0.002533;       0.005241;       0.002016;       0.009249;       0.077120;       0.155013;       0.299704;       0.098312;     671.327117;     790.312957;     864.784328;     814.056605;     748.663698;       4.812447;     998.927551;       2.225160;     360.621307
HLH_21_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060529T093116Z;P10000000;M110100001110030101;    19.000;    39.170;       0.001657;       0.002779;       0.003871;       0.006287;       0.002063;       0.090218;       0.166494;       0.236875;       0.359523;       0.100575;    1041.872302;    1200.820588;    1289.339741;    1211.231885;    1088.171659;       2.426542;     995.692871;       3.696107;     360.076508
HLH_22_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060529T113106Z;P10000000;M110100001110030101;    19.000;    40.409;       0.001342;       0.002046;       0.003467;       0.006061;       0.002101;       0.073039;       0.122544;       0.212137;       0.346589;       0.102458;    1019.180679;    1175.740310;    1263.440544;    1187.003543;    1067.483348;       3.003317;     995.568420;       3.022518;     360.019836
HLH_23_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060529T115153Z;P10000000;M110100001110030101;    19.000;    41.666;       0.001454;       0.002364;       0.003612;       0.006117;       0.002178;       0.079143;       0.141628;       0.221024;       0.349826;       0.106184;     995.552665;    1149.622781;    1236.469320;    1161.770948;    1045.939908;       2.733769;     995.546814;       2.905694;     360.010010
HLH_24_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060529T123101Z;P10000000;M110100001110030101;    19.000;    44.879;       0.001413;       0.001890;       0.002696;       0.005704;       0.002097;       0.076918;       0.113204;       0.164942;       0.326176;       0.102274;     932.608512;    1080.008508;    1164.553125;    1094.490063;     988.478060;       5.044586;     995.555664;       2.903276;     359.991486
HLH_25_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060529T125154Z;P10000000;M110100001110030101;    19.000;    46.775;       0.001567;       0.002163;       0.003345;       0.006367;       0.002232;       0.085306;       0.129543;       0.204700;       0.364085;       0.108822;     893.818677;    1037.075284;    1120.175913;    1052.971214;     953.002414;       3.780555;     995.567322;       2.932366;     359.981598
HLH_26_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060530T105201Z;P10000000;M110100001110030101;    19.000;    38.606;       0.001861;       0.002663;       0.003518;       0.006185;       0.002305;       0.101282;       0.159502;       0.215253;       0.353692;       0.112382;    1051.455408;    1211.545296;    1300.587376;    1221.980772;    1097.371572;       3.002366;     998.340271;       1.374053;     359.357086
HLH_27_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060530T113114Z;P10000000;M110100001110030101;    19.000;    40.256;       0.002078;       0.002503;       0.003475;       0.006062;       0.002256;       0.113126;       0.149912;       0.212613;       0.346641;       0.109992;    1021.393603;    1178.337680;    1266.315000;    1189.928878;    1070.017664;       2.947579;     998.524963;       1.355356;     359.338531
HLH_28_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060530T115204Z;P10000000;M110100001110030101;    19.000;    41.584;       0.002145;       0.002281;       0.003314;       0.006008;       0.002187;       0.116761;       0.136650;       0.202781;       0.343574;       0.106650;     996.481946;    1150.806852;    1237.891027;    1163.342495;    1047.322040;       3.289659;     998.623108;       1.345423;     359.328674
HLH_29_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060531T052012Z;P10000000;M110100001110030101;    19.000;    63.415;            NaN;       0.000651;       0.002329;       0.005201;       0.001598;            NaN;       0.039015;       0.142498;       0.297434;       0.077915;     509.816782;     610.194717;     677.710035;     639.347602;     598.594828;       6.101229;    1003.567566;       1.476257;     358.832825
HLH_30_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060531T065209Z;P10000000;M110100001110030101;    19.000;    52.220;       0.000515;       0.001427;       0.002662;       0.005270;       0.001881;       0.028040;       0.085455;       0.162862;       0.301361;       0.091731;     774.589072;     905.309280;     984.326911;     926.406399;     844.913388;       4.257439;    1003.890442;       1.621551;     358.789307
HLH_31_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060531T072527Z;P10000000;M110100001110030101;    19.000;    48.561;       0.001224;       0.002112;       0.002999;       0.005525;       0.002051;       0.066641;       0.126515;       0.183491;       0.315920;       0.099986;     854.552152;     993.991573;    1076.129218;    1012.321813;     918.406652;       3.432918;    1003.965271;       1.647355;     358.773560
HLH_32_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060531T075212Z;P10000000;M110100001110030101;    19.000;    45.821;       0.001068;       0.001943;       0.003043;       0.005754;       0.001935;       0.058133;       0.116420;       0.186181;       0.329022;       0.094354;     911.775976;    1057.371597;    1141.676332;    1073.660840;     970.834749;       3.719796;    1004.025452;       1.668084;     358.760895
HLH_33_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060531T102529Z;P10000000;M110100001110030101;    19.000;    38.010;       0.002136;       0.002599;       0.003413;       0.006281;       0.002194;       0.116263;       0.155701;       0.208851;       0.359181;       0.106979;    1060.789131;    1222.165638;    1311.924797;    1232.975804;    1106.880032;       3.410601;    1004.369995;       1.786865;     358.688385
HLH_34_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060531T123131Z;P10000000;M110100001110030101;    19.000;    44.585;       0.001561;       0.002183;       0.003317;       0.006201;       0.002305;       0.084974;       0.130776;       0.202975;       0.354607;       0.112384;     936.692387;    1084.971199;    1170.233871;    1100.421059;     993.701605;       3.588738;    1004.481934;       2.173565;     358.628754
HLH_35_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060531T125213Z;P10000000;M110100001110030101;    19.000;    46.583;       0.001480;       0.001973;       0.003169;       0.006102;       0.002208;       0.080579;       0.118172;       0.193884;       0.348913;       0.107672;     896.013857;    1039.940298;    1123.680993;    1056.859894;     956.479393;       3.910504;    1004.415833;       2.379443;     358.618988
HLH_36_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060531T132530Z;P10000000;M110100001110030101;    19.000;    50.051;       0.001425;       0.001865;       0.003062;       0.005720;       0.001942;       0.077588;       0.111695;       0.187377;       0.327087;       0.094708;     822.371838;     958.338474;    1039.260806;     977.859708;     888.934730;       3.603581;    1004.309631;       2.710472;     358.603241
HLH_37_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060531T142013Z;P10000000;M110100001110030101;    19.000;    56.450;       0.000745;       0.001184;       0.002755;       0.005404;       0.001823;       0.040554;       0.070945;       0.168578;       0.309052;       0.088907;     677.594942;     797.526816;     872.605118;     821.878010;     755.376437;       4.192629;    1004.135071;       3.254672;     358.577332
HLH_38_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060629T105718Z;P10000000;M110100001110030101;    19.000;    37.172;       0.000767;       0.000832;       0.001866;       0.004189;       0.001187;       0.041732;       0.049858;       0.114195;       0.239552;       0.057888;    1073.253532;    1236.545074;    1327.935655;    1250.985094;    1121.249158;       6.107790;    1014.855652;       6.222426;     339.663971
HLH_39_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060629T113640Z;P10000000;M110100001110030101;    19.000;    38.836;            NaN;       0.000796;       0.002249;       0.004240;       0.001161;            NaN;       0.047665;       0.137589;       0.242436;       0.056613;    1043.818703;    1204.039189;    1294.395596;    1219.616412;    1094.490581;       3.799348;    1015.178406;       6.116631;     339.646759
HLH_40_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060630T062532Z;P10000000;M110100001110030101;    19.000;    55.031;            NaN;       0.000775;       0.002342;       0.005546;       0.001901;            NaN;       0.046424;       0.143289;       0.317172;       0.092700;     706.578239;     830.782624;     908.773796;     859.173763;     786.651943;       7.136599;    1025.165649;       6.119846;     339.153198
HLH_41_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060630T065729Z;P10000000;M110100001110030101;    19.000;    51.232;       0.001094;       0.001548;       0.002779;       0.005776;       0.002085;       0.059569;       0.092752;       0.170020;       0.330272;       0.101647;     792.336246;     926.075003;    1007.565875;     951.691975;     865.848206;       4.862210;    1025.295898;       5.955231;     339.139221
HLH_42_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060630T093658Z;P10000000;M110100001110030101;    19.000;    37.707;       0.000979;       0.002257;       0.003047;       0.005655;       0.001824;       0.053313;       0.135171;       0.186431;       0.323376;       0.088916;    1061.615223;    1224.251036;    1315.912381;    1240.362903;    1112.459603;       3.505287;    1025.945923;       5.133533;     339.069489
HLH_43_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060630T095729Z;P10000000;M110100001110030101;    19.000;    37.062;       0.001494;       0.001745;       0.003515;       0.005901;       0.002055;       0.081335;       0.104521;       0.215046;       0.337431;       0.100186;    1072.811713;    1236.626598;    1328.694644;    1252.330435;    1122.672842;       2.707107;    1026.029541;       5.027826;     339.060516
HLH_44_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060630T125730Z;P10000000;M110100001110030101;    19.000;    45.407;       0.001398;       0.001493;       0.003064;       0.005810;       0.001856;       0.076121;       0.089419;       0.187490;       0.332233;       0.090502;     915.630983;    1062.811877;    1149.148496;    1084.320072;     979.247820;       3.801536;    1026.554688;       4.665909;     338.981812
HLH_45_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060630T135725Z;P10000000;M110100001110030101;    19.000;    51.981;       0.001295;       0.001366;       0.002990;       0.006799;       0.001981;       0.070476;       0.081818;       0.182958;       0.388806;       0.096601;     775.476965;     907.418537;     988.313646;     933.750330;     850.521228;       6.322374;    1026.581543;       4.946547;     338.955627
HLH_46_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060630T142529Z;P10000000;M110100001110030101;    19.000;    55.327;       0.000805;       0.002157;       0.004914;       0.008470;       0.003759;       0.043812;       0.129208;       0.300649;       0.484360;       0.183300;     699.464959;     822.933293;     900.711519;     851.716831;     780.288902;       2.908015;    1026.594116;       5.078006;     338.943329
HLH_47_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060701T052542Z;P10000000;M110100001110030101;    19.000;    62.565;       0.000475;       0.001747;       0.003431;       0.006309;       0.002073;       0.025847;       0.104642;       0.209943;       0.360760;       0.101105;     526.028297;     629.487764;     699.681284;     663.572523;     618.877046;       3.482378;    1029.964966;       1.313100;     338.549744
HLH_48_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060701T055545Z;P10000000;M110100001110030101;    19.000;    58.823;       0.001751;       0.001979;       0.003258;       0.007311;       0.002171;       0.095328;       0.118556;       0.199327;       0.418054;       0.105872;     616.583964;     730.740699;     805.138998;     762.405089;     703.784662;       6.014519;    1030.084717;       1.094002;     338.536621
HLH_49_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060701T075741Z;P10000000;M110100001110030101;    19.000;    44.880;       0.002150;       0.003219;       0.003966;       0.008076;       0.002639;       0.117063;       0.192801;       0.242678;       0.461798;       0.128695;     925.541318;    1073.963919;    1160.901837;    1095.565151;     988.921932;       4.502680;    1030.206055;       1.286420;     338.483307
HLH_50_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060701T113702Z;P10000000;M110100001110030101;    19.000;    39.007;       0.002117;       0.002829;       0.003940;       0.008123;       0.002715;       0.115266;       0.169451;       0.241103;       0.464501;       0.132377;    1037.577857;    1197.912407;    1288.994977;    1215.481649;    1091.306414;       4.694730;    1030.400635;       1.702826;     338.387390
HLH_51_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060701T123705Z;P10000000;M110100001110030101;    19.000;    43.542;       0.002240;       0.002547;       0.003862;       0.007935;       0.002715;       0.121934;       0.152573;       0.236303;       0.453776;       0.132379;     952.111210;    1103.380494;    1191.322229;    1124.061423;    1013.255548;       4.673547;    1030.312988;       1.683069;     338.361145
HLH_52_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060701T125744Z;P10000000;M110100001110030101;    19.000;    45.461;       0.001419;       0.002643;       0.003631;       0.007738;       0.002702;       0.077234;       0.158299;       0.222191;       0.442484;       0.131776;     913.788649;    1060.953322;    1147.454903;    1082.996762;     978.177914;       5.137938;    1030.252930;       1.647788;     338.352112
HLH_53_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060701T133105Z;P10000000;M110100001110030101;    19.000;    49.058;       0.001107;       0.002440;       0.003551;       0.007413;       0.002382;       0.060254;       0.146180;       0.217299;       0.423913;       0.116138;     838.682622;     977.722279;    1061.338188;    1002.374024;     909.271940;       4.877634;    1030.155884;       1.590811;     338.337524
HLH_54_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060701T135750Z;P10000000;M110100001110030101;    19.000;    52.027;       0.001420;       0.002218;       0.003544;       0.007382;       0.002207;       0.077283;       0.132889;       0.216878;       0.422138;       0.107597;     773.769137;     905.685319;     986.726955;     932.511858;     849.515089;       4.880176;    1030.078003;       1.545109;     338.325836
HLH_55_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060701T142544Z;P10000000;M110100001110030101;    19.000;    55.371;       0.001265;       0.001620;       0.004087;       0.007175;       0.002403;       0.068851;       0.097043;       0.250096;       0.410316;       0.117149;     697.801486;     821.235799;     899.149195;     850.493087;     779.290818;       3.092071;    1029.996704;       1.497442;     338.313629
HLH_56_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060702T095753Z;P10000000;M110100001110030101;    19.000;    37.233;       0.002023;       0.002668;       0.004413;       0.009509;       0.003042;       0.110122;       0.159834;       0.270019;       0.543766;       0.148331;    1069.253147;    1232.847857;    1325.001552;    1249.185461;    1119.986428;       5.365793;    1028.953369;       5.103249;     337.801147
HLH_57_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060702T123717Z;P10000000;M110100001110030101;    19.000;    43.591;       0.001914;       0.002377;       0.004420;       0.009601;       0.002943;       0.104213;       0.142371;       0.270425;       0.549009;       0.143493;     951.583648;    1102.695826;    1190.511348;    1123.281158;    1012.488017;       5.524245;    1028.201172;       5.168842;     337.731445
HLH_58_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060703T123722Z;P10000000;M110100001110030101;    19.000;    43.647;       0.001927;       0.002028;       0.004132;       0.009998;       0.002988;       0.104913;       0.121491;       0.252827;       0.571750;       0.145681;     951.711537;    1102.547802;    1190.034470;    1122.624858;    1011.718983;       7.490193;    1022.243164;       4.293820;     337.101837
HLH_59_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060703T125803Z;P10000000;M110100001110030101;    19.000;    45.659;       0.001945;       0.002324;       0.004346;       0.009510;       0.002559;       0.105888;       0.139232;       0.265920;       0.543815;       0.124800;     911.396862;    1057.916411;    1143.888198;    1079.425335;     974.817361;       5.653377;    1022.126831;       4.347070;     337.092773
HLH_60_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060705T065825Z;P10000000;M110100001110030101;    19.000;    51.588;       0.000224;       0.001578;       0.003251;       0.006524;       0.002095;       0.012204;       0.094527;       0.198931;       0.373082;       0.102162;     785.576790;     918.319734;     999.305723;     944.086514;     858.981156;       4.448985;    1019.583679;       4.180415;     335.990845
HLH_61_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060705T115825Z;P10000000;M110100001110030101;    19.000;    40.616;       0.001127;       0.002151;       0.003612;       0.007717;       0.002359;       0.061333;       0.128860;       0.221026;       0.441285;       0.115006;    1010.161162;    1167.118356;    1256.686864;    1185.087374;    1064.914805;       5.247996;    1020.515625;       3.782313;     335.859650
HLH_62_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060705T123746Z;P10000000;M110100001110030101;    19.000;    43.777;       0.000865;       0.001751;       0.003511;       0.007490;       0.002343;       0.047063;       0.104874;       0.214822;       0.428324;       0.114270;     949.505507;    1100.022348;    1187.355654;    1120.192712;    1009.506579;       5.269760;    1020.423584;       3.547845;     335.842468
HLH_63_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060705T125843Z;P10000000;M110100001110030101;    19.000;    45.784;       0.000914;       0.002061;       0.003738;       0.007504;       0.002311;       0.049755;       0.123432;       0.228719;       0.429090;       0.112688;     909.209829;    1055.414695;    1141.237002;    1077.021497;     972.630893;       4.432001;    1020.369812;       3.418947;     335.833313
HLH_64_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060705T133148Z;P10000000;M110100001110030101;    19.000;    49.266;       0.001142;       0.002064;       0.003156;       0.007504;       0.002398;       0.062191;       0.123617;       0.193117;       0.429101;       0.116919;     836.182706;     974.494752;    1057.517027;     998.644397;     905.646633;       7.023927;    1020.284851;       3.215396;     335.818848
HLH_65_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060705T135826Z;P10000000;M110100001110030101;    19.000;    52.343;       0.000250;       0.001444;       0.003217;       0.007130;       0.002450;       0.013602;       0.086524;       0.196841;       0.407711;       0.119487;     768.643062;     899.549465;     979.898727;     925.968391;     843.485029;       5.871785;    1020.216492;       3.051529;     335.807190
HLH_66_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060705T142628Z;P10000000;M110100001110030101;    19.000;    55.684;       0.000848;       0.002449;       0.003841;       0.006962;       0.002490;       0.046135;       0.146697;       0.235016;       0.398096;       0.121395;     692.411854;     814.810807;     892.023971;     843.673049;     773.024597;       3.303252;    1020.144470;       2.879049;     335.794922
HLH_67_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060706T133156Z;P10000000;M110100001110030101;    19.000;    49.334;       0.000804;       0.001140;       0.003348;       0.006895;       0.002329;       0.043770;       0.068289;       0.204872;       0.394307;       0.113568;     835.469215;     973.527539;    1056.322611;     997.424783;     904.458793;       4.835392;    1016.506592;       5.930925;     335.189178
HLH_68_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060707T065846Z;P10000000;M110100001110030101;    19.000;    51.801;       0.000611;       0.002058;       0.004527;       0.008225;       0.002657;       0.033277;       0.123277;       0.276986;       0.470329;       0.129574;     782.269860;     914.320681;     994.801513;     939.685296;     854.938120;       3.386716;    1012.383484;       4.487283;     334.731476
HLH_69_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060707T123808Z;P10000000;M110100001110030101;    19.000;    44.026;       0.001124;       0.002062;       0.003057;       0.009094;       0.002926;       0.061181;       0.123505;       0.187053;       0.520027;       0.142690;     946.358430;    1096.121559;    1182.864616;    1115.730345;    1005.370317;      13.104564;    1011.796448;       5.331590;     334.583099
HLH_70_b_oc;HelsinkiLighthouse;GiuseppeZibordi;    59.949;    24.926;20060707T133203Z;P10000000;M110100001110030101;    19.000;    49.520;       0.000520;       0.001020;       0.002440;       0.007883;       0.002222;       0.028316;       0.061128;       0.149302;       0.450790;       0.108345;     832.452598;     969.953750;    1052.367458;     993.566451;     900.984401;      16.914114;    1011.607727;       5.268979;     334.559540
