MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_413;Rho_wn_IS_441;Rho_wn_IS_489;Rho_wn_IS_551;Rho_wn_IS_668;Rho_wn_IS_869;LwN_IS_413;LwN_IS_441;LwN_IS_489;LwN_IS_530;LwN_IS_551;LwN_IS_668;LwN_IS_869;ExactWavelength_IS_413;ExactWavelength_IS_441;ExactWavelength_IS_489;ExactWavelength_IS_530;ExactWavelength_IS_551;ExactWavelength_IS_668;ExactWavelength_IS_869;AERONET_chla_IS;Surf_press_IS;Wind_speed_IS;O3_IS
CoveSEAPRISM_27_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060514T120228Z;P10000100;M110100101110010101;    21.000;    66.563;       0.010678;       0.012875;       0.019014;       0.021351;       0.004713;       0.001521;       0.583791;       0.763959;       1.159543;       1.615881;       1.270974;       0.228040;       0.045616;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.551556;    1007.987427;       1.428456;     343.778778
CoveSEAPRISM_28_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060514T123103Z;P10000100;M110100101110010101;    21.000;    60.780;       0.011507;       0.013786;       0.020292;       0.022156;       0.004464;       0.000961;       0.629090;       0.818049;       1.237494;       1.758552;       1.318937;       0.215988;       0.028815;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.381207;    1007.957764;       1.593496;     343.776917
CoveSEAPRISM_29_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060515T141122Z;P10000100;M110100101110010101;    21.000;    40.814;       0.010253;       0.011798;       0.017212;       0.020908;       0.004825;            NaN;       0.560530;       0.700068;       1.049657;       1.506319;       1.244627;       0.233441;      -0.001289;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       3.107371;    1007.139404;       4.856469;     343.676971
CoveSEAPRISM_30_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060516T130105Z;P10000100;M110100101110010101;    21.000;    54.537;       0.009605;       0.010359;       0.015785;       0.020661;       0.004028;       0.001215;       0.525113;       0.614673;       0.962652;       1.505607;       1.229909;       0.194877;       0.036459;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       3.755827;    1002.741455;       6.028062;     343.003510
CoveSEAPRISM_31_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060516T133257Z;P10000100;M110100101110010101;    21.000;    48.356;       0.010575;       0.011735;       0.016719;       0.021584;       0.005164;       0.000603;       0.578141;       0.696304;       1.019597;       1.454645;       1.284871;       0.249853;       0.018093;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       3.631256;    1002.774536;       6.302125;     342.993042
CoveSEAPRISM_32_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060517T113235Z;P10000100;M110100101110010101;    21.000;    72.120;       0.009650;       0.011680;       0.015129;       0.018621;       0.004494;       0.001091;       0.527586;       0.693064;       0.922611;       1.344512;       1.108467;       0.217423;       0.032738;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       3.222750;    1002.145813;       4.020490;     342.560089
CoveSEAPRISM_33_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060517T120105Z;P10000100;M110100101110010101;    21.000;    66.396;       0.010219;       0.012211;       0.016118;       0.019221;       0.005843;       0.001731;       0.558711;       0.724558;       0.982958;       1.496715;       1.144226;       0.282708;       0.051933;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.973713;    1002.072693;       3.895173;     342.550751
CoveSEAPRISM_34_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060517T123105Z;P10000100;M110100101110010101;    21.000;    60.421;       0.010771;       0.012130;       0.016415;       0.018882;       0.004654;       0.001300;       0.588889;       0.719787;       1.001076;       1.454834;       1.124049;       0.225158;       0.038994;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.715049;    1001.848572;       3.903622;     342.540894
CoveSEAPRISM_35_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060517T130107Z;P10000100;M110100101110010101;    21.000;    54.423;       0.009890;       0.011502;       0.017039;       0.019686;       0.004537;       0.001010;       0.540676;       0.682488;       1.039101;       1.569661;       1.171861;       0.219502;       0.030308;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.738611;    1001.624207;       3.912080;     342.531036
CoveSEAPRISM_36_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060517T133259Z;P10000100;M110100101110010101;    21.000;    48.240;       0.010157;       0.011647;       0.017006;       0.020216;       0.004592;       0.000773;       0.555310;       0.691100;       1.037121;       1.396153;       1.203403;       0.222165;       0.023194;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.942082;    1001.386108;       3.921054;     342.520599
