MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412.5;Rho_wn_IS_442.5;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_665;Rho_wn_IS_681.25;Rho_wn_IS_708.75;Rho_wn_IS_753.75;Rho_wn_IS_778.75;Rho_wn_IS_865;Rho_wn_IS_885;Lw_IS_412.5;Lw_IS_442.5;Lw_IS_490;Lw_IS_510;Lw_IS_560;Lw_IS_620;Lw_IS_665;Lw_IS_681.25;Lw_IS_708.75;Lw_IS_753.75;Lw_IS_778.75;Lw_IS_865;Lw_IS_885;Es_IS_412.5;Es_IS_442.5;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_665;Es_IS_681.25;Es_IS_708.75;Es_IS_753.75;Es_IS_778.75;Es_IS_865;Es_IS_885;HPLC_chla_ONLY_IS
MUMMTriOS-Belgica06-08_252_b_oc;MUMMTriOS-Belgica06-08;KevinRuddick;    51.390;     3.324;20060418T135400Z;P10100100;M122200001200020100;     2.000;    48.172;       0.035668;       0.043573;       0.056984;       0.061734;       0.074802;       0.074482;       0.063809;       0.062147;       0.057184;       0.022598;       0.021966;       0.013442;       0.011504;       6.098852;       8.529014;      12.547820;      13.377025;      15.892171;      12.491943;       9.690163;       8.842769;       7.330323;       2.495952;       2.379543;       1.154252;       0.949196;     463.444214;     506.975800;     523.811462;     503.558044;     471.390564;     411.516968;     383.714203;     366.638702;     338.456879;     292.115265;     286.597900;     227.227997;     218.286621;      14.000000
MUMMTriOS-Belgica06-08_253_b_oc;MUMMTriOS-Belgica06-08;KevinRuddick;    51.638;     2.562;20060419T081500Z;P10100100;M122200001200020100;    45.000;    59.109;       0.016254;       0.015470;       0.015839;       0.016542;       0.018443;       0.012449;       0.011250;       0.011790;       0.010578;       0.008904;       0.008603;       0.008096;       0.007961;       2.519410;       2.852927;       3.469167;       3.624039;       4.082695;       2.188845;       1.830579;       1.829263;       1.443718;       1.061682;       1.008472;       0.763823;       0.720331;     418.098389;     473.164032;     508.785004;     494.250519;     471.281311;     426.052521;     411.436951;     396.564789;     363.331299;     322.877625;     318.849731;     258.613464;     248.247406;       4.000000
MUMMTriOS-Belgica06-08_254_b_oc;MUMMTriOS-Belgica06-08;KevinRuddick;    51.688;     2.332;20060419T094100Z;P10100100;M122200001200020100;   999.000;    48.234;       0.015047;       0.016058;       0.019617;       0.020891;       0.024102;       0.013160;       0.010879;       0.011282;       0.009541;       0.007421;       0.007087;       0.006559;       0.006463;       2.293930;       2.754893;       3.602058;       3.724799;       4.105586;       1.993110;       1.564599;       1.550626;       1.191922;       0.818049;       0.769704;       0.572875;       0.541578;     418.222137;     467.703583;     498.137268;     483.257751;     461.061768;     411.224457;     391.135040;     375.648499;     342.085083;     301.924377;     297.162079;     238.800201;     229.048767;       4.800000
MUMMTriOS-Belgica06-08_255_b_oc;MUMMTriOS-Belgica06-08;KevinRuddick;    51.740;     2.104;20060419T110600Z;P10100100;M122200001200020100;    47.000;    41.596;       0.015338;       0.019500;       0.027455;       0.028486;       0.029900;       0.011572;       0.007853;       0.007359;       0.005082;       0.002330;       0.001991;       0.001396;       0.001293;       2.935981;       4.248762;       6.491209;       6.562027;       6.628299;       2.252086;       1.436036;       1.285940;       0.805349;       0.324522;       0.272576;       0.152790;       0.135484;     536.665833;     606.536804;     653.419128;     635.692566;     609.910278;     541.499329;     510.727631;     490.147491;     445.698059;     391.774994;     384.593445;     307.228912;     294.426453;       2.700000
MUMMTriOS-Belgica06-08_256_b_oc;MUMMTriOS-Belgica06-08;KevinRuddick;    51.792;     1.875;20060419T123500Z;P10100100;M122200001200020100;    33.000;    41.561;       0.025308;       0.033209;       0.045584;       0.049876;       0.062076;       0.036908;       0.026490;       0.024240;       0.016717;       0.005680;       0.005421;       0.003613;       0.003215;       8.805673;      13.404534;      20.520205;      22.119818;      27.100800;      14.391050;       9.813240;       8.608377;       5.466073;       1.648358;       1.553498;       0.845451;       0.726748;     987.572632;    1134.043091;    1244.225220;    1221.044189;    1192.121460;    1093.848877;    1046.937134;    1010.841248;     935.389465;     828.181824;     817.892395;     666.334961;     643.295776;       2.700000
MUMMTriOS-Belgica06-08_257_b_oc;MUMMTriOS-Belgica06-08;KevinRuddick;    51.847;     1.645;20060419T140200Z;P10100100;M122200001200020100;    20.000;    48.349;       0.031583;       0.041678;       0.055373;       0.061958;       0.083479;       0.081335;       0.071205;       0.068804;       0.055276;       0.020850;       0.019907;       0.011781;       0.009894;       4.990846;       7.587811;      11.267552;      12.425283;      16.561777;      13.755587;      11.300267;      10.355872;       7.487067;       2.463453;       2.321320;       1.110872;       0.895500;     444.885803;     502.342804;     541.327881;     528.011414;     511.993500;     460.059143;     437.863098;     420.515961;     382.519165;     333.966949;     329.617035;     266.555267;     255.848557;       3.600000
MUMMTriOS-Belgica06-08_258_b_oc;MUMMTriOS-Belgica06-08;KevinRuddick;    51.874;     1.461;20060419T151700Z;P10100100;M122200001200020100;    10.000;    57.675;       0.028515;       0.037399;       0.048995;       0.054713;       0.073839;       0.075942;       0.067768;       0.065925;       0.054324;       0.020329;       0.019403;       0.010921;       0.009007;       2.084836;       3.177632;       4.742222;       5.242906;       7.075575;       6.105690;       5.126293;       4.724321;       3.473843;       1.131366;       1.067745;       0.484384;       0.381056;     201.313202;     227.161026;     244.974258;     238.852661;     231.697464;     208.343842;     199.846710;     191.746140;     173.674210;     151.232758;     149.526978;     120.491470;     114.928772;       4.500000
MUMMTriOS-Belgica06-08_259_b_oc;MUMMTriOS-Belgica06-08;KevinRuddick;    51.400;     3.418;20060418T110800Z;P10100100;M122200001200020100;     0.000;    41.320;       0.032963;       0.041707;       0.059306;       0.065497;       0.082266;       0.067956;       0.054182;       0.051007;       0.042962;       0.015473;       0.014948;       0.009232;       0.007981;      11.722820;      17.068928;      26.592333;      28.815378;      35.265202;      26.566628;      20.181929;      18.234806;      14.329922;       4.532224;       4.326323;       2.174921;       1.818331;     990.724487;    1133.606567;    1237.760254;    1213.837158;    1181.366577;    1082.584717;    1034.140015;     997.253418;     932.346985;     819.095581;     809.437256;     658.738770;     637.022644;      11.000000
MUMMTriOS-Belgica06-08_260_b_oc;MUMMTriOS-Belgica06-08;KevinRuddick;    51.415;     3.576;20060418T121200Z;P10100100;M122200001200020100;     2.000;    40.964;       0.023843;       0.031098;       0.044179;       0.048601;       0.060015;       0.049609;       0.038791;       0.036595;       0.029100;       0.008630;       0.008265;       0.004599;       0.003806;       8.524918;      13.215592;      22.050447;      24.263037;      30.323013;      20.863552;      15.169634;      13.541093;       9.873190;       2.565125;       2.425956;       1.097512;       0.879019;    1000.229492;    1142.986206;    1245.724731;    1220.906494;    1186.368164;    1086.114990;    1037.108276;     999.860229;     936.421448;     820.781128;     810.700806;     658.947266;     637.638306;       9.000000
MUMMTriOS-Belgica06-11_261_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    47.744;    -7.013;20060609T112500Z;P10100100;M122200001200020100;   999.000;    27.764;       0.014903;       0.014721;       0.014264;       0.011761;       0.007334;       0.002315;       0.001749;       0.001746;       0.001263;       0.000934;       0.000873;       0.000761;       0.000741;       5.207078;       5.961964;       6.506347;       5.222978;       3.188654;       0.900622;       0.648749;       0.623096;       0.411304;       0.275018;       0.253929;       0.180941;       0.169817;    1117.588013;    1275.807617;    1394.451172;    1367.088135;    1340.995972;    1237.990967;    1176.333252;    1138.473389;    1037.808472;     938.405884;     926.151550;     757.764709;     729.832153;       0.410000
MUMMTriOS-Belgica06-11_262_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    47.749;    -6.998;20060609T144000Z;P10100100;M122200001200020100;   999.000;    36.251;       0.019587;       0.019041;       0.018264;       0.015464;       0.010370;       0.005021;       0.004418;       0.004570;       0.003906;       0.003483;       0.003148;       0.002792;       0.002759;       2.820672;       3.144295;       3.352914;       2.730633;       1.761790;       0.744617;       0.621263;       0.616366;       0.469884;       0.381323;       0.339130;       0.242779;       0.229288;     459.423096;     516.858582;     553.885742;     537.397522;     517.925171;     468.406281;     441.896118;     426.446503;     379.736938;     345.646606;     340.066101;     274.598785;     262.382904;       0.350000
MUMMTriOS-Belgica06-11_263_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.276;    -4.777;20060610T065300Z;P10100100;M122200001200020100;     5.000;    67.449;       0.007447;       0.007710;       0.009257;       0.009353;       0.009648;       0.003935;       0.003368;       0.004186;       0.002595;       0.001753;       0.001357;       0.001057;       0.001069;       0.327298;       0.370379;       0.456291;       0.436653;       0.410963;       0.143945;       0.116874;       0.139319;       0.074456;       0.046213;       0.035153;       0.021808;       0.020785;     117.777428;     127.116325;     128.457672;     121.236557;     109.941177;      95.122284;      90.526962;      87.040810;      75.247833;      69.222549;      67.863297;      53.972370;      51.015862;       3.700000
MUMMTriOS-Belgica06-11_264_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.295;    -5.283;20060605T102200Z;P10100100;M122200001200020100;    19.000;    34.773;       0.008641;       0.007220;       0.006888;       0.006848;       0.007538;       0.002510;       0.001789;       0.002071;       0.001239;       0.000526;       0.000469;       0.000327;       0.000300;       3.301864;       3.246902;       3.601278;       3.573463;       3.972939;       1.112517;       0.736450;       0.809939;       0.443546;       0.165618;       0.146025;       0.083002;       0.073765;    1098.552368;    1251.149048;    1361.240356;    1334.898315;    1301.794312;    1195.719238;    1136.940552;    1096.737061;    1022.705688;     900.527954;     889.993958;     725.917297;     702.433472;       5.800000
MUMMTriOS-Belgica06-11_265_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.324;    -5.665;20060605T121200Z;P10100100;M122200001200020100;    37.000;    25.864;       0.011227;       0.009951;       0.010257;       0.009582;       0.008023;       0.002225;       0.001595;       0.001705;       0.001057;       0.000575;       0.000539;       0.000432;       0.000418;       4.779970;       4.833920;       5.454740;       5.000844;       4.089318;       1.022420;       0.691088;       0.710411;       0.409753;       0.196076;       0.181384;       0.118302;       0.111085;    1245.366455;    1412.820923;    1531.218994;    1500.220581;    1460.869263;    1341.532715;    1271.703247;    1226.626953;    1144.994263;    1006.958008;     993.711487;     809.364380;     783.871399;       2.200000
MUMMTriOS-Belgica06-11_266_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.505;    -8.902;20060606T111600Z;P10100100;M122200001200020100;   999.000;    30.177;       0.021977;       0.019993;       0.019228;       0.017113;       0.012366;       0.004700;       0.003710;       0.003600;       0.002788;       0.002071;       0.001959;       0.001632;       0.001561;       8.790996;       9.133050;       9.591240;       8.374369;       5.892407;       2.053053;       1.539186;       1.443018;       1.043182;       0.681545;       0.636697;       0.432876;       0.401186;    1156.244141;    1316.270874;    1432.419800;    1404.812500;    1370.205322;    1260.440308;    1198.535400;    1156.723389;    1080.470947;     950.751099;     939.148621;     766.517212;     742.366089;       0.470000
MUMMTriOS-Belgica06-11_267_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.500;    -8.902;20060606T130200Z;P10100100;M122200001200020100;   999.000;    26.450;       0.018237;       0.017139;       0.016923;       0.014899;       0.010620;       0.003762;       0.003016;       0.002964;       0.002306;       0.001756;       0.001694;       0.001502;       0.001459;       7.332485;       7.879376;       8.548381;       7.355770;       5.093356;       1.633010;       1.242576;       1.175341;       0.855435;       0.571100;       0.543527;       0.392921;       0.369696;    1217.238647;    1382.806763;    1501.074707;    1471.311768;    1433.051880;    1317.175171;    1250.807861;    1206.773804;    1129.383545;     991.059265;     978.099915;     797.181091;     772.404663;       0.470000
MUMMTriOS-Belgica06-11_268_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.400;    -8.097;20060607T105600Z;P10100100;M122200001200020100;   999.000;    31.869;       0.027063;       0.025782;       0.027547;       0.025730;       0.020371;       0.006180;       0.004852;       0.004777;       0.003596;       0.002471;       0.002418;       0.002188;       0.002145;      10.730409;      11.668607;      13.591003;      12.446430;       9.578797;       2.661369;       1.984657;       1.885757;       1.333635;       0.799136;       0.772175;       0.569307;       0.540963;    1140.952637;    1297.577881;    1409.805908;    1382.249512;    1345.307983;    1235.038330;    1174.331421;    1132.310425;    1064.391846;     929.107361;     917.109802;     747.064758;     724.109192;       0.420000
MUMMTriOS-Belgica06-11_269_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.397;    -8.102;20060607T125900Z;P10100100;M122200001200020100;   999.000;    26.252;       0.031696;       0.030259;       0.031467;       0.029150;       0.022899;       0.007034;       0.005427;       0.005279;       0.003904;       0.002568;       0.002500;       0.002212;       0.002166;      13.268639;      14.464242;      16.484764;      14.980394;      11.457274;       3.167480;       2.310398;       2.168504;       1.505193;       0.863645;       0.829400;       0.597209;       0.567265;    1233.977051;    1400.359375;    1518.198486;    1487.729004;    1446.979248;    1327.995605;    1260.101196;    1214.975830;    1142.677368;     996.458984;     982.738464;     799.679993;     775.569702;       1.200000
MUMMTriOS-Belgica06-11_270_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    47.687;    -8.204;20060607T172800Z;P10100100;M122200001200020100;   999.000;    62.863;       0.014164;       0.011366;       0.010966;       0.010920;       0.009262;       0.002604;       0.002214;       0.002887;       0.001438;       0.000739;       0.000684;       0.000565;       0.000540;       2.616070;       2.564302;       3.007946;       3.002878;       2.567300;       0.611750;       0.505609;       0.637068;       0.296151;       0.133491;       0.123245;       0.084147;       0.077784;     515.958740;     603.046204;     673.701111;     663.692932;     645.971558;     600.277039;     590.121765;     569.894470;     538.899475;     473.588623;     472.321136;     390.313782;     377.918915;       1.400000
MUMMTriOS-Belgica06-11_271_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.114;    -7.510;20060608T104600Z;P10100100;M122200001200020100;   999.000;    32.536;       0.032289;       0.031484;       0.031624;       0.027978;       0.020267;       0.006292;       0.004878;       0.004766;       0.003481;       0.002224;       0.002150;       0.001835;       0.001786;      11.668361;      13.301507;      15.356946;      13.411978;       9.594406;       2.548186;       1.867989;       1.761132;       1.197428;       0.671175;       0.640983;       0.446675;       0.421575;    1109.046509;    1263.800293;    1377.028076;    1351.027710;    1318.325195;    1212.818115;    1154.657104;    1114.306030;    1044.027588;     916.462158;     905.596252;     739.508423;     716.985352;       1.000000
MUMMTriOS-Belgica06-11_272_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.101;    -7.497;20060608T123900Z;P10100100;M122200001200020100;   999.000;    25.352;       0.025015;       0.024980;       0.026197;       0.022978;       0.016350;       0.004802;       0.003725;       0.003663;       0.002677;       0.001785;       0.001721;       0.001505;       0.001472;      10.376529;      11.836385;      13.589480;      11.700168;       8.113355;       2.162219;       1.589296;       1.510360;       1.031791;       0.604652;       0.575229;       0.410586;       0.389090;    1217.024292;    1384.302979;    1505.265747;    1476.077271;    1439.529053;    1323.800537;    1256.945190;    1212.756592;    1134.851074;     996.556519;     983.439575;     801.980225;     777.252563;       0.900000
MUMMTriOS-Belgica06-11_273_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.107;    -7.517;20060602T132600Z;P10100100;M122200001200020100;   999.000;    28.413;       0.032574;       0.030542;       0.031278;       0.029116;       0.022210;       0.005523;       0.004060;       0.003992;       0.002652;       0.001388;       0.001322;       0.001047;       0.001011;      12.641446;      13.758115;      16.025440;      14.685922;      11.015876;       2.347979;       1.625389;       1.541842;       0.944862;       0.436906;       0.410387;       0.264743;       0.247174;    1197.354004;    1358.632202;    1472.966309;    1441.886597;    1402.685547;    1286.403076;    1220.515747;    1177.973022;    1093.382080;     966.391541;     953.470764;     776.680176;     750.901978;       1.100000
MUMMTriOS-Belgica06-11_274_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.109;    -7.513;20060602T135300Z;P10100100;M122200001200020100;   999.000;    30.999;       0.032395;       0.030909;       0.032213;       0.029704;       0.021970;       0.005271;       0.003780;       0.003706;       0.002301;       0.000968;       0.000920;       0.000665;       0.000639;      12.671904;      13.896654;      16.109123;      14.576179;      10.526554;       2.228546;       1.510968;       1.429343;       0.821014;       0.304967;       0.286014;       0.168384;       0.156511;    1174.756592;    1334.513428;    1448.473633;    1418.170532;    1379.834106;    1265.600830;    1201.689453;    1159.575195;    1076.037231;     951.167603;     938.638306;     764.477356;     738.864685;            NaN
MUMMTriOS-Belgica06-11_275_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.269;    -4.804;20060603T080300Z;P10100100;M122200001200020100;     6.000;    56.150;       0.005371;       0.004652;       0.004901;       0.005140;       0.006370;       0.002372;       0.001919;       0.002779;       0.001423;       0.000525;       0.000440;       0.000289;       0.000259;       1.327777;       1.398848;       1.789703;       1.892186;       2.405637;       0.750877;       0.572372;       0.789243;       0.366090;       0.120337;       0.100337;       0.054267;       0.046898;     647.787109;     748.209412;     825.274536;     810.011841;     788.448792;     730.496338;     708.822449;     684.958069;     636.946106;     568.050293;     564.688843;     465.229279;     449.153229;       8.800000
MUMMTriOS-Belgica06-11_276_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    51.375;     3.038;20060529T103300Z;P10100100;M122200001200020100;     7.000;    32.862;       0.031265;       0.038794;       0.055441;       0.061568;       0.079417;       0.058586;       0.044533;       0.042467;       0.034470;       0.012331;       0.011824;       0.007775;       0.006953;       3.278323;       4.576065;       7.035704;       7.608168;       9.497979;       6.079520;       4.304699;       3.909758;       2.868642;       0.902355;       0.853215;       0.448732;       0.383610;     299.246704;     334.665100;     358.112640;     348.360901;     336.384491;     295.108734;     275.926025;     263.983673;     239.147339;     209.938843;     206.985794;     165.159348;     157.711365;      14.000000
MUMMTriOS-Belgica06-11_277_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    51.385;     2.406;20060529T131900Z;P10100100;M122200001200020100;    29.000;    34.583;       0.008018;       0.008110;       0.009058;       0.008366;       0.006862;       0.001112;       0.000246;       0.000428;            NaN;            NaN;            NaN;            NaN;            NaN;       1.478028;       1.654930;       1.939488;       1.731920;       1.343310;       0.199471;       0.046942;       0.073909;            NaN;            NaN;            NaN;            NaN;            NaN;     526.586426;     580.453125;     606.872803;     585.960266;     553.671326;     495.281281;     469.371643;     451.180511;     239.147339;     209.938843;     206.985794;     165.159348;     157.711365;       0.620000
MUMMTriOS-Belgica06-11_278_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    49.975;    -3.034;20060530T102000Z;P10100100;M122200001200020100;    46.000;    35.455;       0.009358;       0.009642;       0.010265;       0.009308;       0.006785;       0.002782;       0.002280;       0.002341;       0.001794;       0.001387;       0.001333;       0.001219;       0.001201;       3.340659;       4.013337;       4.867321;       4.325083;       3.080867;       1.090659;       0.849666;       0.838911;       0.601040;       0.405422;       0.384415;       0.285429;       0.272236;    1106.102661;    1258.293091;    1364.674805;    1336.066162;    1295.146729;    1187.403442;    1131.539307;    1091.124146;    1023.588074;     893.510254;     880.996033;     715.193420;     692.646484;       0.750000
MUMMTriOS-Belgica06-11_279_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    49.770;    -3.575;20060530T125300Z;P10100100;M122200001200020100;    44.000;    29.096;       0.008889;       0.008002;       0.007657;       0.007529;       0.006522;       0.002769;       0.002313;       0.002705;       0.001678;       0.001163;       0.000829;       0.000389;       0.000334;       2.129150;       2.186705;       2.330425;       2.243832;       1.885725;       0.663504;       0.513393;       0.574635;       0.324516;       0.193568;       0.133901;       0.047911;       0.038986;     728.052185;     811.229126;     858.155029;     832.863586;     793.878723;     713.810242;     671.214539;     644.449951;     597.658325;     518.866333;     509.184509;     407.666809;     393.223938;       1.800000
MUMMTriOS-Belgica06-11_280_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    47.750;    -7.000;20060531T111000Z;P10100100;M122200001200020100;   999.000;    29.920;       0.010404;       0.009379;       0.009497;       0.009448;       0.008395;       0.003651;       0.003362;       0.003825;       0.002792;       0.002320;       0.002255;       0.002139;       0.002112;       4.373003;       4.504905;       4.979194;       4.859678;       4.195181;       1.657194;       1.449248;       1.592733;       1.093536;       0.791074;       0.758301;       0.585045;       0.559958;    1213.672974;    1381.481689;    1500.088623;    1470.118286;    1427.872192;    1311.620972;    1248.750122;    1204.176270;    1134.208008;     987.688904;     974.076050;     791.862183;     767.769836;       1.400000
MUMMTriOS-Belgica06-11_281_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    47.750;    -7.001;20060531T133700Z;P10100100;M122200001200020100;   999.000;    29.471;       0.012695;       0.011485;       0.011144;       0.010700;       0.008946;       0.004332;       0.003930;       0.004218;       0.003378;       0.002914;       0.002852;       0.002726;       0.002701;       4.996812;       5.209258;       5.646680;       5.327053;       4.347219;       1.847172;       1.586168;       1.639056;       1.231094;       0.923617;       0.891277;       0.692210;       0.665145;    1191.092651;    1354.142334;    1468.475220;    1438.610962;    1396.339600;    1281.686279;    1219.525513;    1175.802368;    1107.795898;     963.715576;     950.323364;     772.139343;     748.685181;       1.200000
MUMMTriOS-Belgica06-11_282_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    47.533;    -7.167;20060601T104300Z;P10100100;M122200001200020100;   999.000;    32.878;       0.012471;       0.009995;       0.008876;       0.008650;       0.007486;       0.002635;       0.002211;       0.002561;       0.001576;       0.001113;       0.001032;       0.000871;       0.000832;       4.394625;       4.105641;       4.178010;       4.014620;       3.421756;       1.025732;       0.812562;       0.906371;       0.518351;       0.320943;       0.293485;       0.201408;       0.186417;    1077.225952;    1223.674194;    1327.009644;    1299.831055;    1262.800049;    1157.215210;    1100.818970;    1061.402466;     992.957520;     869.364380;     857.920288;     697.781067;     675.625854;       1.100000
MUMMTriOS-Belgica06-11_283_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    47.531;    -7.164;20060601T123900Z;P10100100;M122200001200020100;   999.000;    25.628;       0.010324;       0.008593;       0.008429;       0.008666;       0.008572;       0.003319;       0.002973;       0.003496;       0.002349;       0.001828;       0.001750;       0.001589;       0.001550;       4.239689;       4.020514;       4.307709;       4.343103;       4.182553;       1.456720;       1.232953;       1.396008;       0.872821;       0.594211;       0.560485;       0.413346;       0.390354;    1201.215454;    1362.215454;    1475.056641;    1444.539551;    1403.714355;    1286.998291;    1221.357178;    1177.607544;    1100.840942;     964.612000;     950.690613;     772.771851;     748.170166;       1.980000
MUMMTriOS-Belgica06-11_284_b_oc;MUMMTriOS-Belgica06-11;KevinRuddick;    48.097;    -7.504;20060602T101500Z;P10100100;M122200001200020100;   999.000;    37.055;       0.027534;       0.025614;       0.026157;       0.024517;       0.018740;       0.004924;       0.003615;       0.003679;       0.002292;       0.001041;       0.001002;       0.000810;       0.000781;       9.714399;      10.603772;      12.515667;      11.576484;       8.744578;       1.948617;       1.351963;       1.326936;       0.763121;       0.305788;       0.290857;       0.191740;       0.178875;    1070.057739;    1218.770508;    1326.141357;    1299.233521;    1264.617188;    1160.464722;    1105.029907;    1066.426270;     991.306274;     875.304321;     864.898621;     705.662720;     682.250732;       1.000000
MUMMTriOS-Belgica06-19_285_b_oc;MUMMTriOS-Belgica06-19;KevinRuddick;    51.163;     2.616;20060919T142400Z;P10100100;M122200001200020100;     3.000;    59.708;       0.014890;       0.018455;       0.027243;       0.029136;       0.031388;       0.011966;       0.008342;       0.008203;       0.005075;       0.001966;       0.001881;       0.001358;       0.001249;       3.022799;       4.405417;       7.306630;       7.714757;       8.177332;       2.877301;       1.950654;       1.857195;       1.063831;       0.370541;       0.353618;       0.211428;       0.187782;     548.851440;     639.044495;     711.927368;     701.081604;     687.410950;     637.902527;     621.432434;     600.632202;     556.864380;     501.320129;     500.182190;     414.353424;     399.908752;       2.070000
MUMMTriOS-Belgica06-19_286_b_oc;MUMMTriOS-Belgica06-19;KevinRuddick;    51.272;     2.904;20060919T070700Z;P10100100;M122200001200020100;     3.000;    75.446;       0.039721;       0.050956;       0.072117;       0.079813;       0.097878;       0.085626;       0.073223;       0.069502;       0.055858;       0.019431;       0.019410;       0.011022;       0.009487;       0.695221;       1.048680;       1.686251;       1.819965;       2.160011;       1.648788;       1.383048;       1.278703;       0.860848;       0.277806;       0.273337;       0.122711;       0.096640;      47.593716;      55.126595;      61.393044;      59.542629;      57.179813;      50.563648;      49.689976;      47.984848;      40.224918;      37.363293;      36.782608;      29.066252;      26.574512;       1.320000
MUMMTriOS-Belgica06-19_287_b_oc;MUMMTriOS-Belgica06-19;KevinRuddick;    51.308;     2.850;20060919T075900Z;P10100100;M122200001200020100;     7.000;    67.922;       0.031838;       0.041478;       0.061294;       0.067483;       0.079761;       0.050816;       0.038952;       0.036707;       0.025718;       0.010087;       0.009695;       0.007097;       0.006692;       1.884664;       2.800781;       4.508079;       4.819999;       5.433732;       3.030388;       2.225139;       2.014169;       1.259791;       0.443419;       0.422934;       0.251837;       0.226773;     158.667938;     178.582169;     191.610794;     185.425934;     175.705811;     155.149979;     149.221207;     143.565033;     128.560257;     115.476234;     114.542625;      93.174477;      88.962685;            NaN
MUMMTriOS-Belgica06-19_288_b_oc;MUMMTriOS-Belgica06-19;KevinRuddick;    51.550;     3.290;20060918T150600Z;P10100100;M122200001200020100;     8.000;    65.182;       0.025045;       0.033158;       0.048034;       0.053246;       0.065571;       0.054606;       0.044334;       0.042283;       0.032381;       0.009982;       0.010054;       0.005827;       0.004990;       4.060470;       6.536624;      11.379732;      12.609551;      15.807977;      11.380449;       8.942983;       8.234015;       5.589787;       1.604555;       1.617421;       0.782778;       0.642343;     450.094452;     528.736084;     595.715210;     586.426331;     578.294922;     539.381714;     530.012634;     514.143127;     461.423645;     430.322601;     430.524109;     359.635895;     344.519348;       2.030000
MUMMTriOS-Belgica06-19_289_b_oc;MUMMTriOS-Belgica06-19;KevinRuddick;    51.324;     2.467;20060919T113400Z;P10100100;M122200001200020100;    22.000;    49.506;       0.012949;       0.014509;       0.018469;       0.018985;       0.018279;       0.007507;       0.005565;       0.005657;       0.003772;       0.001925;       0.001799;       0.001453;       0.001383;       3.395136;       4.574666;       6.960621;       7.170357;       7.027028;       2.394135;       1.663416;       1.612969;       0.976147;       0.441985;       0.409624;       0.270747;       0.248855;     729.762573;     839.248230;     922.774841;     906.598755;     886.839050;     812.254883;     778.032166;     750.416626;     694.251709;     617.313416;     612.176819;     501.442108;     484.066681;       2.230000
MUMMTriOS-Belgica06-19_290_b_oc;MUMMTriOS-Belgica06-19;KevinRuddick;    51.434;     2.811;20060919T092100Z;P10100100;M122200001200020100;    20.000;    57.778;       0.018158;       0.022366;       0.030899;       0.032842;       0.034842;       0.017140;       0.012442;       0.011929;       0.008058;       0.003460;       0.003382;       0.002634;       0.002499;       4.381562;       6.693385;      11.480837;      12.385754;      13.674675;       5.636917;       3.870312;       3.551125;       2.170057;       0.830040;       0.807896;       0.518571;       0.474830;     639.288086;     752.207520;     849.115967;     840.336548;     831.804504;     771.213196;     749.156250;     724.064331;     671.266357;     599.549744;     596.977844;     492.265320;     474.926270;       2.610000
MUMMTriOS-Belgica06-19_291_b_oc;MUMMTriOS-Belgica06-19;KevinRuddick;    51.469;     2.449;20060920T072800Z;P10100100;M122200001200020100;    35.000;    72.917;       0.009879;       0.010805;       0.013039;       0.012930;       0.011892;       0.005091;       0.003989;       0.004252;       0.002830;       0.001636;       0.001532;       0.001262;       0.001211;       1.039524;       1.433080;       2.194571;       2.212234;       2.121547;       0.787481;       0.611635;       0.633453;       0.376812;       0.202039;       0.189882;       0.131446;       0.120892;     276.472626;     330.107574;     379.179871;     374.971680;     369.364807;     348.930481;     352.086945;     341.895813;     311.853058;     289.678619;     290.636322;     244.306717;     234.095688;       2.190000
