MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412.5;Rho_wn_IS_442.5;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_665;Rho_wn_IS_681.25;Rho_wn_IS_708.75;Rho_wn_IS_753.75;Rho_wn_IS_778.75;Rho_wn_IS_865;Rho_wn_IS_885;Lw_IS_412.5;Lw_IS_442.5;Lw_IS_490;Lw_IS_510;Lw_IS_560;Lw_IS_620;Lw_IS_665;Lw_IS_681.25;Lw_IS_708.75;Lw_IS_753.75;Lw_IS_778.75;Lw_IS_865;Lw_IS_885;Es_IS_412.5;Es_IS_442.5;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_665;Es_IS_681.25;Es_IS_708.75;Es_IS_753.75;Es_IS_778.75;Es_IS_865;Es_IS_885;HPLC_chla_ONLY_IS
MUMMTriOS-Belgica01-17_0_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.393;     3.317;20010618T113500Z;P10100100;M122200001200020100;     3.000;    28.102;       0.032223;       0.043079;       0.062874;       0.069416;       0.082920;       0.069599;       0.057533;       0.054669;       0.040762;       0.012354;       0.011824;       0.006247;       0.005222;       5.799669;       8.866986;      14.571052;      15.884030;      18.851789;      13.041757;       9.873296;       8.891078;       5.959175;       1.589029;       1.498842;       0.636738;       0.511838;     529.466492;     589.262085;     628.742249;     612.057556;     590.688843;     527.088257;     492.744141;     472.447845;     431.249695;     378.776917;     373.154785;     298.898407;     286.948853;       3.410000
MUMMTriOS-Belgica01-17_1_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.430;     3.422;20010618T132200Z;P10100100;M122200001200020100;     4.000;    33.429;       0.027557;       0.035659;       0.052712;       0.058050;       0.068658;       0.047780;       0.037318;       0.035029;       0.025646;       0.012086;       0.011946;       0.009835;       0.009392;       7.622639;      11.231283;      18.337164;      19.804266;      22.860441;      13.603242;       9.879357;       8.842522;       5.902736;       2.350208;       2.284163;       1.486492;       1.360875;     831.398804;     931.358887;     996.916199;     971.434387;     935.881348;     842.892761;     795.302795;     764.295227;     707.684204;     620.769531;     611.567322;     492.422424;     474.427063;       2.200000
MUMMTriOS-Belgica01-17_2_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.428;     3.517;20010618T144400Z;P10100100;M122200001200020100;     1.000;    43.919;       0.012605;       0.014870;       0.021537;       0.023841;       0.028350;       0.017469;       0.013029;       0.012187;       0.008169;       0.002931;       0.002776;       0.001734;       0.001526;       3.642783;       5.009113;       8.245328;       9.006457;      10.565154;       5.663005;       4.013992;       3.599792;       2.233855;       0.702864;       0.658740;       0.332790;       0.282084;     848.096008;     969.296204;    1061.243652;    1041.153442;    1014.119690;     930.921692;     892.581238;     860.524597;     802.457336;     709.454346;     702.663025;     573.261230;     553.575439;       1.540000
MUMMTriOS-Belgica01-17_3_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.500;     3.349;20010620T123400Z;P10100100;M122200001200020100;     6.000;    29.431;       0.007327;       0.007334;       0.008846;       0.009387;       0.011125;       0.006695;       0.005160;       0.005325;       0.003891;       0.002037;       0.001916;       0.001495;       0.001408;       2.541013;       2.974038;       4.143702;       4.367297;       5.205087;       2.681579;       1.939603;       1.921195;       1.281031;       0.601550;       0.560126;       0.358509;       0.326171;    1040.692261;    1185.329956;    1297.331909;    1274.367920;    1252.416504;    1158.257446;    1104.212891;    1067.395630;     985.478577;     884.491821;     875.581360;     718.507141;     694.007629;       2.190000
MUMMTriOS-Belgica01-17_4_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.491;     3.251;20010620T133400Z;P10100100;M122200001200020100;    11.000;    34.620;       0.004608;       0.005124;       0.007493;       0.008258;       0.010539;       0.005430;       0.003804;       0.003964;       0.002479;       0.000571;       0.000455;            NaN;            NaN;       1.665084;       2.153027;       3.580367;       3.913040;       4.989991;       2.231510;       1.468412;       1.459148;       0.838063;       0.173743;       0.137548;            NaN;            NaN;    1051.487793;    1198.163818;    1309.143677;    1284.586670;    1256.360962;    1157.891113;    1104.309937;    1066.037476;     988.487793;     880.499695;     871.699707;     718.507141;     694.007629;       3.140000
MUMMTriOS-Belgica01-17_5_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.510;     3.184;20010620T094000Z;P10100100;M122200001200020100;    15.000;    37.379;       0.007699;       0.007579;       0.008651;       0.008901;       0.009734;       0.005735;       0.004448;       0.004513;       0.003343;       0.001883;       0.001727;       0.001357;       0.001272;       1.911663;       2.188991;       2.888626;       2.955970;       3.259408;       1.595156;       1.145244;       1.103945;       0.732236;       0.369052;       0.334492;       0.213329;       0.192255;     712.024414;     800.014282;     862.738831;     842.855835;     820.066345;     747.211060;     708.996521;     683.693970;     624.960632;     562.779297;     556.668701;     453.938690;     436.849884;       2.800000
MUMMTriOS-Belgica01-17_6_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.531;     3.284;20010620T151000Z;P10100100;M122200001200020100;     8.000;    47.542;       0.006172;       0.006946;       0.009888;       0.010934;       0.014003;       0.008562;       0.006470;       0.006623;       0.004854;       0.002262;       0.002150;       0.001646;       0.001552;       1.603985;       2.128672;       3.539922;       3.906143;       5.057782;       2.577164;       1.812346;       1.755775;       1.158779;       0.479623;       0.451273;       0.280405;       0.253930;     714.231995;     812.698364;     885.241211;     866.377930;     841.986511;     770.647217;     737.584229;     711.133301;     654.658997;     584.825745;     579.389160;     472.864197;     455.239105;       3.060000
MUMMTriOS-Belgica01-17_7_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.509;     3.097;20010619T133400Z;P10100100;M122200001200020100;    18.000;    34.600;       0.008901;       0.008820;       0.009512;       0.009570;       0.010387;       0.006611;       0.005655;       0.006434;       0.004734;       0.003137;       0.002931;       0.002596;       0.002526;       2.331453;       2.701556;       3.378746;       3.387382;       3.719016;       1.983245;       1.578063;       1.705380;       1.131112;       0.672932;       0.622582;       0.451045;       0.422854;     753.206238;     852.298462;     925.663391;     906.368958;     885.495056;     809.853638;     770.953918;     743.351929;     682.577637;     612.781128;     606.803040;     496.080048;     477.951843;       4.020000
MUMMTriOS-Belgica01-17_8_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.464;     3.123;20010619T103000Z;P10100100;M122200001200020100;    13.000;    31.877;       0.007539;       0.007993;       0.010353;       0.011088;       0.013756;       0.007902;       0.005736;       0.005745;       0.004050;       0.001531;       0.001423;       0.000942;       0.000851;       2.633481;       3.284760;       4.963545;       5.311125;       6.688193;       3.262376;       2.206556;       2.106503;       1.350285;       0.455197;       0.418078;       0.226709;       0.197855;    1016.474548;    1159.933594;    1273.734741;    1252.364380;    1230.796875;    1137.122925;    1083.667725;    1046.697266;     968.082825;     863.457458;     853.840210;     698.829590;     675.020386;       5.100000
MUMMTriOS-Belgica01-17_9_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.451;     3.147;20010619T084500Z;P10100100;M122200001200020100;    11.000;    44.864;       0.009243;       0.010824;       0.015823;       0.017554;       0.023074;       0.015293;       0.010963;       0.010569;       0.008057;       0.002511;       0.002396;       0.001431;       0.001242;       2.624691;       3.674381;       6.416168;       7.154935;       9.647134;       5.338300;       3.564597;       3.248800;       2.236943;       0.620996;       0.587043;       0.287036;       0.240364;     782.182251;     895.700378;     986.613586;     970.039612;     952.244568;     878.039673;     841.304688;     812.184326;     750.330688;     669.058899;     662.886902;     542.737305;     523.571777;       5.460000
MUMMTriOS-Belgica01-17_10_b_oc;MUMMTriOS-Belgica01-17;KevinRuddick;    51.501;     3.145;20010619T120000Z;P10100100;M122200001200020100;    16.000;    28.167;       0.006155;       0.006609;       0.008325;       0.008735;       0.010349;       0.005495;       0.004079;       0.004308;       0.002901;       0.001186;       0.001084;       0.000757;       0.000693;       2.266866;       2.844801;       4.132999;       4.317524;       5.157966;       2.332256;       1.613458;       1.625450;       0.997990;       0.363017;       0.328107;       0.187385;       0.165795;    1084.375122;    1233.410156;    1346.660278;    1321.643677;    1294.370117;    1193.436401;    1135.437622;    1096.125366;    1014.938049;     903.940125;     893.738037;     730.848633;     706.289001;       4.210000
MUMMTriOS-Belgica02-07_11_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.271;     2.905;20020319T121600Z;P10100100;M122200001200020100;     3.000;    51.784;       0.024672;       0.030385;       0.040851;       0.044352;       0.054037;       0.041629;       0.030902;       0.029250;       0.024287;       0.007168;       0.006682;       0.003618;       0.002994;       4.686293;       6.795811;      10.720030;      11.611115;      14.252812;       8.932399;       6.153066;       5.506718;       4.156813;       1.087041;       1.002689;       0.440761;       0.350832;     507.315033;     569.247314;     610.666382;     594.212769;     569.763611;     512.554688;     490.050293;     471.264740;     439.447845;     390.020172;     386.040192;     313.715302;     302.065918;       6.730000
MUMMTriOS-Belgica02-07_12_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.273;     2.903;20020321T081600Z;P10100100;M122200001200020100;     3.000;    68.588;       0.016416;       0.019748;       0.026847;       0.029295;       0.036504;       0.022465;       0.015588;       0.015135;       0.011824;       0.003701;       0.003296;       0.001915;       0.001658;       1.582847;       2.265913;       3.663895;       3.994138;       5.018565;       2.543770;       1.671604;       1.553347;       1.085898;       0.304947;       0.269207;       0.127663;       0.106066;     245.748642;     276.230133;     296.483490;     287.247192;     272.283722;     244.939697;     238.489105;     230.121094;     211.526230;     189.812164;     188.111557;     153.516617;     147.173248;       5.250000
MUMMTriOS-Belgica02-07_13_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.309;     2.850;20020319T110600Z;P10100100;M122200001200020100;     8.000;    52.756;       0.018490;       0.023972;       0.036416;       0.040967;       0.055598;       0.036260;       0.024188;       0.022383;       0.018337;       0.004347;       0.003983;       0.001719;       0.001264;       3.579269;       5.237870;       8.572363;       9.378437;      12.170216;       7.072217;       4.493020;       3.978348;       3.011535;       0.628463;       0.568424;       0.199077;       0.141190;     529.783203;     591.837646;     630.608582;     611.707153;     582.061951;     523.914124;     500.881226;     481.731140;     446.290314;     392.389709;     387.229980;     312.912231;     300.824127;       7.650000
MUMMTriOS-Belgica02-07_14_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.309;     2.852;20020320T114400Z;P10100100;M122200001200020100;     8.000;    51.326;       0.017178;       0.021375;       0.031820;       0.036142;       0.050792;       0.034590;       0.023589;       0.022433;       0.019555;       0.006411;       0.005840;       0.003522;       0.003028;       2.671291;       3.757944;       6.086677;       6.757950;       9.235913;       5.544401;       3.560375;       3.231212;       2.582357;       0.748528;       0.673035;       0.327983;       0.270887;     428.511383;     479.435425;     515.079163;     501.993805;     485.172577;     434.269043;     411.166504;     394.919800;     363.356628;     321.599152;     317.406342;     256.560913;     246.475067;       3.290000
MUMMTriOS-Belgica02-07_15_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.309;     2.852;20020321T090900Z;P10100100;M122200001200020100;     8.000;    61.818;       0.016500;       0.018217;       0.022666;       0.024333;       0.029582;       0.017693;       0.013252;       0.013376;       0.010897;       0.005832;       0.005428;       0.004409;       0.004180;       1.881414;       2.419258;       3.504413;       3.735324;       4.540063;       2.194457;       1.527655;       1.466445;       1.059005;       0.503658;       0.463167;       0.305149;       0.277059;     293.996887;     323.888245;     340.804871;     328.787231;     310.501404;     277.110870;     265.687683;     255.571518;     233.099304;     207.826370;     205.406250;     166.786270;     159.747604;       5.580000
MUMMTriOS-Belgica02-07_16_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.433;     2.815;20020319T093000Z;P10100100;M122200001200020100;    19.000;    60.323;       0.009309;       0.009947;       0.011582;       0.011845;       0.012502;       0.006613;       0.005411;       0.005658;       0.004587;       0.003312;       0.003227;       0.003043;       0.002989;       1.811804;       2.346499;       3.316133;       3.408926;       3.649549;       1.591787;       1.230954;       1.228461;       0.899723;       0.568715;       0.549281;       0.421901;       0.399164;     504.744568;     578.735901;     634.453247;     619.743469;     594.398010;     544.970520;     532.631042;     514.239868;     479.579407;     423.286133;     419.951416;     342.891388;     330.404694;       3.130000
MUMMTriOS-Belgica02-07_17_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.434;     2.807;20020320T133300Z;P10100100;M122200001200020100;    20.000;    55.276;       0.008625;       0.009843;       0.013229;       0.014418;       0.017914;       0.008699;       0.006151;       0.006623;       0.004633;       0.002138;       0.001789;       0.001302;       0.001210;       1.070157;       1.427754;       2.248161;       2.440975;       3.052876;       1.202792;       0.786473;       0.801820;       0.499584;       0.204198;       0.168940;       0.099711;       0.088950;     326.069244;     362.078400;     386.058411;     374.590576;     357.988098;     321.004578;     305.838257;     293.996124;     268.685394;     237.946899;     234.996185;     190.598801;     182.814484;       4.340000
MUMMTriOS-Belgica02-07_18_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.436;     2.805;20020321T104500Z;P10100100;M122200001200020100;    20.000;    53.160;       0.006280;       0.006685;       0.008368;       0.008988;       0.010698;       0.004517;       0.003121;       0.003815;       0.002079;       0.000472;       0.000092;            NaN;            NaN;       0.875875;       1.090075;       1.595619;       1.706577;       2.046332;       0.701841;       0.450055;       0.520363;       0.252515;       0.051209;       0.010108;            NaN;            NaN;     370.030975;     411.681122;     439.144379;     426.253021;     408.354675;     366.492767;     350.289734;     336.857330;     307.291443;     273.211670;     269.790955;     190.598801;     182.814484;       4.010000
MUMMTriOS-Belgica02-07_19_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.373;     2.828;20020319T101700Z;P10100100;M122200001200020100;    14.000;    55.852;       0.022958;       0.028494;       0.041132;       0.045448;       0.057881;       0.035172;       0.024481;       0.023261;       0.018299;       0.006806;       0.006307;       0.004275;       0.003856;       2.751714;       3.740992;       5.614856;       5.960204;       7.088092;       3.780945;       2.496734;       2.269434;       1.647560;       0.534599;       0.488427;       0.267084;       0.231702;     324.923981;     352.752106;     363.809723;     348.968292;     324.803589;     286.477661;     272.649689;     261.702301;     242.035675;     211.257309;     208.272842;     167.959625;     161.549286;       6.180000
MUMMTriOS-Belgica02-07_20_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.370;     2.828;20020320T124300Z;P10100100;M122200001200020100;    14.000;    52.259;       0.016609;       0.021282;       0.031671;       0.034982;       0.044255;       0.023246;       0.015310;       0.014462;       0.010340;       0.003034;       0.002584;       0.001331;       0.001064;       2.653616;       3.878971;       6.384595;       6.925279;       8.583924;       3.928970;       2.436148;       2.192876;       1.431936;       0.369878;       0.310782;       0.129401;       0.099433;     443.514069;     498.609924;     539.225403;     526.361572;     509.416382;     457.895020;     435.088501;     418.262451;     384.461273;     338.674500;     334.333191;     270.617279;     260.142212;       8.530000
MUMMTriOS-Belgica02-07_21_b_oc;MUMMTriOS-Belgica02-07;KevinRuddick;    51.377;     2.825;20020321T100100Z;P10100100;M122200001200020100;    14.000;    56.421;       0.008491;       0.008784;       0.010204;       0.010862;       0.012614;       0.006218;       0.004904;       0.005727;       0.003996;       0.002284;       0.001934;       0.001551;       0.001504;       1.229825;       1.504326;       2.068572;       2.199997;       2.586655;       1.035703;       0.758074;       0.840166;       0.521690;       0.263891;       0.220693;       0.143176;       0.133103;     379.368958;     425.846344;     457.910828;     445.420105;     427.783356;     384.469360;     367.905121;     354.179810;     323.928650;     287.646149;     283.936676;     230.063446;     220.613937;       4.420000
MUMMTriOS-Belgica02-09_22_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.274;     2.906;20020409T092500Z;P10100100;M122200001200020100;     3.000;    52.980;       0.019514;       0.023370;       0.034238;       0.038738;       0.056029;       0.041365;       0.028382;       0.027686;       0.026699;       0.009233;       0.008653;       0.005768;       0.005189;       2.886090;       3.844602;       5.994147;       6.567814;       9.049713;       5.913998;       3.827258;       3.565897;       3.187603;       0.922457;       0.848465;       0.434726;       0.369979;     410.426331;     452.776550;     477.179260;     461.147888;     436.732727;     389.723907;     371.655365;     357.171753;     331.446991;     291.366547;     287.765259;     232.616547;     223.749985;      21.150000
MUMMTriOS-Belgica02-09_23_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.270;     2.904;20020410T103600Z;P10100100;M122200001200020100;     3.000;    45.962;       0.030948;       0.036059;       0.046824;       0.050837;       0.065972;       0.064908;       0.050248;       0.048478;       0.054250;       0.021592;       0.020886;       0.012888;       0.011119;       8.013089;      11.293962;      17.859732;      19.621120;      26.356375;      21.993177;      16.212889;      14.867502;      15.505678;       5.426995;       5.225480;       2.670562;       2.236907;     709.321960;     821.374390;     921.083740;     911.223206;     901.916321;     845.022095;     827.930908;     803.440002;     766.203552;     673.973206;     670.922546;     555.687683;     539.541565;      33.980000
MUMMTriOS-Belgica02-09_24_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.271;     2.905;20020411T092000Z;P10100100;M122200001200020100;     3.000;    52.846;       0.030380;       0.037456;       0.054481;       0.061232;       0.085837;       0.080435;       0.060573;       0.057776;       0.068740;       0.026785;       0.025930;       0.014321;       0.011546;       6.860235;       9.808351;      15.925861;      17.646761;      24.285547;      21.057812;      15.488989;      14.242496;      16.081278;       5.489616;       5.282513;       2.405600;       1.878728;     614.188782;     706.954224;     784.692627;     772.755737;     757.030701;     702.637329;     687.619202;     665.873230;     633.006653;     554.570251;     551.289062;     454.471832;     440.244446;      41.900002
MUMMTriOS-Belgica02-09_25_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.311;     2.849;20020409T101800Z;P10100100;M122200001200020100;     8.000;    47.747;       0.009888;       0.010051;       0.012028;       0.012862;       0.018390;       0.012986;       0.009270;       0.009989;       0.009444;       0.004608;       0.004333;       0.003558;       0.003394;       2.617857;       3.177926;       4.550001;       4.888347;       7.159118;       4.237808;       2.863013;       2.930530;       2.531269;       1.100791;       1.029847;       0.701216;       0.647334;     719.470520;     821.502625;     902.707397;     886.036377;     866.779968;     802.594177;     781.739197;     757.514343;     708.329285;     631.497620;     628.201538;     520.880615;     504.022430;      19.010000
MUMMTriOS-Belgica02-09_26_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.310;     2.849;20020410T113800Z;P10100100;M122200001200020100;     8.000;    43.460;       0.012028;       0.014452;       0.021811;       0.024809;       0.039704;       0.030229;       0.020270;       0.020571;       0.022414;       0.008522;       0.008086;       0.005881;       0.005403;       2.889918;       3.983331;       6.605437;       7.351820;      11.282598;       7.718027;       4.983772;       4.831683;       4.908014;       1.661107;       1.558403;       0.913270;       0.809460;     672.246765;     767.094788;     842.806702;     827.416260;     805.884277;     742.189758;     719.108032;     695.597839;     657.941589;     574.772278;     569.208557;     465.720337;     451.340149;      27.559999
MUMMTriOS-Belgica02-09_27_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.310;     2.848;20020411T100200Z;P10100100;M122200001200020100;     8.000;    48.418;       0.013573;       0.015881;       0.023418;       0.026360;       0.040164;       0.029314;       0.019181;       0.018573;       0.019329;       0.006080;       0.005705;       0.003376;       0.002884;       3.530811;       4.762909;       7.779933;       8.616674;      12.852685;       8.665901;       5.509521;       5.138738;       5.062769;       1.394251;       1.297674;       0.631441;       0.523038;     712.945129;     816.738831;     900.746399;     885.614868;     865.658630;     802.021606;     780.802673;     756.138489;     716.686951;     627.709167;     622.775818;     512.056824;     496.482178;      23.570000
MUMMTriOS-Belgica02-09_28_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.433;     2.807;20020409T120400Z;P10100100;M122200001200020100;    20.000;    43.966;       0.008191;       0.008052;       0.009081;       0.009785;       0.013405;       0.009850;       0.008088;       0.009486;       0.008264;       0.005086;       0.004816;       0.004221;       0.004084;       2.099901;       2.408726;       3.172427;       3.414481;       4.756598;       2.820585;       2.114582;       2.364313;       1.855154;       0.937472;       0.868636;       0.603417;       0.559901;     741.143433;     834.342896;     898.292969;     875.720703;     842.611633;     770.437927;     742.462280;     717.346863;     670.447754;     590.161377;     584.138245;     478.459503;     462.703522;      19.080000
MUMMTriOS-Belgica02-09_29_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.435;     2.824;20020410T141000Z;P10100100;M122200001200020100;    20.000;    52.111;       0.002452;       0.003417;       0.005837;       0.006827;       0.010857;       0.006797;       0.005034;       0.006045;       0.004921;       0.002151;       0.001992;       0.001631;       0.001552;       0.489138;       0.803610;       1.592910;       1.857340;       2.963732;       1.646623;       1.189040;       1.368678;       1.050723;       0.406256;       0.375745;       0.257042;       0.237714;     556.883545;     640.856079;     712.317505;     701.714966;     687.418945;     647.187622;     641.077759;     622.913025;     594.146667;     525.916748;     525.064575;     438.678253;     426.347595;            NaN
MUMMTriOS-Belgica02-09_30_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.369;     2.827;20020409T111400Z;P10100100;M122200001200020100;    14.000;    44.465;       0.005701;       0.005285;       0.005856;       0.006257;       0.008951;       0.004821;       0.003422;       0.004790;       0.003110;       0.000800;       0.000371;            NaN;            NaN;       0.956119;       1.012765;       1.273065;       1.341579;       1.896397;       0.819835;       0.534682;       0.707892;       0.409801;       0.085581;       0.034210;            NaN;            NaN;     465.789032;     511.081512;     534.581909;     515.685669;     486.906891;     434.531586;     413.352356;     397.504456;     365.498047;     320.250458;     315.227570;     438.678253;     426.347595;      16.650000
MUMMTriOS-Belgica02-09_31_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.373;     2.843;20020410T131100Z;P10100100;M122200001200020100;    13.000;    46.526;       0.004471;       0.005555;       0.008182;       0.009068;       0.013154;       0.008567;       0.006697;       0.007639;       0.006545;       0.003797;       0.003645;       0.003297;       0.003214;       1.127559;       1.634442;       2.736583;       3.009439;       4.348530;       2.552170;       1.932845;       2.117892;       1.712809;       0.867287;       0.826899;       0.616315;       0.582914;     709.551758;     817.325500;     908.921692;     896.462097;     881.527893;     824.025391;     807.466125;     783.492554;     745.493774;     654.584473;     650.481934;     537.198059;     521.555542;      15.260000
MUMMTriOS-Belgica02-09_32_b_oc;MUMMTriOS-Belgica02-09;KevinRuddick;    51.369;     2.831;20020411T105500Z;P10100100;M122200001200020100;    14.000;    44.547;       0.005121;       0.005293;       0.006407;       0.006763;       0.009460;       0.006404;       0.004783;       0.005714;       0.004980;       0.002317;       0.002100;       0.001611;       0.001520;       1.444366;       1.790357;       2.607546;       2.773728;       3.981676;       2.272743;       1.606144;       1.819430;       1.468549;       0.599989;       0.539211;       0.340528;       0.311961;     777.261780;     893.862854;     992.190552;     978.056152;     961.118713;     894.688904;     870.619812;     843.560242;     798.703796;     701.940918;     696.296448;     573.261047;     556.376343;      18.809999
MUMMTriOS-Belgica02-10_33_b_oc;MUMMTriOS-Belgica02-10;KevinRuddick;    51.274;     2.903;20020415T103900Z;P10100100;M122200001200020100;     3.000;    43.925;       0.032084;       0.040734;       0.059348;       0.066416;       0.089190;       0.082121;       0.063942;       0.060616;       0.064129;       0.021843;       0.020872;       0.009704;       0.007281;       5.482628;       7.799299;      12.171893;      13.244802;      17.147949;      14.055217;      10.322315;       9.343535;       9.139306;       2.761044;       2.607726;       0.979274;       0.705293;     474.218719;     527.782227;     562.450439;     546.388489;     525.774475;     471.135651;     445.893402;     428.158630;     396.668060;     351.919830;     347.856293;     280.873688;     269.572449;      33.930000
MUMMTriOS-Belgica02-10_34_b_oc;MUMMTriOS-Belgica02-10;KevinRuddick;    51.270;     2.904;20020417T080900Z;P10100100;M122200001200020100;     3.000;    60.275;       0.024181;       0.029763;       0.040578;       0.044175;       0.055908;       0.046187;       0.034066;       0.031815;       0.028716;       0.008045;       0.007670;       0.004124;       0.003399;       4.888370;       7.341070;      12.300707;      13.552077;      17.732018;      12.361877;       8.719122;       7.797599;       6.443170;       1.613775;       1.537910;       0.689578;       0.550127;     520.546387;     600.982117;     668.521118;     657.850952;     643.375610;     600.278259;     591.987732;     573.791138;     539.963989;     482.925446;     482.766602;     402.588226;     389.563599;      14.880000
MUMMTriOS-Belgica02-10_35_b_oc;MUMMTriOS-Belgica02-10;KevinRuddick;    51.308;     2.852;20020415T112800Z;P10100100;M122200001200020100;     7.000;    41.787;       0.015946;       0.018219;       0.024893;       0.027452;       0.040869;       0.032934;       0.020747;       0.020211;       0.022805;       0.004632;       0.003911;       0.000976;       0.000474;       2.834573;       3.761062;       5.931265;       6.493243;       9.710173;       6.385375;       3.709228;       3.403992;       3.470692;       0.620198;       0.516974;       0.104281;       0.048612;     495.650879;     553.063477;     591.430786;     575.099731;     554.324097;     497.811859;     471.727448;     453.361969;     418.064514;     367.997284;     363.352325;     293.597687;     281.899078;      42.500000
MUMMTriOS-Belgica02-10_36_b_oc;MUMMTriOS-Belgica02-10;KevinRuddick;    51.310;     2.850;20020417T091900Z;P10100100;M122200001200020100;     8.000;    50.944;       0.012158;       0.013285;       0.017230;       0.018750;       0.027244;       0.020137;       0.012994;       0.012765;       0.013117;       0.003795;       0.003514;       0.001997;       0.001674;       3.182983;       4.186818;       6.566620;       7.209979;      10.804643;       6.705984;       4.087690;       3.819654;       3.605150;       0.922273;       0.849115;       0.398913;       0.323766;     701.559692;     804.980042;     890.367554;     876.483948;     860.859497;     798.888245;     777.348328;     752.705994;     708.244385;     626.818604;     623.378418;     515.042786;     498.746887;      28.120001
MUMMTriOS-Belgica02-10_37_b_oc;MUMMTriOS-Belgica02-10;KevinRuddick;    51.434;     2.810;20020415T132700Z;P10100100;M122200001200020100;    20.000;    46.247;       0.003357;       0.003245;       0.003724;       0.003850;       0.005129;       0.002798;       0.002058;       0.003100;       0.002007;       0.000501;       0.000074;            NaN;            NaN;       0.566669;       0.639013;       0.850733;       0.873143;       1.162532;       0.517858;       0.353913;       0.501947;       0.290801;       0.063894;       0.009464;            NaN;            NaN;     461.816101;     515.751709;     550.525452;     534.197083;     510.537170;     460.324249;     440.078796;     423.422363;     387.228760;     343.160004;     338.633453;     515.042786;     498.746887;      14.400000
MUMMTriOS-Belgica02-10_38_b_oc;MUMMTriOS-Belgica02-10;KevinRuddick;    51.434;     2.809;20020417T111400Z;P10100100;M122200001200020100;    20.000;    41.588;       0.003559;       0.003850;       0.005530;       0.006136;       0.009386;       0.005638;       0.003752;       0.004363;       0.003602;       0.001036;       0.000895;       0.000480;       0.000407;       1.147159;       1.428292;       2.281213;       2.495718;       3.758841;       2.056567;       1.313064;       1.464804;       1.137796;       0.287259;       0.245919;       0.108404;       0.089196;     906.494324;    1034.521851;    1137.455566;    1118.670776;    1095.706909;    1014.582458;     978.863647;     946.560181;     893.326355;     784.386292;     778.004089;     639.317566;     619.978149;      16.330000
MUMMTriOS-Belgica02-10_39_b_oc;MUMMTriOS-Belgica02-10;KevinRuddick;    51.580;     2.790;20020416T083600Z;P10100100;M122200001200020100;    32.000;    56.996;       0.003351;       0.003545;       0.004878;       0.005097;       0.006238;       0.001723;       0.001064;       0.001951;            NaN;            NaN;            NaN;            NaN;            NaN;       0.346113;       0.408558;       0.597968;       0.603976;       0.698104;       0.170667;       0.100546;       0.176271;            NaN;            NaN;            NaN;            NaN;            NaN;     280.781433;     310.093689;     325.783600;     313.937195;     294.948364;     263.766815;     252.601257;     243.050491;     893.326355;     784.386292;     778.004089;     639.317566;     619.978149;       6.730000
