pixel (FR) \ band	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
2915	1714.31	1876.14	1927.21	1930.73	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2916	1714.31	1876.14	1927.21	1930.73	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2917	1714.31	1876.14	1927.21	1930.73	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2918	1714.31	1876.14	1927.21	1930.73	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2919	1714.31	1876.14	1927.21	1930.73	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2920	1714.31	1876.14	1927.21	1930.73	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2921	1714.31	1876.14	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2922	1714.31	1876.14	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2923	1714.31	1876.14	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2924	1714.31	1876.15	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2925	1714.31	1876.15	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.83	956.77	930.38	895.48
2926	1714.31	1876.15	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2927	1714.31	1876.15	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2928	1714.31	1876.15	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2929	1714.31	1876.15	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2930	1714.31	1876.15	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2931	1714.31	1876.15	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2932	1714.31	1876.15	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2933	1714.31	1876.15	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2934	1714.31	1876.16	1927.21	1930.72	1804.73	1651.40	1531.93	1473.44	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2935	1714.31	1876.16	1927.21	1930.72	1804.72	1651.40	1531.93	1473.43	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2936	1714.31	1876.16	1927.21	1930.72	1804.72	1651.40	1531.93	1473.43	1409.64	1265.94	1251.15	1178.82	956.77	930.38	895.48
2937	1714.31	1876.16	1927.21	1930.72	1804.72	1651.40	1531.93	1473.43	1409.64	1265.94	1251.15	1178.82	956.78	930.38	895.48
2938	1714.31	1876.16	1927.21	1930.72	1804.72	1651.40	1531.93	1473.43	1409.64	1265.94	1251.15	1178.82	956.78	930.38	895.48
2939	1714.31	1876.16	1927.21	1930.72	1804.72	1651.40	1531.93	1473.43	1409.64	1265.94	1251.15	1178.82	956.78	930.38	895.48
2940	1714.31	1876.16	1927.21	1930.72	1804.72	1651.40	1531.93	1473.43	1409.64	1265.94	1251.15	1178.82	956.78	930.38	895.48
2941	1714.31	1876.16	1927.21	1930.72	1804.72	1651.40	1531.93	1473.43	1409.64	1265.94	1251.15	1178.82	956.78	930.38	895.48
2942	1714.31	1876.16	1927.21	1930.72	1804.72	1651.40	1531.93	1473.43	1409.64	1265.94	1251.15	1178.82	956.78	930.38	895.48
2943	1714.31	1876.17	1927.21	1930.71	1804.72	1651.40	1531.93	1473.43	1409.64	1265.94	1251.15	1178.82	956.78	930.38	895.48
2944	1714.31	1876.17	1927.21	1930.71	1804.72	1651.40	1531.93	1473.43	1409.64	1265.94	1251.15	1178.82	956.78	930.38	895.48
2945	1714.31	1876.17	1927.21	1930.71	1804.72	1651.40	1531.93	1473.43	1409.63	1265.94	1251.15	1178.82	956.78	930.38	895.48
2946	1714.31	1876.17	1927.21	1930.71	1804.72	1651.40	1531.93	1473.43	1409.63	1265.94	1251.15	1178.82	956.78	930.38	895.48
2947	1714.32	1876.17	1927.21	1930.71	1804.72	1651.40	1531.93	1473.43	1409.63	1265.94	1251.15	1178.82	956.78	930.38	895.48
2948	1714.32	1876.17	1927.21	1930.71	1804.72	1651.40	1531.93	1473.43	1409.63	1265.94	1251.15	1178.82	956.78	930.38	895.48
2949	1714.32	1876.17	1927.21	1930.71	1804.72	1651.40	1531.93	1473.43	1409.63	1265.94	1251.15	1178.82	956.78	930.38	895.48
2950	1714.32	1876.17	1927.21	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.15	1178.82	956.78	930.38	895.48
2951	1714.32	1876.17	1927.21	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.15	1178.82	956.78	930.38	895.48
2952	1714.32	1876.17	1927.22	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.15	1178.82	956.78	930.38	895.48
2953	1714.32	1876.18	1927.22	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.14	1178.82	956.78	930.37	895.48
2954	1714.32	1876.18	1927.22	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.14	1178.82	956.78	930.37	895.48
2955	1714.32	1876.18	1927.22	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.14	1178.82	956.78	930.37	895.48
2956	1714.32	1876.18	1927.22	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.14	1178.82	956.78	930.37	895.48
2957	1714.32	1876.18	1927.22	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.14	1178.82	956.78	930.37	895.48
2958	1714.32	1876.18	1927.22	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.14	1178.82	956.78	930.37	895.48
2959	1714.32	1876.18	1927.22	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.14	1178.82	956.78	930.37	895.48
2960	1714.32	1876.18	1927.22	1930.71	1804.72	1651.40	1531.92	1473.43	1409.63	1265.94	1251.14	1178.82	956.78	930.37	895.48
2961	1715.53	1883.40	1930.31	1926.24	1800.86	1649.96	1531.10	1470.61	1405.82	1266.20	1249.78	1175.44	959.38	929.62	895.07
2962	1715.52	1883.37	1930.30	1926.26	1800.87	1649.96	1531.10	1470.61	1405.83	1266.20	1249.78	1175.45	959.38	929.62	895.08
2963	1715.52	1883.34	1930.29	1926.27	1800.88	1649.96	1531.10	1470.62	1405.84	1266.20	1249.78	1175.45	959.38	929.62	895.08
2964	1715.51	1883.31	1930.27	1926.29	1800.89	1649.97	1531.11	1470.63	1405.84	1266.20	1249.78	1175.46	959.38	929.62	895.08
2965	1715.51	1883.28	1930.26	1926.30	1800.90	1649.97	1531.11	1470.63	1405.85	1266.20	1249.79	1175.46	959.37	929.62	895.08
2966	1715.50	1883.25	1930.25	1926.31	1800.91	1649.97	1531.11	1470.64	1405.86	1266.20	1249.79	1175.47	959.37	929.62	895.08
2967	1715.50	1883.22	1930.24	1926.33	1800.92	1649.97	1531.11	1470.64	1405.86	1266.20	1249.79	1175.47	959.37	929.62	895.08
2968	1715.49	1883.19	1930.23	1926.34	1800.93	1649.98	1531.11	1470.65	1405.87	1266.20	1249.79	1175.48	959.37	929.62	895.08
2969	1715.49	1883.16	1930.22	1926.36	1800.94	1649.98	1531.12	1470.65	1405.88	1266.20	1249.79	1175.49	959.37	929.62	895.09
2970	1715.48	1883.14	1930.21	1926.37	1800.95	1649.98	1531.12	1470.66	1405.88	1266.20	1249.79	1175.49	959.37	929.62	895.09
2971	1715.48	1883.11	1930.19	1926.39	1800.96	1649.99	1531.12	1470.66	1405.89	1266.20	1249.79	1175.50	959.37	929.62	895.09
2972	1715.47	1883.08	1930.18	1926.40	1800.97	1649.99	1531.12	1470.67	1405.90	1266.20	1249.79	1175.50	959.36	929.62	895.09
2973	1715.47	1883.05	1930.17	1926.41	1800.98	1649.99	1531.12	1470.67	1405.91	1266.20	1249.80	1175.51	959.36	929.62	895.09
2974	1715.46	1883.02	1930.16	1926.43	1800.99	1650.00	1531.13	1470.68	1405.91	1266.20	1249.80	1175.51	959.36	929.62	895.09
2975	1715.45	1882.99	1930.15	1926.44	1801.00	1650.00	1531.13	1470.68	1405.92	1266.20	1249.80	1175.52	959.36	929.62	895.10
2976	1715.45	1882.96	1930.14	1926.46	1801.01	1650.00	1531.13	1470.69	1405.93	1266.20	1249.80	1175.52	959.36	929.62	895.10
2977	1715.44	1882.93	1930.12	1926.47	1801.02	1650.01	1531.13	1470.69	1405.93	1266.20	1249.80	1175.53	959.36	929.62	895.10
2978	1715.44	1882.90	1930.11	1926.48	1801.03	1650.01	1531.14	1470.70	1405.94	1266.20	1249.80	1175.53	959.35	929.62	895.10
2979	1715.43	1882.87	1930.10	1926.50	1801.04	1650.01	1531.14	1470.70	1405.95	1266.20	1249.80	1175.54	959.35	929.62	895.10
2980	1715.43	1882.84	1930.09	1926.51	1801.05	1650.01	1531.14	1470.71	1405.95	1266.20	1249.81	1175.54	959.35	929.62	895.10
2981	1715.42	1882.82	1930.08	1926.53	1801.06	1650.02	1531.14	1470.71	1405.96	1266.20	1249.81	1175.55	959.35	929.62	895.11
2982	1715.42	1882.79	1930.07	1926.54	1801.07	1650.02	1531.14	1470.72	1405.97	1266.19	1249.81	1175.55	959.35	929.62	895.11
2983	1715.41	1882.76	1930.06	1926.55	1801.08	1650.02	1531.15	1470.73	1405.97	1266.19	1249.81	1175.56	959.35	929.62	895.11
2984	1715.41	1882.73	1930.05	1926.57	1801.09	1650.03	1531.15	1470.73	1405.98	1266.19	1249.81	1175.56	959.35	929.62	895.11
2985	1715.40	1882.70	1930.03	1926.58	1801.10	1650.03	1531.15	1470.74	1405.99	1266.19	1249.81	1175.57	959.34	929.62	895.11
2986	1715.40	1882.67	1930.02	1926.60	1801.11	1650.03	1531.15	1470.74	1406.00	1266.19	1249.81	1175.57	959.34	929.62	895.11
2987	1715.39	1882.64	1930.01	1926.61	1801.12	1650.04	1531.15	1470.75	1406.00	1266.19	1249.81	1175.58	959.34	929.62	895.11
2988	1715.39	1882.61	1930.00	1926.62	1801.13	1650.04	1531.16	1470.75	1406.01	1266.19	1249.82	1175.58	959.34	929.62	895.12
2989	1715.38	1882.58	1929.99	1926.64	1801.14	1650.04	1531.16	1470.76	1406.02	1266.19	1249.82	1175.59	959.34	929.62	895.12
2990	1715.37	1882.56	1929.98	1926.65	1801.15	1650.05	1531.16	1470.76	1406.02	1266.19	1249.82	1175.59	959.34	929.62	895.12
2991	1715.37	1882.53	1929.97	1926.67	1801.16	1650.05	1531.16	1470.77	1406.03	1266.19	1249.82	1175.60	959.33	929.62	895.12
2992	1715.36	1882.50	1929.96	1926.68	1801.17	1650.05	1531.16	1470.77	1406.04	1266.19	1249.82	1175.60	959.33	929.62	895.12
2993	1715.36	1882.47	1929.95	1926.69	1801.18	1650.06	1531.17	1470.78	1406.04	1266.19	1249.82	1175.61	959.33	929.62	895.12
2994	1715.35	1882.44	1929.93	1926.71	1801.19	1650.06	1531.17	1470.78	1406.05	1266.19	1249.82	1175.61	959.33	929.62	895.13
2995	1715.35	1882.41	1929.92	1926.72	1801.20	1650.06	1531.17	1470.79	1406.06	1266.19	1249.83	1175.62	959.33	929.62	895.13
2996	1715.34	1882.38	1929.91	1926.74	1801.21	1650.06	1531.17	1470.79	1406.07	1266.19	1249.83	1175.62	959.33	929.62	895.13
2997	1715.34	1882.35	1929.90	1926.75	1801.22	1650.07	1531.18	1470.80	1406.07	1266.19	1249.83	1175.63	959.32	929.62	895.13
2998	1715.33	1882.32	1929.89	1926.76	1801.23	1650.07	1531.18	1470.80	1406.08	1266.19	1249.83	1175.63	959.32	929.62	895.13
2999	1715.33	1882.30	1929.88	1926.78	1801.24	1650.07	1531.18	1470.81	1406.09	1266.19	1249.83	1175.64	959.32	929.62	895.13
3000	1715.32	1882.27	1929.87	1926.79	1801.25	1650.08	1531.18	1470.81	1406.09	1266.19	1249.83	1175.65	959.32	929.62	895.13
3001	1715.31	1882.24	1929.86	1926.81	1801.25	1650.08	1531.18	1470.82	1406.10	1266.19	1249.83	1175.65	959.32	929.62	895.14
3002	1715.31	1882.21	1929.85	1926.82	1801.26	1650.08	1531.19	1470.83	1406.11	1266.18	1249.83	1175.66	959.32	929.62	895.14
3003	1715.30	1882.18	1929.84	1926.83	1801.27	1650.09	1531.19	1470.83	1406.11	1266.18	1249.84	1175.66	959.31	929.62	895.14
3004	1715.30	1882.15	1929.82	1926.85	1801.28	1650.09	1531.19	1470.84	1406.12	1266.18	1249.84	1175.67	959.31	929.62	895.14
3005	1715.29	1882.12	1929.81	1926.86	1801.29	1650.09	1531.19	1470.84	1406.13	1266.18	1249.84	1175.67	959.31	929.62	895.14
3006	1715.29	1882.10	1929.80	1926.88	1801.30	1650.10	1531.19	1470.85	1406.13	1266.18	1249.84	1175.68	959.31	929.62	895.14
3007	1715.28	1882.07	1929.79	1926.89	1801.31	1650.10	1531.20	1470.85	1406.14	1266.18	1249.84	1175.68	959.31	929.62	895.14
3008	1715.28	1882.04	1929.78	1926.90	1801.32	1650.10	1531.20	1470.86	1406.15	1266.18	1249.84	1175.69	959.31	929.62	895.15
3009	1715.27	1882.01	1929.77	1926.92	1801.33	1650.11	1531.20	1470.86	1406.16	1266.18	1249.84	1175.69	959.30	929.62	895.15
3010	1715.26	1881.98	1929.76	1926.93	1801.34	1650.11	1531.20	1470.87	1406.16	1266.18	1249.85	1175.70	959.30	929.62	895.15
3011	1715.26	1881.95	1929.75	1926.94	1801.35	1650.11	1531.20	1470.87	1406.17	1266.18	1249.85	1175.70	959.30	929.62	895.15
3012	1715.25	1881.92	1929.74	1926.96	1801.36	1650.11	1531.21	1470.88	1406.18	1266.18	1249.85	1175.71	959.30	929.62	895.15
3013	1715.25	1881.90	1929.73	1926.97	1801.37	1650.12	1531.21	1470.88	1406.18	1266.18	1249.85	1175.71	959.30	929.62	895.15
3014	1715.24	1881.87	1929.72	1926.99	1801.38	1650.12	1531.21	1470.89	1406.19	1266.18	1249.85	1175.72	959.30	929.62	895.15
3015	1715.24	1881.84	1929.71	1927.00	1801.39	1650.12	1531.21	1470.89	1406.20	1266.18	1249.85	1175.72	959.29	929.62	895.16
3016	1715.23	1881.81	1929.70	1927.01	1801.40	1650.13	1531.21	1470.90	1406.20	1266.18	1249.85	1175.73	959.29	929.62	895.16
3017	1715.23	1881.78	1929.68	1927.03	1801.41	1650.13	1531.22	1470.90	1406.21	1266.18	1249.86	1175.73	959.29	929.62	895.16
3018	1715.22	1881.75	1929.67	1927.04	1801.42	1650.13	1531.22	1470.91	1406.22	1266.18	1249.86	1175.74	959.29	929.62	895.16
3019	1715.22	1881.72	1929.66	1927.05	1801.43	1650.14	1531.22	1470.91	1406.22	1266.18	1249.86	1175.74	959.29	929.62	895.16
3020	1715.21	1881.70	1929.65	1927.07	1801.44	1650.14	1531.22	1470.92	1406.23	1266.18	1249.86	1175.75	959.28	929.62	895.16
3021	1715.20	1881.67	1929.64	1927.08	1801.45	1650.14	1531.22	1470.93	1406.24	1266.18	1249.86	1175.75	959.28	929.62	895.16
3022	1715.20	1881.64	1929.63	1927.10	1801.46	1650.15	1531.23	1470.93	1406.25	1266.18	1249.86	1175.76	959.28	929.62	895.17
3023	1715.19	1881.61	1929.62	1927.11	1801.47	1650.15	1531.23	1470.94	1406.25	1266.17	1249.86	1175.76	959.28	929.62	895.17
3024	1715.19	1881.58	1929.61	1927.12	1801.48	1650.15	1531.23	1470.94	1406.26	1266.17	1249.87	1175.77	959.28	929.62	895.17
3025	1715.18	1881.55	1929.60	1927.14	1801.49	1650.16	1531.23	1470.95	1406.27	1266.17	1249.87	1175.77	959.28	929.63	895.17
3026	1715.18	1881.53	1929.59	1927.15	1801.50	1650.16	1531.23	1470.95	1406.27	1266.17	1249.87	1175.78	959.27	929.63	895.17
3027	1715.17	1881.50	1929.58	1927.16	1801.51	1650.16	1531.24	1470.96	1406.28	1266.17	1249.87	1175.78	959.27	929.63	895.17
3028	1715.16	1881.47	1929.57	1927.18	1801.52	1650.16	1531.24	1470.96	1406.29	1266.17	1249.87	1175.79	959.27	929.63	895.17
3029	1715.16	1881.44	1929.56	1927.19	1801.53	1650.17	1531.24	1470.97	1406.29	1266.17	1249.87	1175.80	959.27	929.63	895.18
3030	1715.15	1881.41	1929.55	1927.21	1801.54	1650.17	1531.24	1470.97	1406.30	1266.17	1249.87	1175.80	959.27	929.63	895.18
3031	1715.15	1881.38	1929.54	1927.22	1801.55	1650.17	1531.24	1470.98	1406.31	1266.17	1249.88	1175.81	959.26	929.63	895.18
3032	1715.14	1881.36	1929.53	1927.23	1801.56	1650.18	1531.25	1470.98	1406.31	1266.17	1249.88	1175.81	959.26	929.63	895.18
3033	1715.14	1881.33	1929.52	1927.25	1801.57	1650.18	1531.25	1470.99	1406.32	1266.17	1249.88	1175.82	959.26	929.63	895.18
3034	1715.13	1881.30	1929.51	1927.26	1801.58	1650.18	1531.25	1470.99	1406.33	1266.17	1249.88	1175.82	959.26	929.63	895.18
3035	1715.13	1881.27	1929.50	1927.27	1801.59	1650.19	1531.25	1471.00	1406.34	1266.17	1249.88	1175.83	959.26	929.63	895.18
3036	1715.12	1881.24	1929.49	1927.29	1801.60	1650.19	1531.25	1471.00	1406.34	1266.17	1249.88	1175.83	959.26	929.63	895.18
3037	1715.11	1881.22	1929.48	1927.30	1801.61	1650.19	1531.26	1471.01	1406.35	1266.17	1249.89	1175.84	959.25	929.63	895.19
3038	1715.11	1881.19	1929.47	1927.31	1801.62	1650.20	1531.26	1471.01	1406.36	1266.17	1249.89	1175.84	959.25	929.63	895.19
3039	1715.10	1881.16	1929.46	1927.33	1801.63	1650.20	1531.26	1471.02	1406.36	1266.17	1249.89	1175.85	959.25	929.63	895.19
3040	1715.10	1881.13	1929.45	1927.34	1801.64	1650.20	1531.26	1471.03	1406.37	1266.17	1249.89	1175.85	959.25	929.63	895.19
3041	1715.09	1881.10	1929.44	1927.35	1801.65	1650.21	1531.26	1471.03	1406.38	1266.17	1249.89	1175.86	959.25	929.63	895.19
3042	1715.09	1881.08	1929.43	1927.37	1801.66	1650.21	1531.27	1471.04	1406.38	1266.17	1249.89	1175.86	959.24	929.63	895.19
3043	1715.08	1881.05	1929.42	1927.38	1801.67	1650.21	1531.27	1471.04	1406.39	1266.16	1249.89	1175.87	959.24	929.63	895.19
3044	1715.07	1881.02	1929.41	1927.40	1801.68	1650.21	1531.27	1471.05	1406.40	1266.16	1249.90	1175.87	959.24	929.63	895.20
3045	1715.07	1880.99	1929.40	1927.41	1801.69	1650.22	1531.27	1471.05	1406.40	1266.16	1249.90	1175.88	959.24	929.63	895.20
3046	1715.06	1880.96	1929.39	1927.42	1801.70	1650.22	1531.27	1471.06	1406.41	1266.16	1249.90	1175.88	959.24	929.63	895.20
3047	1715.06	1880.94	1929.38	1927.44	1801.71	1650.22	1531.28	1471.06	1406.42	1266.16	1249.90	1175.89	959.23	929.63	895.20
3048	1715.05	1880.91	1929.37	1927.45	1801.72	1650.23	1531.28	1471.07	1406.42	1266.16	1249.90	1175.89	959.23	929.63	895.20
3049	1715.05	1880.88	1929.36	1927.46	1801.73	1650.23	1531.28	1471.07	1406.43	1266.16	1249.90	1175.90	959.23	929.63	895.20
3050	1715.04	1880.85	1929.35	1927.48	1801.74	1650.23	1531.28	1471.08	1406.44	1266.16	1249.91	1175.90	959.23	929.63	895.20
3051	1715.03	1880.82	1929.34	1927.49	1801.75	1650.24	1531.28	1471.08	1406.45	1266.16	1249.91	1175.91	959.23	929.63	895.20
3052	1715.03	1880.80	1929.33	1927.50	1801.76	1650.24	1531.29	1471.09	1406.45	1266.16	1249.91	1175.91	959.22	929.63	895.21
3053	1715.02	1880.77	1929.32	1927.52	1801.77	1650.24	1531.29	1471.09	1406.46	1266.16	1249.91	1175.92	959.22	929.63	895.21
3054	1715.02	1880.74	1929.31	1927.53	1801.78	1650.25	1531.29	1471.10	1406.47	1266.16	1249.91	1175.92	959.22	929.63	895.21
3055	1715.01	1880.71	1929.30	1927.54	1801.79	1650.25	1531.29	1471.10	1406.47	1266.16	1249.91	1175.93	959.22	929.63	895.21
3056	1715.01	1880.68	1929.29	1927.56	1801.80	1650.25	1531.29	1471.11	1406.48	1266.16	1249.91	1175.93	959.22	929.63	895.21
3057	1715.00	1880.66	1929.28	1927.57	1801.81	1650.26	1531.30	1471.11	1406.49	1266.16	1249.92	1175.94	959.21	929.63	895.21
3058	1714.99	1880.63	1929.27	1927.58	1801.82	1650.26	1531.30	1471.12	1406.49	1266.16	1249.92	1175.95	959.21	929.63	895.21
3059	1714.99	1880.60	1929.26	1927.60	1801.83	1650.26	1531.30	1471.13	1406.50	1266.16	1249.92	1175.95	959.21	929.63	895.21
3060	1714.98	1880.57	1929.25	1927.61	1801.84	1650.26	1531.30	1471.13	1406.51	1266.16	1249.92	1175.96	959.21	929.63	895.22
3061	1714.98	1880.55	1929.24	1927.62	1801.85	1650.27	1531.30	1471.14	1406.51	1266.16	1249.92	1175.96	959.21	929.63	895.22
3062	1714.97	1880.52	1929.23	1927.64	1801.86	1650.27	1531.30	1471.14	1406.52	1266.16	1249.92	1175.97	959.20	929.63	895.22
3063	1714.96	1880.49	1929.22	1927.65	1801.87	1650.27	1531.31	1471.15	1406.53	1266.16	1249.93	1175.97	959.20	929.63	895.22
3064	1714.96	1880.46	1929.21	1927.66	1801.88	1650.28	1531.31	1471.15	1406.53	1266.15	1249.93	1175.98	959.20	929.63	895.22
3065	1714.95	1880.43	1929.20	1927.68	1801.89	1650.28	1531.31	1471.16	1406.54	1266.15	1249.93	1175.98	959.20	929.63	895.22
3066	1714.95	1880.41	1929.19	1927.69	1801.90	1650.28	1531.31	1471.16	1406.55	1266.15	1249.93	1175.99	959.20	929.63	895.22
3067	1714.94	1880.38	1929.18	1927.70	1801.91	1650.29	1531.31	1471.17	1406.56	1266.15	1249.93	1175.99	959.19	929.63	895.22
3068	1714.94	1880.35	1929.17	1927.72	1801.92	1650.29	1531.32	1471.17	1406.56	1266.15	1249.93	1176.00	959.19	929.63	895.23
3069	1714.93	1880.32	1929.16	1927.73	1801.93	1650.29	1531.32	1471.18	1406.57	1266.15	1249.94	1176.00	959.19	929.63	895.23
3070	1714.92	1880.30	1929.15	1927.74	1801.94	1650.30	1531.32	1471.18	1406.58	1266.15	1249.94	1176.01	959.19	929.63	895.23
3071	1714.92	1880.27	1929.14	1927.76	1801.95	1650.30	1531.32	1471.19	1406.58	1266.15	1249.94	1176.01	959.19	929.64	895.23
3072	1714.91	1880.24	1929.13	1927.77	1801.96	1650.30	1531.32	1471.19	1406.59	1266.15	1249.94	1176.02	959.18	929.64	895.23
3073	1714.91	1880.21	1929.12	1927.78	1801.97	1650.31	1531.33	1471.20	1406.60	1266.15	1249.94	1176.02	959.18	929.64	895.23
3074	1714.90	1880.19	1929.11	1927.80	1801.98	1650.31	1531.33	1471.20	1406.60	1266.15	1249.94	1176.03	959.18	929.64	895.23
3075	1714.89	1880.16	1929.10	1927.81	1801.99	1650.31	1531.33	1471.21	1406.61	1266.15	1249.94	1176.03	959.18	929.64	895.23
3076	1714.89	1880.13	1929.09	1927.82	1802.00	1650.31	1531.33	1471.22	1406.62	1266.15	1249.95	1176.04	959.18	929.64	895.24
3077	1714.88	1880.10	1929.08	1927.84	1802.01	1650.32	1531.33	1471.22	1406.62	1266.15	1249.95	1176.04	959.17	929.64	895.24
3078	1714.88	1880.08	1929.07	1927.85	1802.02	1650.32	1531.33	1471.23	1406.63	1266.15	1249.95	1176.05	959.17	929.64	895.24
3079	1714.87	1880.05	1929.06	1927.86	1802.03	1650.32	1531.34	1471.23	1406.64	1266.15	1249.95	1176.05	959.17	929.64	895.24
3080	1714.86	1880.02	1929.06	1927.88	1802.04	1650.33	1531.34	1471.24	1406.64	1266.15	1249.95	1176.06	959.17	929.64	895.24
3081	1714.86	1879.99	1929.05	1927.89	1802.05	1650.33	1531.34	1471.24	1406.65	1266.15	1249.95	1176.06	959.17	929.64	895.24
3082	1714.85	1879.97	1929.04	1927.90	1802.06	1650.33	1531.34	1471.25	1406.66	1266.15	1249.96	1176.07	959.16	929.64	895.24
3083	1714.85	1879.94	1929.03	1927.92	1802.07	1650.34	1531.34	1471.25	1406.66	1266.15	1249.96	1176.07	959.16	929.64	895.24
3084	1714.84	1879.91	1929.02	1927.93	1802.08	1650.34	1531.35	1471.26	1406.67	1266.14	1249.96	1176.08	959.16	929.64	895.24
3085	1714.83	1879.88	1929.01	1927.94	1802.09	1650.34	1531.35	1471.26	1406.68	1266.14	1249.96	1176.09	959.16	929.64	895.25
3086	1714.83	1879.86	1929.00	1927.96	1802.10	1650.35	1531.35	1471.27	1406.69	1266.14	1249.96	1176.09	959.15	929.64	895.25
3087	1714.82	1879.83	1928.99	1927.97	1802.11	1650.35	1531.35	1471.27	1406.69	1266.14	1249.96	1176.10	959.15	929.64	895.25
3088	1714.82	1879.80	1928.98	1927.98	1802.12	1650.35	1531.35	1471.28	1406.70	1266.14	1249.97	1176.10	959.15	929.64	895.25
3089	1714.81	1879.78	1928.97	1927.99	1802.13	1650.36	1531.36	1471.28	1406.71	1266.14	1249.97	1176.11	959.15	929.64	895.25
3090	1714.81	1879.75	1928.96	1928.01	1802.14	1650.36	1531.36	1471.29	1406.71	1266.14	1249.97	1176.11	959.15	929.64	895.25
3091	1714.80	1879.72	1928.95	1928.02	1802.15	1650.36	1531.36	1471.29	1406.72	1266.14	1249.97	1176.12	959.14	929.64	895.25
3092	1714.79	1879.69	1928.94	1928.03	1802.16	1650.36	1531.36	1471.30	1406.73	1266.14	1249.97	1176.12	959.14	929.64	895.25
3093	1714.79	1879.67	1928.94	1928.05	1802.17	1650.37	1531.36	1471.30	1406.73	1266.14	1249.97	1176.13	959.14	929.64	895.26
3094	1714.78	1879.64	1928.93	1928.06	1802.18	1650.37	1531.36	1471.31	1406.74	1266.14	1249.98	1176.13	959.14	929.64	895.26
3095	1714.78	1879.61	1928.92	1928.07	1802.19	1650.37	1531.37	1471.32	1406.75	1266.14	1249.98	1176.14	959.13	929.64	895.26
3096	1714.77	1879.59	1928.91	1928.09	1802.20	1650.38	1531.37	1471.32	1406.75	1266.14	1249.98	1176.14	959.13	929.64	895.26
3097	1714.76	1879.56	1928.90	1928.10	1802.21	1650.38	1531.37	1471.33	1406.76	1266.14	1249.98	1176.15	959.13	929.64	895.26
3098	1714.76	1879.53	1928.89	1928.11	1802.22	1650.38	1531.37	1471.33	1406.77	1266.14	1249.98	1176.15	959.13	929.64	895.26
3099	1714.75	1879.50	1928.88	1928.13	1802.23	1650.39	1531.37	1471.34	1406.77	1266.14	1249.98	1176.16	959.13	929.64	895.26
3100	1714.74	1879.48	1928.87	1928.14	1802.24	1650.39	1531.38	1471.34	1406.78	1266.14	1249.99	1176.16	959.12	929.64	895.26
