pixel (FR) \ band	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
813	1718.00	1901.92	1939.07	1917.33	1795.95	1648.79	1529.97	1468.50	1402.94	1266.35	1249.50	1173.63	959.66	929.73	894.50
814	1717.99	1901.87	1939.05	1917.36	1795.96	1648.80	1529.97	1468.51	1402.95	1266.35	1249.50	1173.63	959.66	929.73	894.50
815	1717.99	1901.83	1939.02	1917.38	1795.98	1648.80	1529.98	1468.52	1402.96	1266.35	1249.50	1173.64	959.66	929.73	894.50
816	1717.98	1901.79	1939.00	1917.41	1795.99	1648.80	1529.98	1468.52	1402.97	1266.35	1249.50	1173.64	959.66	929.72	894.51
817	1717.98	1901.74	1938.97	1917.43	1796.00	1648.80	1529.98	1468.53	1402.98	1266.35	1249.50	1173.65	959.66	929.72	894.51
818	1717.98	1901.70	1938.94	1917.46	1796.01	1648.81	1529.99	1468.53	1402.98	1266.35	1249.50	1173.66	959.66	929.72	894.51
819	1717.97	1901.66	1938.92	1917.48	1796.02	1648.81	1529.99	1468.54	1402.99	1266.35	1249.50	1173.66	959.66	929.72	894.52
820	1717.97	1901.61	1938.89	1917.51	1796.04	1648.81	1529.99	1468.55	1403.00	1266.35	1249.50	1173.67	959.66	929.72	894.52
821	1717.96	1901.57	1938.87	1917.53	1796.05	1648.81	1530.00	1468.55	1403.01	1266.35	1249.50	1173.68	959.66	929.72	894.52
822	1717.96	1901.53	1938.84	1917.56	1796.06	1648.81	1530.00	1468.56	1403.02	1266.35	1249.50	1173.68	959.66	929.72	894.53
823	1717.95	1901.48	1938.82	1917.58	1796.07	1648.82	1530.01	1468.56	1403.03	1266.35	1249.50	1173.69	959.66	929.72	894.53
824	1717.95	1901.44	1938.79	1917.61	1796.08	1648.82	1530.01	1468.57	1403.04	1266.35	1249.50	1173.69	959.66	929.72	894.53
825	1717.94	1901.40	1938.77	1917.63	1796.10	1648.82	1530.01	1468.58	1403.05	1266.35	1249.50	1173.70	959.66	929.72	894.54
826	1717.94	1901.35	1938.74	1917.66	1796.11	1648.82	1530.02	1468.58	1403.06	1266.35	1249.51	1173.71	959.66	929.72	894.54
827	1717.94	1901.31	1938.72	1917.68	1796.12	1648.83	1530.02	1468.59	1403.07	1266.35	1249.51	1173.71	959.66	929.72	894.54
828	1717.93	1901.27	1938.69	1917.71	1796.13	1648.83	1530.03	1468.59	1403.08	1266.35	1249.51	1173.72	959.66	929.71	894.55
829	1717.93	1901.22	1938.67	1917.73	1796.14	1648.83	1530.03	1468.60	1403.09	1266.35	1249.51	1173.72	959.66	929.71	894.55
830	1717.92	1901.18	1938.64	1917.76	1796.16	1648.83	1530.03	1468.61	1403.09	1266.35	1249.51	1173.73	959.66	929.71	894.55
831	1717.92	1901.14	1938.62	1917.78	1796.17	1648.84	1530.04	1468.61	1403.10	1266.35	1249.51	1173.74	959.65	929.71	894.55
832	1717.91	1901.09	1938.59	1917.81	1796.18	1648.84	1530.04	1468.62	1403.11	1266.35	1249.51	1173.74	959.65	929.71	894.56
833	1717.91	1901.05	1938.57	1917.83	1796.19	1648.84	1530.04	1468.62	1403.12	1266.35	1249.51	1173.75	959.65	929.71	894.56
834	1717.90	1901.01	1938.54	1917.85	1796.20	1648.84	1530.05	1468.63	1403.13	1266.35	1249.51	1173.76	959.65	929.71	894.56
835	1717.90	1900.97	1938.52	1917.88	1796.22	1648.84	1530.05	1468.64	1403.14	1266.35	1249.51	1173.76	959.65	929.71	894.57
836	1717.89	1900.92	1938.49	1917.90	1796.23	1648.85	1530.06	1468.64	1403.15	1266.35	1249.51	1173.77	959.65	929.71	894.57
837	1717.89	1900.88	1938.47	1917.93	1796.24	1648.85	1530.06	1468.65	1403.16	1266.35	1249.51	1173.77	959.65	929.71	894.57
838	1717.89	1900.84	1938.44	1917.95	1796.25	1648.85	1530.06	1468.65	1403.17	1266.34	1249.51	1173.78	959.65	929.71	894.58
839	1717.88	1900.79	1938.42	1917.98	1796.26	1648.85	1530.07	1468.66	1403.18	1266.34	1249.51	1173.79	959.65	929.70	894.58
840	1717.88	1900.75	1938.39	1918.00	1796.28	1648.86	1530.07	1468.67	1403.19	1266.34	1249.51	1173.79	959.65	929.70	894.58
841	1717.87	1900.71	1938.37	1918.03	1796.29	1648.86	1530.07	1468.67	1403.20	1266.34	1249.51	1173.80	959.65	929.70	894.59
842	1717.87	1900.66	1938.34	1918.05	1796.30	1648.86	1530.08	1468.68	1403.20	1266.34	1249.51	1173.81	959.65	929.70	894.59
843	1717.86	1900.62	1938.32	1918.08	1796.31	1648.86	1530.08	1468.68	1403.21	1266.34	1249.51	1173.81	959.65	929.70	894.59
844	1717.86	1900.58	1938.29	1918.10	1796.32	1648.87	1530.09	1468.69	1403.22	1266.34	1249.51	1173.82	959.65	929.70	894.60
845	1717.85	1900.54	1938.27	1918.12	1796.33	1648.87	1530.09	1468.70	1403.23	1266.34	1249.51	1173.82	959.65	929.70	894.60
846	1717.85	1900.49	1938.24	1918.15	1796.35	1648.87	1530.09	1468.70	1403.24	1266.34	1249.51	1173.83	959.65	929.70	894.60
847	1717.85	1900.45	1938.22	1918.17	1796.36	1648.87	1530.10	1468.71	1403.25	1266.34	1249.51	1173.84	959.65	929.70	894.61
848	1717.84	1900.41	1938.19	1918.20	1796.37	1648.88	1530.10	1468.71	1403.26	1266.34	1249.51	1173.84	959.65	929.70	894.61
849	1717.84	1900.36	1938.17	1918.22	1796.38	1648.88	1530.10	1468.72	1403.27	1266.34	1249.52	1173.85	959.65	929.70	894.61
850	1717.83	1900.32	1938.15	1918.25	1796.39	1648.88	1530.11	1468.73	1403.28	1266.34	1249.52	1173.86	959.65	929.70	894.61
851	1717.83	1900.28	1938.12	1918.27	1796.41	1648.88	1530.11	1468.73	1403.29	1266.34	1249.52	1173.86	959.65	929.69	894.62
852	1717.82	1900.23	1938.10	1918.30	1796.42	1648.89	1530.12	1468.74	1403.30	1266.34	1249.52	1173.87	959.65	929.69	894.62
853	1717.82	1900.19	1938.07	1918.32	1796.43	1648.89	1530.12	1468.74	1403.31	1266.34	1249.52	1173.87	959.65	929.69	894.62
854	1717.81	1900.15	1938.05	1918.34	1796.44	1648.89	1530.12	1468.75	1403.31	1266.34	1249.52	1173.88	959.65	929.69	894.63
855	1717.81	1900.11	1938.02	1918.37	1796.45	1648.89	1530.13	1468.76	1403.32	1266.34	1249.52	1173.89	959.65	929.69	894.63
856	1717.80	1900.06	1938.00	1918.39	1796.47	1648.90	1530.13	1468.76	1403.33	1266.34	1249.52	1173.89	959.65	929.69	894.63
857	1717.80	1900.02	1937.97	1918.42	1796.48	1648.90	1530.13	1468.77	1403.34	1266.34	1249.52	1173.90	959.65	929.69	894.64
858	1717.80	1899.98	1937.95	1918.44	1796.49	1648.90	1530.14	1468.77	1403.35	1266.34	1249.52	1173.91	959.65	929.69	894.64
859	1717.79	1899.93	1937.92	1918.47	1796.50	1648.90	1530.14	1468.78	1403.36	1266.34	1249.52	1173.91	959.65	929.69	894.64
860	1717.79	1899.89	1937.90	1918.49	1796.51	1648.91	1530.14	1468.79	1403.37	1266.34	1249.52	1173.92	959.65	929.69	894.65
861	1717.78	1899.85	1937.88	1918.51	1796.53	1648.91	1530.15	1468.79	1403.38	1266.34	1249.52	1173.92	959.65	929.69	894.65
862	1717.78	1899.81	1937.85	1918.54	1796.54	1648.91	1530.15	1468.80	1403.39	1266.34	1249.52	1173.93	959.65	929.69	894.65
863	1717.77	1899.76	1937.83	1918.56	1796.55	1648.91	1530.16	1468.80	1403.40	1266.33	1249.52	1173.94	959.65	929.68	894.65
864	1717.77	1899.72	1937.80	1918.59	1796.56	1648.92	1530.16	1468.81	1403.41	1266.33	1249.52	1173.94	959.65	929.68	894.66
865	1717.76	1899.68	1937.78	1918.61	1796.57	1648.92	1530.16	1468.82	1403.41	1266.33	1249.52	1173.95	959.65	929.68	894.66
866	1717.76	1899.63	1937.75	1918.63	1796.59	1648.92	1530.17	1468.82	1403.42	1266.33	1249.52	1173.96	959.65	929.68	894.66
867	1717.75	1899.59	1937.73	1918.66	1796.60	1648.92	1530.17	1468.83	1403.43	1266.33	1249.52	1173.96	959.65	929.68	894.67
868	1717.75	1899.55	1937.71	1918.68	1796.61	1648.93	1530.17	1468.83	1403.44	1266.33	1249.53	1173.97	959.65	929.68	894.67
869	1717.75	1899.51	1937.68	1918.71	1796.62	1648.93	1530.18	1468.84	1403.45	1266.33	1249.53	1173.97	959.64	929.68	894.67
870	1717.74	1899.46	1937.66	1918.73	1796.63	1648.93	1530.18	1468.85	1403.46	1266.33	1249.53	1173.98	959.64	929.68	894.68
871	1717.74	1899.42	1937.63	1918.75	1796.65	1648.93	1530.18	1468.85	1403.47	1266.33	1249.53	1173.99	959.64	929.68	894.68
872	1717.73	1899.38	1937.61	1918.78	1796.66	1648.94	1530.19	1468.86	1403.48	1266.33	1249.53	1173.99	959.64	929.68	894.68
873	1717.73	1899.33	1937.58	1918.80	1796.67	1648.94	1530.19	1468.86	1403.49	1266.33	1249.53	1174.00	959.64	929.68	894.68
874	1717.72	1899.29	1937.56	1918.82	1796.68	1648.94	1530.20	1468.87	1403.50	1266.33	1249.53	1174.01	959.64	929.68	894.69
875	1717.72	1899.25	1937.54	1918.85	1796.69	1648.94	1530.20	1468.88	1403.51	1266.33	1249.53	1174.01	959.64	929.68	894.69
876	1717.71	1899.21	1937.51	1918.87	1796.71	1648.95	1530.20	1468.88	1403.51	1266.33	1249.53	1174.02	959.64	929.67	894.69
877	1717.71	1899.16	1937.49	1918.90	1796.72	1648.95	1530.21	1468.89	1403.52	1266.33	1249.53	1174.02	959.64	929.67	894.70
878	1717.71	1899.12	1937.46	1918.92	1796.73	1648.95	1530.21	1468.89	1403.53	1266.33	1249.53	1174.03	959.64	929.67	894.70
879	1717.70	1899.08	1937.44	1918.94	1796.74	1648.95	1530.21	1468.90	1403.54	1266.33	1249.53	1174.04	959.64	929.67	894.70
880	1717.70	1899.04	1937.42	1918.97	1796.76	1648.96	1530.22	1468.91	1403.55	1266.33	1249.53	1174.04	959.64	929.67	894.70
881	1717.69	1898.99	1937.39	1918.99	1796.77	1648.96	1530.22	1468.91	1403.56	1266.33	1249.53	1174.05	959.64	929.67	894.71
882	1717.69	1898.95	1937.37	1919.01	1796.78	1648.96	1530.22	1468.92	1403.57	1266.33	1249.53	1174.05	959.64	929.67	894.71
883	1717.68	1898.91	1937.34	1919.04	1796.79	1648.96	1530.23	1468.93	1403.58	1266.33	1249.53	1174.06	959.64	929.67	894.71
884	1717.68	1898.87	1937.32	1919.06	1796.80	1648.97	1530.23	1468.93	1403.59	1266.33	1249.53	1174.07	959.64	929.67	894.72
885	1717.67	1898.82	1937.30	1919.09	1796.82	1648.97	1530.24	1468.94	1403.60	1266.33	1249.53	1174.07	959.64	929.67	894.72
886	1717.67	1898.78	1937.27	1919.11	1796.83	1648.97	1530.24	1468.94	1403.61	1266.33	1249.54	1174.08	959.64	929.67	894.72
887	1717.66	1898.74	1937.25	1919.13	1796.84	1648.98	1530.24	1468.95	1403.61	1266.32	1249.54	1174.09	959.64	929.67	894.73
888	1717.66	1898.70	1937.22	1919.16	1796.85	1648.98	1530.25	1468.96	1403.62	1266.32	1249.54	1174.09	959.64	929.67	894.73
889	1717.66	1898.65	1937.20	1919.18	1796.86	1648.98	1530.25	1468.96	1403.63	1266.32	1249.54	1174.10	959.64	929.66	894.73
890	1717.65	1898.61	1937.18	1919.20	1796.88	1648.98	1530.25	1468.97	1403.64	1266.32	1249.54	1174.10	959.64	929.66	894.73
891	1717.65	1898.57	1937.15	1919.23	1796.89	1648.99	1530.26	1468.97	1403.65	1266.32	1249.54	1174.11	959.64	929.66	894.74
892	1717.64	1898.53	1937.13	1919.25	1796.90	1648.99	1530.26	1468.98	1403.66	1266.32	1249.54	1174.12	959.64	929.66	894.74
893	1717.64	1898.48	1937.11	1919.27	1796.91	1648.99	1530.26	1468.99	1403.67	1266.32	1249.54	1174.12	959.63	929.66	894.74
894	1717.63	1898.44	1937.08	1919.30	1796.92	1648.99	1530.27	1468.99	1403.68	1266.32	1249.54	1174.13	959.63	929.66	894.75
895	1717.63	1898.40	1937.06	1919.32	1796.94	1649.00	1530.27	1469.00	1403.69	1266.32	1249.54	1174.14	959.63	929.66	894.75
896	1717.62	1898.36	1937.03	1919.34	1796.95	1649.00	1530.28	1469.00	1403.70	1266.32	1249.54	1174.14	959.63	929.66	894.75
897	1717.62	1898.31	1937.01	1919.37	1796.96	1649.00	1530.28	1469.01	1403.70	1266.32	1249.54	1174.15	959.63	929.66	894.75
898	1717.61	1898.27	1936.99	1919.39	1796.97	1649.01	1530.28	1469.02	1403.71	1266.32	1249.54	1174.15	959.63	929.66	894.76
899	1717.61	1898.23	1936.96	1919.41	1796.98	1649.01	1530.29	1469.02	1403.72	1266.32	1249.54	1174.16	959.63	929.66	894.76
900	1717.60	1898.19	1936.94	1919.44	1797.00	1649.01	1530.29	1469.03	1403.73	1266.32	1249.54	1174.17	959.63	929.66	894.76
901	1717.60	1898.14	1936.92	1919.46	1797.01	1649.01	1530.29	1469.03	1403.74	1266.32	1249.54	1174.17	959.63	929.66	894.77
902	1717.60	1898.10	1936.89	1919.48	1797.02	1649.02	1530.30	1469.04	1403.75	1266.32	1249.55	1174.18	959.63	929.66	894.77
903	1717.59	1898.06	1936.87	1919.51	1797.03	1649.02	1530.30	1469.05	1403.76	1266.32	1249.55	1174.19	959.63	929.65	894.77
904	1717.59	1898.02	1936.85	1919.53	1797.04	1649.02	1530.30	1469.05	1403.77	1266.32	1249.55	1174.19	959.63	929.65	894.77
905	1717.58	1897.97	1936.82	1919.55	1797.06	1649.02	1530.31	1469.06	1403.78	1266.32	1249.55	1174.20	959.63	929.65	894.78
906	1717.58	1897.93	1936.80	1919.58	1797.07	1649.03	1530.31	1469.07	1403.79	1266.32	1249.55	1174.20	959.63	929.65	894.78
907	1717.57	1897.89	1936.78	1919.60	1797.08	1649.03	1530.31	1469.07	1403.79	1266.32	1249.55	1174.21	959.63	929.65	894.78
908	1717.57	1897.85	1936.75	1919.62	1797.09	1649.03	1530.32	1469.08	1403.80	1266.32	1249.55	1174.22	959.63	929.65	894.78
909	1717.56	1897.80	1936.73	1919.65	1797.11	1649.04	1530.32	1469.08	1403.81	1266.32	1249.55	1174.22	959.63	929.65	894.79
910	1717.56	1897.76	1936.71	1919.67	1797.12	1649.04	1530.32	1469.09	1403.82	1266.31	1249.55	1174.23	959.63	929.65	894.79
911	1717.55	1897.72	1936.68	1919.69	1797.13	1649.04	1530.33	1469.10	1403.83	1266.31	1249.55	1174.24	959.62	929.65	894.79
912	1717.55	1897.68	1936.66	1919.71	1797.14	1649.04	1530.33	1469.10	1403.84	1266.31	1249.55	1174.24	959.62	929.65	894.80
913	1717.55	1897.63	1936.64	1919.74	1797.15	1649.05	1530.34	1469.11	1403.85	1266.31	1249.55	1174.25	959.62	929.65	894.80
914	1717.54	1897.59	1936.61	1919.76	1797.17	1649.05	1530.34	1469.11	1403.86	1266.31	1249.55	1174.25	959.62	929.65	894.80
915	1717.54	1897.55	1936.59	1919.78	1797.18	1649.05	1530.34	1469.12	1403.87	1266.31	1249.55	1174.26	959.62	929.65	894.80
916	1717.53	1897.51	1936.57	1919.81	1797.19	1649.06	1530.35	1469.13	1403.88	1266.31	1249.55	1174.27	959.62	929.65	894.81
917	1717.53	1897.47	1936.54	1919.83	1797.20	1649.06	1530.35	1469.13	1403.88	1266.31	1249.56	1174.27	959.62	929.65	894.81
918	1717.52	1897.42	1936.52	1919.85	1797.21	1649.06	1530.35	1469.14	1403.89	1266.31	1249.56	1174.28	959.62	929.64	894.81
919	1717.52	1897.38	1936.50	1919.88	1797.23	1649.06	1530.36	1469.14	1403.90	1266.31	1249.56	1174.29	959.62	929.64	894.81
920	1717.51	1897.34	1936.47	1919.90	1797.24	1649.07	1530.36	1469.15	1403.91	1266.31	1249.56	1174.29	959.62	929.64	894.82
921	1717.51	1897.30	1936.45	1919.92	1797.25	1649.07	1530.36	1469.16	1403.92	1266.31	1249.56	1174.30	959.62	929.64	894.82
922	1717.50	1897.25	1936.43	1919.94	1797.26	1649.07	1530.37	1469.16	1403.93	1266.31	1249.56	1174.30	959.62	929.64	894.82
923	1717.50	1897.21	1936.40	1919.97	1797.27	1649.08	1530.37	1469.17	1403.94	1266.31	1249.56	1174.31	959.62	929.64	894.83
924	1717.49	1897.17	1936.38	1919.99	1797.29	1649.08	1530.37	1469.18	1403.95	1266.31	1249.56	1174.32	959.62	929.64	894.83
925	1717.49	1897.13	1936.36	1920.01	1797.30	1649.08	1530.38	1469.18	1403.96	1266.31	1249.56	1174.32	959.62	929.64	894.83
926	1717.49	1897.09	1936.34	1920.04	1797.31	1649.08	1530.38	1469.19	1403.97	1266.31	1249.56	1174.33	959.62	929.64	894.83
927	1717.48	1897.04	1936.31	1920.06	1797.32	1649.09	1530.38	1469.19	1403.97	1266.31	1249.56	1174.34	959.61	929.64	894.84
928	1717.48	1897.00	1936.29	1920.08	1797.33	1649.09	1530.39	1469.20	1403.98	1266.31	1249.56	1174.34	959.61	929.64	894.84
929	1717.47	1896.96	1936.27	1920.10	1797.35	1649.09	1530.39	1469.21	1403.99	1266.31	1249.56	1174.35	959.61	929.64	894.84
930	1717.47	1896.92	1936.24	1920.13	1797.36	1649.10	1530.39	1469.21	1404.00	1266.31	1249.56	1174.35	959.61	929.64	894.84
931	1717.46	1896.88	1936.22	1920.15	1797.37	1649.10	1530.40	1469.22	1404.01	1266.30	1249.57	1174.36	959.61	929.64	894.85
932	1717.46	1896.83	1936.20	1920.17	1797.38	1649.10	1530.40	1469.22	1404.02	1266.30	1249.57	1174.37	959.61	929.64	894.85
933	1717.45	1896.79	1936.17	1920.19	1797.40	1649.10	1530.40	1469.23	1404.03	1266.30	1249.57	1174.37	959.61	929.64	894.85
934	1717.45	1896.75	1936.15	1920.22	1797.41	1649.11	1530.41	1469.24	1404.04	1266.30	1249.57	1174.38	959.61	929.63	894.85
935	1717.44	1896.71	1936.13	1920.24	1797.42	1649.11	1530.41	1469.24	1404.05	1266.30	1249.57	1174.39	959.61	929.63	894.86
936	1717.44	1896.67	1936.11	1920.26	1797.43	1649.11	1530.41	1469.25	1404.05	1266.30	1249.57	1174.39	959.61	929.63	894.86
937	1717.43	1896.62	1936.08	1920.28	1797.44	1649.12	1530.42	1469.26	1404.06	1266.30	1249.57	1174.40	959.61	929.63	894.86
938	1717.43	1896.58	1936.06	1920.31	1797.46	1649.12	1530.42	1469.26	1404.07	1266.30	1249.57	1174.40	959.61	929.63	894.87
939	1717.43	1896.54	1936.04	1920.33	1797.47	1649.12	1530.43	1469.27	1404.08	1266.30	1249.57	1174.41	959.61	929.63	894.87
940	1717.42	1896.50	1936.02	1920.35	1797.48	1649.13	1530.43	1469.27	1404.09	1266.30	1249.57	1174.42	959.60	929.63	894.87
941	1717.42	1896.46	1935.99	1920.37	1797.49	1649.13	1530.43	1469.28	1404.10	1266.30	1249.57	1174.42	959.60	929.63	894.87
942	1717.41	1896.41	1935.97	1920.40	1797.50	1649.13	1530.44	1469.29	1404.11	1266.30	1249.57	1174.43	959.60	929.63	894.88
943	1717.41	1896.37	1935.95	1920.42	1797.52	1649.13	1530.44	1469.29	1404.12	1266.30	1249.57	1174.44	959.60	929.63	894.88
944	1717.40	1896.33	1935.93	1920.44	1797.53	1649.14	1530.44	1469.30	1404.13	1266.30	1249.58	1174.44	959.60	929.63	894.88
945	1717.40	1896.29	1935.90	1920.46	1797.54	1649.14	1530.45	1469.30	1404.14	1266.30	1249.58	1174.45	959.60	929.63	894.88
946	1717.39	1896.25	1935.88	1920.49	1797.55	1649.14	1530.45	1469.31	1404.14	1266.30	1249.58	1174.45	959.60	929.63	894.89
947	1717.39	1896.20	1935.86	1920.51	1797.57	1649.15	1530.45	1469.32	1404.15	1266.30	1249.58	1174.46	959.60	929.63	894.89
948	1717.38	1896.16	1935.84	1920.53	1797.58	1649.15	1530.46	1469.32	1404.16	1266.30	1249.58	1174.47	959.60	929.63	894.89
949	1717.38	1896.12	1935.81	1920.55	1797.59	1649.15	1530.46	1469.33	1404.17	1266.30	1249.58	1174.47	959.60	929.63	894.89
950	1717.37	1896.08	1935.79	1920.58	1797.60	1649.16	1530.46	1469.34	1404.18	1266.30	1249.58	1174.48	959.60	929.63	894.90
951	1717.37	1896.04	1935.77	1920.60	1797.61	1649.16	1530.47	1469.34	1404.19	1266.30	1249.58	1174.49	959.60	929.63	894.90
952	1717.36	1896.00	1935.75	1920.62	1797.63	1649.16	1530.47	1469.35	1404.20	1266.29	1249.58	1174.49	959.60	929.62	894.90
953	1717.36	1895.95	1935.72	1920.64	1797.64	1649.16	1530.47	1469.35	1404.21	1266.29	1249.58	1174.50	959.59	929.62	894.90
954	1717.36	1895.91	1935.70	1920.66	1797.65	1649.17	1530.48	1469.36	1404.22	1266.29	1249.58	1174.50	959.59	929.62	894.91
955	1717.35	1895.87	1935.68	1920.69	1797.66	1649.17	1530.48	1469.37	1404.22	1266.29	1249.58	1174.51	959.59	929.62	894.91
956	1717.35	1895.83	1935.66	1920.71	1797.67	1649.17	1530.48	1469.37	1404.23	1266.29	1249.59	1174.52	959.59	929.62	894.91
957	1717.34	1895.79	1935.63	1920.73	1797.69	1649.18	1530.49	1469.38	1404.24	1266.29	1249.59	1174.52	959.59	929.62	894.91
958	1717.34	1895.75	1935.61	1920.75	1797.70	1649.18	1530.49	1469.39	1404.25	1266.29	1249.59	1174.53	959.59	929.62	894.92
959	1717.33	1895.70	1935.59	1920.77	1797.71	1649.18	1530.49	1469.39	1404.26	1266.29	1249.59	1174.54	959.59	929.62	894.92
960	1717.33	1895.66	1935.57	1920.80	1797.72	1649.19	1530.50	1469.40	1404.27	1266.29	1249.59	1174.54	959.59	929.62	894.92
961	1717.32	1895.62	1935.55	1920.82	1797.74	1649.19	1530.50	1469.40	1404.28	1266.29	1249.59	1174.55	959.59	929.62	894.92
962	1717.32	1895.58	1935.52	1920.84	1797.75	1649.19	1530.50	1469.41	1404.29	1266.29	1249.59	1174.55	959.59	929.62	894.93
963	1717.31	1895.54	1935.50	1920.86	1797.76	1649.19	1530.51	1469.42	1404.30	1266.29	1249.59	1174.56	959.59	929.62	894.93
964	1717.31	1895.50	1935.48	1920.88	1797.77	1649.20	1530.51	1469.42	1404.30	1266.29	1249.59	1174.57	959.58	929.62	894.93
965	1717.30	1895.45	1935.46	1920.91	1797.78	1649.20	1530.51	1469.43	1404.31	1266.29	1249.59	1174.57	959.58	929.62	894.93
966	1717.30	1895.41	1935.43	1920.93	1797.80	1649.20	1530.52	1469.43	1404.32	1266.29	1249.59	1174.58	959.58	929.62	894.94
967	1717.29	1895.37	1935.41	1920.95	1797.81	1649.21	1530.52	1469.44	1404.33	1266.29	1249.59	1174.59	959.58	929.62	894.94
968	1717.29	1895.33	1935.39	1920.97	1797.82	1649.21	1530.52	1469.45	1404.34	1266.29	1249.60	1174.59	959.58	929.62	894.94
969	1717.29	1895.29	1935.37	1920.99	1797.83	1649.21	1530.53	1469.45	1404.35	1266.29	1249.60	1174.60	959.58	929.62	894.94
970	1717.28	1895.25	1935.35	1921.02	1797.84	1649.22	1530.53	1469.46	1404.36	1266.29	1249.60	1174.60	959.58	929.62	894.95
971	1717.28	1895.20	1935.32	1921.04	1797.86	1649.22	1530.53	1469.47	1404.37	1266.29	1249.60	1174.61	959.58	929.62	894.95
972	1717.27	1895.16	1935.30	1921.06	1797.87	1649.22	1530.54	1469.47	1404.38	1266.28	1249.60	1174.62	959.58	929.62	894.95
973	1717.27	1895.12	1935.28	1921.08	1797.88	1649.23	1530.54	1469.48	1404.38	1266.28	1249.60	1174.62	959.58	929.61	894.95
974	1717.26	1895.08	1935.26	1921.10	1797.89	1649.23	1530.54	1469.48	1404.39	1266.28	1249.60	1174.63	959.57	929.61	894.96
975	1717.26	1895.04	1935.24	1921.13	1797.91	1649.23	1530.55	1469.49	1404.40	1266.28	1249.60	1174.64	959.57	929.61	894.96
976	1717.25	1895.00	1935.22	1921.15	1797.92	1649.24	1530.55	1469.50	1404.41	1266.28	1249.60	1174.64	959.57	929.61	894.96
977	1717.25	1894.96	1935.19	1921.17	1797.93	1649.24	1530.55	1469.50	1404.42	1266.28	1249.60	1174.65	959.57	929.61	894.96
978	1717.24	1894.91	1935.17	1921.19	1797.94	1649.24	1530.56	1469.51	1404.43	1266.28	1249.60	1174.65	959.57	929.61	894.97
979	1717.24	1894.87	1935.15	1921.21	1797.95	1649.24	1530.56	1469.52	1404.44	1266.28	1249.61	1174.66	959.57	929.61	894.97
980	1717.23	1894.83	1935.13	1921.23	1797.97	1649.25	1530.56	1469.52	1404.45	1266.28	1249.61	1174.67	959.57	929.61	894.97
981	1717.23	1894.79	1935.11	1921.26	1797.98	1649.25	1530.57	1469.53	1404.45	1266.28	1249.61	1174.67	959.57	929.61	894.97
982	1717.22	1894.75	1935.08	1921.28	1797.99	1649.25	1530.57	1469.53	1404.46	1266.28	1249.61	1174.68	959.57	929.61	894.97
983	1717.22	1894.71	1935.06	1921.30	1798.00	1649.26	1530.57	1469.54	1404.47	1266.28	1249.61	1174.69	959.57	929.61	894.98
984	1717.21	1894.67	1935.04	1921.32	1798.02	1649.26	1530.58	1469.55	1404.48	1266.28	1249.61	1174.69	959.56	929.61	894.98
985	1717.21	1894.62	1935.02	1921.34	1798.03	1649.26	1530.58	1469.55	1404.49	1266.28	1249.61	1174.70	959.56	929.61	894.98
986	1717.20	1894.58	1935.00	1921.36	1798.04	1649.27	1530.58	1469.56	1404.50	1266.28	1249.61	1174.70	959.56	929.61	894.98
987	1717.20	1894.54	1934.98	1921.39	1798.05	1649.27	1530.59	1469.57	1404.51	1266.28	1249.61	1174.71	959.56	929.61	894.99
988	1717.20	1894.50	1934.96	1921.41	1798.06	1649.27	1530.59	1469.57	1404.52	1266.28	1249.61	1174.72	959.56	929.61	894.99
989	1717.19	1894.46	1934.93	1921.43	1798.08	1649.28	1530.59	1469.58	1404.53	1266.28	1249.62	1174.72	959.56	929.61	894.99
990	1717.19	1894.42	1934.91	1921.45	1798.09	1649.28	1530.60	1469.58	1404.53	1266.28	1249.62	1174.73	959.56	929.61	894.99
991	1717.18	1894.38	1934.89	1921.47	1798.10	1649.28	1530.60	1469.59	1404.54	1266.27	1249.62	1174.74	959.56	929.61	895.00
992	1717.18	1894.34	1934.87	1921.49	1798.11	1649.29	1530.60	1469.60	1404.55	1266.27	1249.62	1174.74	959.56	929.61	895.00
993	1717.17	1894.29	1934.85	1921.51	1798.12	1649.29	1530.60	1469.60	1404.56	1266.27	1249.62	1174.75	959.55	929.61	895.00
994	1717.17	1894.25	1934.83	1921.54	1798.14	1649.29	1530.61	1469.61	1404.57	1266.27	1249.62	1174.75	959.55	929.61	895.00
995	1717.16	1894.21	1934.81	1921.56	1798.15	1649.30	1530.61	1469.62	1404.58	1266.27	1249.62	1174.76	959.55	929.61	895.00
996	1717.16	1894.17	1934.78	1921.58	1798.16	1649.30	1530.61	1469.62	1404.59	1266.27	1249.62	1174.77	959.55	929.61	895.01
997	1717.15	1894.13	1934.76	1921.60	1798.17	1649.30	1530.62	1469.63	1404.60	1266.27	1249.62	1174.77	959.55	929.61	895.01
998	1717.15	1894.09	1934.74	1921.62	1798.19	1649.31	1530.62	1469.63	1404.60	1266.27	1249.62	1174.78	959.55	929.60	895.01
999	1717.14	1894.05	1934.72	1921.64	1798.20	1649.31	1530.62	1469.64	1404.61	1266.27	1249.63	1174.79	959.55	929.60	895.01
1000	1717.14	1894.01	1934.70	1921.66	1798.21	1649.31	1530.63	1469.65	1404.62	1266.27	1249.63	1174.79	959.55	929.60	895.02
