MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_410;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_670;Rho_wn_IS_750;Rho_wn_IS_870;Es_IS_410;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_670;Es_IS_750;Es_IS_870;AOT_IS_870
SACEAS_181_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    32.612;   128.317;20010415T054919Z;P10100100;M110100101100020000;    -1.000;    39.984;       0.013209;       0.012462;       0.012077;       0.009663;       0.005618;       0.001057;       0.000956;       0.000116;       0.000145;    1047.250000;    1192.829956;    1282.979980;    1264.680054;    1210.530029;    1147.390015;    1074.290039;     914.330017;     710.880005;       0.121300
SACEAS_182_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    32.613;   128.314;20010415T055002Z;P10100100;M110100101100020000;    -1.000;    40.170;       0.012758;       0.012028;       0.011734;       0.009401;       0.005517;       0.001043;       0.000914;       0.000096;       0.000164;    1044.949951;    1190.209961;    1280.150024;    1261.869995;    1207.770020;    1144.790039;    1071.920044;     912.349976;     709.349976;       0.121300
SACEAS_183_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    32.621;   128.301;20010415T063108Z;P10100100;M110100101100020000;    -1.000;    48.151;       0.012130;       0.011456;       0.011329;       0.009243;       0.005530;       0.000990;       0.000893;       0.000084;       0.000177;     878.109985;    1005.979980;    1088.430054;    1073.689941;    1027.099976;     977.830017;     921.179993;     787.880005;     614.440002;       0.133200
SACEAS_184_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    32.622;   128.301;20010415T063151Z;P10100100;M110100101100020000;    -1.000;    48.151;       0.012403;       0.011672;       0.011437;       0.009381;       0.005613;       0.001054;       0.000938;       0.000102;       0.000186;     864.190002;     992.909973;    1077.810059;    1064.130005;    1019.710022;     972.099976;     916.549988;     784.559998;     612.219971;       0.133200
SACEAS_185_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    32.689;   128.215;20010415T071228Z;P10100100;M110100101100020000;    -1.000;    56.456;       0.010941;       0.010091;       0.010420;       0.008763;       0.005373;       0.000898;       0.000957;       0.000027;       0.000232;     677.059998;     784.830017;     859.580017;     849.450012;     812.729980;     779.809998;     742.200012;     639.969971;     501.519989;       0.144500
SACEAS_186_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    32.690;   128.213;20010415T071308Z;P10100100;M110100101100020000;    -1.000;    56.661;       0.010274;       0.009424;       0.009937;       0.008240;       0.005144;       0.000761;       0.000830;       0.000027;       0.000205;     674.349976;     781.700012;     856.140015;     846.030029;     809.330017;     776.590027;     739.250000;     637.500000;     499.600006;       0.144500
SACEAS_187_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    32.716;   128.180;20010415T075316Z;P10100100;M110100101100020000;    -1.000;    64.972;       0.009442;       0.008774;       0.008915;       0.007333;       0.004310;       0.000668;       0.000868;       0.000109;       0.000151;     481.980011;     565.599976;     626.890015;     619.750000;     589.729980;     571.020020;     551.809998;     481.119995;     379.149994;       0.139300
SACEAS_188_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    32.716;   128.180;20010415T075356Z;P10100100;M110100101100020000;    -1.000;    64.972;       0.010110;       0.009345;       0.009593;       0.007863;       0.004613;       0.000625;       0.000796;       0.000043;       0.000208;     479.119995;     562.270020;     623.179993;     616.039978;     586.030029;     567.500000;     548.570007;     478.390015;     377.029999;       0.139300
SACEAS_189_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    31.001;   126.143;20010416T005110Z;P10100100;M110100101100020000;    -1.000;    43.526;       0.012186;       0.013044;       0.015421;       0.013737;       0.009238;       0.002103;       0.001602;       0.000269;       0.000232;     941.739990;    1073.760010;    1156.420044;    1140.349976;    1092.800049;    1036.140015;     969.979980;     825.640015;     642.210022;       0.337400
SACEAS_190_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    31.001;   126.143;20010416T005154Z;P10100100;M110100101100020000;    -1.000;    43.526;       0.011527;       0.012478;       0.014343;       0.013238;       0.008818;       0.001857;       0.001395;       0.000111;       0.000352;     944.150024;    1076.500000;    1159.390015;    1143.300049;    1095.699951;    1038.869995;     972.469971;     827.719971;     643.809998;       0.337400
SACEAS_191_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    33.009;   128.006;20010417T061752Z;P10100100;M110100101100020000;    -1.000;    44.939;       0.011511;       0.010603;       0.011456;       0.010065;       0.006663;       0.001205;       0.001474;       0.000083;       0.000334;     869.179993;     995.830017;    1078.290039;    1064.540039;    1021.219971;     972.859985;     915.780029;     783.630005;     612.309998;       0.400900
SACEAS_192_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    33.009;   128.006;20010417T061832Z;P10100100;M110100101100020000;    -1.000;    45.136;       0.011833;       0.010852;       0.011583;       0.010183;       0.006748;       0.001307;       0.001557;       0.000092;       0.000360;     866.909973;     993.239990;    1075.479980;    1061.760010;    1018.479980;     970.270020;     913.419983;     781.650024;     610.780029;       0.400900
SACEAS_193_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    33.375;   136.203;20010419T061626Z;P10100100;M110100101100020000;    -1.000;    51.090;       0.014256;       0.013774;       0.013165;       0.010241;       0.005816;       0.001071;       0.000914;       0.000149;       0.000186;     790.599976;     911.159973;     992.440002;     980.650024;     940.390015;     899.479980;     851.320007;     731.340027;     572.349976;       0.149300
SACEAS_194_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    33.377;   136.207;20010419T061731Z;P10100100;M110100101100020000;    -1.000;    51.296;       0.014499;       0.013959;       0.013237;       0.010230;       0.005839;       0.001041;       0.000969;       0.000120;       0.000221;     786.460022;     906.409973;     987.270020;     975.510010;     935.309998;     894.690002;     846.940002;     727.669983;     569.520020;       0.149300
SACEAS_195_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    33.477;   136.464;20010419T072215Z;P10100100;M110100101100020000;    -1.000;    64.923;       0.011486;       0.010749;       0.010451;       0.008396;       0.005003;       0.000903;       0.000906;       0.000068;       0.000211;     471.920013;     555.289978;     617.520020;     611.270020;     583.250000;     566.169983;     547.989990;     478.760010;     378.109985;       0.145800
SACEAS_196_b_oc;SIMBADA-ACE-ASIA;PierreYvesDeschamps;    33.478;   136.467;20010419T072258Z;P10100100;M110100101100020000;    -1.000;    64.926;       0.011922;       0.011064;       0.010744;       0.008622;       0.005210;       0.001032;       0.000992;       0.000085;       0.000220;     468.929993;     551.799988;     613.640015;     607.390015;     579.390015;     562.479980;     544.590027;     475.899994;     375.890015;       0.145800
Spomme_197_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    40.787;   -19.751;20010421T110657Z;P10100100;M110100101100020000;   999.000;    40.908;            NaN;            NaN;       0.019531;       0.016548;       0.013301;       0.003689;       0.003557;            NaN;       0.001186;    1056.020020;    1200.030029;    1286.270020;    1265.589966;    1205.189941;    1140.180054;    1068.150024;     908.369995;     704.750000;       0.095900
Spomme_198_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    40.983;   -19.750;20010421T140256Z;P10100100;M110100101100020000;   999.000;    30.695;            NaN;            NaN;       0.026831;       0.020598;       0.016020;       0.010399;       0.007644;       0.000807;       0.001471;    1235.989990;    1398.869995;    1493.400024;    1468.930054;    1400.430054;    1320.459961;    1230.790039;    1042.410034;     806.570007;       0.059300
Spomme_199_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    40.985;   -19.750;20010421T140408Z;P10100100;M110100101100020000;   999.000;    30.838;            NaN;            NaN;       0.023563;       0.018666;       0.012045;       0.008882;       0.005414;       0.000873;       0.000630;    1234.880005;    1397.599976;    1492.040039;    1467.589966;    1399.099976;    1319.219971;    1229.660034;    1041.459961;     805.840027;       0.059300
Spomme_200_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    41.976;   -18.162;20010425T101456Z;P10100100;M110100101100020000;   999.000;    47.826;            NaN;            NaN;       0.020161;       0.016260;       0.009812;       0.002639;       0.002487;       0.000452;       0.000276;     921.710022;    1050.800049;    1129.420044;    1110.900024;    1054.989990;     999.869995;     940.460022;     801.650024;     622.119995;       0.103900
Spomme_201_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    41.976;   -18.161;20010425T101543Z;P10100100;M110100101100020000;   999.000;    47.655;            NaN;            NaN;       0.019447;       0.015767;       0.009411;       0.002590;       0.002542;       0.000276;       0.000430;     924.140015;    1053.569946;    1132.430054;    1113.900024;    1057.949951;    1002.650024;     943.000000;     803.780029;     623.760010;       0.103900
Spomme_202_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.041;   -17.808;20010425T142717Z;P10100100;M110100101100020000;   999.000;    33.410;            NaN;            NaN;       0.024097;       0.018075;       0.012713;       0.005947;       0.007093;       0.002332;            NaN;    1191.319946;    1350.300049;    1443.760010;    1420.439941;    1354.290039;    1278.219971;    1192.930054;    1011.400024;     783.130005;       0.043700
Spomme_203_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.042;   -17.807;20010425T142808Z;P10100100;M110100101100020000;   999.000;    33.521;            NaN;            NaN;       0.023040;       0.017138;       0.012236;       0.005668;       0.006748;       0.002244;            NaN;    1189.949951;    1348.739990;    1442.079956;    1418.770020;    1352.650024;    1276.680054;    1191.530029;    1010.229980;     782.229980;       0.043700
Spomme_204_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.043;   -17.802;20010425T143126Z;P10100100;M110100101100020000;   999.000;    33.859;            NaN;            NaN;       0.021564;       0.016603;       0.010476;       0.004651;       0.004561;       0.000464;       0.000310;    1184.790039;    1342.880005;    1435.770020;    1412.510010;    1346.489990;    1270.890015;    1186.260010;    1005.830017;     778.840027;       0.043700
Spomme_205_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.015;   -17.556;20010427T132258Z;P10100100;M110100101100020000;   999.000;    28.348;            NaN;            NaN;       0.020474;       0.016136;       0.011212;       0.005133;       0.004709;       0.000452;       0.000617;    1182.890015;    1346.829956;    1449.060059;    1429.750000;    1372.670044;    1302.199951;    1218.260010;    1037.260010;     807.690002;       0.167100
Spomme_206_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.015;   -17.556;20010427T132334Z;P10100100;M110100101100020000;   999.000;    28.372;            NaN;            NaN;       0.020692;       0.016447;       0.011226;       0.004945;       0.004422;       0.000408;       0.000595;    1182.699951;    1346.609985;    1448.829956;    1429.520020;    1372.439941;    1301.979980;    1218.060059;    1037.099976;     807.570007;       0.167100
Spomme_207_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.015;   -17.556;20010427T132537Z;P10100100;M110100101100020000;   999.000;    28.425;            NaN;            NaN;       0.020927;       0.016894;       0.011204;       0.004428;       0.003831;       0.000496;       0.000419;    1182.020020;    1345.849976;    1448.010010;    1428.699951;    1371.650024;    1301.229980;    1217.380005;    1036.530029;     807.130005;       0.167100
Spomme_208_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.007;   -17.556;20010427T160314Z;P10100100;M110100101100020000;   999.000;    47.058;            NaN;            NaN;       0.020376;       0.017351;       0.011154;       0.003236;       0.002452;       0.000387;       0.000265;     878.719971;    1008.429993;    1092.939941;    1078.339966;    1031.040039;     983.219971;     928.520020;     795.739990;     621.369995;       0.139300
Spomme_209_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.007;   -17.556;20010427T160447Z;P10100100;M110100101100020000;   999.000;    47.228;            NaN;            NaN;       0.020180;       0.017320;       0.011158;       0.003326;       0.002541;       0.000409;       0.000265;     874.020020;    1003.059998;    1087.109985;    1072.540039;    1025.319946;     977.840027;     923.599976;     791.630005;     618.190002;       0.139300
Spomme_210_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.213;   -17.148;20010428T163325Z;P10100100;M110100101100020000;   999.000;    52.448;            NaN;            NaN;       0.018424;       0.014135;       0.007687;       0.002046;       0.001638;            NaN;       0.000712;     802.940002;     921.270020;     996.690002;     981.169983;     931.559998;     886.380005;     838.250000;     717.469971;     558.039978;       0.097100
Spomme_211_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.213;   -17.147;20010428T163404Z;P10100100;M110100101100020000;   999.000;    52.626;            NaN;            NaN;       0.020035;       0.014984;       0.007690;       0.001785;       0.001390;            NaN;       0.000987;     800.760010;     918.760010;     993.950012;     978.440002;     928.859985;     883.830017;     835.909973;     715.520020;     556.520020;       0.097100
Spomme_212_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    44.012;   -18.499;20010430T163610Z;P10100100;M110100101100020000;   999.000;    52.168;            NaN;            NaN;       0.013814;       0.009496;       0.005194;       0.002379;       0.002575;       0.000624;       0.000843;     830.090027;     952.260010;    1029.550049;    1012.799988;     959.179993;     912.809998;     864.659973;     740.710022;     576.049988;            NaN
Spomme_213_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    43.349;   -18.733;20010501T134521Z;P10100100;M110100101100020000;   999.000;    29.016;            NaN;            NaN;       0.017667;       0.011916;       0.007535;       0.004005;       0.003321;            NaN;       0.001797;    1268.089966;    1433.650024;    1528.650024;    1503.069946;    1431.790039;    1349.609985;    1257.989990;    1065.459961;     824.460022;            NaN
Spomme_214_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    43.349;   -18.733;20010501T134604Z;P10100100;M110100101100020000;   999.000;    29.068;            NaN;            NaN;       0.016324;       0.010971;       0.006985;       0.003539;       0.003066;            NaN;       0.001702;    1267.619995;    1433.119995;    1528.079956;    1502.500000;    1431.239990;    1349.089966;    1257.510010;    1065.060059;     824.150024;            NaN
Spomme_215_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.959;   -17.417;20010504T125602Z;P10100100;M110100101100020000;   999.000;    26.974;            NaN;            NaN;       0.018621;       0.012038;       0.006889;       0.004140;       0.003403;       0.000088;       0.001506;    1292.260010;    1460.660034;    1557.280029;    1531.369995;    1459.469971;    1375.410034;    1281.339966;    1084.849976;     839.359985;            NaN
Spomme_216_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    42.958;   -17.417;20010504T125638Z;P10100100;M110100101100020000;   999.000;    26.973;            NaN;            NaN;       0.017274;       0.011014;       0.006135;       0.003605;       0.002826;            NaN;       0.001395;    1292.369995;    1460.790039;    1557.420044;    1531.510010;    1459.599976;    1375.540039;    1281.459961;    1084.949951;     839.440002;            NaN
Spomme_217_b_oc;SIMBADA-pomme-2;PierreYvesDeschamps;    39.987;   -15.209;20010506T115034Z;P10100100;M110100101100020000;   999.000;    27.562;            NaN;            NaN;       0.024501;       0.021345;       0.015549;       0.007521;       0.008049;       0.002568;       0.001257;    1262.380005;    1427.890015;    1524.109985;    1499.819946;    1432.469971;    1350.599976;    1257.439941;    1064.630005;     824.289978;       0.070800
Ssarhy_218_b_oc;SIMBADA-sarhygol8;PierreYvesDeschamps;    42.557;     3.237;20010614T093946Z;P10100100;M110100101100020000;     9.000;    32.794;       0.024036;       0.024057;       0.024978;       0.016875;       0.010463;       0.006432;       0.005372;       0.001025;            NaN;    1124.849976;    1280.780029;    1377.689941;    1358.969971;    1303.719971;    1235.989990;    1155.910034;     983.440002;     764.909973;       0.109600
Ssarhy_219_b_oc;SIMBADA-sarhygol8;PierreYvesDeschamps;    42.507;     3.247;20010614T100129Z;P10100100;M110100101100020000;     7.000;    29.228;       0.024156;       0.024150;       0.024177;       0.016274;       0.009849;       0.005232;       0.004189;       0.000592;            NaN;    1182.199951;    1342.410034;    1439.800049;    1419.300049;    1360.479980;    1287.500000;    1201.859985;    1020.909973;     793.219971;       0.117500
Ssarhy_220_b_oc;SIMBADA-sarhygol8;PierreYvesDeschamps;    42.519;     3.341;20010614T103701Z;P10100100;M110100101100020000;    14.000;    24.101;       0.024904;       0.024636;       0.028774;       0.017240;       0.010911;       0.006342;       0.006519;       0.000858;            NaN;    1246.280029;    1413.160034;    1513.540039;    1491.790039;    1430.359985;    1352.199951;    1260.300049;    1069.270020;     830.210022;       0.116100
Ssarhy_221_b_oc;SIMBADA-sarhygol8;PierreYvesDeschamps;    42.537;     3.422;20010614T110531Z;P10100100;M110100101100020000;    20.000;    21.120;       0.024914;       0.025036;       0.024716;       0.016122;       0.009223;       0.004058;       0.003750;       0.000577;            NaN;    1280.060059;    1449.750000;    1550.839966;    1528.209961;    1465.050049;    1384.010010;    1288.849976;    1092.750000;     848.130005;       0.123100
Ssarhy_222_b_oc;SIMBADA-sarhygol8;PierreYvesDeschamps;    42.554;     3.502;20010614T113357Z;P10100100;M110100101100020000;    26.000;    19.496;       0.023135;       0.023514;       0.025163;       0.015864;       0.009878;       0.004949;       0.005549;       0.000890;            NaN;    1260.640015;    1426.510010;    1524.689941;    1502.160034;    1439.859985;    1359.810059;    1265.989990;    1073.380005;     833.479980;       0.287900
Ssarhy_223_b_oc;SIMBADA-sarhygol8;PierreYvesDeschamps;    42.576;     3.597;20010614T120607Z;P10100100;M110100101100020000;    32.000;    19.777;       0.022964;       0.022798;       0.022146;       0.015638;       0.009255;       0.002383;       0.002165;       0.000444;            NaN;    1357.219971;    1530.930054;    1629.449951;    1602.790039;    1530.729980;    1440.339966;    1337.459961;    1129.869995;     873.450012;            NaN
Ssarhy_224_b_oc;SIMBADA-sarhygol8;PierreYvesDeschamps;    42.625;     3.612;20010614T123350Z;P10100100;M110100101100020000;    37.000;    21.716;       0.022254;       0.022653;       0.025156;       0.015965;       0.009505;       0.006105;       0.004943;       0.000919;            NaN;    1339.140015;    1510.510010;    1607.589966;    1581.119995;    1509.469971;    1420.420044;    1319.359985;    1114.790039;     861.830017;            NaN
Ssarhy_225_b_oc;SIMBADA-sarhygol8;PierreYvesDeschamps;    42.698;     3.599;20010614T130542Z;P10100100;M110100101100020000;    39.000;    25.446;       0.021479;       0.021995;       0.024614;       0.016515;       0.011047;       0.007100;       0.006071;       0.000972;            NaN;    1296.219971;    1463.329956;    1558.579956;    1532.979980;    1463.050049;    1377.469971;    1280.589966;    1082.699951;     837.250000;            NaN
Ssarhy_226_b_oc;SIMBADA-sarhygol8;PierreYvesDeschamps;    42.760;     3.588;20010614T133325Z;P10100100;M110100101100020000;    40.000;    29.524;       0.022370;       0.022594;       0.023152;       0.015804;       0.009606;       0.005476;       0.004383;       0.000882;            NaN;    1243.449951;    1405.160034;    1498.010010;    1473.420044;    1405.550049;    1324.199951;    1232.469971;    1042.849976;     806.710022;            NaN
Ssarhy_227_b_oc;SIMBADA-sarhygol8;PierreYvesDeschamps;    42.787;     4.739;20010615T110447Z;P10100100;M110100101100020000;   999.000;    20.974;       0.030604;       0.028937;       0.025843;       0.014637;       0.008274;       0.005904;       0.005360;       0.000774;            NaN;    1347.400024;    1519.780029;    1617.430054;    1590.859985;    1518.979980;    1429.310059;    1327.420044;    1121.489990;     866.989990;            NaN
SBelgi_228_b_oc;SIMBADA-Belgica-2001-06;PierreYvesDeschamps;    51.433;     3.394;20010618T181008Z;P10100100;M110100101100020000;     4.000;    75.259;       0.010618;       0.013985;       0.024442;       0.025999;       0.032090;       0.019359;       0.014736;       0.002202;       0.001546;     273.899994;     325.399994;     363.149994;     355.929993;     325.700012;     319.339996;     320.920013;     286.350006;     226.610001;       0.043300
SBelgi_229_b_oc;SIMBADA-Belgica-2001-06;PierreYvesDeschamps;    51.433;     3.394;20010618T182107Z;P10100100;M110100101100020000;     4.000;    76.868;       0.009180;       0.012532;       0.021085;       0.022250;       0.026935;       0.015032;       0.011207;       0.001558;       0.001410;     242.970001;     288.570007;     321.220001;     313.769989;     283.500000;     278.690002;     283.049988;     254.250000;     201.619995;       0.043300
SHS200_230_b_oc;SIMBADA-HS2001-BE2;PierreYvesDeschamps;    51.265;     2.914;20010625T084752Z;P10100100;M110100101100020000;     2.000;    44.847;       0.020553;       0.026499;       0.047254;       0.045440;       0.061613;       0.044351;       0.034975;       0.006673;       0.002279;     881.580017;    1014.260010;    1102.979980;    1089.969971;    1046.430054;     999.700012;     944.000000;     809.669983;     633.210022;       0.160600
SHS200_231_b_oc;SIMBADA-HS2001-BE2;PierreYvesDeschamps;    51.280;     2.868;20010625T090650Z;P10100100;M110100101100020000;     4.000;    42.148;       0.010252;       0.013173;       0.025309;       0.024385;       0.032874;       0.016854;       0.012086;       0.001920;       0.001227;     946.799988;    1087.969971;    1181.349976;    1167.229980;    1120.849976;    1068.949951;    1006.940002;     861.619995;     672.400024;       0.098200
SHS200_232_b_oc;SIMBADA-HS2001-BE2;PierreYvesDeschamps;    51.300;     2.826;20010625T092009Z;P10100100;M110100101100020000;     7.000;    40.240;       0.008487;       0.011610;       0.022463;       0.021481;       0.029733;       0.015272;       0.011225;       0.001753;       0.001198;     978.669983;    1121.949951;    1215.349976;    1200.369995;    1152.300049;    1097.810059;    1032.890015;     883.150024;     689.099976;       0.117900
SHS200_233_b_oc;SIMBADA-HS2001-BE2;PierreYvesDeschamps;    51.314;     2.782;20010625T093726Z;P10100100;M110100101100020000;    11.000;    38.017;       0.005493;       0.007548;       0.014625;       0.013555;       0.018393;       0.008592;       0.006366;       0.000962;       0.000737;    1012.190002;    1159.880005;    1256.109985;    1240.810059;    1192.089966;    1135.209961;    1066.959961;     911.650024;     711.159973;       0.124300
SHS200_234_b_oc;SIMBADA-HS2001-BE2;PierreYvesDeschamps;    51.316;     2.817;20010625T095555Z;P10100100;M110100101100020000;     9.000;    35.766;       0.008086;       0.010461;       0.021275;       0.020136;       0.027579;       0.012802;       0.009196;       0.001313;       0.001132;    1055.890015;    1207.579956;    1305.040039;    1288.640015;    1237.599976;    1177.030029;    1104.609985;     942.630005;     734.690002;       0.117400
SHS200_235_b_oc;SIMBADA-HS2001-BE2;PierreYvesDeschamps;    51.304;     2.851;20010625T100914Z;P10100100;M110100101100020000;     7.000;    34.136;       0.011002;       0.017929;       0.029732;       0.027735;       0.039717;       0.021305;       0.017552;       0.005276;            NaN;    1041.130005;    1192.290039;    1291.180054;    1276.189941;    1228.719971;    1170.859985;    1099.959961;     940.400024;     734.869995;       0.215700
SHS200_236_b_oc;SIMBADA-HS2001-BE2;PierreYvesDeschamps;    51.315;     2.897;20010625T102949Z;P10100100;M110100101100020000;     7.000;    32.074;       0.017358;       0.023413;       0.043794;       0.041790;       0.057221;       0.042412;       0.034223;       0.006515;       0.002178;    1056.079956;    1202.290039;    1293.540039;    1276.099976;    1224.489990;    1162.800049;    1089.670044;     929.530029;     725.419983;       0.418800
SHS200_237_b_oc;SIMBADA-HS2001-BE2;PierreYvesDeschamps;    51.302;     2.914;20010625T104214Z;P10100100;M110100101100020000;     5.000;    30.905;       0.018276;       0.026006;       0.053125;       0.050037;       0.073052;       0.059945;       0.050128;       0.011223;       0.002100;    1128.020020;    1286.939941;    1387.449951;    1369.560059;    1315.500000;    1249.130005;    1169.729980;     996.559998;     776.049988;       0.125500
SHS200_238_b_oc;SIMBADA-HS2001-BE2;PierreYvesDeschamps;    51.288;     2.931;20010625T105110Z;P10100100;M110100101100020000;     3.000;    30.184;       0.026570;       0.035720;       0.067168;       0.063478;       0.088403;       0.069434;       0.057472;       0.011784;       0.003004;    1135.119995;    1295.599976;    1397.489990;    1379.750000;    1325.959961;    1259.280029;    1179.150024;    1004.570007;     782.320007;       0.122700
SCalCO_239_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    32.957;  -117.306;20010710T182414Z;P10100100;M110100101100020000;     3.000;    22.716;            NaN;            NaN;            NaN;       0.012683;       0.014617;       0.004389;       0.003188;       0.000490;            NaN;    1291.349976;    1457.810059;    1553.800049;    1529.959961;    1466.420044;    1378.880005;    1276.680054;    1076.329956;     831.150024;       0.157900
SCalCO_240_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    32.955;  -117.307;20010710T184322Z;P10100100;M110100101100020000;     3.000;    19.137;            NaN;            NaN;            NaN;       0.011828;       0.010369;       0.002743;       0.002285;       0.000423;            NaN;    1325.060059;    1495.209961;    1593.239990;    1569.000000;    1504.760010;    1415.109985;    1309.949951;    1104.599976;     853.590027;       0.147300
SCalCO_241_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    32.910;  -117.401;20010710T211250Z;P10100100;M110100101100020000;    11.000;    20.117;            NaN;            NaN;            NaN;       0.012536;       0.008206;       0.006970;       0.004510;       0.000770;            NaN;    1311.790039;    1480.560059;    1578.050049;    1554.170044;    1490.689941;    1402.380005;    1298.680054;    1095.579956;     847.030029;       0.145800
SCalCO_242_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    32.910;  -117.401;20010710T211416Z;P10100100;M110100101100020000;    11.000;    20.491;            NaN;            NaN;            NaN;       0.011521;       0.007479;       0.001858;       0.001468;       0.000337;            NaN;    1309.390015;    1477.839966;    1575.140015;    1551.280029;    1487.859985;    1399.729980;    1296.270020;    1093.579956;     845.489990;       0.145800
SCalCO_243_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    32.894;  -117.426;20010710T223303Z;P10100100;M110100101100020000;    12.000;    36.378;            NaN;            NaN;            NaN;       0.013599;       0.008580;       0.004125;       0.002499;       0.000454;            NaN;    1107.239990;    1254.989990;    1342.920044;    1322.790039;    1266.810059;    1194.599976;    1110.800049;     939.630005;     727.099976;       0.117000
SCalCO_244_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    32.894;  -117.426;20010710T223343Z;P10100100;M110100101100020000;    12.000;    36.378;            NaN;            NaN;            NaN;       0.012920;       0.008176;       0.001671;       0.001267;       0.000266;            NaN;    1105.209961;    1252.689941;    1340.439941;    1320.319946;    1264.380005;    1192.319946;    1108.729980;     937.900024;     725.770020;       0.117000
SCalCO_245_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    32.883;  -117.447;20010710T232251Z;P10100100;M110100101100020000;    13.000;    46.625;            NaN;            NaN;            NaN;       0.014139;       0.008422;       0.002412;       0.001676;       0.000343;            NaN;     916.969971;    1045.160034;    1124.400024;    1107.890015;    1059.260010;    1002.000000;     936.520020;     794.900024;     615.729980;       0.109700
Sgepet_246_b_oc;SIMBADA-gepetco-H;PierreYvesDeschamps;    43.891;   -28.935;20010711T095230Z;P10100100;M110100101100020000;   999.000;    55.170;       0.015650;       0.017605;       0.020274;       0.015046;       0.011931;       0.005682;       0.005580;       0.001472;       0.000215;     707.750000;     812.849976;     880.859985;     868.020020;     826.700012;     787.140015;     743.729980;     636.619995;     495.690002;       0.223600
STOUCA_247_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    52.756;     4.133;20010712T060748Z;P10100100;M110100101100020000;    30.000;    70.009;       0.007233;       0.007506;       0.011811;       0.011809;       0.013096;       0.005551;       0.005019;       0.000795;            NaN;     374.950012;     440.260010;     486.950012;     479.320007;     449.040009;     434.829987;     424.140015;     371.179993;     291.809998;       0.165900
STOUCA_248_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    53.895;     7.619;20010712T152027Z;P10100100;M110100101100020000;    12.000;    52.722;       0.005544;       0.006193;       0.009452;       0.009372;       0.010771;       0.005049;       0.004284;       0.000681;            NaN;     755.599976;     868.510010;     942.400024;     929.309998;     886.640015;     845.390015;     799.330017;     685.099976;     534.409973;       0.160200
