MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_410;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_670;Rho_wn_IS_750;Rho_wn_IS_870;Es_IS_410;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_670;Es_IS_750;Es_IS_870;AOT_IS_870
SBLACK_2097_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030722T072721Z;P10100100;M110100101100020000;     0.000;    38.228;       0.011980;       0.015211;       0.019370;       0.015102;       0.009702;       0.001275;       0.001214;            NaN;       0.000860;     985.059998;    1130.300049;    1227.050049;    1214.010010;    1172.079956;    1117.319946;    1048.589966;     895.969971;     700.020020;       0.185900
SBLACK_2098_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030722T080813Z;P10100100;M110100101100020000;     0.000;    32.141;       0.012373;       0.015986;       0.020447;       0.016017;       0.010386;       0.001051;       0.000961;            NaN;       0.001328;    1081.630005;    1236.660034;    1337.589966;    1322.640015;    1276.770020;    1214.410034;    1136.439941;     968.849976;     755.979980;       0.192600
SBLACK_2099_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030722T082923Z;P10100100;M110100101100020000;     0.000;    29.459;       0.012220;       0.016118;       0.020800;       0.016493;       0.010855;       0.001135;       0.001036;            NaN;       0.001078;    1119.819946;    1278.619995;    1381.089966;    1365.390015;    1317.959961;    1252.599976;    1170.979980;     997.520020;     778.020020;       0.196300
SBLACK_2100_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030722T090715Z;P10100100;M110100101100020000;     0.000;    25.767;       0.012847;       0.017370;       0.021462;       0.017027;       0.011050;       0.001171;       0.001031;            NaN;       0.000945;    1152.729980;    1316.280029;    1422.229980;    1406.609985;    1359.439941;    1292.359985;    1207.630005;    1028.729980;     802.700012;       0.217000
SBLACK_2101_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030723T065103Z;P10100100;M110100101100020000;     0.000;    44.299;       0.011129;       0.013819;       0.018401;       0.015136;       0.011080;       0.002360;       0.001876;       0.000158;       0.000494;     921.219971;    1054.199951;    1140.040039;    1125.500000;    1080.369995;    1027.680054;     965.099976;     823.929993;     642.330017;       0.131900
SBLACK_2102_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030723T070737Z;P10100100;M110100101100020000;     0.000;    41.620;       0.010644;       0.013456;       0.018191;       0.014896;       0.010412;       0.001820;       0.001709;       0.000142;       0.000520;     966.880005;    1106.229980;    1196.310059;    1181.400024;    1135.449951;    1079.510010;    1012.359985;     863.440002;     672.830017;       0.131900
SBLACK_2103_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030723T074438Z;P10100100;M110100101100020000;     0.000;    35.754;       0.011217;       0.014421;       0.019117;       0.015633;       0.010864;       0.001784;       0.001603;            NaN;       0.000733;    1067.920044;    1217.010010;    1310.810059;    1293.780029;    1243.459961;    1179.400024;    1102.550049;     938.150024;     730.169983;       0.148300
SBLACK_2104_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030723T080433Z;P10100100;M110100101100020000;     0.000;    32.858;       0.011730;       0.014972;       0.019562;       0.015928;       0.011144;       0.001782;       0.001484;            NaN;       0.000867;    1113.449951;    1267.020020;    1362.630005;    1344.670044;    1292.439941;    1224.780029;    1143.560059;     972.140015;     756.260010;       0.150600
SBLACK_2105_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030723T083104Z;P10100100;M110100101100020000;     0.000;    29.403;       0.012260;       0.015464;       0.020076;       0.016339;       0.011205;       0.001580;       0.001297;            NaN;       0.000966;    1160.810059;    1319.219971;    1417.000000;    1398.160034;    1344.140015;    1272.770020;    1186.989990;    1008.200012;     783.989990;       0.156400
SBLACK_2106_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030723T090614Z;P10100100;M110100101100020000;     0.000;    26.034;       0.012455;       0.015855;       0.020575;       0.016846;       0.011691;       0.001483;       0.001101;            NaN;       0.001165;    1183.180054;    1346.510010;    1448.959961;    1430.859985;    1378.459961;    1306.569946;    1218.589966;    1035.589966;     806.010010;       0.180100
SBLACK_2107_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030723T093953Z;P10100100;M110100101100020000;     0.000;    24.456;       0.012540;       0.016159;       0.020921;       0.017006;       0.011516;       0.001521;       0.001097;            NaN;       0.001002;    1209.849976;    1374.410034;    1476.050049;    1456.849976;    1402.209961;    1327.619995;    1237.099976;    1050.410034;     816.989990;       0.181100
SBLACK_2108_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030723T100635Z;P10100100;M110100101100020000;     0.000;    24.553;       0.013830;       0.017479;       0.022087;       0.017877;       0.012223;       0.001915;       0.001373;            NaN;       0.000694;    1202.349976;    1366.910034;    1469.300049;    1450.630005;    1397.099976;    1323.569946;    1233.829956;    1048.130005;     815.599976;       0.184900
SBLACK_2109_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030723T103513Z;P10100100;M110100101100020000;     0.000;    26.041;       0.014269;       0.018369;       0.023108;       0.018711;       0.012600;       0.001876;       0.001373;            NaN;       0.000793;    1158.209961;    1320.479980;    1424.160034;    1407.520020;    1358.369995;    1289.729980;    1204.290039;    1024.979980;     799.099976;       0.227200
SBLACK_2110_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030724T064810Z;P10100100;M110100101100020000;     0.000;    44.955;       0.012265;       0.016363;       0.022768;       0.018794;       0.013850;       0.002416;       0.002018;            NaN;       0.001152;     910.869995;    1043.010010;    1128.560059;    1114.089966;    1069.000000;    1016.659973;     954.799988;     814.960022;     635.030029;       0.130700
SBLACK_2111_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030724T070223Z;P10100100;M110100101100020000;     0.000;    42.600;       0.012296;       0.015962;       0.021165;       0.017611;       0.013043;       0.002481;       0.002008;            NaN;       0.000793;     960.719971;    1097.300049;    1184.140015;    1168.400024;    1120.760010;    1064.290039;     997.700012;     850.340027;     662.030029;       0.130700
SCOLIB_2112_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    20.620;   -41.532;20030726T172020Z;P10100100;M110100101100020000;   999.000;    34.572;       0.063771;       0.050248;       0.029449;       0.012458;       0.004345;            NaN;            NaN;            NaN;       0.003979;     929.450012;    1073.880005;    1177.369995;    1170.420044;    1144.160034;    1098.209961;    1032.239990;     886.340027;     697.979980;       0.451200
SCOLIB_2113_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    24.331;   -38.479;20030727T120346Z;P10100100;M110100101100020000;   999.000;    36.797;       0.078593;       0.060702;       0.034460;       0.015953;       0.007110;       0.001308;       0.000988;       0.000265;       0.000143;     948.690002;    1099.270020;    1205.709961;    1196.020020;    1158.079956;    1112.589966;    1052.739990;     906.140015;     711.739990;       0.217300
SCOLIB_2114_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    24.334;   -38.477;20030727T120437Z;P10100100;M110100101100020000;   999.000;    36.567;       0.078691;       0.061007;       0.034980;       0.016368;       0.007338;       0.001506;       0.001262;       0.000398;       0.000155;     951.479980;    1102.449951;    1209.140015;    1199.420044;    1161.420044;    1115.739990;    1055.619995;     908.539978;     713.590027;       0.217300
SBLACK_2115_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030728T070527Z;P10100100;M110100101100020000;     0.000;    42.732;       0.013617;       0.017495;       0.022292;       0.017184;       0.010945;       0.001732;       0.001392;            NaN;       0.001197;     934.080017;    1066.569946;    1150.760010;    1135.430054;    1089.170044;    1034.579956;     970.200012;     827.400024;     644.770020;       0.245500
SBLACK_2116_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030728T073451Z;P10100100;M110100101100020000;     0.000;    38.111;       0.013844;       0.017848;       0.022919;       0.017629;       0.011111;       0.001272;       0.001104;            NaN;       0.001399;    1018.580017;    1161.560059;    1251.890015;    1235.530029;    1186.880005;    1126.329956;    1054.000000;     897.570007;     699.020020;       0.209800
SBLACK_2117_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030728T080621Z;P10100100;M110100101100020000;     0.000;    33.477;       0.014103;       0.018104;       0.022781;       0.017642;       0.011282;       0.001267;       0.001049;            NaN;       0.001229;    1089.599976;    1240.199951;    1334.150024;    1316.520020;    1265.239990;    1199.119995;    1119.900024;     952.280029;     741.049988;       0.218900
SBLACK_2118_b_oc;SIMBADA-BLACK-SEA-2003;PierreYvesDeschamps;    44.393;    33.985;20030728T083538Z;P10100100;M110100101100020000;     0.000;    29.912;       0.015069;       0.018879;       0.023407;       0.018320;       0.011604;       0.001389;       0.001089;            NaN;       0.001261;    1156.930054;    1315.109985;    1412.819946;    1393.930054;    1339.780029;    1268.390015;    1182.819946;    1004.450012;     780.820007;       0.155900
SCOLIB_2119_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    29.202;   -34.049;20030728T120758Z;P10100100;M110100101100020000;   999.000;    32.492;       0.066712;       0.051353;       0.028437;       0.013011;       0.005806;       0.001018;       0.000724;       0.000210;            NaN;    1055.239990;    1219.709961;    1334.750000;    1325.270020;    1290.670044;    1232.280029;    1152.930054;     983.169983;     767.260010;       0.109200
SCOLIB_2120_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    29.206;   -34.045;20030728T120903Z;P10100100;M110100101100020000;   999.000;    32.060;       0.077080;       0.059353;       0.033399;       0.015360;       0.007046;       0.001254;       0.000836;       0.000199;       0.000066;    1058.430054;    1223.329956;    1338.650024;    1329.140015;    1294.479980;    1235.849976;    1156.180054;     985.880005;     769.349976;       0.109200
SCOLIB_2121_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    33.966;   -29.396;20030729T111156Z;P10100100;M110100101100020000;   999.000;    41.298;       0.044120;       0.036022;       0.024346;       0.012963;       0.005932;       0.000977;       0.000662;       0.000151;       0.000043;     905.210022;    1053.310059;    1160.800049;    1153.939941;    1124.719971;    1078.699951;    1014.799988;     869.270020;     680.289978;       0.115700
SCOLIB_2122_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    35.001;   -28.248;20030729T161500Z;P10100100;M110100101100020000;   999.000;    34.127;       0.026074;       0.019658;       0.012300;       0.006059;       0.002624;       0.000460;       0.000357;       0.000110;       0.000044;    1025.670044;    1189.959961;    1306.609985;    1298.130005;    1264.739990;    1208.920044;    1132.609985;     966.549988;     754.239990;       0.089500
SCOLIB_2123_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    35.009;   -28.239;20030729T161727Z;P10100100;M110100101100020000;   999.000;    34.523;       0.022448;       0.016931;       0.010540;       0.004937;       0.001962;       0.000180;       0.000157;            NaN;       0.000364;    1019.049988;    1182.430054;    1298.489990;    1290.069946;    1256.800049;    1201.459961;    1125.819946;     960.880005;     749.869995;       0.089500
SCOLIB_2124_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    49.928;    -2.351;20030802T102038Z;P10100100;M110100101100020000;    22.000;    39.538;       0.006260;       0.006372;       0.007931;       0.007690;       0.009303;       0.002903;       0.002747;       0.000424;       0.000203;     935.599976;    1089.400024;    1200.319946;    1192.890015;    1161.000000;    1112.750000;    1046.800049;     896.090027;     700.419983;       0.092300
SCOLIB_2125_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    49.929;    -2.343;20030802T102132Z;P10100100;M110100101100020000;    22.000;    39.419;       0.007710;       0.006682;       0.008208;       0.007985;       0.009910;       0.003123;       0.002991;       0.000485;       0.000194;     937.280029;    1091.319946;    1202.390015;    1194.949951;    1163.030029;    1114.670044;    1048.540039;     897.549988;     701.549988;       0.092300
SCOLIB_2126_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    50.355;     0.174;20030802T160726Z;P10100100;M110100101100020000;    37.000;    57.579;       0.007477;       0.007923;       0.010752;       0.009608;       0.008606;       0.002677;       0.002222;       0.000385;       0.000151;     571.119995;     681.789978;     770.669983;     769.469971;     751.200012;     731.200012;     700.770020;     608.820007;     480.040009;       0.091100
SCOLIB_2127_b_oc;SIMBADA-COLIBRI-2003-07;PierreYvesDeschamps;    53.570;     5.458;20030803T100932Z;P10100100;M110100101100020000;    12.000;    40.422;       0.011684;       0.006162;       0.007922;       0.007921;       0.010873;       0.003891;       0.003340;       0.000562;       0.000228;     889.820007;    1040.729980;    1152.810059;    1147.660034;    1120.650024;    1078.280029;    1017.510010;     873.969971;     685.309998;       0.131800
SGKSS2_2128_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    53.944;     8.658;20030805T085645Z;P10100100;M110100101100020000;     5.000;    47.473;       0.007827;       0.010736;       0.018498;       0.020730;       0.030940;       0.028735;       0.021730;       0.004592;       0.001239;     809.309998;     937.000000;    1026.839966;    1017.830017;     984.380005;     943.909973;     891.820007;     766.250000;     600.770020;       0.168000
SGKSS2_2129_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    53.988;     8.560;20030805T091040Z;P10100100;M110100101100020000;     6.000;    45.914;       0.008119;       0.010861;       0.018540;       0.020544;       0.030077;       0.026528;       0.020248;       0.004028;       0.001263;     834.640015;     966.169983;    1058.780029;    1049.680054;    1016.010010;     973.890015;     919.280029;     789.320007;     618.669983;       0.169600
SGKSS2_2130_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    53.989;     8.438;20030805T092450Z;P10100100;M110100101100020000;     1.000;    44.430;       0.005268;       0.010093;       0.016411;       0.018872;       0.027191;       0.021322;       0.015392;       0.002902;       0.001154;     850.239990;     985.460022;    1081.640015;    1073.119995;    1040.660034;     998.200012;     942.049988;     809.020020;     634.419983;       0.179700
SGKSS2_2131_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    53.990;     8.432;20030805T092530Z;P10100100;M110100101100020000;     1.000;    44.327;       0.006749;       0.006813;       0.016873;       0.018953;       0.027198;       0.021244;       0.015388;       0.002864;       0.001190;     842.969971;     978.219971;    1075.270020;    1067.349976;    1036.180054;     994.849976;     939.429993;     807.359985;     633.609985;       0.190900
SGKSS2_2132_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    54.014;     8.286;20030805T094246Z;P10100100;M110100101100020000;     8.000;    42.684;       0.008303;       0.010544;       0.017187;       0.018757;       0.026459;       0.018884;       0.013745;       0.002429;       0.001119;     869.820007;    1008.049988;    1106.609985;    1098.369995;    1066.609985;    1023.580017;     965.710022;     829.530029;     650.989990;       0.202200
SGKSS2_2133_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    54.065;     8.140;20030805T100140Z;P10100100;M110100101100020000;    18.000;    41.065;       0.006721;       0.008294;       0.013598;       0.014814;       0.019869;       0.010601;       0.007588;       0.001255;       0.000694;     905.380005;    1047.280029;    1147.280029;    1138.089966;    1104.290039;    1058.030029;     996.609985;     854.750000;     669.909973;       0.190700
SGKSS2_2134_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    54.125;     7.981;20030805T102135Z;P10100100;M110100101100020000;     7.000;    39.639;       0.006240;       0.007457;       0.011857;       0.012664;       0.016583;       0.007658;       0.005669;       0.000944;       0.000503;     955.809998;    1099.880005;    1197.780029;    1186.140015;    1147.119995;    1095.250000;    1028.969971;     880.099976;     688.119995;       0.169500
SBelgi_2135_b_oc;SIMBADA-Belgica-2003-08;PierreYvesDeschamps;    51.269;     2.893;20030805T103000Z;P10100100;M110100101100020000;     3.000;    38.077;       0.013668;       0.016451;       0.025622;       0.028005;       0.037784;       0.020572;       0.014126;       0.002359;       0.001575;     967.250000;    1110.920044;    1207.780029;    1195.819946;    1156.810059;    1103.959961;    1036.319946;     886.250000;     693.429993;       0.242300
SGKSS2_2136_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    54.152;     7.915;20030805T103010Z;P10100100;M110100101100020000;     3.000;    39.095;       0.005912;       0.006880;       0.010751;       0.011190;       0.014134;       0.005726;       0.004380;       0.000699;       0.000407;     963.669983;    1108.689941;    1207.140015;    1195.390015;    1156.160034;    1103.699951;    1036.640015;     886.489990;     693.070007;       0.172000
SGKSS2_2137_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    53.949;     8.655;20030806T085342Z;P10100100;M110100101100020000;     5.000;    48.059;       0.006695;       0.008976;       0.015600;       0.017533;       0.026282;       0.023159;       0.017121;       0.003529;       0.001076;     772.309998;     899.809998;     993.159973;     986.530029;     958.059998;     922.179993;     873.539978;     752.590027;     591.469971;       0.181100
SGKSS2_2138_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    53.984;     8.579;20030806T090401Z;P10100100;M110100101100020000;     7.000;    46.816;       0.007452;       0.009312;       0.015695;       0.017427;       0.025695;       0.020556;       0.014778;       0.002821;       0.001093;     801.330017;     930.679993;    1023.710022;    1016.090027;     985.549988;     947.080017;     895.780029;     770.780029;     605.270020;       0.184300
SGKSS2_2139_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    53.988;     8.486;20030806T091525Z;P10100100;M110100101100020000;     3.000;    45.615;       0.007222;       0.009220;       0.015745;       0.017256;       0.025022;       0.018531;       0.013378;       0.002416;       0.001071;     821.169983;     953.590027;    1048.859985;    1041.199951;    1010.539978;     970.809998;     917.549988;     789.099976;     619.510010;       0.186500
SGKSS2_2140_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    54.025;     8.245;20030806T094159Z;P10100100;M110100101100020000;    11.000;    43.042;       0.009136;       0.011820;       0.019320;       0.021116;       0.028808;       0.020901;       0.015585;       0.002715;       0.001228;     892.380005;    1030.349976;    1126.030029;    1115.859985;    1079.900024;    1033.310059;     973.159973;     834.030029;     652.919983;       0.163400
SGKSS2_2141_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    54.035;     8.217;20030806T094536Z;P10100100;M110100101100020000;    13.000;    42.679;       0.007342;       0.009286;       0.015302;       0.016662;       0.022332;       0.012861;       0.009227;       0.001538;       0.000817;     906.119995;    1044.859985;    1140.189941;    1129.339966;    1091.939941;    1043.760010;     982.239990;     841.090027;     657.909973;       0.153500
SGKSS2_2142_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    54.067;     8.129;20030806T095631Z;P10100100;M110100101100020000;    17.000;    41.741;       0.006792;       0.008417;       0.013892;       0.015572;       0.020136;       0.010870;       0.008427;       0.001307;       0.000741;     935.659973;    1076.589966;    1171.900024;    1159.849976;    1119.900024;    1068.569946;    1004.090027;     858.450012;     670.520020;       0.135900
SGKSS2_2143_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    54.082;     8.088;20030806T100133Z;P10100100;M110100101100020000;    14.000;    41.342;       0.006210;       0.007491;       0.012350;       0.013265;       0.016642;       0.008396;       0.006010;       0.000970;       0.000568;     944.080017;    1085.849976;    1181.469971;    1169.199951;    1128.780029;    1076.699951;    1011.380005;     864.409973;     675.010010;       0.134800
SGKSS2_2144_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    54.112;     8.013;20030806T101102Z;P10100100;M110100101100020000;     9.000;    40.593;       0.005793;       0.006985;       0.011256;       0.012100;       0.015987;       0.007846;       0.005645;       0.000903;       0.000544;     953.520020;    1096.760010;    1193.510010;    1181.250000;    1140.880005;    1088.229980;    1021.979980;     873.369995;     682.020020;       0.138200
SGKSS2_2145_b_oc;SIMBADA-GKSS-2003-07;PierreYvesDeschamps;    54.159;     7.903;20030806T102602Z;P10100100;M110100101100020000;     2.000;    39.610;       0.004838;       0.005752;       0.009206;       0.009310;       0.011120;       0.003896;       0.003001;       0.000282;       0.000494;     973.260010;    1117.650024;    1214.089966;    1201.250000;    1159.599976;    1105.300049;    1037.270020;     885.989990;     691.729980;       0.144800
Snivac_2146_b_oc;SIMBADA-niva-cruise-#02;PierreYvesDeschamps;    58.833;    10.626;20030826T114521Z;P10100100;M110100101100020000;    19.000;    48.517;            NaN;       0.002010;            NaN;       0.003140;       0.002280;            NaN;            NaN;            NaN;            NaN;     901.989990;    1031.069946;    1112.420044;    1096.260010;    1047.089966;     992.780029;     931.270020;     792.700012;     615.119995;            NaN
Snivac_2147_b_oc;SIMBADA-niva-cruise-#02;PierreYvesDeschamps;    58.929;    10.852;20030826T140213Z;P10100100;M110100101100020000;     7.000;    57.303;            NaN;       0.001077;            NaN;       0.002341;       0.002298;            NaN;       0.000237;            NaN;            NaN;     710.570007;     818.039978;     888.469971;     875.580017;     833.270020;     793.869995;     751.059998;     643.109985;     500.309998;            NaN
Snivac_2148_b_oc;SIMBADA-niva-cruise-#02;PierreYvesDeschamps;    59.114;    11.158;20030827T074608Z;P10100100;M110100101100020000;     0.000;    62.710;            NaN;       0.005025;            NaN;       0.007492;       0.007924;       0.003439;       0.003117;            NaN;            NaN;     588.760010;     680.940002;     742.440002;     731.169983;     692.359985;     662.020020;     631.150024;     543.229980;     423.450012;            NaN
SLIGUR_2149_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    43.088;     9.051;20030902T113552Z;P10100100;M110100101100020000;    23.000;    34.888;            NaN;       0.025776;       0.017158;       0.009162;       0.003855;       0.000595;       0.000602;       0.000044;       0.000131;    1089.869995;    1241.280029;    1336.579956;    1319.750000;    1270.969971;    1204.229980;    1122.959961;     953.849976;     741.820007;       0.156600
SLIGUR_2150_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    43.115;     9.011;20030902T123234Z;P10100100;M110100101100020000;    26.000;    37.892;            NaN;       0.030713;       0.021057;       0.011881;       0.005235;       0.000751;       0.000680;       0.000108;       0.000086;    1055.119995;    1201.540039;    1293.089966;    1276.050049;    1226.719971;    1161.540039;    1083.420044;     919.909973;     714.719971;       0.136700
SLIGUR_2151_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    43.711;     8.131;20030903T062208Z;P10100100;M110100101100020000;    18.000;    74.610;            NaN;       0.015338;       0.016129;       0.011079;       0.009319;       0.002595;       0.003021;            NaN;       0.001852;     251.619995;     304.089996;     347.660004;     345.079987;     327.209991;     323.850006;     322.709991;     287.970001;     229.740005;       0.089300
SLIGUR_2152_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    43.711;     8.131;20030903T065049Z;P10100100;M110100101100020000;    18.000;    69.584;            NaN;       0.019106;       0.015015;       0.009056;       0.003522;       0.000010;       0.000547;       0.000158;            NaN;     372.130005;     442.339996;     497.269989;     493.170013;     471.269989;     459.700012;     447.480011;     392.429993;     310.239990;       0.085300
SLIGUR_2153_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    43.747;     8.121;20030903T072136Z;P10100100;M110100101100020000;    15.000;    64.118;            NaN;       0.026244;       0.024208;       0.013298;       0.004891;       0.001358;       0.002283;       0.001497;            NaN;     506.970001;     594.489990;     659.080017;     652.609985;     625.229980;     603.359985;     578.299988;     501.079987;     393.380005;       0.073400
SLIGUR_2154_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    43.839;     8.055;20030903T075627Z;P10100100;M110100101100020000;     4.000;    58.195;            NaN;       0.029908;       0.022704;       0.013108;       0.005902;       0.000869;       0.000949;       0.000261;            NaN;     645.099976;     748.140015;     820.140015;     811.179993;     778.520020;     746.260010;     708.130005;     609.190002;     476.679993;       0.086300
SLIGUR_2155_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    44.119;     8.742;20030904T080054Z;P10100100;M110100101100020000;    24.000;    57.401;            NaN;       0.014535;       0.011316;       0.006103;       0.001806;       0.000022;       0.000265;       0.000076;            NaN;     681.150024;     787.419983;     859.969971;     849.580017;     813.700012;     777.590027;     735.830017;     631.169983;     492.529999;       0.060300
SLIGUR_2156_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    44.046;     8.708;20030904T085132Z;P10100100;M110100101100020000;    24.000;    49.443;            NaN;       0.013126;       0.010292;       0.005550;       0.001684;       0.000125;       0.000238;       0.000186;            NaN;     855.049988;     980.679993;    1062.709961;    1049.199951;    1006.770020;     957.049988;     898.400024;     766.070007;     596.039978;       0.065400
SLIGUR_2157_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    44.045;     8.709;20030904T094612Z;P10100100;M110100101100020000;    25.000;    42.328;            NaN;       0.025945;       0.020099;       0.012547;       0.005980;       0.001141;       0.000922;       0.000298;            NaN;     987.409973;    1127.819946;    1217.430054;    1201.859985;    1155.359985;    1095.790039;    1024.380005;     871.130005;     677.179993;       0.082000
SLIGUR_2158_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    44.001;     8.715;20030904T103538Z;P10100100;M110100101100020000;    27.000;    38.005;            NaN;       0.027488;       0.020687;       0.012982;       0.006503;       0.001301;       0.001070;       0.000206;       0.000103;    1053.739990;    1202.219971;    1296.599976;    1280.390015;    1232.560059;    1168.400024;    1090.550049;     926.630005;     720.349976;       0.101600
SLIGUR_2159_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    43.952;     8.720;20030904T113538Z;P10100100;M110100101100020000;    31.000;    36.468;            NaN;       0.029023;       0.020524;       0.012457;       0.006023;       0.001148;       0.001138;       0.000386;            NaN;    1089.420044;    1239.890015;    1333.589966;    1316.020020;    1265.400024;    1197.770020;    1116.530029;     947.580017;     735.960022;       0.096800
SLIGUR_2160_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    43.912;     8.731;20030904T122837Z;P10100100;M110100101100020000;    35.000;    38.925;            NaN;       0.029895;       0.020765;       0.012734;       0.006099;       0.001118;       0.000992;       0.000230;       0.000031;    1041.959961;    1188.219971;    1280.689941;    1264.300049;    1216.089966;    1152.459961;    1075.780029;     914.020020;     710.380005;       0.097200
SLIGUR_2161_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    43.971;     8.676;20030904T133252Z;P10100100;M110100101100020000;    28.000;    45.799;            NaN;       0.013330;       0.009529;       0.005269;       0.001904;       0.000399;       0.000646;       0.000197;            NaN;     899.419983;    1031.030029;    1117.349976;    1104.000000;    1062.219971;    1010.299988;     947.460022;     808.049988;     629.570007;       0.119200
SLIGUR_2162_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    42.862;     8.499;20030906T072143Z;P10100100;M110100101100020000;    33.000;    64.229;            NaN;       0.014771;       0.009214;       0.005212;       0.002037;       0.000498;       0.000696;       0.000137;       0.000053;     546.229980;     635.909973;     698.710022;     689.619995;     656.119995;     629.099976;     600.409973;     517.400024;     403.730011;            NaN
SLIGUR_2163_b_oc;SIMBADA-LIGUR-2003;PierreYvesDeschamps;    42.900;     8.475;20030906T084203Z;P10100100;M110100101100020000;    37.000;    50.766;            NaN;       0.030243;       0.020910;       0.011825;       0.005126;       0.000568;       0.000562;       0.000053;       0.000116;     808.559998;     928.900024;    1008.630005;     996.409973;     957.020020;     911.739990;     857.780029;     733.200012;     571.809998;       0.117200
