MATCHUP_ID;site;PI;lat_IS;lon_IS;TIME_IS;PQC;MQC;land_dist_IS;thetas_IS;thetav_IS;dphi_IS;rho_wn_IS_412;rho_wn_IS_443;rho_wn_IS_490;rho_wn_IS_510;rho_wn_IS_560;rho_wn_IS_620;rho_wn_IS_665;rho_wn_IS_681;rho_wn_IS_708;rho_wn_IS_753;rho_wn_IS_778;rho_wn_IS_865;rho_wn_IS_885;Lu_IS_412;Lu_IS_443;Lu_IS_490;Lu_IS_510;Lu_IS_560;Lu_IS_620;Lu_IS_665;Lu_IS_681;Lu_IS_708;Lu_IS_753;Lu_IS_778;Lu_IS_865;Lu_IS_885;Ld_IS_412;Ld_IS_443;Ld_IS_490;Ld_IS_510;Ld_IS_560;Ld_IS_620;Ld_IS_665;Ld_IS_681;Ld_IS_708;Ld_IS_753;Ld_IS_778;Ld_IS_865;Ld_IS_885;Ed_IS_412;Ed_IS_443;Ed_IS_490;Ed_IS_510;Ed_IS_560;Ed_IS_620;Ed_IS_665;Ed_IS_681;Ed_IS_708;Ed_IS_753;Ed_IS_778;Ed_IS_865;Ed_IS_885
FBOX_141_b_oc;FerryBox;KaiSoerensen;    54.761;    10.795;20090914T141515Z;P10100100;M110100001110030101;     2.000;    62.843;    40.000;   233.100;  3.7359443e-03;  3.5924006e-03;  3.6023123e-03;  3.6173635e-03;  3.3961593e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.1443000e+00;  1.2909700e+00;  1.4184000e+00;  1.3969100e+00;  1.3467100e+00;  1.0022600e+00;  9.3757999e-01;  9.1874999e-01;  7.7333999e-01;  6.7517000e-01;  6.8787003e-01;  5.5199999e-01;  5.1620001e-01;  3.6645432e+01;  4.1385609e+01;  4.4978329e+01;  4.4098171e+01;  4.2791969e+01;  3.9174179e+01;  3.7681622e+01;  3.6001301e+01;  3.2715679e+01;  2.9183460e+01;  2.9215670e+01;  2.3332741e+01;  2.2072161e+01;  1.3112119e+02;  1.4511958e+02;  1.5221262e+02;  1.4863422e+02;  1.4045491e+02;  1.2525245e+02;  1.1925517e+02;  1.1413458e+02;  1.0218076e+02;  9.2959610e+01;  9.2806358e+01;  7.5103088e+01;  7.1012238e+01
FBOX_142_b_oc;FerryBox;KaiSoerensen;    54.763;    10.796;20090914T141535Z;P10100100;M110100001110030101;     2.000;    62.844;    40.000;   233.182;  1.8081975e-03;  1.4545198e-03;  1.5752347e-03;  1.6559024e-03;  1.7589389e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.1106400e+00;  1.2707800e+00;  1.4110900e+00;  1.3846300e+00;  1.3297600e+00;  1.0155400e+00;  9.3919998e-01;  9.0868002e-01;  7.7118999e-01;  6.5381002e-01;  6.5499002e-01;  5.1331002e-01;  4.8098001e-01;  3.8959270e+01;  4.5291470e+01;  4.9812790e+01;  4.8569359e+01;  4.6200760e+01;  4.1083111e+01;  3.8770660e+01;  3.6706928e+01;  3.2993610e+01;  2.8628920e+01;  2.9011360e+01;  2.3202330e+01;  2.1875080e+01;  1.2988672e+02;  1.4361787e+02;  1.5048798e+02;  1.4686304e+02;  1.3865656e+02;  1.2356606e+02;  1.1763229e+02;  1.1259418e+02;  1.0074702e+02;  9.1672417e+01;  9.1546654e+01;  7.4078667e+01;  7.0010727e+01
FBOX_143_b_oc;FerryBox;KaiSoerensen;    54.765;    10.797;20090914T141555Z;P00100100;M110100001110030101;     2.000;    62.846;    40.000;   233.265;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.0600801e+00;  1.2154500e+00;  1.3534000e+00;  1.3298900e+00;  1.2803600e+00;  9.7092003e-01;  8.9797997e-01;  8.6914003e-01;  7.3593003e-01;  6.2616003e-01;  6.2769997e-01;  4.9254000e-01;  4.6195999e-01;  4.3773140e+01;  5.0918671e+01;  5.6022449e+01;  5.4636440e+01;  5.1998230e+01;  4.6354191e+01;  4.3796692e+01;  4.1496719e+01;  3.7412189e+01;  3.2410290e+01;  3.2826309e+01;  2.6256269e+01;  2.4753710e+01;  1.2894603e+02;  1.4247710e+02;  1.4916367e+02;  1.4552473e+02;  1.3736108e+02;  1.2234525e+02;  1.1645211e+02;  1.1147820e+02;  9.9722992e+01;  9.0774887e+01;  9.0643997e+01;  7.3353630e+01;  6.9301804e+01
FBOX_144_b_oc;FerryBox;KaiSoerensen;    54.767;    10.798;20090914T141615Z;P00100100;M110100001110030101;     2.000;    62.963;    40.000;   233.347;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.0857500e+00;  1.2422800e+00;  1.3789099e+00;  1.3531100e+00;  1.2997100e+00;  9.9248999e-01;  9.1851002e-01;  8.8880998e-01;  7.5489998e-01;  6.4115000e-01;  6.4253998e-01;  5.0423998e-01;  4.7270000e-01;  4.5133320e+01;  5.2535488e+01;  5.7977718e+01;  5.6579529e+01;  5.3906021e+01;  4.8147362e+01;  4.5517281e+01;  4.3124020e+01;  3.8911850e+01;  3.3661911e+01;  3.4115440e+01;  2.7293871e+01;  2.5754829e+01;  1.2846013e+02;  1.4186197e+02;  1.4838966e+02;  1.4476697e+02;  1.3655693e+02;  1.2162245e+02;  1.1574194e+02;  1.1076482e+02;  9.9148521e+01;  9.0224640e+01;  9.0093246e+01;  7.2889397e+01;  6.8895813e+01
FBOX_145_b_oc;FerryBox;KaiSoerensen;    54.768;    10.799;20090914T141635Z;P10100100;M110100001110030101;     2.000;    62.964;    40.000;   233.429;  3.7836592e-04;            NaN;  1.0050107e-05;  1.7731456e-04;  4.0439756e-04;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.0806299e+00;  1.2352300e+00;  1.3682500e+00;  1.3419700e+00;  1.2878500e+00;  9.8778999e-01;  9.1474998e-01;  8.8492000e-01;  7.5334001e-01;  6.4012003e-01;  6.4161998e-01;  5.0376999e-01;  4.7239000e-01;  4.0746559e+01;  4.7461071e+01;  5.2286419e+01;  5.1018608e+01;  4.8628681e+01;  4.3372238e+01;  4.0989361e+01;  3.8854649e+01;  3.5058441e+01;  3.0434839e+01;  3.0835899e+01;  2.4725109e+01;  2.3327419e+01;  1.2801891e+02;  1.4130360e+02;  1.4773499e+02;  1.4409674e+02;  1.3590208e+02;  1.2098499e+02;  1.1515652e+02;  1.1020296e+02;  9.8628952e+01;  8.9783028e+01;  8.9665703e+01;  7.2554733e+01;  6.8566887e+01
FBOX_146_b_oc;FerryBox;KaiSoerensen;    54.770;    10.799;20090914T141655Z;P10100100;M110100001110030101;     2.000;    62.966;    40.000;   233.512;  1.7137511e-03;  1.4938306e-03;  1.7075346e-03;  1.8237520e-03;  1.9983432e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.0279599e+00;  1.1768000e+00;  1.3081900e+00;  1.2843900e+00;  1.2347701e+00;  9.3559998e-01;  8.6479002e-01;  8.3789998e-01;  7.0973003e-01;  6.0236001e-01;  6.0360003e-01;  4.7321001e-01;  4.4433001e-01;  3.6045681e+01;  4.1682171e+01;  4.5639568e+01;  4.4412731e+01;  4.2074539e+01;  3.7480412e+01;  3.5366348e+01;  3.3488750e+01;  3.0144630e+01;  2.6229139e+01;  2.6579269e+01;  2.1284559e+01;  2.0039141e+01;  1.2734524e+02;  1.4052820e+02;  1.4685815e+02;  1.4324376e+02;  1.3504541e+02;  1.2018587e+02;  1.1441438e+02;  1.0948784e+02;  9.8003738e+01;  8.9251221e+01;  8.9133820e+01;  7.2165100e+01;  6.8149658e+01
FBOX_147_b_oc;FerryBox;KaiSoerensen;    54.772;    10.800;20090914T141715Z;P10100100;M110100001110030101;     2.000;    63.084;    40.000;   233.594;  3.0013187e-03;  2.8120677e-03;  2.7588842e-03;  2.7669928e-03;  2.4971483e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.1580700e+00;  1.2991199e+00;  1.4150000e+00;  1.3901600e+00;  1.3335299e+00;  1.0046999e+00;  9.4146001e-01;  9.2179000e-01;  7.8207999e-01;  6.7896998e-01;  6.9137001e-01;  5.5429000e-01;  5.1981997e-01;  3.8847931e+01;  4.3757332e+01;  4.7423840e+01;  4.6459702e+01;  4.5008541e+01;  4.0912880e+01;  3.9254478e+01;  3.7465851e+01;  3.4039719e+01;  3.0120159e+01;  3.0099211e+01;  2.3921900e+01;  2.2559780e+01;  1.2619093e+02;  1.3923857e+02;  1.4547842e+02;  1.4186194e+02;  1.3373093e+02;  1.1898230e+02;  1.1325196e+02;  1.0837302e+02;  9.6996300e+01;  8.8340584e+01;  8.8243500e+01;  7.1420692e+01;  6.7474129e+01
FBOX_148_b_oc;FerryBox;KaiSoerensen;    54.774;    10.801;20090914T141735Z;P00100100;M110100001110030101;     2.000;    63.085;    40.000;   233.677;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.1474400e+00;  1.2875600e+00;  1.4032300e+00;  1.3795201e+00;  1.3251500e+00;  9.9691999e-01;  9.3405002e-01;  9.1406000e-01;  7.7579999e-01;  6.7491001e-01;  6.8743998e-01;  5.5119002e-01;  5.1713002e-01;  4.4971500e+01;  5.0886250e+01;  5.5392231e+01;  5.4357239e+01;  5.2872540e+01;  4.8406700e+01;  4.6612209e+01;  4.4545650e+01;  4.0648170e+01;  3.5996819e+01;  3.6006168e+01;  2.8737101e+01;  2.7264811e+01;  1.2443584e+02;  1.3728479e+02;  1.4341486e+02;  1.3985246e+02;  1.3182539e+02;  1.1723460e+02;  1.1156632e+02;  1.0677675e+02;  9.5557198e+01;  8.7085541e+01;  8.6971550e+01;  7.0390297e+01;  6.6460587e+01
FBOX_149_b_oc;FerryBox;KaiSoerensen;    54.775;    10.802;20090914T141755Z;P00100100;M110100001110030101;     2.000;    63.087;    40.000;   233.759;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.1174800e+00;  1.2544301e+00;  1.3677599e+00;  1.3435301e+00;  1.2889200e+00;  9.6899998e-01;  9.0759999e-01;  8.8809001e-01;  7.5312001e-01;  6.5680999e-01;  6.6921997e-01;  5.3704000e-01;  5.0327998e-01;  4.4403851e+01;  5.0293739e+01;  5.4806198e+01;  5.3797821e+01;  5.2332920e+01;  4.7906921e+01;  4.6120621e+01;  4.4077728e+01;  4.0232170e+01;  3.5603142e+01;  3.5610519e+01;  2.8420940e+01;  2.6933920e+01;  1.2237942e+02;  1.3502760e+02;  1.4109036e+02;  1.3757161e+02;  1.2968170e+02;  1.1528123e+02;  1.0970500e+02;  1.0499817e+02;  9.3917137e+01;  8.5664833e+01;  8.5527657e+01;  6.9275787e+01;  6.5446083e+01
FBOX_150_b_oc;FerryBox;KaiSoerensen;    54.777;    10.803;20090914T141815Z;P10100100;M110100001110030101;     2.000;    63.205;    40.000;   233.841;  4.5840639e-03;  4.4539047e-03;  4.4181936e-03;  4.4261086e-03;  4.2083344e-03;  7.7234408e-04;  3.4292469e-04;  8.3724388e-04;            NaN;            NaN;            NaN;            NaN;            NaN;  1.0718700e+00;  1.2021500e+00;  1.3099500e+00;  1.2871000e+00;  1.2354701e+00;  9.2478001e-01;  8.6531001e-01;  8.4700000e-01;  7.1768999e-01;  6.2532997e-01;  6.3678998e-01;  5.1045001e-01;  4.7846001e-01;  3.2921150e+01;  3.6847450e+01;  3.9649239e+01;  3.8742130e+01;  3.7343552e+01;  3.3888020e+01;  3.2474178e+01;  3.0976910e+01;  2.8165680e+01;  2.5116899e+01;  2.5123501e+01;  1.9980089e+01;  1.8889940e+01;  1.2065546e+02;  1.3313896e+02;  1.3915791e+02;  1.3569917e+02;  1.2793005e+02;  1.1367732e+02;  1.0818680e+02;  1.0353764e+02;  9.2583389e+01;  8.4500359e+01;  8.4434998e+01;  6.8339958e+01;  6.4560966e+01
FBOX_151_b_oc;FerryBox;KaiSoerensen;    54.779;    10.804;20090914T141835Z;P10100100;M110100001110030101;     2.000;    63.206;    40.000;   233.924;  5.9761362e-03;  5.8970329e-03;  5.9280443e-03;  5.9630325e-03;  5.8004259e-03;  2.5105910e-03;  2.1449309e-03;  2.6670872e-03;  1.4182435e-03;  9.1222794e-04;  1.2301485e-03;  1.3315646e-03;  1.2311690e-03;  1.0362600e+00;  1.1644900e+00;  1.2749200e+00;  1.2558000e+00;  1.2105000e+00;  8.9473999e-01;  8.3534002e-01;  8.1910002e-01;  6.9102001e-01;  6.0101998e-01;  6.1236000e-01;  4.9041000e-01;  4.6019000e-01;  2.9119511e+01;  3.2446709e+01;  3.4715672e+01;  3.3865528e+01;  3.2572891e+01;  2.9419291e+01;  2.8141920e+01;  2.6839380e+01;  2.4342171e+01;  2.1757420e+01;  2.1768089e+01;  1.7307890e+01;  1.6335260e+01;  1.1957241e+02;  1.3203387e+02;  1.3804773e+02;  1.3463460e+02;  1.2696274e+02;  1.1282795e+02;  1.0740627e+02;  1.0274430e+02;  9.1903618e+01;  8.3907890e+01;  8.3834213e+01;  6.7934380e+01;  6.4150139e+01
FBOX_152_b_oc;FerryBox;KaiSoerensen;    54.781;    10.805;20090914T141855Z;P10100100;M110100001110030101;     2.000;    63.208;    40.000;   234.006;  9.8962269e-03;  9.5977739e-03;  9.2182400e-03;  9.1186085e-03;  8.7496412e-03;  5.8854832e-03;  5.6137080e-03;  6.1241212e-03;  5.0184501e-03;  4.3292412e-03;  4.7007974e-03;  4.7833197e-03;  4.6248452e-03;  1.1293100e+00;  1.2670100e+00;  1.3783799e+00;  1.3539100e+00;  1.2998101e+00;  9.8106998e-01;  9.1825002e-01;  8.9661002e-01;  7.6129001e-01;  6.6446000e-01;  6.7786998e-01;  5.4338002e-01;  5.0805998e-01;  2.6020149e+01;  2.9048790e+01;  3.1181200e+01;  3.0446951e+01;  2.9357401e+01;  2.6468700e+01;  2.5320539e+01;  2.4126829e+01;  2.1841999e+01;  1.9681120e+01;  1.9706720e+01;  1.5657810e+01;  1.4752710e+01;  1.1911050e+02;  1.3161816e+02;  1.3772418e+02;  1.3431801e+02;  1.2669809e+02;  1.1264184e+02;  1.0722138e+02;  1.0262140e+02;  9.1760658e+01;  8.3795174e+01;  8.3743950e+01;  6.7815422e+01;  6.4034714e+01
FBOX_153_b_oc;FerryBox;KaiSoerensen;    54.782;    10.807;20090914T141915Z;P10100100;M110100001110030101;     2.000;    63.326;    40.000;   234.088;  5.2582942e-03;  5.1000575e-03;  5.0361921e-03;  5.0360968e-03;  4.8323134e-03;  1.5419020e-03;  1.1416317e-03;  1.6454701e-03;  4.0134855e-04;  2.5755985e-05;  3.3934182e-04;  4.8561826e-04;  3.2909965e-04;  9.9550003e-01;  1.1195500e+00;  1.2258900e+00;  1.2066600e+00;  1.1633199e+00;  8.6347002e-01;  8.0795002e-01;  7.9245001e-01;  6.6810000e-01;  5.8582997e-01;  5.9718001e-01;  4.7962999e-01;  4.4863999e-01;  2.8910370e+01;  3.2451199e+01;  3.5048618e+01;  3.4287350e+01;  3.3162079e+01;  3.0096180e+01;  2.8882710e+01;  2.7550760e+01;  2.4955441e+01;  2.2359909e+01;  2.2377661e+01;  1.7812580e+01;  1.6816010e+01;  1.1902410e+02;  1.3158907e+02;  1.3774118e+02;  1.3436618e+02;  1.2675159e+02;  1.1266078e+02;  1.0729055e+02;  1.0265355e+02;  9.1821007e+01;  8.3860703e+01;  8.3804802e+01;  6.7869797e+01;  6.4060760e+01
FBOX_154_b_oc;FerryBox;KaiSoerensen;    54.784;    10.808;20090914T141935Z;P10100100;M110100001110030101;     2.000;    63.328;    40.000;   234.171;  4.6687137e-03;  4.4966551e-03;  4.4434567e-03;  4.4671611e-03;  4.2768488e-03;  8.2046029e-04;  3.5887455e-04;  8.3756851e-04;            NaN;            NaN;            NaN;            NaN;            NaN;  9.7117001e-01;  1.0937200e+00;  1.2002900e+00;  1.1835099e+00;  1.1427500e+00;  8.4276998e-01;  7.8728002e-01;  7.7249002e-01;  6.5202999e-01;  5.6313998e-01;  5.7318002e-01;  4.5805001e-01;  4.2914000e-01;  2.9031561e+01;  3.2717041e+01;  3.5494339e+01;  3.4774429e+01;  3.3710812e+01;  3.0672680e+01;  2.9467581e+01;  2.8138470e+01;  2.5491949e+01;  2.2780760e+01;  2.2799530e+01;  1.8156620e+01;  1.7117161e+01;  1.1874078e+02;  1.3128310e+02;  1.3742752e+02;  1.3406976e+02;  1.2646574e+02;  1.1238941e+02;  1.0703512e+02;  1.0241266e+02;  9.1599518e+01;  8.3657471e+01;  8.3598557e+01;  6.7681534e+01;  6.3877029e+01
FBOX_155_b_oc;FerryBox;KaiSoerensen;    54.786;    10.809;20090914T141955Z;P10100100;M110100001110030101;     2.000;    63.329;    40.000;   234.253;  4.3960302e-03;  4.1326402e-03;  3.9650158e-03;  3.9560824e-03;  3.7275914e-03;  2.9858682e-04;            NaN;  3.1289928e-04;            NaN;            NaN;            NaN;            NaN;            NaN;  9.6534002e-01;  1.0863900e+00;  1.1889600e+00;  1.1710500e+00;  1.1298400e+00;  8.4092999e-01;  7.8748000e-01;  7.7247000e-01;  6.5140003e-01;  5.7093000e-01;  5.8230001e-01;  4.6788001e-01;  4.3669000e-01;  2.9355560e+01;  3.3261051e+01;  3.6290359e+01;  3.5615921e+01;  3.4626919e+01;  3.1592690e+01;  3.0390850e+01;  2.9015711e+01;  2.6291620e+01;  2.3432171e+01;  2.3452551e+01;  1.8657530e+01;  1.7589500e+01;  1.1841423e+02;  1.3088600e+02;  1.3694496e+02;  1.3357199e+02;  1.2596445e+02;  1.1187630e+02;  1.0652019e+02;  1.0191626e+02;  9.1160599e+01;  8.3231903e+01;  8.3162582e+01;  6.7331879e+01;  6.3547138e+01
FBOX_156_b_oc;FerryBox;KaiSoerensen;    54.788;    10.810;20090914T142015Z;P10100100;M110100001110030101;     2.000;    63.448;    40.000;   234.335;  2.1993168e-03;  1.9925904e-03;  2.1870374e-03;  2.2972342e-03;  2.4393431e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  8.8508999e-01;  1.0164200e+00;  1.1333801e+00;  1.1146400e+00;  1.0743400e+00;  7.9466999e-01;  7.3190999e-01;  7.1170002e-01;  5.9426999e-01;  5.0415999e-01;  5.0577998e-01;  3.9495000e-01;  3.6965999e-01;  2.9948721e+01;  3.4745190e+01;  3.8104130e+01;  3.7103458e+01;  3.5231190e+01;  3.1304890e+01;  2.9581739e+01;  2.8002741e+01;  2.5111691e+01;  2.1951111e+01;  2.2271891e+01;  1.7819269e+01;  1.6742750e+01;  1.1856683e+02;  1.3098042e+02;  1.3693489e+02;  1.3349611e+02;  1.2579279e+02;  1.1165660e+02;  1.0628756e+02;  1.0170296e+02;  9.0944763e+01;  8.3036636e+01;  8.2992607e+01;  6.7187286e+01;  6.3392529e+01
FBOX_157_b_oc;FerryBox;KaiSoerensen;    54.789;    10.811;20090914T142035Z;P10100100;M110100001110030101;     2.000;    63.450;    40.000;   234.417;  5.5833936e-03;  5.3930466e-03;  5.4684839e-03;  5.5052192e-03;  5.5346709e-03;  2.9141595e-03;  2.5968476e-03;  3.0659756e-03;  2.0284770e-03;  1.4203808e-03;  1.2572913e-03;  8.9365174e-04;  8.5866500e-04;  9.2663002e-01;  1.0609601e+00;  1.1795200e+00;  1.1592000e+00;  1.1155400e+00;  8.2348001e-01;  7.5768000e-01;  7.3740000e-01;  6.1580998e-01;  5.2039999e-01;  5.2126998e-01;  4.0711001e-01;  3.8093999e-01;  2.5481510e+01;  2.9358391e+01;  3.1954929e+01;  3.1042770e+01;  2.9334560e+01;  2.5829430e+01;  2.4309669e+01;  2.2986830e+01;  2.0548651e+01;  1.7980841e+01;  1.8234909e+01;  1.4589850e+01;  1.3679570e+01;  1.1955492e+02;  1.3196358e+02;  1.3785097e+02;  1.3435515e+02;  1.2650387e+02;  1.1225497e+02;  1.0683324e+02;  1.0219611e+02;  9.1394417e+01;  8.3428497e+01;  8.3366409e+01;  6.7438187e+01;  6.3682919e+01
FBOX_158_b_oc;FerryBox;KaiSoerensen;    54.791;    10.812;20090914T142055Z;P10100100;M110100001110030101;     2.000;    63.451;    40.000;   234.499;  6.0517722e-03;  5.9079608e-03;  6.0114870e-03;  6.0615556e-03;  6.1167505e-03;  3.5145377e-03;  3.2044029e-03;  3.7006168e-03;  2.6680585e-03;  2.0556230e-03;  1.9112516e-03;  1.6076221e-03;  1.5539301e-03;  9.7994000e-01;  1.1224400e+00;  1.2473300e+00;  1.2259800e+00;  1.1797400e+00;  8.7313002e-01;  8.0356002e-01;  7.8223997e-01;  6.5436000e-01;  5.5331999e-01;  5.5405003e-01;  4.3358001e-01;  4.0564999e-01;  2.6432409e+01;  3.0360710e+01;  3.2929131e+01;  3.1939671e+01;  3.0082411e+01;  2.6422899e+01;  2.4857410e+01;  2.3495211e+01;  2.0994671e+01;  1.8328640e+01;  1.8556419e+01;  1.4788850e+01;  1.3877200e+01;  1.2230285e+02;  1.3488924e+02;  1.4076376e+02;  1.3716273e+02;  1.2904506e+02;  1.1448332e+02;  1.0894342e+02;  1.0423661e+02;  9.3309212e+01;  8.5058693e+01;  8.5006027e+01;  6.8789398e+01;  6.4947304e+01
FBOX_159_b_oc;FerryBox;KaiSoerensen;    54.793;    10.813;20090914T142115Z;P10100100;M110100001110030101;     2.000;    63.570;    40.000;   234.581;  2.3480954e-03;  2.0552081e-03;  2.1656939e-03;  2.2452972e-03;  2.3646391e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.0335799e+00;  1.1821899e+00;  1.3094200e+00;  1.2845900e+00;  1.2342000e+00;  9.2229998e-01;  8.5039997e-01;  8.2757998e-01;  6.9481999e-01;  5.8717000e-01;  5.8789998e-01;  4.5991001e-01;  4.3090001e-01;  3.5073071e+01;  4.0666698e+01;  4.4549671e+01;  4.3380600e+01;  4.1172119e+01;  3.6721649e+01;  3.4768940e+01;  3.2962620e+01;  2.9721060e+01;  2.5918011e+01;  2.6288080e+01;  2.1137251e+01;  1.9925619e+01;  1.2681027e+02;  1.3979926e+02;  1.4576952e+02;  1.4199097e+02;  1.3349738e+02;  1.1847958e+02;  1.1272923e+02;  1.0788821e+02;  9.6635117e+01;  8.8003441e+01;  8.7914223e+01;  7.1205490e+01;  6.7269272e+01
FBOX_160_b_oc;FerryBox;KaiSoerensen;    54.794;    10.814;20090914T142135Z;P10100100;M110100001110030101;     2.000;    63.572;    40.000;   234.663;  4.7612364e-03;  4.5365506e-03;  4.6213564e-03;  4.6813837e-03;  4.7813680e-03;  1.9635726e-03;  1.6147373e-03;  2.1387541e-03;  9.7667660e-04;  4.1845104e-04;  2.2649972e-04;            NaN;            NaN;  1.1235200e+00;  1.2861100e+00;  1.4258900e+00;  1.3999500e+00;  1.3462800e+00;  1.0076500e+00;  9.2998999e-01;  9.0618002e-01;  7.6260000e-01;  6.4301002e-01;  6.4361000e-01;  5.0391001e-01;  4.7244000e-01;  3.3504539e+01;  3.8685989e+01;  4.2189381e+01;  4.1001091e+01;  3.8734879e+01;  3.4301109e+01;  3.2342640e+01;  3.0617260e+01;  2.7549021e+01;  2.3955820e+01;  2.4265450e+01;  1.9387911e+01;  1.8266720e+01;  1.3310828e+02;  1.4667416e+02;  1.5285353e+02;  1.4887071e+02;  1.3989952e+02;  1.2421974e+02;  1.1827127e+02;  1.1316758e+02;  1.0156005e+02;  9.2322197e+01;  9.2207314e+01;  7.4685677e+01;  7.0633408e+01
FBOX_161_b_oc;FerryBox;KaiSoerensen;    54.796;    10.816;20090914T142155Z;P10100100;M110100001110030101;     2.000;    63.573;    40.000;   234.745;  3.6109924e-03;  3.3511371e-03;  3.5030594e-03;  3.6046346e-03;  3.7708641e-03;  6.9690156e-04;  3.0687288e-04;  8.3658698e-04;            NaN;            NaN;            NaN;            NaN;            NaN;  1.2209800e+00;  1.3994800e+00;  1.5548199e+00;  1.5285600e+00;  1.4733400e+00;  1.1012400e+00;  1.0166301e+00;  9.9058002e-01;  8.3490998e-01;  7.0159000e-01;  7.0187998e-01;  5.4923999e-01;  5.1661998e-01;  3.9124580e+01;  4.5339649e+01;  4.9598259e+01;  4.8278900e+01;  4.5750210e+01;  4.0518150e+01;  3.8219292e+01;  3.6206772e+01;  3.2650730e+01;  2.8279930e+01;  2.8628811e+01;  2.2913891e+01;  2.1632811e+01;  1.4029860e+02;  1.5459143e+02;  1.6104195e+02;  1.5685385e+02;  1.4730969e+02;  1.3096429e+02;  1.2470367e+02;  1.1934859e+02;  1.0728448e+02;  9.7346962e+01;  9.7207932e+01;  7.8723244e+01;  7.4533348e+01
FBOX_162_b_oc;FerryBox;KaiSoerensen;    54.798;    10.817;20090914T142215Z;P10100100;M110100001110030101;     3.000;    63.693;    40.000;   234.827;  1.7689116e-03;  1.5597327e-03;  1.8721892e-03;  2.0404059e-03;  2.2797010e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.2879900e+00;  1.4782701e+00;  1.6457700e+00;  1.6190300e+00;  1.5598900e+00;  1.1655200e+00;  1.0762700e+00;  1.0503000e+00;  8.8367999e-01;  7.4356002e-01;  7.4347001e-01;  5.8195001e-01;  5.4721999e-01;  4.5343281e+01;  5.2512798e+01;  5.7380112e+01;  5.5842159e+01;  5.2906620e+01;  4.7021919e+01;  4.4418770e+01;  4.2096611e+01;  3.8114738e+01;  3.2945389e+01;  3.3339802e+01;  2.6697639e+01;  2.5232441e+01;  1.4762923e+02;  1.6267863e+02;  1.6941035e+02;  1.6501791e+02;  1.5490845e+02;  1.3786995e+02;  1.3132858e+02;  1.2566843e+02;  1.1315778e+02;  1.0251145e+02;  1.0236475e+02;  8.2885719e+01;  7.8500420e+01
FBOX_163_b_oc;FerryBox;KaiSoerensen;    54.799;    10.818;20090914T142235Z;P10100100;M110100001110030101;     3.000;    63.695;    40.000;   234.909;  1.5333469e-03;  1.3031700e-03;  1.5943805e-03;  1.7646073e-03;  2.0077753e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.3434900e+00;  1.5405900e+00;  1.7126300e+00;  1.6849999e+00;  1.6237400e+00;  1.2208400e+00;  1.1282200e+00;  1.0997900e+00;  9.3023002e-01;  7.8114003e-01;  7.8149998e-01;  6.1216998e-01;  5.7489997e-01;  4.7810570e+01;  5.5372650e+01;  6.0488739e+01;  5.8875591e+01;  5.5786091e+01;  4.9659721e+01;  4.6930988e+01;  4.4508911e+01;  4.0390331e+01;  3.4916859e+01;  3.5334679e+01;  2.8335159e+01;  2.6823021e+01;  1.5517944e+02;  1.7143507e+02;  1.7904782e+02;  1.7466518e+02;  1.6440851e+02;  1.4582112e+02;  1.3880246e+02;  1.3289027e+02;  1.1959306e+02;  1.0794366e+02;  1.0775655e+02;  8.7130241e+01;  8.2511009e+01
