MATCHUP_ID;site;PI;lat_IS;lon_IS;TIME_IS;PQC;MQC;land_dist_IS;thetas_IS;thetav_IS;dphi_IS;rho_wn_IS_412;rho_wn_IS_443;rho_wn_IS_490;rho_wn_IS_510;rho_wn_IS_560;rho_wn_IS_620;rho_wn_IS_665;rho_wn_IS_681;rho_wn_IS_708;rho_wn_IS_753;rho_wn_IS_778;rho_wn_IS_865;rho_wn_IS_885;Lu_IS_412;Lu_IS_443;Lu_IS_490;Lu_IS_510;Lu_IS_560;Lu_IS_620;Lu_IS_665;Lu_IS_681;Lu_IS_708;Lu_IS_753;Lu_IS_778;Lu_IS_865;Lu_IS_885;Ld_IS_412;Ld_IS_443;Ld_IS_490;Ld_IS_510;Ld_IS_560;Ld_IS_620;Ld_IS_665;Ld_IS_681;Ld_IS_708;Ld_IS_753;Ld_IS_778;Ld_IS_865;Ld_IS_885;Ed_IS_412;Ed_IS_443;Ed_IS_490;Ed_IS_510;Ed_IS_560;Ed_IS_620;Ed_IS_665;Ed_IS_681;Ed_IS_708;Ed_IS_753;Ed_IS_778;Ed_IS_865;Ed_IS_885
FBOX_0_b_oc;FerryBox;KaiSoerensen;    54.578;    10.546;20090914T132815Z;P10100100;M110100001110030101;    17.000;    57.635;    40.000;   220.725;  7.9794804e-03;  8.3927509e-03;  9.0053111e-03;  9.2115938e-03;  9.8066492e-03;  7.1286713e-03;  7.0714894e-03;  7.6287958e-03;  6.7472270e-03;  6.0860092e-03;  6.2550123e-03;  6.2355340e-03;  6.1935348e-03;  2.6767299e+00;  2.9299099e+00;  3.1600201e+00;  3.1115000e+00;  3.0560000e+00;  1.9025500e+00;  1.6923701e+00;  1.6778700e+00;  1.3275800e+00;  1.0620400e+00;  1.0654000e+00;  8.2525003e-01;  7.7310002e-01;  4.8336128e+01;  4.5658691e+01;  3.8514809e+01;  3.4364899e+01;  2.7095240e+01;  2.0002609e+01;  1.6740179e+01;  1.5320910e+01;  1.3022710e+01;  1.0336360e+01;  9.7710505e+00;  6.6948800e+00;  6.1476498e+00;  4.6069739e+02;  5.1067117e+02;  5.3520648e+02;  5.2329584e+02;  4.9424011e+02;  4.4192154e+02;  4.1756659e+02;  3.9939252e+02;  3.5886353e+02;  3.1913501e+02;  3.1763092e+02;  2.5579581e+02;  2.4254294e+02
FBOX_1_b_oc;FerryBox;KaiSoerensen;    54.579;    10.548;20090914T132835Z;P10100100;M110100001110030101;    17.000;    57.636;    40.000;   220.817;  7.3074657e-03;  7.6165491e-03;  8.1330794e-03;  8.2849253e-03;  8.7813460e-03;  6.1976296e-03;  6.1106042e-03;  6.6449116e-03;  5.7182080e-03;  5.1014745e-03;  5.2537322e-03;  5.2607352e-03;  5.2066338e-03;  2.5339601e+00;  2.7390499e+00;  2.9121799e+00;  2.8484499e+00;  2.7677200e+00;  1.6980300e+00;  1.4984500e+00;  1.4871700e+00;  1.1568600e+00;  9.1902000e-01;  9.1966999e-01;  7.0823002e-01;  6.6166002e-01;  4.8414478e+01;  4.5746052e+01;  3.8597450e+01;  3.4446861e+01;  2.7203520e+01;  2.0107750e+01;  1.6864491e+01;  1.5440930e+01;  1.3147220e+01;  1.0462960e+01;  9.8942099e+00;  6.8346500e+00;  6.3099098e+00;  4.5147467e+02;  5.0008380e+02;  5.2377032e+02;  5.1208246e+02;  4.8348557e+02;  4.3191843e+02;  4.0727054e+02;  3.8892651e+02;  3.4879175e+02;  3.1034564e+02;  3.0860318e+02;  2.4691095e+02;  2.3400063e+02
FBOX_2_b_oc;FerryBox;KaiSoerensen;    54.580;    10.550;20090914T132855Z;P10100100;M110100001110030101;    16.000;    57.638;    40.000;   220.910;  3.7653982e-03;  3.7957495e-03;  4.1746845e-03;  4.3021616e-03;  4.6880376e-03;  1.1563580e-03;  6.3983542e-04;  1.0320690e-03;            NaN;            NaN;            NaN;            NaN;            NaN;  2.3933899e+00;  2.5777700e+00;  2.7595401e+00;  2.7072301e+00;  2.6630800e+00;  1.5045800e+00;  1.3004000e+00;  1.3041800e+00;  9.7693002e-01;  7.4632001e-01;  7.4163002e-01;  5.6124997e-01;  5.2271998e-01;  6.5051361e+01;  6.7122910e+01;  6.5080803e+01;  6.1502258e+01;  5.5827709e+01;  4.8296459e+01;  4.5014751e+01;  4.2706959e+01;  3.8359200e+01;  3.3522480e+01;  3.3268070e+01;  2.6321541e+01;  2.4979309e+01;  4.7812753e+02;  5.3469495e+02;  5.6693805e+02;  5.5620251e+02;  5.2971228e+02;  4.7629471e+02;  4.5180850e+02;  4.3219760e+02;  3.8812860e+02;  3.4504681e+02;  3.4342291e+02;  2.7744925e+02;  2.6339929e+02
FBOX_3_b_oc;FerryBox;KaiSoerensen;    54.581;    10.553;20090914T132915Z;P10100100;M110100001110030101;    16.000;    57.735;    40.000;   221.003;  7.6044231e-03;  7.8122069e-03;  8.2083981e-03;  8.3183658e-03;  8.7672330e-03;  5.7994933e-03;  5.5404444e-03;  6.0101385e-03;  5.0023761e-03;  4.2709561e-03;  4.3676052e-03;  4.2436848e-03;  4.1695174e-03;  2.8275299e+00;  3.1033299e+00;  3.3698201e+00;  3.3201900e+00;  3.2867301e+00;  1.9724600e+00;  1.7311600e+00;  1.7204000e+00;  1.3263700e+00;  1.0395300e+00;  1.0397800e+00;  7.9918998e-01;  7.4575001e-01;  5.1440639e+01;  4.9394451e+01;  4.2841629e+01;  3.8712910e+01;  3.1594179e+01;  2.4396179e+01;  2.1163410e+01;  1.9613720e+01;  1.7037359e+01;  1.4073700e+01;  1.3574370e+01;  9.9884195e+00;  9.3283100e+00;  5.0702216e+02;  5.7225879e+02;  6.1313892e+02;  6.0395679e+02;  5.7903699e+02;  5.2509344e+02;  4.9992334e+02;  4.7889664e+02;  4.3161871e+02;  3.8538406e+02;  3.8432874e+02;  3.1075262e+02;  2.9501151e+02
FBOX_4_b_oc;FerryBox;KaiSoerensen;    54.582;    10.555;20090914T132935Z;P10100100;M110100001110030101;    16.000;    57.736;    40.000;   221.095;  6.9062478e-03;  7.1554510e-03;  7.5560273e-03;  7.6674190e-03;  8.0580128e-03;  5.4824265e-03;  5.3196862e-03;  5.7274896e-03;  4.9342008e-03;  4.3581154e-03;  4.4693143e-03;  4.4190878e-03;  4.3477130e-03;  2.6434600e+00;  2.8864000e+00;  3.1089599e+00;  3.0532100e+00;  2.9942999e+00;  1.7820500e+00;  1.5611000e+00;  1.5448600e+00;  1.1968100e+00;  9.3948001e-01;  9.3961000e-01;  7.2232002e-01;  6.7186999e-01;  4.8772011e+01;  4.5801472e+01;  3.8143150e+01;  3.3808498e+01;  2.6194370e+01;  1.8847050e+01;  1.5442780e+01;  1.4009580e+01;  1.1741350e+01;  9.0887499e+00;  8.4666100e+00;  5.5195799e+00;  5.0335398e+00;  5.1522870e+02;  5.8236975e+02;  6.2521588e+02;  6.1584491e+02;  5.9128259e+02;  5.3661945e+02;  5.1163956e+02;  4.9047989e+02;  4.4204095e+02;  3.9474911e+02;  3.9392661e+02;  3.2062549e+02;  3.0461047e+02
FBOX_5_b_oc;FerryBox;KaiSoerensen;    54.583;    10.557;20090914T132955Z;P10100100;M110100001110030101;    16.000;    57.738;    40.000;   221.188;  8.3115639e-03;  8.7153814e-03;  9.2592271e-03;  9.4038163e-03;  9.9562691e-03;  7.2962001e-03;  7.2326360e-03;  7.7723163e-03;  6.8336295e-03;  6.1984326e-03;  6.3873174e-03;  6.4016850e-03;  6.3441235e-03;  2.8798499e+00;  3.1672001e+00;  3.4168899e+00;  3.3530900e+00;  3.2899001e+00;  2.0922101e+00;  1.8677599e+00;  1.8437200e+00;  1.4605900e+00;  1.1804800e+00;  1.1865000e+00;  9.2646998e-01;  8.6872000e-01;  5.3354721e+01;  5.1198479e+01;  4.4250340e+01;  3.9879730e+01;  3.2216549e+01;  2.4437229e+01;  2.0840481e+01;  1.9189400e+01;  1.6477579e+01;  1.3285110e+01;  1.2678270e+01;  8.9338503e+00;  8.3054104e+00;  4.6458249e+02;  5.1767047e+02;  5.4601263e+02;  5.3478302e+02;  5.0715591e+02;  4.5449194e+02;  4.3012143e+02;  4.1153992e+02;  3.6935361e+02;  3.2944632e+02;  3.2810779e+02;  2.6530219e+02;  2.5174554e+02
FBOX_6_b_oc;FerryBox;KaiSoerensen;    54.584;    10.560;20090914T133015Z;P10100100;M110100001110030101;    15.000;    57.835;    40.000;   221.280;  4.6577355e-03;  4.7664665e-03;  5.0397141e-03;  5.1135405e-03;  5.3700556e-03;  2.0245313e-03;  1.5417550e-03;  1.8905726e-03;  7.0251490e-04;            NaN;  6.6515889e-05;            NaN;            NaN;  3.2051599e+00;  3.5815001e+00;  3.9210401e+00;  3.8676400e+00;  3.8202100e+00;  2.5597200e+00;  2.3221200e+00;  2.2834101e+00;  1.8629500e+00;  1.5289800e+00;  1.5417100e+00;  1.2175200e+00;  1.1426400e+00;  8.8110046e+01;  9.5087067e+01;  9.7761703e+01;  9.4378868e+01;  8.9343086e+01;  8.0361740e+01;  7.6468880e+01;  7.3028793e+01;  6.6571091e+01;  5.8599861e+01;  5.8541531e+01;  4.7225658e+01;  4.4970181e+01;  5.0265439e+02;  5.6626025e+02;  6.0508936e+02;  5.9514362e+02;  5.6942529e+02;  5.1534601e+02;  4.9045374e+02;  4.6996625e+02;  4.2353265e+02;  3.7885431e+02;  3.7802191e+02;  3.0703928e+02;  2.9209033e+02
FBOX_7_b_oc;FerryBox;KaiSoerensen;    54.585;    10.562;20090914T133035Z;P10100100;M110100001110030101;    15.000;    57.837;    40.000;   221.373;  2.6926893e-03;  2.7087603e-03;  2.9744655e-03;  3.0465249e-03;  3.2495199e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  3.5892200e+00;  4.1025000e+00;  4.6344299e+00;  4.6136799e+00;  4.6252699e+00;  3.0600500e+00;  2.7800400e+00;  2.7445500e+00;  2.2306199e+00;  1.8243200e+00;  1.8429101e+00;  1.4584600e+00;  1.3704900e+00;  1.1405019e+02;  1.2853558e+02;  1.3955682e+02;  1.3707321e+02;  1.3376231e+02;  1.2330178e+02;  1.1846934e+02;  1.1337170e+02;  1.0362312e+02;  9.1036797e+01;  9.0997620e+01;  7.2665916e+01;  6.8953110e+01;  5.8499121e+02;  6.7398346e+02;  7.3953021e+02;  7.3407507e+02;  7.1451013e+02;  6.5306873e+02;  6.2528339e+02;  6.0055365e+02;  5.4290631e+02;  4.8574393e+02;  4.8476086e+02;  3.9437933e+02;  3.7548480e+02
FBOX_8_b_oc;FerryBox;KaiSoerensen;    54.586;    10.565;20090914T133055Z;P10100100;M110100001110030101;    15.000;    57.838;    40.000;   221.465;  3.5015787e-03;  3.2952899e-03;  3.3570848e-03;  3.3734891e-03;  3.4810781e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  3.6884301e+00;  4.2414699e+00;  4.8153200e+00;  4.7983499e+00;  4.8177099e+00;  3.2289500e+00;  2.9396501e+00;  2.8910100e+00;  2.3708701e+00;  1.9439000e+00;  1.9659500e+00;  1.5592200e+00;  1.4665200e+00;  1.1053164e+02;  1.2723971e+02;  1.4096565e+02;  1.3920233e+02;  1.3727313e+02;  1.2690826e+02;  1.2211984e+02;  1.1680604e+02;  1.0612446e+02;  9.3816277e+01;  9.3743439e+01;  7.4850922e+01;  7.0983757e+01;  5.9190344e+02;  6.8343756e+02;  7.5118469e+02;  7.4610223e+02;  7.2655847e+02;  6.6376874e+02;  6.3517285e+02;  6.0992896e+02;  5.5151379e+02;  4.9380576e+02;  4.9301385e+02;  4.0069196e+02;  3.8114447e+02
FBOX_9_b_oc;FerryBox;KaiSoerensen;    54.587;    10.567;20090914T133115Z;P10100100;M110100001110030101;    15.000;    57.936;    40.000;   221.557;  6.9785922e-03;  6.8203775e-03;  6.7739677e-03;  6.7267543e-03;  6.7131789e-03;  3.2495367e-03;  2.7527844e-03;  3.0860589e-03;  2.0891848e-03;  1.3643317e-03;  1.5390876e-03;  1.5431199e-03;  1.4922023e-03;  3.6860900e+00;  4.2300701e+00;  4.7517900e+00;  4.7085700e+00;  4.6542101e+00;  3.2341800e+00;  2.9555600e+00;  2.8831100e+00;  2.3997400e+00;  2.0026901e+00;  2.0244701e+00;  1.6085000e+00;  1.5120500e+00;  8.7930870e+01;  9.9738899e+01;  1.0862801e+02;  1.0661704e+02;  1.0392971e+02;  9.4391563e+01;  9.0128906e+01;  8.5981453e+01;  7.7374229e+01;  6.8183952e+01;  6.7978172e+01;  5.3854691e+01;  5.0792130e+01;  5.1819305e+02;  5.8838702e+02;  6.3300934e+02;  6.2348346e+02;  5.9738348e+02;  5.3954395e+02;  5.1257794e+02;  4.9095773e+02;  4.4170016e+02;  3.9433365e+02;  3.9291632e+02;  3.1786163e+02;  3.0181781e+02
FBOX_10_b_oc;FerryBox;KaiSoerensen;    54.588;    10.570;20090914T133135Z;P10100100;M110100001110030101;    15.000;    57.938;    40.000;   221.650;  3.5862026e-03;  3.6990842e-03;  4.2581169e-03;  4.3958292e-03;  4.7930975e-03;  1.9905356e-03;  1.6151440e-03;  1.8551484e-03;  1.0450310e-03;  4.8187173e-04;  3.7431233e-04;  9.6216435e-05;  6.6667088e-05;  2.9256401e+00;  3.4498999e+00;  4.0444398e+00;  4.0384498e+00;  4.0652299e+00;  2.7480600e+00;  2.4740601e+00;  2.3954799e+00;  1.9662600e+00;  1.6096200e+00;  1.6066500e+00;  1.2452101e+00;  1.1680800e+00;  8.2535561e+01;  9.5229897e+01;  1.0383784e+02;  1.0105898e+02;  9.6143303e+01;  8.4936798e+01;  7.9527473e+01;  7.5231293e+01;  6.7119812e+01;  5.8224960e+01;  5.8860611e+01;  4.7071140e+01;  4.4304050e+01;  5.5564398e+02;  6.3906122e+02;  6.9703772e+02;  6.8989410e+02;  6.6634534e+02;  6.0236603e+02;  5.7243018e+02;  5.4843378e+02;  4.9288638e+02;  4.3921494e+02;  4.3724741e+02;  3.5185181e+02;  3.3364172e+02
FBOX_11_b_oc;FerryBox;KaiSoerensen;    54.589;    10.573;20090914T133155Z;P10100100;M110100001110030101;    15.000;    57.940;    40.000;   221.742;  3.7935020e-03;  4.1332922e-03;  4.9359339e-03;  5.1284933e-03;  5.6058145e-03;  2.4779535e-03;  2.0541062e-03;  2.3600650e-03;  1.4248256e-03;  7.5004309e-04;  6.7799951e-04;  4.4407054e-04;  3.8979732e-04;  3.4608700e+00;  4.2722702e+00;  5.3337598e+00;  5.4370098e+00;  5.6959400e+00;  3.6439099e+00;  3.2656300e+00;  3.2169399e+00;  2.5652699e+00;  2.0447900e+00;  2.0447400e+00;  1.5905300e+00;  1.4921200e+00;  9.0377777e+01;  1.0581333e+02;  1.1732449e+02;  1.1487794e+02;  1.1066020e+02;  9.9132240e+01;  9.3464539e+01;  8.8671211e+01;  7.9701134e+01;  6.9419487e+01;  7.0222282e+01;  5.6502930e+01;  5.3438221e+01;  7.5147260e+02;  8.9735394e+02;  1.0253441e+03;  1.0310055e+03;  1.0295066e+03;  9.6625958e+02;  9.3833209e+02;  9.0499542e+02;  8.2518762e+02;  7.4668445e+02;  7.5001843e+02;  6.1969586e+02;  5.9144537e+02
FBOX_12_b_oc;FerryBox;KaiSoerensen;    54.590;    10.575;20090914T133215Z;P10100100;M110100001110030101;    15.000;    58.038;    40.000;   221.834;  4.0866444e-03;  4.4117621e-03;  5.1333905e-03;  5.2969560e-03;  5.7386328e-03;  2.7250911e-03;  2.3090701e-03;  2.5922716e-03;  1.7352736e-03;  1.0669457e-03;  9.9994358e-04;  7.7097866e-04;  7.3016597e-04;  3.1425900e+00;  3.8665099e+00;  4.8296399e+00;  4.9245400e+00;  5.1757898e+00;  3.1806200e+00;  2.8193800e+00;  2.7834101e+00;  2.1780601e+00;  1.7071800e+00;  1.7033600e+00;  1.3129400e+00;  1.2281899e+00;  7.5159203e+01;  8.6326248e+01;  9.3787277e+01;  9.1125671e+01;  8.6361893e+01;  7.6423187e+01;  7.1592842e+01;  6.7689011e+01;  6.0249298e+01;  5.2424339e+01;  5.3013771e+01;  4.2443359e+01;  3.9939430e+01;  7.4804138e+02;  8.9840637e+02;  1.0338650e+03;  1.0422395e+03;  1.0463966e+03;  9.8730243e+02;  9.6213800e+02;  9.2916791e+02;  8.4856683e+02;  7.6981738e+02;  7.7433215e+02;  6.4290320e+02;  6.1435461e+02
FBOX_13_b_oc;FerryBox;KaiSoerensen;    54.591;    10.577;20090914T133235Z;P10100100;M110100001110030101;    15.000;    58.040;    40.000;   221.926;  4.4065792e-03;  4.6615156e-03;  5.3137448e-03;  5.4551522e-03;  5.8681541e-03;  2.8338545e-03;  2.4074524e-03;  2.6686850e-03;  1.8650966e-03;  1.1906545e-03;  1.1258237e-03;  9.2338754e-04;  8.9775178e-04;  2.9356201e+00;  3.6409500e+00;  4.6013198e+00;  4.7063498e+00;  4.9820600e+00;  3.0238099e+00;  2.6742699e+00;  2.6361699e+00;  2.0554800e+00;  1.6095200e+00;  1.6053600e+00;  1.2391000e+00;  1.1593000e+00;  6.5221931e+01;  7.5969467e+01;  8.3920219e+01;  8.1901840e+01;  7.8287483e+01;  6.9227287e+01;  6.4886177e+01;  6.1294270e+01;  5.4061749e+01;  4.7300259e+01;  4.7825291e+01;  3.8127831e+01;  3.5734970e+01;  7.2497345e+02;  8.7425446e+02;  1.0112921e+03;  1.0212086e+03;  1.0294287e+03;  9.7466174e+02;  9.5238690e+02;  9.2041937e+02;  8.4101984e+02;  7.6458191e+02;  7.6972815e+02;  6.4024579e+02;  6.1165363e+02
FBOX_14_b_oc;FerryBox;KaiSoerensen;    54.592;    10.579;20090914T133255Z;P10100100;M110100001110030101;    14.000;    58.041;    40.000;   222.018;  4.0279985e-03;  4.2402748e-03;  4.8674040e-03;  5.0079954e-03;  5.4254034e-03;  2.3871570e-03;  1.9562136e-03;  2.2081756e-03;  1.4021737e-03;  7.6322691e-04;  6.7759262e-04;  4.7721067e-04;  4.4071078e-04;  2.6777101e+00;  3.2820599e+00;  4.0594201e+00;  4.1201801e+00;  4.2909999e+00;  2.7217901e+00;  2.4243801e+00;  2.3701701e+00;  1.8911800e+00;  1.5111901e+00;  1.5071501e+00;  1.1667600e+00;  1.0909300e+00;  6.7152328e+01;  7.8914368e+01;  8.8068901e+01;  8.6258324e+01;  8.2969627e+01;  7.4009811e+01;  6.9568291e+01;  6.5808357e+01;  5.8406601e+01;  5.0937130e+01;  5.1533401e+01;  4.1081570e+01;  3.8606861e+01;  5.9414917e+02;  7.0772803e+02;  8.0555731e+02;  8.0860565e+02;  8.0469891e+02;  7.4955115e+02;  7.2527203e+02;  6.9864764e+02;  6.3374219e+02;  5.7266705e+02;  5.7414337e+02;  4.7193561e+02;  4.4945602e+02
FBOX_15_b_oc;FerryBox;KaiSoerensen;    54.593;    10.581;20090914T133315Z;P10100100;M110100001110030101;    14.000;    58.140;    40.000;   222.110;  2.6320430e-03;  2.8318115e-03;  3.4293937e-03;  3.5809365e-03;  3.9822414e-03;  1.3699426e-03;  1.0116075e-03;  1.2152222e-03;  5.1107714e-04;  2.7788639e-05;            NaN;            NaN;            NaN;  2.4800701e+00;  3.0698600e+00;  3.8571301e+00;  3.9398201e+00;  4.1591601e+00;  2.6223500e+00;  2.3410101e+00;  2.2938700e+00;  1.8170000e+00;  1.4503100e+00;  1.4495500e+00;  1.1207600e+00;  1.0448800e+00;  6.9336761e+01;  8.2252579e+01;  9.2714928e+01;  9.1118912e+01;  8.8223396e+01;  7.9332207e+01;  7.4822342e+01;  7.0876587e+01;  6.3177341e+01;  5.5129040e+01;  5.5775600e+01;  4.4642990e+01;  4.1978882e+01;  6.5745306e+02;  7.9865454e+02;  9.3186755e+02;  9.4363965e+02;  9.5641534e+02;  9.0870135e+02;  8.8954919e+02;  8.6002869e+02;  7.8574432e+02;  7.1554565e+02;  7.2083325e+02;  6.0008862e+02;  5.7247522e+02
FBOX_16_b_oc;FerryBox;KaiSoerensen;    54.594;    10.584;20090914T133335Z;P10100100;M110100001110030101;    14.000;    58.142;    40.000;   222.202;  3.5797989e-03;  3.6476853e-03;  4.1148386e-03;  4.2542863e-03;  4.6345803e-03;  1.9428853e-03;  1.5810473e-03;  1.8376965e-03;  1.0661278e-03;  5.1533284e-04;  4.2219023e-04;  1.9353923e-04;  1.4771996e-04;  2.0771401e+00;  2.5018001e+00;  3.0098200e+00;  3.0351100e+00;  3.1119699e+00;  2.1014500e+00;  1.8983500e+00;  1.8476700e+00;  1.5012300e+00;  1.2290699e+00;  1.2280300e+00;  9.5120001e-01;  8.8874000e-01;  5.6665298e+01;  6.6975067e+01;  7.5159653e+01;  7.3758888e+01;  7.1264473e+01;  6.3696541e+01;  5.9948750e+01;  5.6730309e+01;  5.0333069e+01;  4.3908421e+01;  4.4423450e+01;  3.5418461e+01;  3.3290329e+01;  4.3154987e+02;  5.0629379e+02;  5.6612390e+02;  5.6429810e+02;  5.5386395e+02;  5.0968890e+02;  4.8968954e+02;  4.7024500e+02;  4.2305994e+02;  3.8148862e+02;  3.8162296e+02;  3.1137024e+02;  2.9562344e+02
FBOX_17_b_oc;FerryBox;KaiSoerensen;    54.595;    10.587;20090914T133355Z;P10100100;M110100001110030101;    14.000;    58.144;    40.000;   222.294;  3.6297550e-03;  3.9604087e-03;  4.7179348e-03;  4.9079283e-03;  5.3585243e-03;  2.2758908e-03;  1.8421755e-03;  2.0995393e-03;  1.2590272e-03;  6.3914667e-04;  5.8312457e-04;  3.9950998e-04;  3.5752725e-04;  2.2205100e+00;  2.8076799e+00;  3.6474400e+00;  3.7704301e+00;  4.0588398e+00;  2.3920300e+00;  2.1057799e+00;  2.0873499e+00;  1.5959200e+00;  1.2353200e+00;  1.2336400e+00;  9.4761002e-01;  8.8051999e-01;  5.2914410e+01;  6.2229000e+01;  6.9450821e+01;  6.8065910e+01;  6.5627022e+01;  5.8584549e+01;  5.5148750e+01;  5.2199100e+01;  4.6297649e+01;  4.0407040e+01;  4.0888901e+01;  3.2637901e+01;  3.0595221e+01;  5.9841357e+02;  7.3378143e+02;  8.6606421e+02;  8.8035443e+02;  8.9918469e+02;  8.5937415e+02;  8.4424225e+02;  8.1708533e+02;  7.4703168e+02;  6.8179065e+02;  6.8740912e+02;  5.7392590e+02;  5.4797144e+02
FBOX_18_b_oc;FerryBox;KaiSoerensen;    54.596;    10.589;20090914T133415Z;P10100100;M110100001110030101;    14.000;    58.243;    40.000;   222.386;  3.5655089e-04;  4.9087739e-04;  1.0523457e-03;  1.2262738e-03;  1.6047095e-03;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;            NaN;  1.6085600e+00;  1.9343600e+00;  2.3305500e+00;  2.3494899e+00;  2.4103000e+00;  1.6096200e+00;  1.4494100e+00;  1.4060400e+00;  1.1347899e+00;  9.3298000e-01;  9.3330997e-01;  7.2245002e-01;  6.7214000e-01;  5.9341480e+01;  7.0214043e+01;  7.8965218e+01;  7.7608597e+01;  7.5243599e+01;  6.7809967e+01;  6.4114517e+01;  6.0775120e+01;  5.4169498e+01;  4.7361969e+01;  4.8000561e+01;  3.8518681e+01;  3.6175930e+01;  4.0913004e+02;  4.8932062e+02;  5.6134650e+02;  5.6493616e+02;  5.6616260e+02;  5.3270605e+02;  5.1894031e+02;  5.0075735e+02;  4.5401749e+02;  4.1404739e+02;  4.1661313e+02;  3.4565125e+02;  3.2932230e+02
FBOX_19_b_oc;FerryBox;KaiSoerensen;    54.597;    10.592;20090914T133435Z;P10100100;M110100001110030101;    14.000;    58.245;    40.000;   222.477;  4.3442708e-03;  4.3574677e-03;  4.7162340e-03;  4.8381023e-03;  5.2021570e-03;  2.5914812e-03;  2.2668599e-03;  2.5717627e-03;  1.8332710e-03;  1.2299535e-03;  1.1267972e-03;  8.6254999e-04;  8.4460098e-04;  1.3134100e+00;  1.5556901e+00;  1.8293101e+00;  1.8299600e+00;  1.8491000e+00;  1.2879800e+00;  1.1709800e+00;  1.1356699e+00;  9.2010999e-01;  7.6953000e-01;  7.6985002e-01;  5.9685999e-01;  5.5470997e-01;  3.4562969e+01;  4.0566799e+01;  4.5390720e+01;  4.4420609e+01;  4.2723259e+01;  3.7861759e+01;  3.5558578e+01;  3.3541580e+01;  2.9112631e+01;  2.5728821e+01;  2.6056330e+01;  2.0723221e+01;  1.9271179e+01;  2.4457370e+02;  2.7937506e+02;  3.0359808e+02;  2.9957101e+02;  2.8906021e+02;  2.6106970e+02;  2.4893806e+02;  2.3844716e+02;  2.1121141e+02;  1.9156976e+02;  1.9122906e+02;  1.5501549e+02;  1.4626566e+02
FBOX_20_b_oc;FerryBox;KaiSoerensen;    54.598;    10.594;20090914T133455Z;P10100100;M110100001110030101;    14.000;    58.247;    40.000;   222.569;  3.6506103e-03;  3.7054376e-03;  4.1699431e-03;  4.3228543e-03;  4.7205623e-03;  2.0062694e-03;  1.6814951e-03;  1.9992924e-03;  1.1126382e-03;  5.8727692e-04;  4.6516674e-04;  1.7792296e-04;  1.3976614e-04;  1.1855700e+00;  1.4035100e+00;  1.6479200e+00;  1.6471500e+00;  1.6603000e+00;  1.1631401e+00;  1.0601000e+00;  1.0285400e+00;  8.2962000e-01;  6.9716001e-01;  6.9720000e-01;  5.3974998e-01;  5.0138998e-01;  3.3857349e+01;  3.9675209e+01;  4.4180382e+01;  4.3204601e+01;  4.1518021e+01;  3.6881641e+01;  3.4657089e+01;  3.2727390e+01;  2.8572620e+01;  2.5144569e+01;  2.5462151e+01;  2.0265039e+01;  1.8894600e+01;  2.1325452e+02;  2.4291772e+02;  2.6327371e+02;  2.5947687e+02;  2.5005594e+02;  2.2478012e+02;  2.1391560e+02;  2.0476869e+02;  1.8036522e+02;  1.6377829e+02;  1.6335739e+02;  1.3201782e+02;  1.2420675e+02
FBOX_21_b_oc;FerryBox;KaiSoerensen;    54.599;    10.596;20090914T133515Z;P10100100;M110100001110030101;    14.000;    58.347;    40.000;   222.660;  3.8535968e-03;  3.8542263e-03;  4.2727988e-03;  4.4155451e-03;  4.7914420e-03;  2.0995483e-03;  1.7734024e-03;  2.1101809e-03;  1.2215481e-03;  6.6418812e-04;  5.4019975e-04;  2.2892450e-04;  1.3419102e-04;  1.0671600e+00;  1.2607300e+00;  1.4777400e+00;  1.4763499e+00;  1.4863501e+00;  1.0470901e+00;  9.5558000e-01;  9.2710000e-01;  7.4581999e-01;  6.2867999e-01;  6.2889999e-01;  4.8596001e-01;  4.4802001e-01;  3.0144510e+01;  3.5415531e+01;  3.9563702e+01;  3.8724480e+01;  3.7280140e+01;  3.3090759e+01;  3.1123230e+01;  2.9368160e+01;  2.5514040e+01;  2.2549980e+01;  2.2838169e+01;  1.8166059e+01;  1.6899920e+01;  1.8760355e+02;  2.1340921e+02;  2.3099948e+02;  2.2753996e+02;  2.1913040e+02;  1.9636978e+02;  1.8674084e+02;  1.7861014e+02;  1.5659747e+02;  1.4248311e+02;  1.4211662e+02;  1.1446602e+02;  1.0764414e+02
