MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_665;Rho_wn_IS_681;Rho_wn_IS_708;Rho_wn_IS_753;Lw_IS_412;Lw_IS_443;Lw_IS_490;Lw_IS_510;Lw_IS_560;Lw_IS_620;Lw_IS_665;Lw_IS_681;Lw_IS_708;Lw_IS_753;Es_IS_412;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_665;Es_IS_681;Es_IS_708;Es_IS_753
MOBY_2032_b_oc;MOBY;KennethVoss;    20.833;  -157.202;20060915T203901Z;P10100100;M111110111101110100;    14.000;    31.070;       0.037417;       0.028819;       0.018885;       0.010088;       0.003931;       0.000369;       0.000133;       0.000121;       0.000025;       0.000003;       1.472900;       1.266900;       0.897000;       0.479500;       0.178300;       0.015100;       0.005300;       0.004700;       0.000900;       0.000100;     124.599998;     139.500000;     150.899994;     151.600006;     144.600006;     130.500000;     127.000000;     123.699997;     112.599998;     106.500000
MOBY_2033_b_oc;MOBY;KennethVoss;    20.825;  -157.192;20060608T223818Z;P10100100;M111110111101110100;    14.000;     3.125;       0.038392;       0.028832;       0.019025;       0.010165;       0.003999;       0.000351;       0.000118;       0.000101;       0.000020;       0.000003;       1.785200;       1.484900;       1.048300;       0.562200;       0.209600;       0.016500;       0.005400;       0.004500;       0.000800;       0.000100;     146.199997;     161.899994;     173.199997;     173.899994;     164.800003;     147.699997;     143.300003;     139.399994;     128.100006;     119.900002
MOBY_2034_b_oc;MOBY;KennethVoss;    20.833;  -157.201;20060609T223819Z;P10100100;M111110111101110100;    14.000;     3.135;       0.042767;       0.031523;       0.019732;       0.010203;       0.003911;       0.000337;       0.000111;       0.000098;       0.000020;       0.000003;       1.965300;       1.603400;       1.073400;       0.557100;       0.202100;       0.015600;       0.005000;       0.004300;       0.000800;       0.000100;     144.500000;     159.899994;     171.000000;     171.699997;     162.500000;     145.699997;     141.600006;     137.699997;     126.900002;     118.400002
MOBY_2035_b_oc;MOBY;KennethVoss;    20.833;  -157.193;20060610T223820Z;P10100100;M111110111101110100;    13.000;     3.160;       0.046385;       0.033734;       0.020705;       0.010604;       0.004027;       0.000363;       0.000116;       0.000092;       0.000020;            NaN;       2.107900;       1.697600;       1.113800;       0.573300;       0.206700;       0.016800;       0.005200;       0.004000;       0.000800;            NaN;     142.899994;     158.199997;     169.100006;     170.000000;     161.399994;     145.500000;     141.199997;     137.399994;     126.400002;     118.199997
MOBY_2036_b_oc;MOBY;KennethVoss;    20.833;  -157.192;20060611T223820Z;P10100100;M111110111101110100;    14.000;     3.177;       0.043640;       0.032084;       0.020035;       0.010278;       0.003888;       0.000338;       0.000114;       0.000097;       0.000019;            NaN;       2.045600;       1.661500;       1.107700;       0.570700;       0.204000;       0.015900;       0.005200;       0.004300;       0.000800;            NaN;     147.399994;     162.800003;     173.800003;     174.600006;     165.000000;     147.800003;     143.399994;     139.500000;     129.000000;     119.900002
MOBY_2037_b_oc;MOBY;KennethVoss;    20.831;  -157.196;20060612T223821Z;P10100100;M111110111101110100;    14.000;     3.190;       0.045413;       0.033398;       0.020238;       0.010148;       0.003740;       0.000311;       0.000101;       0.000085;       0.000017;            NaN;       2.079600;       1.691300;       1.095100;       0.550900;       0.192100;       0.014300;       0.004500;       0.003700;       0.000700;            NaN;     144.000000;     159.199997;     170.100006;     170.699997;     161.500000;     144.800003;     140.500000;     136.699997;     126.000000;     117.500000
MOBY_2038_b_oc;MOBY;KennethVoss;    20.831;  -157.200;20060613T223821Z;P10100100;M111110111101110100;    14.000;     3.197;       0.043648;       0.032099;       0.019887;       0.009996;       0.003692;       0.000304;       0.000102;       0.000091;       0.000017;       0.000003;       2.022400;       1.650000;       1.094500;       0.552800;       0.194100;       0.014400;       0.004700;       0.004100;       0.000700;       0.000100;     145.699997;     161.600006;     173.000000;     173.899994;     165.300003;     149.199997;     144.899994;     141.000000;     129.600006;     121.400002
MOBY_2039_b_oc;MOBY;KennethVoss;    20.827;  -157.202;20060614T223821Z;P10100100;M111110111101110100;    14.000;     3.205;       0.041399;       0.030454;       0.019007;       0.009641;       0.003592;       0.000296;       0.000101;       0.000088;       0.000017;            NaN;       1.865500;       1.520900;       1.015200;       0.517200;       0.183100;       0.013600;       0.004500;       0.003800;       0.000700;            NaN;     141.699997;     157.000000;     167.899994;     168.699997;     160.300003;     144.600006;     140.300003;     136.500000;     125.900002;     117.500000
MOBY_2040_b_oc;MOBY;KennethVoss;    20.821;  -157.193;20060616T223821Z;P10100100;M111110111101110100;    14.000;     3.215;       0.041058;       0.030610;       0.019497;       0.010049;       0.003784;       0.000309;       0.000100;       0.000091;       0.000020;       0.000005;       1.861900;       1.539400;       1.048200;       0.542300;       0.194100;       0.014300;       0.004500;       0.004000;       0.000800;       0.000200;     142.600006;     158.100006;     169.000000;     169.699997;     161.300003;     145.600006;     141.199997;     137.500000;     126.000000;     118.300003
MOBY_2041_b_oc;MOBY;KennethVoss;    20.816;  -157.189;20060617T223904Z;P10100100;M111110111101110100;    14.000;     3.360;       0.036493;       0.027517;       0.017178;       0.008526;       0.002998;       0.000203;       0.000065;       0.000057;       0.000010;            NaN;       1.660600;       1.387300;       0.925700;       0.460900;       0.153900;       0.009400;       0.002900;       0.002500;       0.000400;            NaN;     143.100006;     158.500000;     169.399994;     170.000000;     161.399994;     145.600006;     141.300003;     137.500000;     126.099998;     118.400002
MOBY_2042_b_oc;MOBY;KennethVoss;    20.833;  -157.190;20060620T223822Z;P10100100;M111110111101110100;    13.000;     3.154;       0.045564;       0.034053;       0.020941;       0.010597;       0.003967;       0.000359;       0.000124;       0.000104;       0.000020;       0.000003;       2.043100;       1.690900;       1.111200;       0.564800;       0.200600;       0.016400;       0.005500;       0.004500;       0.000800;       0.000100;     141.000000;     156.100006;     166.800003;     167.600006;     159.000000;     143.500000;     139.199997;     135.500000;     124.699997;     116.500000
MOBY_2043_b_oc;MOBY;KennethVoss;    20.823;  -157.199;20060624T223822Z;P10100100;M111110111101110100;    14.000;     3.024;       0.044859;       0.033548;       0.020278;       0.010053;       0.003668;       0.000291;       0.000094;       0.000083;       0.000015;       0.000008;       2.025800;       1.677600;       1.084400;       0.540000;       0.187100;       0.013400;       0.004200;       0.003600;       0.000600;       0.000300;     142.000000;     157.199997;     168.100006;     168.899994;     160.399994;     144.899994;     140.600006;     136.899994;     125.900002;     117.699997
MOBY_2044_b_oc;MOBY;KennethVoss;    20.831;  -157.199;20060625T223822Z;P10100100;M111110111101110100;    14.000;     2.971;       0.048007;       0.035645;       0.021697;       0.010836;       0.004012;       0.000327;       0.000108;       0.000095;       0.000017;       0.000003;       2.195500;       1.806300;       1.177600;       0.590700;       0.208000;       0.015300;       0.004900;       0.004200;       0.000700;       0.000100;     143.800003;     159.300003;     170.600006;     171.399994;     163.000000;     147.300003;     143.000000;     139.300003;     127.400002;     119.800003
MOBY_2045_b_oc;MOBY;KennethVoss;    20.822;  -157.202;20060702T223824Z;P10100100;M111110111101110100;    15.000;     2.464;       0.038532;       0.029243;       0.018800;       0.009672;       0.003675;       0.000314;       0.000106;       0.000093;       0.000018;       0.000003;       1.720800;       1.446700;       0.994700;       0.514100;       0.185500;       0.014300;       0.004700;       0.004000;       0.000700;       0.000100;     140.399994;     155.500000;     166.300003;     167.100006;     158.699997;     143.300003;     139.100006;     135.399994;     124.400002;     116.400002
MOBY_2046_b_oc;MOBY;KennethVoss;    20.825;  -157.210;20060704T223907Z;P10100100;M111110111101110100;    15.000;     2.388;       0.040257;       0.030059;       0.018923;       0.009684;       0.003647;       0.000309;       0.000107;       0.000096;       0.000017;            NaN;       1.819600;       1.506200;       1.015100;       0.522100;       0.186800;       0.014300;       0.004800;       0.004200;       0.000700;            NaN;     142.100006;     157.500000;     168.600006;     169.500000;     161.000000;     145.500000;     141.199997;     137.500000;     126.599998;     118.199997
MOBY_2047_b_oc;MOBY;KennethVoss;    20.823;  -157.211;20060705T223831Z;P10100100;M111110111101110100;    15.000;     2.168;       0.039840;       0.030203;       0.019240;       0.009881;       0.003730;       0.000313;       0.000104;       0.000093;       0.000018;       0.000003;       1.784400;       1.499100;       1.021100;       0.526800;       0.188800;       0.014300;       0.004600;       0.004000;       0.000700;       0.000100;     140.800003;     156.000000;     166.800003;     167.600006;     159.100006;     143.699997;     139.399994;     135.699997;     124.900002;     116.699997
MOBY_2048_b_oc;MOBY;KennethVoss;    20.833;  -157.191;20060706T223825Z;P10100100;M111110111101110100;    13.000;     2.061;       0.040172;       0.030357;       0.018963;       0.009695;       0.003646;       0.000309;       0.000103;       0.000086;       0.000017;       0.000003;       1.876000;       1.573400;       1.054100;       0.541600;       0.193600;       0.014800;       0.004800;       0.003900;       0.000700;       0.000100;     146.800003;     162.899994;     174.699997;     175.600006;     166.899994;     150.800003;     146.300003;     142.500000;     131.100006;     122.500000
MOBY_2049_b_oc;MOBY;KennethVoss;    20.830;  -157.200;20060707T223825Z;P10100100;M111110111101110100;    14.000;     1.948;       0.044730;       0.033708;       0.020787;       0.010558;       0.003972;       0.000361;       0.000124;       0.000107;       0.000020;            NaN;       2.012100;       1.678500;       1.105900;       0.563600;       0.201300;       0.016500;       0.005500;       0.004600;       0.000800;            NaN;     141.399994;     156.500000;     167.199997;     167.800003;     159.300003;     143.600006;     139.199997;     135.500000;     124.199997;     116.500000
MOBY_2050_b_oc;MOBY;KennethVoss;    20.823;  -157.210;20060709T223825Z;P10100100;M111110111101110100;    15.000;     1.711;       0.040656;       0.030822;       0.019390;       0.009881;       0.003703;       0.000328;       0.000117;       0.000102;       0.000020;       0.000003;       1.823800;       1.531900;       1.030400;       0.527500;       0.187800;       0.015000;       0.005200;       0.004400;       0.000800;       0.000100;     141.000000;     156.199997;     167.000000;     167.800003;     159.399994;     143.899994;     139.600006;     135.899994;     125.300003;     116.800003
MOBY_2051_b_oc;MOBY;KennethVoss;    20.819;  -157.203;20060713T223826Z;P10100100;M111110111101110100;    15.000;     1.205;       0.034063;       0.026887;       0.018154;       0.009779;       0.003935;       0.000346;       0.000126;       0.000125;       0.000020;       0.000003;       1.524000;       1.334800;       0.964800;       0.522800;       0.200100;       0.015900;       0.005600;       0.005400;       0.000800;       0.000100;     140.600006;     156.000000;     167.000000;     168.000000;     159.800003;     144.300003;     139.800003;     136.100006;     125.699997;     116.900002
MOBY_2052_b_oc;MOBY;KennethVoss;    20.813;  -157.196;20060716T223928Z;P10100100;M111110111101110100;    14.000;     1.057;       0.031950;       0.025524;       0.017462;       0.009220;       0.003489;       0.000247;       0.000082;       0.000080;       0.000015;            NaN;       1.452900;       1.288300;       0.944200;       0.501100;       0.180200;       0.011500;       0.003700;       0.003500;       0.000600;            NaN;     142.899994;     158.600006;     169.899994;     170.800003;     162.300003;     146.399994;     141.800003;     138.100006;     127.099998;     118.699997
MOBY_2053_b_oc;MOBY;KennethVoss;    20.813;  -157.199;20060717T223827Z;P10100100;M111110111101110100;    14.000;     0.756;       0.032252;       0.025350;       0.017070;       0.008986;       0.003407;       0.000247;       0.000080;       0.000076;       0.000012;       0.000003;       1.457500;       1.271500;       0.916500;       0.484700;       0.174700;       0.011400;       0.003600;       0.003300;       0.000500;       0.000100;     142.000000;     157.600006;     168.699997;     169.500000;     161.100006;     145.300003;     140.899994;     137.199997;     126.000000;     118.000000
MOBY_2054_b_oc;MOBY;KennethVoss;    20.815;  -157.186;20060718T223828Z;P10100100;M111110111101110100;    14.000;     0.706;       0.036681;       0.028574;       0.018723;       0.009718;       0.003640;       0.000284;       0.000094;       0.000083;       0.000015;       0.000003;       1.655300;       1.430500;       1.004100;       0.523900;       0.186400;       0.013100;       0.004200;       0.003600;       0.000600;       0.000100;     141.800003;     157.300003;     168.500000;     169.399994;     160.899994;     145.199997;     140.699997;     137.000000;     126.300003;     117.800003
MOBY_2055_b_oc;MOBY;KennethVoss;    20.817;  -157.193;20060719T223827Z;P10100100;M111110111101110100;    14.000;     0.685;       0.036619;       0.028780;       0.019298;       0.010317;       0.004023;       0.000349;       0.000118;       0.000103;       0.000020;       0.000003;       1.651400;       1.440800;       1.033700;       0.556200;       0.206000;       0.016100;       0.005300;       0.004500;       0.000800;       0.000100;     141.699997;     157.300003;     168.300003;     169.399994;     160.899994;     145.100006;     140.699997;     136.899994;     126.699997;     117.699997
MOBY_2056_b_oc;MOBY;KennethVoss;    20.822;  -157.191;20060721T223834Z;P10100100;M111110111101110100;    13.000;     0.813;       0.040241;       0.030671;       0.019606;       0.010068;       0.003783;       0.000304;       0.000099;       0.000088;       0.000017;       0.000010;       1.874800;       1.582300;       1.082600;       0.557800;       0.198500;       0.014300;       0.004500;       0.003900;       0.000700;       0.000400;     146.399994;     162.100006;     173.500000;     174.100006;     164.899994;     147.800003;     143.300003;     139.399994;     128.199997;     119.800003
MOBY_2057_b_oc;MOBY;KennethVoss;    20.813;  -157.188;20060724T223835Z;P10100100;M111110111101110100;    14.000;     1.261;       0.042441;       0.031873;       0.019986;       0.010129;       0.003766;       0.000307;       0.000098;       0.000089;       0.000017;            NaN;       1.917600;       1.597500;       1.073000;       0.546600;       0.193300;       0.014200;       0.004400;       0.003900;       0.000700;            NaN;     142.000000;     157.500000;     168.699997;     169.600006;     161.300003;     145.500000;     141.000000;     137.300003;     126.199997;     118.000000
MOBY_2058_b_oc;MOBY;KennethVoss;    20.814;  -157.196;20060725T223830Z;P10100100;M111110111101110100;    14.000;     1.448;       0.036739;       0.027808;       0.018210;       0.009451;       0.003548;       0.000271;       0.000089;       0.000080;       0.000015;            NaN;       1.668100;       1.400800;       0.982800;       0.512700;       0.183200;       0.012600;       0.004000;       0.003500;       0.000600;            NaN;     142.699997;     158.300003;     169.600006;     170.500000;     162.300003;     146.399994;     141.699997;     138.000000;     126.699997;     118.699997
MOBY_2059_b_oc;MOBY;KennethVoss;    20.814;  -157.188;20060726T223828Z;P10100100;M111110111101110100;    14.000;     1.654;       0.039795;       0.030289;       0.019509;       0.010016;       0.003731;       0.000300;       0.000100;       0.000085;       0.000017;            NaN;       1.799100;       1.519900;       1.047900;       0.541100;       0.191600;       0.013900;       0.004500;       0.003700;       0.000700;            NaN;     142.100006;     157.699997;     168.800003;     169.800003;     161.399994;     145.600006;     141.199997;     137.399994;     126.500000;     118.199997
MOBY_2060_b_oc;MOBY;KennethVoss;    20.822;  -157.211;20060727T223830Z;P10100100;M111110111101110100;    15.000;     1.866;       0.039846;       0.030214;       0.018754;       0.009283;       0.003341;       0.000252;       0.000080;       0.000068;       0.000012;            NaN;       1.808900;       1.522800;       1.011500;       0.503800;       0.172300;       0.011700;       0.003600;       0.003000;       0.000500;            NaN;     142.699997;     158.399994;     169.500000;     170.600006;     162.100006;     146.199997;     141.600006;     137.899994;     127.199997;     118.500000
MOBY_2061_b_oc;MOBY;KennethVoss;    20.822;  -157.203;20060729T223830Z;P10100100;M111110111101110100;    15.000;     2.320;       0.034902;       0.027144;       0.018300;       0.009858;       0.003881;       0.000334;       0.000114;       0.000104;       0.000020;       0.000003;       1.570000;       1.355900;       0.978200;       0.530000;       0.198300;       0.015400;       0.005100;       0.004500;       0.000800;       0.000100;     141.399994;     157.000000;     168.000000;     169.000000;     160.600006;     144.800003;     140.300003;     136.600006;     125.599998;     117.300003
MOBY_2062_b_oc;MOBY;KennethVoss;    20.819;  -157.201;20060730T223830Z;P10100100;M111110111101110100;    15.000;     2.554;       0.035457;       0.028050;       0.018786;       0.010036;       0.003925;       0.000338;       0.000118;       0.000098;       0.000020;       0.000003;       1.606100;       1.410000;       1.011900;       0.543000;       0.201900;       0.015700;       0.005300;       0.004300;       0.000800;       0.000100;     142.399994;     158.000000;     169.300003;     170.100006;     161.699997;     145.899994;     141.399994;     137.699997;     126.000000;     118.400002
MOBY_2063_b_oc;MOBY;KennethVoss;    20.822;  -157.202;20060801T223925Z;P10100100;M111110111101110100;    15.000;     2.965;       0.042569;       0.031773;       0.020659;       0.010906;       0.004267;       0.000387;       0.000140;       0.000130;       0.000025;       0.000003;       1.930700;       1.599000;       1.114000;       0.590000;       0.220000;       0.018000;       0.006300;       0.005700;       0.001000;       0.000100;     142.600006;     158.199997;     169.500000;     170.100006;     162.100006;     146.300003;     141.600006;     138.000000;     125.099998;     118.599998
MOBY_2064_b_oc;MOBY;KennethVoss;    20.823;  -157.203;20060802T223835Z;P10100100;M111110111101110100;    15.000;     3.153;       0.037286;       0.028292;       0.018527;       0.009770;       0.003803;       0.000343;       0.000118;       0.000108;       0.000020;       0.000003;       1.708800;       1.440000;       1.012000;       0.536600;       0.199100;       0.016200;       0.005400;       0.004800;       0.000800;       0.000100;     144.100006;     160.000000;     171.699997;     172.699997;     164.600006;     148.600006;     144.000000;     140.300003;     128.399994;     120.699997
MOBY_2065_b_oc;MOBY;KennethVoss;    20.826;  -157.202;20060804T223831Z;P10100100;M111110111101110100;    14.000;     3.676;       0.037108;       0.029399;       0.020081;       0.010769;       0.004203;       0.000379;       0.000133;       0.000119;       0.000022;       0.000003;       1.687500;       1.483100;       1.084000;       0.583900;       0.216800;       0.017600;       0.006000;       0.005200;       0.000900;       0.000100;     143.000000;     158.600006;     169.699997;     170.500000;     162.199997;     146.199997;     141.699997;     137.899994;     126.400002;     118.500000
MOBY_2066_b_oc;MOBY;KennethVoss;    20.828;  -157.200;20060805T223832Z;P10100100;M111110111101110100;    14.000;     3.946;       0.038132;       0.029021;       0.018652;       0.009637;       0.003671;       0.000329;       0.000115;       0.000100;       0.000020;            NaN;       1.730100;       1.461100;       1.005600;       0.522100;       0.189100;       0.015300;       0.005200;       0.004400;       0.000800;            NaN;     142.699997;     158.300003;     169.500000;     170.399994;     162.000000;     146.199997;     141.800003;     138.000000;     126.900002;     118.599998
MOBY_2067_b_oc;MOBY;KennethVoss;    20.833;  -157.191;20060807T223831Z;P10100100;M111110111101110100;    13.000;     4.504;       0.042233;       0.031883;       0.020126;       0.010300;       0.003895;       0.000352;       0.000120;       0.000107;       0.000020;       0.000003;       1.945300;       1.625300;       1.096500;       0.562500;       0.201700;       0.016300;       0.005400;       0.004700;       0.000800;       0.000100;     144.899994;     160.300003;     171.300003;     171.800003;     162.899994;     145.800003;     141.199997;     137.500000;     125.599998;     118.099998
MOBY_2068_b_oc;MOBY;KennethVoss;    20.819;  -157.189;20060809T223832Z;P10100100;M111110111101110100;    13.000;     5.061;       0.046258;       0.034786;       0.021446;       0.010807;       0.004036;       0.000358;       0.000118;       0.000101;       0.000020;            NaN;       2.089200;       1.744300;       1.151900;       0.582900;       0.207200;       0.016600;       0.005300;       0.004400;       0.000800;            NaN;     142.100006;     157.699997;     168.899994;     169.699997;     161.500000;     145.800003;     141.199997;     137.500000;     126.300003;     118.199997
MOBY_2069_b_oc;MOBY;KennethVoss;    20.817;  -157.183;20060810T223731Z;P10100100;M111110111101110100;    13.000;     5.317;       0.044172;       0.033380;       0.020563;       0.010395;       0.003918;       0.000365;       0.000121;       0.000104;       0.000020;            NaN;       2.021500;       1.690700;       1.113600;       0.564600;       0.201600;       0.016800;       0.005400;       0.004500;       0.000800;            NaN;     144.000000;     159.300003;     170.300003;     170.899994;     161.899994;     145.000000;     140.300003;     136.500000;     125.500000;     117.199997
MOBY_2070_b_oc;MOBY;KennethVoss;    20.812;  -157.197;20060813T223833Z;P10100100;M111110111101110100;    14.000;     6.249;       0.035660;       0.028500;       0.020254;       0.011273;       0.004581;       0.000414;       0.000144;       0.000127;       0.000023;       0.000003;       1.595000;       1.416300;       1.079400;       0.603400;       0.233400;       0.019000;       0.006400;       0.005500;       0.000900;       0.000100;     140.699997;     156.300003;     167.600006;     168.399994;     160.300003;     144.500000;     139.899994;     136.199997;     124.900002;     117.099998
MOBY_2071_b_oc;MOBY;KennethVoss;    20.818;  -157.185;20060814T223834Z;P10100100;M111110111101110100;    13.000;     6.566;       0.039487;       0.030153;       0.020341;       0.010885;       0.004142;       0.000331;       0.000111;       0.000098;       0.000017;       0.000008;       1.784200;       1.514500;       1.095500;       0.589000;       0.213500;       0.015400;       0.005000;       0.004300;       0.000700;       0.000300;     142.199997;     158.000000;     169.399994;     170.300003;     162.199997;     146.300003;     141.600006;     138.000000;     126.400002;     118.599998
MOBY_2072_b_oc;MOBY;KennethVoss;    20.830;  -157.205;20060815T223834Z;P10100100;M111110111101110100;    14.000;     6.889;       0.039019;       0.030155;       0.020184;       0.010807;       0.004156;       0.000369;       0.000128;       0.000111;       0.000022;       0.000003;       1.781500;       1.527900;       1.096000;       0.589200;       0.215900;       0.017300;       0.005800;       0.004900;       0.000900;       0.000100;     143.699997;     159.399994;     170.800003;     171.600006;     163.500000;     147.500000;     142.600006;     138.899994;     126.300003;     119.500000
MOBY_2073_b_oc;MOBY;KennethVoss;    20.834;  -157.200;20060816T223834Z;P10100100;M111110111101110100;    13.000;     7.211;       0.033539;       0.026508;       0.018184;       0.009747;       0.003666;       0.000284;       0.000096;       0.000089;       0.000015;       0.000003;       1.513100;       1.328700;       0.977500;       0.526400;       0.188700;       0.013200;       0.004300;       0.003900;       0.000600;       0.000100;     142.000000;     157.699997;     169.100006;     170.000000;     162.000000;     146.199997;     141.600006;     137.899994;     126.000000;     118.599998
MOBY_2074_b_oc;MOBY;KennethVoss;    20.830;  -157.208;20060819T223834Z;P10100100;M111110111101110100;    14.000;     8.183;       0.035571;       0.027565;       0.018571;       0.009855;       0.003736;       0.000316;       0.000109;       0.000094;       0.000018;       0.000003;       1.628000;       1.399800;       1.010500;       0.538000;       0.193800;       0.014700;       0.004900;       0.004100;       0.000700;       0.000100;     144.100006;     159.800003;     171.199997;     171.899994;     163.300003;     146.300003;     141.300003;     137.600006;     125.699997;     118.099998
MOBY_2075_b_oc;MOBY;KennethVoss;    20.823;  -157.201;20060828T223901Z;P10100100;M111110111101110100;    15.000;    11.338;       0.038394;       0.029507;       0.018775;       0.009826;       0.003793;       0.000368;       0.000130;       0.000117;       0.000023;       0.000003;       1.690800;       1.447700;       0.991200;       0.520000;       0.191600;       0.016700;       0.005700;       0.005000;       0.000900;       0.000100;     138.800003;     154.500000;     166.199997;     166.800003;     159.199997;     143.000000;     138.399994;     134.800003;     122.000000;     115.900002
MOBY_2076_b_oc;MOBY;KennethVoss;    20.820;  -157.204;20060829T223901Z;P10100100;M111110111101110100;    15.000;    11.697;       0.036708;       0.028143;       0.018188;       0.009618;       0.003759;       0.000377;       0.000138;       0.000121;       0.000025;       0.000003;       1.603800;       1.373600;       0.956100;       0.509000;       0.190000;       0.017200;       0.006100;       0.005200;       0.001000;       0.000100;     137.699997;     153.699997;     165.500000;     166.800003;     159.300003;     143.800003;     139.199997;     135.600006;     124.500000;     116.500000
MOBY_2077_b_oc;MOBY;KennethVoss;    20.819;  -157.203;20060831T223907Z;P10100100;M111110111101110100;    15.000;    12.428;       0.037079;       0.028622;       0.018501;       0.009745;       0.003737;       0.000359;       0.000127;       0.000112;       0.000023;       0.000008;       1.617200;       1.393100;       0.968900;       0.513400;       0.187900;       0.016300;       0.005600;       0.004800;       0.000900;       0.000300;     137.500000;     153.300003;     164.899994;     166.100006;     158.500000;     143.300003;     138.800003;     135.199997;     124.500000;     116.300003
MOBY_2078_b_oc;MOBY;KennethVoss;    20.825;  -157.201;20060901T223901Z;P10100100;M111110111101110100;    14.000;    12.585;       0.034767;       0.027653;       0.018471;       0.010011;       0.003968;       0.000379;       0.000135;       0.000122;       0.000025;       0.000003;       1.530100;       1.360100;       0.978500;       0.533900;       0.202100;       0.017400;       0.006000;       0.005300;       0.001000;       0.000100;     138.699997;     154.899994;     166.800003;     168.100006;     160.500000;     144.800003;     140.300003;     136.600006;     125.699997;     117.400002
MOBY_2079_b_oc;MOBY;KennethVoss;    20.827;  -157.204;20060904T223902Z;P10100100;M111110111101110100;    14.000;    13.706;       0.034210;       0.027251;       0.018014;       0.009688;       0.003804;       0.000358;       0.000125;       0.000108;       0.000023;       0.000005;       1.508200;       1.341700;       0.955800;       0.517100;       0.194000;       0.016500;       0.005600;       0.004700;       0.000900;       0.000200;     139.000000;     155.100006;     167.100006;     168.300003;     160.800003;     145.500000;     140.899994;     137.199997;     125.500000;     118.000000
MOBY_2080_b_oc;MOBY;KennethVoss;    20.829;  -157.201;20060905T223903Z;P10100100;M111110111101110100;    14.000;    14.086;       0.031546;       0.025049;       0.016449;       0.008581;       0.003189;       0.000290;       0.000102;       0.000091;       0.000018;            NaN;       1.377100;       1.221900;       0.864300;       0.453500;       0.160900;       0.013200;       0.004500;       0.003900;       0.000700;            NaN;     137.699997;     153.699997;     165.500000;     166.699997;     159.100006;     143.899994;     139.399994;     135.800003;     125.000000;     116.800003
MOBY_2081_b_oc;MOBY;KennethVoss;    20.822;  -157.201;20060907T223909Z;P10100100;M111110111101110100;    15.000;    14.840;       0.031647;       0.026295;       0.018171;       0.009974;       0.003983;       0.000379;       0.000136;       0.000124;       0.000026;       0.000003;       1.374300;       1.275300;       0.949600;       0.523800;       0.200000;       0.017200;       0.006000;       0.005300;       0.001000;       0.000100;     136.899994;     152.800003;     164.600006;     165.600006;     158.300003;     143.199997;     138.699997;     135.100006;     123.099998;     116.199997
MOBY_2082_b_oc;MOBY;KennethVoss;    20.828;  -157.211;20060908T223803Z;P10100100;M111110111101110100;    15.000;    15.181;       0.034423;       0.026373;       0.016536;       0.008582;       0.003311;       0.000323;       0.000111;       0.000098;       0.000019;       0.000003;       1.567600;       1.347200;       0.914300;       0.477300;       0.176400;       0.015600;       0.005200;       0.004500;       0.000800;       0.000100;     143.699997;     161.000000;     174.199997;     175.500000;     168.100006;     152.399994;     147.800003;     144.100006;     131.600006;     124.000000
MOBY_2083_b_oc;MOBY;KennethVoss;    20.828;  -157.200;20060910T223904Z;P10100100;M111110111101110100;    14.000;    16.001;       0.039875;       0.030148;       0.019524;       0.010229;       0.003940;       0.000388;       0.000137;       0.000120;       0.000025;       0.000003;       1.723700;       1.455500;       1.014700;       0.534600;       0.196500;       0.017500;       0.006000;       0.005100;       0.001000;       0.000100;     136.399994;     152.199997;     163.800003;     165.000000;     157.399994;     142.300003;     138.100006;     134.500000;     123.800003;     115.699997
MOBY_2084_b_oc;MOBY;KennethVoss;    20.826;  -157.201;20060911T223910Z;P10100100;M111110111101110100;    14.000;    16.388;       0.041557;       0.030974;       0.019951;       0.010580;       0.004114;       0.000424;       0.000153;       0.000131;       0.000028;            NaN;       1.801700;       1.499100;       1.039900;       0.554200;       0.205800;       0.019200;       0.006700;       0.005600;       0.001100;            NaN;     136.800003;     152.600006;     164.300003;     165.399994;     157.899994;     142.899994;     138.600006;     135.000000;     123.800003;     116.099998
MOBY_2085_b_oc;MOBY;KennethVoss;    20.825;  -157.202;20060912T223904Z;P10100100;M111110111101110100;    14.000;    16.776;       0.042723;       0.032313;       0.020494;       0.010711;       0.004161;       0.000435;       0.000161;       0.000136;       0.000028;       0.000003;       1.843800;       1.556400;       1.063400;       0.558500;       0.207400;       0.019600;       0.007000;       0.005800;       0.001100;       0.000100;     136.199997;     151.899994;     163.600006;     164.699997;     157.399994;     142.300003;     137.800003;     134.300003;     122.699997;     115.500000
MOBY_2086_b_oc;MOBY;KennethVoss;    20.825;  -157.202;20060913T223903Z;P10100100;M111110111101110100;    14.000;    17.168;       0.041543;       0.031218;       0.020102;       0.010552;       0.004073;       0.000382;       0.000131;       0.000116;       0.000023;       0.000003;       1.787600;       1.498500;       1.038400;       0.547400;       0.201800;       0.017100;       0.005700;       0.004900;       0.000900;       0.000100;     135.800003;     151.399994;     162.899994;     163.899994;     156.500000;     141.500000;     137.199997;     133.699997;     122.300003;     115.000000
