MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_665;Rho_wn_IS_681;Rho_wn_IS_708;Rho_wn_IS_753;Lw_IS_412;Lw_IS_443;Lw_IS_490;Lw_IS_510;Lw_IS_560;Lw_IS_620;Lw_IS_665;Lw_IS_681;Lw_IS_708;Lw_IS_753;Es_IS_412;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_665;Es_IS_681;Es_IS_708;Es_IS_753
MOBY_0_b_oc;MOBY;KennethVoss;    20.821;  -157.184;20020527T203606Z;P10100100;M111110111101110100;    13.000;    25.609;       0.039979;       0.030821;       0.019912;       0.010599;       0.004051;       0.000427;       0.000128;       0.000114;       0.000022;            NaN;       1.634600;       1.389700;       0.957200;       0.510600;       0.186200;       0.017900;       0.005200;       0.004500;       0.000800;            NaN;     129.199997;     142.699997;     152.199997;     153.000000;     145.899994;     133.100006;     128.500000;     125.199997;     114.300003;     107.800003
MOBY_1_b_oc;MOBY;KennethVoss;    20.819;  -157.192;20020528T203606Z;P10100100;M111110111101110100;    14.000;    25.636;       0.035935;       0.027408;       0.018047;       0.009864;       0.004006;       0.000501;       0.000181;       0.000163;       0.000035;       0.000003;       1.515400;       1.276400;       0.898300;       0.492100;       0.191000;       0.021800;       0.007600;       0.006700;       0.001300;       0.000100;     133.199997;     147.300003;     157.500000;     158.300003;     151.199997;     138.000000;     133.500000;     130.100006;     118.900002;     112.000000
MOBY_2_b_oc;MOBY;KennethVoss;    20.815;  -157.185;20020529T203607Z;P10100100;M111110111101110100;    14.000;    25.652;       0.039921;       0.030046;       0.019387;       0.010265;       0.003940;       0.000419;       0.000136;       0.000124;       0.000022;            NaN;       1.633500;       1.353800;       0.930700;       0.493500;       0.180700;       0.017500;       0.005500;       0.004900;       0.000800;            NaN;     129.300003;     142.600006;     152.000000;     152.699997;     145.600006;     132.699997;     128.199997;     125.000000;     113.900002;     107.500000
MOBY_3_b_oc;MOBY;KennethVoss;    20.818;  -157.184;20020530T203734Z;P10100100;M111110111101110100;    13.000;    25.444;       0.040962;       0.030584;       0.019494;       0.010020;       0.003749;       0.000357;       0.000140;       0.000131;       0.000024;       0.000006;       1.709500;       1.407700;       0.958400;       0.493900;       0.176300;       0.015300;       0.005800;       0.005300;       0.000900;       0.000200;     131.899994;     145.699997;     155.699997;     156.600006;     149.300003;     136.199997;     131.600006;     128.199997;     117.699997;     110.300003
MOBY_4_b_oc;MOBY;KennethVoss;    20.818;  -157.193;20020531T203609Z;P10100100;M111110111101110100;    14.000;    25.711;       0.041927;       0.031542;       0.019655;       0.010162;       0.003795;       0.000383;       0.000128;       0.000111;       0.000022;            NaN;       1.755000;       1.454600;       0.966200;       0.500500;       0.178400;       0.016400;       0.005300;       0.004500;       0.000800;            NaN;     132.300003;     146.000000;     155.699997;     156.500000;     149.300003;     136.100006;     131.399994;     128.000000;     117.000000;     110.099998
MOBY_5_b_oc;MOBY;KennethVoss;    20.812;  -157.199;20020601T203608Z;P10100100;M111110111101110100;    14.000;    25.729;       0.030980;       0.024752;       0.016992;       0.009321;       0.003637;       0.000387;       0.000135;       0.000116;       0.000021;            NaN;       1.292700;       1.140200;       0.835600;       0.459700;       0.171200;       0.016600;       0.005600;       0.004700;       0.000800;            NaN;     131.800003;     145.699997;     155.600006;     156.500000;     149.300003;     136.199997;     131.899994;     128.500000;     118.199997;     110.500000
MOBY_6_b_oc;MOBY;KennethVoss;    20.812;  -157.190;20020602T203607Z;P10100100;M111110111101110100;    14.000;    25.752;       0.033486;       0.026539;       0.018478;       0.010229;       0.004088;       0.000426;       0.000147;       0.000131;       0.000025;            NaN;       1.356200;       1.184300;       0.878600;       0.487000;       0.185700;       0.017600;       0.005900;       0.005100;       0.000900;            NaN;     127.900002;     141.100006;     150.399994;     151.000000;     144.000000;     131.199997;     126.900002;     123.699997;     112.800003;     106.300003
MOBY_7_b_oc;MOBY;KennethVoss;    20.813;  -157.187;20020603T203609Z;P10100100;M111110111101110100;    14.000;    25.782;       0.032604;       0.026261;       0.018684;       0.010471;       0.004214;       0.000455;       0.000161;       0.000140;       0.000025;            NaN;       1.329000;       1.179700;       0.895200;       0.502700;       0.193100;       0.019000;       0.006500;       0.005500;       0.000900;            NaN;     128.699997;     142.000000;     151.500000;     152.199997;     145.199997;     132.399994;     127.900002;     124.599998;     113.599998;     107.199997
MOBY_8_b_oc;MOBY;KennethVoss;    20.808;  -157.201;20020604T203609Z;P10100100;M111110111101110100;    15.000;    25.830;       0.033260;       0.026763;       0.018999;       0.010694;       0.004254;       0.000452;       0.000156;       0.000139;       0.000025;            NaN;       1.357800;       1.204700;       0.912600;       0.514700;       0.195300;       0.018900;       0.006300;       0.005500;       0.000900;            NaN;     128.899994;     142.300003;     151.899994;     152.600006;     145.500000;     132.600006;     128.100006;     124.800003;     113.900002;     107.300003
MOBY_9_b_oc;MOBY;KennethVoss;    20.811;  -157.187;20020605T203609Z;P10100100;M111110111101110100;    14.000;    25.854;       0.036881;       0.029337;       0.019906;       0.010745;       0.004179;       0.000471;       0.000156;       0.000133;       0.000026;            NaN;       1.438300;       1.259300;       0.910700;       0.492200;       0.182300;       0.018700;       0.006000;       0.005000;       0.000900;            NaN;     123.199997;     135.800003;     144.800003;     145.399994;     138.399994;     126.099998;     121.900002;     118.800003;     108.800003;     102.199997
MOBY_10_b_oc;MOBY;KennethVoss;    20.810;  -157.193;20020606T203610Z;P10100100;M111110111101110100;    14.000;    25.899;       0.029528;       0.024670;       0.018359;       0.010853;       0.004891;       0.000558;       0.000190;       0.000160;       0.000027;            NaN;       1.223900;       1.127600;       0.895000;       0.530600;       0.227700;       0.023700;       0.007800;       0.006400;       0.001000;            NaN;     130.699997;     144.199997;     153.800003;     154.500000;     147.100006;     134.100006;     129.399994;     126.099998;     115.199997;     108.400002
MOBY_11_b_oc;MOBY;KennethVoss;    20.809;  -157.202;20020607T203709Z;P10100100;M111110111101110100;    15.000;    25.718;       0.030650;       0.024793;       0.017668;       0.009972;       0.004065;       0.000440;       0.000137;       0.000128;       0.000025;       0.000003;       1.263100;       1.127300;       0.857300;       0.485200;       0.188600;       0.018600;       0.005600;       0.005100;       0.000900;       0.000100;     130.100006;     143.699997;     153.399994;     154.199997;     147.000000;     134.000000;     129.399994;     126.099998;     115.000000;     108.500000
MOBY_12_b_oc;MOBY;KennethVoss;    20.812;  -157.208;20020608T203620Z;P10100100;M111110111101110100;    15.000;    25.995;       0.031137;       0.024657;       0.016838;       0.009200;       0.003586;       0.000354;       0.000118;       0.000109;       0.000021;            NaN;       1.302100;       1.138000;       0.830000;       0.455100;       0.169100;       0.015200;       0.004900;       0.004400;       0.000800;            NaN;     132.100006;     146.000000;     156.000000;     157.000000;     149.600006;     136.399994;     131.800003;     128.399994;     117.900002;     110.400002
MOBY_13_b_oc;MOBY;KennethVoss;    20.810;  -157.200;20020609T203610Z;P10100100;M111110111101110100;    14.000;    26.032;       0.032929;       0.025964;       0.017698;       0.009593;       0.003794;       0.000439;       0.000135;       0.000121;       0.000024;       0.000003;       1.372900;       1.194200;       0.869600;       0.472700;       0.178200;       0.018800;       0.005600;       0.004900;       0.000900;       0.000100;     131.699997;     145.500000;     155.500000;     156.399994;     149.000000;     135.899994;     131.300003;     127.900002;     117.500000;     110.099998
MOBY_14_b_oc;MOBY;KennethVoss;    20.808;  -157.196;20020610T203611Z;P10100100;M111110111101110100;    15.000;    26.073;       0.031526;       0.025690;       0.018081;       0.010109;       0.004138;       0.000476;       0.000161;       0.000142;       0.000025;            NaN;       1.298000;       1.168600;       0.878800;       0.492600;       0.192600;       0.020200;       0.006600;       0.005700;       0.000900;            NaN;     130.000000;     143.800003;     153.699997;     154.500000;     147.500000;     134.600006;     130.100006;     126.800003;     115.500000;     109.000000
MOBY_15_b_oc;MOBY;KennethVoss;    20.809;  -157.201;20020612T203610Z;P10100100;M111110111101110100;    15.000;    26.170;       0.030100;       0.024637;       0.017373;       0.009591;       0.003801;       0.000366;       0.000144;       0.000132;       0.000025;            NaN;       1.204700;       1.087600;       0.817700;       0.452600;       0.170800;       0.015000;       0.005700;       0.005100;       0.000900;            NaN;     126.400002;     139.600006;     148.899994;     149.699997;     142.500000;     129.899994;     125.599998;     122.400002;     112.400002;     105.199997
MOBY_16_b_oc;MOBY;KennethVoss;    20.812;  -157.209;20020613T203611Z;P10100100;M111110111101110100;    16.000;    26.224;       0.026099;       0.021437;       0.015445;       0.008805;       0.003522;       0.000376;       0.000132;       0.000123;       0.000021;            NaN;       1.092000;       0.991500;       0.763500;       0.436900;       0.166500;       0.016200;       0.005500;       0.005000;       0.000800;            NaN;     132.100006;     146.199997;     156.300003;     157.300003;     149.800003;     136.600006;     132.199997;     128.800003;     118.699997;     110.800003
MOBY_17_b_oc;MOBY;KennethVoss;    20.821;  -157.202;20020615T203611Z;P10100100;M111110111101110100;    15.000;    26.313;       0.023434;       0.019456;       0.013656;       0.007704;       0.003066;       0.000303;       0.000106;       0.000099;       0.000019;            NaN;       0.989200;       0.908200;       0.681700;       0.385700;       0.146500;       0.013200;       0.004500;       0.004100;       0.000700;            NaN;     133.300003;     147.600006;     157.899994;     158.800003;     151.500000;     138.199997;     134.100006;     130.699997;     119.500000;     112.400002
MOBY_18_b_oc;MOBY;KennethVoss;    20.824;  -157.210;20020616T203611Z;P10100100;M111110111101110100;    15.000;    26.368;       0.028515;       0.023890;       0.016808;       0.009192;       0.003537;       0.000348;       0.000117;       0.000105;       0.000022;            NaN;       1.174400;       1.086700;       0.816800;       0.447700;       0.164100;       0.014700;       0.004800;       0.004200;       0.000800;            NaN;     130.100006;     143.899994;     153.800003;     154.600006;     147.199997;     134.199997;     130.500000;     127.199997;     116.900002;     109.500000
MOBY_19_b_oc;MOBY;KennethVoss;    20.829;  -157.189;20020617T203612Z;P10100100;M111110111101110100;    13.000;    26.398;       0.033476;       0.027700;       0.019796;       0.011361;       0.004697;       0.000500;       0.000166;       0.000145;       0.000027;            NaN;       1.292700;       1.176300;       0.894900;       0.514100;       0.202100;       0.019600;       0.006300;       0.005400;       0.000900;            NaN;     121.900002;     134.199997;     142.899994;     143.399994;     136.300003;     124.199997;     120.500000;     117.500000;     107.199997;     101.099998
MOBY_20_b_oc;MOBY;KennethVoss;    20.831;  -157.202;20020618T203613Z;P10100100;M111110111101110100;    14.000;    26.459;       0.042896;       0.032430;       0.020288;       0.010637;       0.004020;       0.000459;       0.000129;       0.000112;       0.000022;            NaN;       1.766900;       1.473600;       0.986100;       0.518300;       0.187000;       0.019500;       0.005300;       0.004500;       0.000800;            NaN;     130.199997;     143.899994;     154.000000;     154.899994;     147.800003;     135.000000;     130.699997;     127.300003;     116.400002;     109.599998
MOBY_21_b_oc;MOBY;KennethVoss;    20.830;  -157.199;20020619T203619Z;P10100100;M111110111101110100;    14.000;    26.507;       0.049027;       0.036445;       0.022184;       0.011574;       0.004413;       0.000441;       0.000139;       0.000118;       0.000023;            NaN;       1.937200;       1.583500;       1.028500;       0.537000;       0.195300;       0.017800;       0.005400;       0.004500;       0.000800;            NaN;     124.900002;     137.600006;     146.899994;     147.500000;     140.600006;     128.300003;     123.900002;     120.699997;     110.000000;     103.900002
MOBY_22_b_oc;MOBY;KennethVoss;    20.828;  -157.206;20020621T203613Z;P10100100;M111110111101110100;    14.000;    26.614;       0.046651;       0.034555;       0.021136;       0.010806;       0.004009;       0.000398;       0.000133;       0.000113;       0.000023;            NaN;       1.847700;       1.504600;       0.981200;       0.502000;       0.177900;       0.016100;       0.005200;       0.004300;       0.000800;            NaN;     125.199997;     137.899994;     147.100006;     147.699997;     141.000000;     128.600006;     123.900002;     120.699997;     109.900002;     103.900002
MOBY_23_b_oc;MOBY;KennethVoss;    20.829;  -157.208;20020624T203615Z;P10100100;M111110111101110100;    14.000;    26.764;       0.043315;       0.031974;       0.019493;       0.009968;       0.003749;       0.000384;       0.000129;       0.000112;       0.000022;            NaN;       1.749800;       1.424400;       0.928200;       0.476200;       0.171200;       0.016000;       0.005200;       0.004400;       0.000800;            NaN;     127.699997;     141.100006;     150.899994;     151.899994;     145.100006;     132.600006;     128.100006;     124.699997;     114.599998;     107.400002
MOBY_24_b_oc;MOBY;KennethVoss;    20.823;  -157.202;20020625T203615Z;P10100100;M111110111101110100;    15.000;    26.809;       0.040859;       0.030850;       0.019105;       0.009722;       0.003606;       0.000354;       0.000127;       0.000117;       0.000022;            NaN;       1.645400;       1.370400;       0.907300;       0.463500;       0.164100;       0.014700;       0.005100;       0.004600;       0.000800;            NaN;     127.300003;     140.699997;     150.500000;     151.600006;     144.600006;     132.000000;     127.599998;     124.199997;     114.699997;     106.900002
MOBY_25_b_oc;MOBY;KennethVoss;    20.822;  -157.203;20020626T203804Z;P10100100;M111110111101110100;    15.000;    26.399;       0.042405;       0.031860;       0.019764;       0.010004;       0.003623;       0.000307;       0.000113;       0.000103;       0.000020;            NaN;       1.706400;       1.413500;       0.936300;       0.475500;       0.164100;       0.012700;       0.004500;       0.004000;       0.000700;            NaN;     127.199997;     140.500000;     150.100006;     151.100006;     143.899994;     131.399994;     126.900002;     123.599998;     113.699997;     106.400002
MOBY_26_b_oc;MOBY;KennethVoss;    20.822;  -157.203;20020627T203615Z;P10100100;M111110111101110100;    15.000;    26.906;       0.045383;       0.034877;       0.022350;       0.011437;       0.004252;       0.000372;       0.000124;       0.000106;       0.000022;            NaN;       2.022800;       1.724300;       1.189000;       0.611400;       0.217800;       0.017400;       0.005600;       0.004700;       0.000900;            NaN;     140.899994;     156.600006;     168.600006;     170.000000;     162.800003;     148.899994;     143.899994;     140.199997;     128.600006;     120.800003
MOBY_27_b_oc;MOBY;KennethVoss;    20.818;  -157.204;20020628T203615Z;P10100100;M111110111101110100;    15.000;    26.956;       0.036589;       0.027741;       0.017605;       0.008970;       0.003296;       0.000353;       0.000082;       0.000076;       0.000014;            NaN;       1.473400;       1.234000;       0.838800;       0.429000;       0.150600;       0.014700;       0.003300;       0.003000;       0.000500;            NaN;     127.300003;     140.899994;     151.000000;     152.100006;     145.199997;     132.600006;     127.900002;     124.599998;     114.900002;     107.300003
MOBY_28_b_oc;MOBY;KennethVoss;    20.819;  -157.193;20020701T203616Z;P10100100;M111110111101110100;    14.000;    27.103;       0.039042;       0.029766;       0.019330;       0.010432;       0.004063;       0.000408;       0.000155;       0.000142;       0.000028;            NaN;       1.455300;       1.221300;       0.847000;       0.457600;       0.170400;       0.015600;       0.005700;       0.005100;       0.000900;            NaN;     117.800003;     129.899994;     138.800003;     139.399994;     133.199997;     121.500000;     117.000000;     114.000000;     103.099998;      98.000000
MOBY_29_b_oc;MOBY;KennethVoss;    20.815;  -157.194;20020706T203623Z;P10100100;M111110111101110100;    14.000;    27.321;       0.040469;       0.031626;       0.021391;       0.011835;       0.004736;       0.000549;       0.000166;       0.000148;       0.000027;       0.000003;       1.509000;       1.298300;       0.936500;       0.519200;       0.198000;       0.020900;       0.006100;       0.005300;       0.000900;       0.000100;     117.800003;     129.899994;     138.600006;     139.300003;     132.699997;     120.900002;     116.800003;     113.699997;     104.300003;      97.800003
MOBY_30_b_oc;MOBY;KennethVoss;    20.814;  -157.185;20020707T203616Z;P10100100;M111110111101110100;    14.000;    27.354;       0.036951;       0.029037;       0.019834;       0.010744;       0.004259;       0.000446;       0.000150;       0.000141;       0.000028;       0.000003;       1.508700;       1.311100;       0.958400;       0.520600;       0.197100;       0.018800;       0.006100;       0.005600;       0.001000;       0.000100;     129.000000;     142.899994;     153.000000;     153.899994;     146.899994;     134.000000;     129.300003;     125.900002;     114.800003;     108.300003
MOBY_31_b_oc;MOBY;KennethVoss;    20.810;  -157.197;20020709T203618Z;P10100100;M111110111101110100;    14.000;    27.444;       0.035971;       0.027659;       0.018305;       0.009793;       0.003793;       0.000390;       0.000136;       0.000126;       0.000024;            NaN;       1.382900;       1.171400;       0.828000;       0.444000;       0.164200;       0.015400;       0.005200;       0.004700;       0.000800;            NaN;     121.500000;     134.100006;     143.300003;     144.100006;     137.500000;     125.400002;     121.300003;     118.199997;     107.800003;     101.599998
MOBY_32_b_oc;MOBY;KennethVoss;    20.809;  -157.198;20020710T203534Z;P10100100;M111110111101110100;    14.000;    27.715;       0.040002;       0.030542;       0.019645;       0.010356;       0.003993;       0.000428;       0.000137;       0.000127;       0.000023;            NaN;       1.547700;       1.303600;       0.897500;       0.474100;       0.174900;       0.017100;       0.005300;       0.004800;       0.000800;            NaN;     122.300003;     135.199997;     144.800003;     145.600006;     139.199997;     127.099998;     122.599998;     119.500000;     108.699997;     102.800003
MOBY_33_b_oc;MOBY;KennethVoss;    20.815;  -157.201;20020711T203619Z;P10100100;M111110111101110100;    15.000;    27.524;       0.032972;       0.025410;       0.017217;       0.009249;       0.003584;       0.000365;       0.000125;       0.000120;       0.000023;            NaN;       1.290700;       1.098800;       0.797400;       0.429300;       0.159100;       0.014800;       0.004900;       0.004600;       0.000800;            NaN;     123.699997;     136.899994;     146.699997;     147.500000;     141.000000;     128.800003;     124.300003;     121.199997;     110.099998;     104.300003
MOBY_34_b_oc;MOBY;KennethVoss;    20.821;  -157.201;20020712T203619Z;P10100100;M111110111101110100;    15.000;    27.560;       0.045221;       0.033850;       0.021487;       0.011374;       0.004402;       0.000429;       0.000138;       0.000120;       0.000024;       0.000003;       1.711000;       1.411700;       0.957300;       0.507900;       0.187800;       0.016700;       0.005200;       0.004400;       0.000800;       0.000100;     119.599998;     132.100006;     141.199997;     142.000000;     135.600006;     123.900002;     119.699997;     116.699997;     106.599998;     100.400002
MOBY_35_b_oc;MOBY;KennethVoss;    20.819;  -157.210;20020714T203628Z;P10100100;M111110111101110100;    15.000;    27.640;       0.042660;       0.032245;       0.020257;       0.010448;       0.003916;       0.000364;       0.000092;       0.000082;       0.000016;            NaN;       1.742000;       1.455300;       0.981400;       0.507700;       0.182300;       0.015500;       0.003800;       0.003300;       0.000600;            NaN;     129.100006;     143.000000;     153.600006;     154.600006;     148.000000;     135.399994;     130.699997;     127.400002;     116.199997;     109.699997
MOBY_36_b_oc;MOBY;KennethVoss;    20.828;  -157.206;20020715T203605Z;P10100100;M111110111101110100;    14.000;    27.670;       0.039325;       0.030022;       0.019280;       0.009975;       0.003668;       0.000370;       0.000116;       0.000104;       0.000019;            NaN;       1.585900;       1.337900;       0.921300;       0.478100;       0.168300;       0.015500;       0.004700;       0.004100;       0.000700;            NaN;     127.500000;     141.199997;     151.500000;     152.500000;     145.899994;     133.399994;     128.800003;     125.500000;     114.800003;     108.099998
MOBY_37_b_oc;MOBY;KennethVoss;    20.823;  -157.201;20020716T203620Z;P10100100;M111110111101110100;    15.000;    27.701;       0.039796;       0.030145;       0.019014;       0.009784;       0.003603;       0.000343;       0.000123;       0.000110;       0.000020;            NaN;       1.562100;       1.303400;       0.879200;       0.453600;       0.160000;       0.013900;       0.004800;       0.004200;       0.000700;            NaN;     124.099998;     137.000000;     146.600006;     147.500000;     141.199997;     129.000000;     124.199997;     121.099998;     110.199997;     104.199997
MOBY_38_b_oc;MOBY;KennethVoss;    20.828;  -157.209;20020717T203620Z;P10100100;M111110111101110100;    15.000;    27.742;       0.046725;       0.034533;       0.021593;       0.011412;       0.004433;       0.000438;       0.000141;       0.000129;       0.000023;            NaN;       1.832800;       1.492300;       0.997300;       0.528100;       0.196500;       0.017700;       0.005500;       0.004900;       0.000800;            NaN;     124.000000;     136.899994;     146.399994;     147.199997;     140.899994;     128.600006;     123.800003;     120.599998;     110.000000;     103.699997
MOBY_39_b_oc;MOBY;KennethVoss;    20.824;  -157.196;20020718T203620Z;P10100100;M111110111101110100;    14.000;    27.763;       0.045292;       0.032991;       0.021151;       0.011440;       0.004562;       0.000464;       0.000154;       0.000134;       0.000026;            NaN;       1.739800;       1.396100;       0.957300;       0.519300;       0.198300;       0.018400;       0.005900;       0.005000;       0.000900;            NaN;     121.400002;     134.000000;     143.399994;     144.300003;     138.100006;     126.199997;     121.599998;     118.500000;     108.300003;     101.900002
MOBY_40_b_oc;MOBY;KennethVoss;    20.825;  -157.211;20020720T203620Z;P10100100;M111110111101110100;    15.000;    27.841;       0.042587;       0.031324;       0.019350;       0.009843;       0.003639;       0.000359;       0.000116;       0.000103;       0.000017;            NaN;       1.674300;       1.361200;       0.901400;       0.460600;       0.163100;       0.014700;       0.004600;       0.004000;       0.000600;            NaN;     124.300003;     137.699997;     147.699997;     148.899994;     142.500000;     130.399994;     125.800003;     122.599998;     113.000000;     105.599998
MOBY_41_b_oc;MOBY;KennethVoss;    20.828;  -157.206;20020721T203620Z;P10100100;M111110111101110100;    14.000;    27.868;       0.040857;       0.030327;       0.019216;       0.010058;       0.003820;       0.000354;       0.000126;       0.000114;       0.000022;            NaN;       1.640000;       1.344800;       0.914000;       0.480200;       0.174800;       0.014800;       0.005100;       0.004500;       0.000800;            NaN;     126.900002;     140.500000;     150.800003;     151.899994;     145.500000;     133.199997;     128.500000;     125.199997;     114.699997;     107.900002
MOBY_42_b_oc;MOBY;KennethVoss;    20.823;  -157.201;20020722T203516Z;P10100100;M111110111101110100;    15.000;    28.128;       0.037176;       0.028010;       0.017948;       0.009405;       0.003495;       0.000352;       0.000115;       0.000105;       0.000020;            NaN;       1.469800;       1.224200;       0.841100;       0.442700;       0.157600;       0.014500;       0.004600;       0.004100;       0.000700;            NaN;     125.000000;     138.500000;     148.600006;     149.800003;     143.399994;     131.199997;     126.699997;     123.400002;     113.300003;     106.300003
MOBY_43_b_oc;MOBY;KennethVoss;    20.821;  -157.201;20020723T203620Z;P10100100;M111110111101110100;    15.000;    27.927;       0.041720;       0.030783;       0.019260;       0.009858;       0.003558;       0.000318;       0.000099;       0.000092;       0.000016;            NaN;       1.700900;       1.390100;       0.934800;       0.480500;       0.166400;       0.013600;       0.004100;       0.003700;       0.000600;            NaN;     128.899994;     143.100006;     153.899994;     155.100006;     148.699997;     136.199997;     131.300003;     128.000000;     117.500000;     110.300003
MOBY_44_b_oc;MOBY;KennethVoss;    20.812;  -157.206;20020725T203622Z;P10100100;M111110111101110100;    15.000;    27.994;       0.042324;       0.031486;       0.019790;       0.010434;       0.003979;       0.000370;       0.000132;       0.000119;       0.000023;            NaN;       1.634600;       1.341500;       0.902600;       0.477800;       0.174200;       0.014800;       0.005100;       0.004500;       0.000800;            NaN;     122.099998;     135.000000;     144.600006;     145.699997;     139.199997;     127.199997;     122.599998;     119.500000;     110.000000;     102.800003
MOBY_45_b_oc;MOBY;KennethVoss;    20.817;  -157.193;20020726T203622Z;P10100100;M111110111101110100;    14.000;    28.011;       0.046770;       0.034662;       0.021420;       0.011181;       0.004315;       0.000457;       0.000144;       0.000125;       0.000024;            NaN;       1.764800;       1.440600;       0.952500;       0.498600;       0.184000;       0.017800;       0.005400;       0.004600;       0.000800;            NaN;     119.300003;     131.699997;     141.000000;     141.899994;     135.600006;     123.900002;     119.400002;     116.400002;     106.699997;     100.199997
MOBY_46_b_oc;MOBY;KennethVoss;    20.810;  -157.196;20020728T203623Z;P10100100;M111110111101110100;    14.000;    28.076;       0.041082;       0.031351;       0.020028;       0.010482;       0.003965;       0.000401;       0.000139;       0.000122;       0.000023;       0.000003;       1.587900;       1.337700;       0.915300;       0.480300;       0.174200;       0.016100;       0.005400;       0.004600;       0.000800;       0.000100;     122.199997;     135.199997;     144.899994;     145.800003;     139.699997;     127.800003;     123.099998;     119.900002;     108.800003;     103.199997
MOBY_47_b_oc;MOBY;KennethVoss;    20.825;  -157.203;20020729T203716Z;P10100100;M111110111101110100;    15.000;    27.880;       0.032515;       0.025338;       0.017172;       0.009360;       0.003696;       0.000371;       0.000131;       0.000121;       0.000023;            NaN;       1.283200;       1.105400;       0.804600;       0.439800;       0.166800;       0.015300;       0.005200;       0.004700;       0.000800;            NaN;     124.699997;     138.100006;     148.399994;     149.300003;     143.300003;     131.100006;     126.500000;     123.300003;     111.699997;     106.199997
MOBY_48_b_oc;MOBY;KennethVoss;    20.827;  -157.186;20020730T203624Z;P10100100;M111110111101110100;    13.000;    28.130;       0.041474;       0.031421;       0.020285;       0.010777;       0.004181;       0.000380;       0.000134;       0.000127;       0.000026;            NaN;       1.612500;       1.346000;       0.930500;       0.495700;       0.184300;       0.015300;       0.005200;       0.004800;       0.000900;            NaN;     122.900002;     135.699997;     145.399994;     146.300003;     140.100006;     128.000000;     123.300003;     120.099998;     109.300003;     103.400002
MOBY_49_b_oc;MOBY;KennethVoss;    20.817;  -157.186;20020731T203624Z;P10100100;M111110111101110100;    13.000;    28.161;       0.037160;       0.027800;       0.017616;       0.009235;       0.003463;       0.000346;       0.000122;       0.000112;       0.000022;            NaN;       1.509100;       1.244800;       0.844400;       0.443400;       0.159200;       0.014500;       0.004900;       0.004400;       0.000800;            NaN;     128.399994;     141.899994;     152.000000;     152.800003;     146.199997;     133.300003;     127.900002;     124.599998;     113.500000;     107.099998
MOBY_50_b_oc;MOBY;KennethVoss;    20.822;  -157.209;20020801T203624Z;P10100100;M111110111101110100;    15.000;    28.196;       0.041701;       0.031229;       0.020001;       0.010467;       0.003921;       0.000359;       0.000128;       0.000115;       0.000020;            NaN;       1.635500;       1.351100;       0.926600;       0.486800;       0.174700;       0.014600;       0.005000;       0.004400;       0.000700;            NaN;     124.000000;     137.100006;     146.899994;     148.000000;     141.699997;     129.399994;     124.500000;     121.300003;     110.800003;     104.400002
MOBY_51_b_oc;MOBY;KennethVoss;    20.829;  -157.193;20020803T203730Z;P10100100;M111110111101110100;    14.000;    28.014;       0.040466;       0.029930;       0.019167;       0.010284;       0.004026;       0.000410;       0.000126;       0.000113;       0.000021;            NaN;       1.540100;       1.257700;       0.862400;       0.464400;       0.174200;       0.016200;       0.004800;       0.004200;       0.000700;            NaN;     120.300003;     133.100006;     142.600006;     143.600006;     137.500000;     125.800003;     121.000000;     117.900002;     107.400002;     101.599998
MOBY_52_b_oc;MOBY;KennethVoss;    20.829;  -157.189;20020804T203624Z;P10100100;M111110111101110100;    13.000;    28.277;       0.040463;       0.029495;       0.018891;       0.010007;       0.003837;       0.000369;       0.000130;       0.000116;       0.000022;            NaN;       1.646000;       1.324700;       0.909300;       0.482500;       0.177400;       0.015600;       0.005300;       0.004600;       0.000800;            NaN;     128.600006;     142.300003;     152.600006;     153.399994;     147.000000;     134.500000;     129.399994;     126.099998;     114.199997;     108.699997
MOBY_53_b_oc;MOBY;KennethVoss;    20.825;  -157.186;20020807T203624Z;P10100100;M111110111101110100;    13.000;    28.381;       0.046423;       0.034483;       0.022584;       0.012216;       0.004745;       0.000431;       0.000163;       0.000145;       0.000027;       0.000006;       1.750700;       1.432700;       1.003300;       0.544300;       0.202300;       0.016800;       0.006100;       0.005300;       0.000900;       0.000200;     119.199997;     131.600006;     140.800003;     141.699997;     135.500000;     123.900002;     119.099998;     116.099998;     105.699997;     100.000000
MOBY_54_b_oc;MOBY;KennethVoss;    20.813;  -157.185;20020810T203719Z;P10100100;M111110111101110100;    14.000;    28.265;       0.033975;       0.025598;       0.017475;       0.009702;       0.003857;       0.000389;       0.000143;       0.000131;       0.000027;            NaN;       1.409700;       1.177500;       0.865800;       0.482200;       0.184400;       0.017000;       0.006000;       0.005400;       0.001000;            NaN;     131.100006;     145.600006;     156.899994;     157.899994;     151.800003;     138.899994;     133.600006;     130.199997;     117.599998;     112.000000
